bundle_uuid	bundle_version	file_name	file_format	read_index	file_size	file_uuid	file_version	file_sha256	file_content_type	cell_suspension.provenance.document_id	cell_suspension.biomaterial_core.biomaterial_id	cell_suspension.estimated_cell_count	cell_suspension.selected_cell_type	sequencing_process.provenance.document_id	sequencing_protocol.instrument_manufacturer_model	sequencing_protocol.paired_end	library_preparation_protocol.library_construction_approach	project.provenance.document_id	project.contributors.institution	project.contributors.laboratory	project.project_core.project_short_name	project.project_core.project_title	specimen_from_organism.provenance.document_id	specimen_from_organism.diseases	specimen_from_organism.organ	specimen_from_organism.organ_part	specimen_from_organism.preservation_storage.preservation_method	donor_organism.sex	donor_organism.biomaterial_core.biomaterial_id	donor_organism.provenance.document_id	donor_organism.genus_species	donor_organism.diseases	donor_organism.organism_age	donor_organism.organism_age_unit	cell_line.provenance.document_id	cell_line.biomaterial_core.biomaterial_id	organoid.provenance.document_id	organoid.biomaterial_core.biomaterial_id	organoid.model_organ	organoid.model_organ_part	_entity_type	sample.provenance.document_id	sample.biomaterial_core.biomaterial_id
a3763b01-1604-4e94-b68e-8e2ed785d39d	2019-10-23T144855.605293Z	CZIKidney7587408_S1_L001_R1_001.fastq.gz	fastq.gz	read1	612566319	b12b9f7a-1136-456b-b0e0-aa05c29d1355	2019-10-23T144939.066147Z	3d6fff7f27d356a52dd32467f29d656a3e20c4b8af3ff2fd84d59b88c5182cf4	application/gzip; dcp-type=data	15ec2b2a-c3fe-4946-8cf6-9386bb87eec1	CZIKidney7587408	0	kidney cell	548a75b4-ba45-4700-b7bb-656c3995c316	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	f47bb6a8-a753-4d40-8254-28fee9d03c1b	normal	kidney	cortex of kidney	fresh	female	TxK1	a6116756-3aeb-48f2-8952-caccbfd3f57b	Homo sapiens	reversible cerebral vasoconstriction syndrome || stroke disorder	53	year							specimens	f47bb6a8-a753-4d40-8254-28fee9d03c1b	TxK1_5
c7d4016c-3e1a-45de-bb07-c571f12261a2	2019-10-23T184056.706179Z	CZIKidney7587408_S1_L001_R1_001.fastq.gz	fastq.gz	read1	612566319	b12b9f7a-1136-456b-b0e0-aa05c29d1355	2019-10-23T144939.066147Z	3d6fff7f27d356a52dd32467f29d656a3e20c4b8af3ff2fd84d59b88c5182cf4	application/gzip; dcp-type=data	15ec2b2a-c3fe-4946-8cf6-9386bb87eec1	CZIKidney7587408	0	kidney cell	548a75b4-ba45-4700-b7bb-656c3995c316	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	f47bb6a8-a753-4d40-8254-28fee9d03c1b	normal	kidney	cortex of kidney	fresh	female	TxK1	a6116756-3aeb-48f2-8952-caccbfd3f57b	Homo sapiens	reversible cerebral vasoconstriction syndrome || stroke disorder	53	year							specimens	f47bb6a8-a753-4d40-8254-28fee9d03c1b	TxK1_5
53fef94f-864c-4a28-be8c-09f6346ae1c4	2019-10-24T013414.641373Z	CZIKidney7632801_S1_L001_I1_001.fastq.gz	fastq.gz	index1	1516326215	f11f27c5-f4b0-4d20-9c8f-d1af764c7c0a	2019-10-23T144941.497702Z	6cc486a645990e540bbb6abfc2ec4e73552ef04684cb5038fd06ba0490f85945	application/gzip; dcp-type=data	51aab3dd-5ca8-4a83-b821-99fd3604f8e7	CZIKidney7632801	0	kidney cell	2c2c943c-1c0e-462c-b630-8a91a1f0fb94	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	2cbca5ef-0850-4c4a-9d24-05454a1060e8	normal	kidney	ureter	fresh	male	TxK4	56a5a34b-1362-4d3c-ae6f-b5f01d4eabc0	Homo sapiens	acquired aneurysmal subarachnoid hemorrhage || cardiac arrest	72	year							specimens	2cbca5ef-0850-4c4a-9d24-05454a1060e8	TxK4_1
addd4185-1c5a-4dbd-bd1a-4a645a3a7099	2019-10-23T144855.605318Z	CZIKidney7632801_S1_L001_I1_001.fastq.gz	fastq.gz	index1	1516326215	f11f27c5-f4b0-4d20-9c8f-d1af764c7c0a	2019-10-23T144941.497702Z	6cc486a645990e540bbb6abfc2ec4e73552ef04684cb5038fd06ba0490f85945	application/gzip; dcp-type=data	51aab3dd-5ca8-4a83-b821-99fd3604f8e7	CZIKidney7632801	0	kidney cell	2c2c943c-1c0e-462c-b630-8a91a1f0fb94	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	2cbca5ef-0850-4c4a-9d24-05454a1060e8	normal	kidney	ureter	fresh	male	TxK4	56a5a34b-1362-4d3c-ae6f-b5f01d4eabc0	Homo sapiens	acquired aneurysmal subarachnoid hemorrhage || cardiac arrest	72	year							specimens	2cbca5ef-0850-4c4a-9d24-05454a1060e8	TxK4_1
53fef94f-864c-4a28-be8c-09f6346ae1c4	2019-10-24T013414.641373Z	CZIKidney7632801_S1_L001_R1_001.fastq.gz	fastq.gz	read1	4492443846	8a9a73f6-9a38-494a-84b2-2d0e11b60c17	2019-10-23T144941.743420Z	dd3dc4dc8e5ef643c1d719249de369e00f9007fe54a52f351826a9e300fe80c2	application/gzip; dcp-type=data	51aab3dd-5ca8-4a83-b821-99fd3604f8e7	CZIKidney7632801	0	kidney cell	2c2c943c-1c0e-462c-b630-8a91a1f0fb94	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	2cbca5ef-0850-4c4a-9d24-05454a1060e8	normal	kidney	ureter	fresh	male	TxK4	56a5a34b-1362-4d3c-ae6f-b5f01d4eabc0	Homo sapiens	acquired aneurysmal subarachnoid hemorrhage || cardiac arrest	72	year							specimens	2cbca5ef-0850-4c4a-9d24-05454a1060e8	TxK4_1
addd4185-1c5a-4dbd-bd1a-4a645a3a7099	2019-10-23T144855.605318Z	CZIKidney7632801_S1_L001_R1_001.fastq.gz	fastq.gz	read1	4492443846	8a9a73f6-9a38-494a-84b2-2d0e11b60c17	2019-10-23T144941.743420Z	dd3dc4dc8e5ef643c1d719249de369e00f9007fe54a52f351826a9e300fe80c2	application/gzip; dcp-type=data	51aab3dd-5ca8-4a83-b821-99fd3604f8e7	CZIKidney7632801	0	kidney cell	2c2c943c-1c0e-462c-b630-8a91a1f0fb94	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	2cbca5ef-0850-4c4a-9d24-05454a1060e8	normal	kidney	ureter	fresh	male	TxK4	56a5a34b-1362-4d3c-ae6f-b5f01d4eabc0	Homo sapiens	acquired aneurysmal subarachnoid hemorrhage || cardiac arrest	72	year							specimens	2cbca5ef-0850-4c4a-9d24-05454a1060e8	TxK4_1
9620b7a6-5056-40d9-bd16-816dab0644a5	2019-10-24T184758.359551Z	4834STDY7002881_S1_L001_R2_001.fastq.gz	fastq.gz	read2	44847611151	1d428c59-694c-4596-a360-a5e857f90635	2019-10-23T144936.110149Z	6cbfc8a7166eae65a0b1171a71f4aa560d160798b14bd55dcec7061573036394	application/gzip; dcp-type=data	d18bbb45-9103-421a-b0cf-a40e2821ff5b	4834STDY7002881_F17_KI_TOT	0	kidney cell	cc5a78a1-539f-4dec-80b6-62f35dcafd89	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	5fbd4bb4-e761-4345-99b8-bd5e141a8b94	normal	kidney		fresh	female	F17	9fde0deb-9630-4007-aea6-e7a7b1e68c2a	Homo sapiens	normal	9.14	week							specimens	5fbd4bb4-e761-4345-99b8-bd5e141a8b94	F17_1
be0dddfd-5b70-48f6-b6bd-ba4f43868cb8	2019-10-23T144855.605539Z	4834STDY7002881_S1_L001_R2_001.fastq.gz	fastq.gz	read2	44847611151	1d428c59-694c-4596-a360-a5e857f90635	2019-10-23T144936.110149Z	6cbfc8a7166eae65a0b1171a71f4aa560d160798b14bd55dcec7061573036394	application/gzip; dcp-type=data	d18bbb45-9103-421a-b0cf-a40e2821ff5b	4834STDY7002881_F17_KI_TOT	0	kidney cell	cc5a78a1-539f-4dec-80b6-62f35dcafd89	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	5fbd4bb4-e761-4345-99b8-bd5e141a8b94	normal	kidney		fresh	female	F17	9fde0deb-9630-4007-aea6-e7a7b1e68c2a	Homo sapiens	normal	9.14	week							specimens	5fbd4bb4-e761-4345-99b8-bd5e141a8b94	F17_1
30f63de9-ca9f-4588-9409-ac7d1796bc32	2019-10-23T144855.605241Z	CZIKidney7587406_S1_L001_R2_001.fastq.gz	fastq.gz	read2	26659901434	791a846a-1241-4b0c-a3e3-24160fc321ee	2019-10-23T144935.594638Z	d9a99fc35767a48cf5e158092bb72bd1a7003c9f6fc1a44437eb991b01c2551c	application/gzip; dcp-type=data	2ffa92e4-d98d-4a94-a059-2251b3b2ea20	CZIKidney7587406	0	kidney cell	90b34757-474f-42c3-9d31-683a5a0a84bd	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	8c0ef0ae-0687-4f2a-8a27-d833b7032a26	normal	kidney	renal pelvis	fresh	female	TxK1	a6116756-3aeb-48f2-8952-caccbfd3f57b	Homo sapiens	reversible cerebral vasoconstriction syndrome || stroke disorder	53	year							specimens	8c0ef0ae-0687-4f2a-8a27-d833b7032a26	TxK1_3
bc3f972c-0606-42c4-9158-00266bfab9bb	2019-10-24T074120.760672Z	CZIKidney7587406_S1_L001_R2_001.fastq.gz	fastq.gz	read2	26659901434	791a846a-1241-4b0c-a3e3-24160fc321ee	2019-10-23T144935.594638Z	d9a99fc35767a48cf5e158092bb72bd1a7003c9f6fc1a44437eb991b01c2551c	application/gzip; dcp-type=data	2ffa92e4-d98d-4a94-a059-2251b3b2ea20	CZIKidney7587406	0	kidney cell	90b34757-474f-42c3-9d31-683a5a0a84bd	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	8c0ef0ae-0687-4f2a-8a27-d833b7032a26	normal	kidney	renal pelvis	fresh	female	TxK1	a6116756-3aeb-48f2-8952-caccbfd3f57b	Homo sapiens	reversible cerebral vasoconstriction syndrome || stroke disorder	53	year							specimens	8c0ef0ae-0687-4f2a-8a27-d833b7032a26	TxK1_3
bc3f972c-0606-42c4-9158-00266bfab9bb	2019-10-24T074120.760672Z	CZIKidney7587406_S1_L001_R1_001.fastq.gz	fastq.gz	read1	9055188586	247b3006-918e-49de-9797-df31ffcfe4ca	2019-10-23T144935.241234Z	70549b60bd385959d8eaf74cacc634991f70319535ecb6c320033c1bb355da14	application/gzip; dcp-type=data	2ffa92e4-d98d-4a94-a059-2251b3b2ea20	CZIKidney7587406	0	kidney cell	90b34757-474f-42c3-9d31-683a5a0a84bd	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	8c0ef0ae-0687-4f2a-8a27-d833b7032a26	normal	kidney	renal pelvis	fresh	female	TxK1	a6116756-3aeb-48f2-8952-caccbfd3f57b	Homo sapiens	reversible cerebral vasoconstriction syndrome || stroke disorder	53	year							specimens	8c0ef0ae-0687-4f2a-8a27-d833b7032a26	TxK1_3
30f63de9-ca9f-4588-9409-ac7d1796bc32	2019-10-23T144855.605241Z	CZIKidney7587406_S1_L001_R1_001.fastq.gz	fastq.gz	read1	9055188586	247b3006-918e-49de-9797-df31ffcfe4ca	2019-10-23T144935.241234Z	70549b60bd385959d8eaf74cacc634991f70319535ecb6c320033c1bb355da14	application/gzip; dcp-type=data	2ffa92e4-d98d-4a94-a059-2251b3b2ea20	CZIKidney7587406	0	kidney cell	90b34757-474f-42c3-9d31-683a5a0a84bd	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	8c0ef0ae-0687-4f2a-8a27-d833b7032a26	normal	kidney	renal pelvis	fresh	female	TxK1	a6116756-3aeb-48f2-8952-caccbfd3f57b	Homo sapiens	reversible cerebral vasoconstriction syndrome || stroke disorder	53	year							specimens	8c0ef0ae-0687-4f2a-8a27-d833b7032a26	TxK1_3
bc3f972c-0606-42c4-9158-00266bfab9bb	2019-10-24T074120.760672Z	CZIKidney7587406_S1_L001_I1_001.fastq.gz	fastq.gz	index1	3032736934	56b327ac-557e-4a07-90a7-4f167d241773	2019-10-23T144934.986762Z	f11245bb3ab2a5d0d692d1474362050b254abb45f9007b1ec5708a79f308b3cd	application/gzip; dcp-type=data	2ffa92e4-d98d-4a94-a059-2251b3b2ea20	CZIKidney7587406	0	kidney cell	90b34757-474f-42c3-9d31-683a5a0a84bd	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	8c0ef0ae-0687-4f2a-8a27-d833b7032a26	normal	kidney	renal pelvis	fresh	female	TxK1	a6116756-3aeb-48f2-8952-caccbfd3f57b	Homo sapiens	reversible cerebral vasoconstriction syndrome || stroke disorder	53	year							specimens	8c0ef0ae-0687-4f2a-8a27-d833b7032a26	TxK1_3
30f63de9-ca9f-4588-9409-ac7d1796bc32	2019-10-23T144855.605241Z	CZIKidney7587406_S1_L001_I1_001.fastq.gz	fastq.gz	index1	3032736934	56b327ac-557e-4a07-90a7-4f167d241773	2019-10-23T144934.986762Z	f11245bb3ab2a5d0d692d1474362050b254abb45f9007b1ec5708a79f308b3cd	application/gzip; dcp-type=data	2ffa92e4-d98d-4a94-a059-2251b3b2ea20	CZIKidney7587406	0	kidney cell	90b34757-474f-42c3-9d31-683a5a0a84bd	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	8c0ef0ae-0687-4f2a-8a27-d833b7032a26	normal	kidney	renal pelvis	fresh	female	TxK1	a6116756-3aeb-48f2-8952-caccbfd3f57b	Homo sapiens	reversible cerebral vasoconstriction syndrome || stroke disorder	53	year							specimens	8c0ef0ae-0687-4f2a-8a27-d833b7032a26	TxK1_3
256b91c8-2445-46be-8a82-f3801fed8f50	2019-10-23T144855.605342Z	CZIKidney7632802_S1_L001_R1_001.fastq.gz	fastq.gz	read1	3932810672	ffac7235-fb12-4e0d-ac86-c608d45f43c3	2019-10-23T144935.852293Z	c59ba00945e3197c2a19f76175d9eac1010df41ca08afc3342133daee1aee320	application/gzip; dcp-type=data	c0e783a5-a154-4f3a-b887-629ff44346ab	CZIKidney7632802	0	kidney cell	0f14c412-5014-4ac0-9a71-858b2f047777	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	f5d590c5-b307-4b99-af98-8ddba1e2a266	normal	kidney	renal medulla	fresh	male	TxK4	56a5a34b-1362-4d3c-ae6f-b5f01d4eabc0	Homo sapiens	acquired aneurysmal subarachnoid hemorrhage || cardiac arrest	72	year							specimens	f5d590c5-b307-4b99-af98-8ddba1e2a266	TxK4_2
eaf8951a-27b1-41fd-9d3d-216371abd979	2019-10-24T001535.673276Z	CZIKidney7632802_S1_L001_R1_001.fastq.gz	fastq.gz	read1	3932810672	ffac7235-fb12-4e0d-ac86-c608d45f43c3	2019-10-23T144935.852293Z	c59ba00945e3197c2a19f76175d9eac1010df41ca08afc3342133daee1aee320	application/gzip; dcp-type=data	c0e783a5-a154-4f3a-b887-629ff44346ab	CZIKidney7632802	0	kidney cell	0f14c412-5014-4ac0-9a71-858b2f047777	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	f5d590c5-b307-4b99-af98-8ddba1e2a266	normal	kidney	renal medulla	fresh	male	TxK4	56a5a34b-1362-4d3c-ae6f-b5f01d4eabc0	Homo sapiens	acquired aneurysmal subarachnoid hemorrhage || cardiac arrest	72	year							specimens	f5d590c5-b307-4b99-af98-8ddba1e2a266	TxK4_2
66b75bd0-ec85-4777-b31b-f4f05077bdec	2019-10-24T075932.398586Z	FCAImmP7528293_S1_L001_R1_001.fastq.gz	fastq.gz	read1	8647876508	d96cdcd2-d832-470d-96d8-db8f92075703	2019-10-23T144936.527086Z	0c9963ec30c0a712d8d4d1e2a560c8a9d211987b616eadba8283295fe95d0f1e	application/gzip; dcp-type=data	41c9fb6c-664e-4d51-94ae-a36dfb25073e	FCAImmP7528293_F38_KI_45N	0	kidney cell	0b52914d-687b-44d1-9a70-a95df55ed502	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	a39685fd-b34a-4db7-b973-381919edb96e	normal	kidney		fresh	male	F38	125a0c93-3187-463f-990b-1166aeb26e84	Homo sapiens	normal	12	week							specimens	a39685fd-b34a-4db7-b973-381919edb96e	F38_1
3cca8fb8-605c-4441-90a7-0e0f022b57da	2019-10-23T144855.605703Z	FCAImmP7528293_S1_L001_R1_001.fastq.gz	fastq.gz	read1	8647876508	d96cdcd2-d832-470d-96d8-db8f92075703	2019-10-23T144936.527086Z	0c9963ec30c0a712d8d4d1e2a560c8a9d211987b616eadba8283295fe95d0f1e	application/gzip; dcp-type=data	41c9fb6c-664e-4d51-94ae-a36dfb25073e	FCAImmP7528293_F38_KI_45N	0	kidney cell	0b52914d-687b-44d1-9a70-a95df55ed502	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	a39685fd-b34a-4db7-b973-381919edb96e	normal	kidney		fresh	male	F38	125a0c93-3187-463f-990b-1166aeb26e84	Homo sapiens	normal	12	week							specimens	a39685fd-b34a-4db7-b973-381919edb96e	F38_1
4a93a63a-53b9-4625-ae17-102a94bc6e6b	2019-10-24T212959.067729Z	4834STDY7002875_S1_L001_I1_001.fastq.gz	fastq.gz	index1	5417339650	657b9016-387f-4951-bf3d-4b749f4a4f23	2019-10-23T144935.751781Z	15a0c008f9c26639daca2b4acc7ea1fc21586b5bca02ae73deb73b67c7287157	application/gzip; dcp-type=data	2dea8819-57bd-4acf-bb26-7a8031df87fb	4834STDY7002875_F16_KI_45P	0	kidney cell	157ba915-28d7-4d80-89ad-71c8291dbc05	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	17aea4fd-cd72-4c36-8ded-d686162804b4	normal	kidney		fresh	male	F16	8ef48580-339e-4c23-b5bd-04c8692cab5f	Homo sapiens	normal	8.14	week							specimens	17aea4fd-cd72-4c36-8ded-d686162804b4	F16_1
0658d9aa-bd5a-4957-99f7-576d2871b72e	2019-10-23T144855.605443Z	4834STDY7002875_S1_L001_I1_001.fastq.gz	fastq.gz	index1	5417339650	657b9016-387f-4951-bf3d-4b749f4a4f23	2019-10-23T144935.751781Z	15a0c008f9c26639daca2b4acc7ea1fc21586b5bca02ae73deb73b67c7287157	application/gzip; dcp-type=data	2dea8819-57bd-4acf-bb26-7a8031df87fb	4834STDY7002875_F16_KI_45P	0	kidney cell	157ba915-28d7-4d80-89ad-71c8291dbc05	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	17aea4fd-cd72-4c36-8ded-d686162804b4	normal	kidney		fresh	male	F16	8ef48580-339e-4c23-b5bd-04c8692cab5f	Homo sapiens	normal	8.14	week							specimens	17aea4fd-cd72-4c36-8ded-d686162804b4	F16_1
668f669a-e618-44bc-bf0e-53ab1ca3de1f	2019-10-23T144855.605644Z	FCAImmP7462243_S1_L001_I1_001.fastq.gz	fastq.gz	index1	2727613148	4471ff2f-9528-4ab0-a422-78ed0852e4a5	2019-10-23T144936.492952Z	aa4f17dac6909575af38011a162368df992236c9439f4c300583d42c43b6efd9	application/gzip; dcp-type=data	5355142f-f257-49bb-9589-2fd932361519	FCAImmP7462243_F35_KI_45N	0	kidney cell	13a062ba-2b8e-43a1-bc2a-bc17f650b37d	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	442f68c7-502a-4fc7-a3b8-94e9574cd22d	normal	kidney		fresh	female	F35	91f51e13-dc56-4526-9e39-92a6c6778e16	Homo sapiens	normal	7.85	week							specimens	442f68c7-502a-4fc7-a3b8-94e9574cd22d	F35_1
15479e62-238a-4c6a-ac39-b92a24e4b27f	2019-10-24T084729.869919Z	FCAImmP7462243_S1_L001_I1_001.fastq.gz	fastq.gz	index1	2727613148	4471ff2f-9528-4ab0-a422-78ed0852e4a5	2019-10-23T144936.492952Z	aa4f17dac6909575af38011a162368df992236c9439f4c300583d42c43b6efd9	application/gzip; dcp-type=data	5355142f-f257-49bb-9589-2fd932361519	FCAImmP7462243_F35_KI_45N	0	kidney cell	13a062ba-2b8e-43a1-bc2a-bc17f650b37d	Illumina HiSeq 4000	False	10X v2 sequencing	abe1a013-af7a-45ed-8c26-f3793c24a1f4	Department of Medicine,  University of Cambridge || European Bioinformatics Institute || University of Newcastle || Wellcome Sanger Institute	Behjati Lab || Clatworthy Lab || Haniffa Lab || Human Cell Atlas Data Coordination Platform || Teichmann Lab	KidneySingleCellAtlas	Spatio-temporal immune zonation of the human kidney	442f68c7-502a-4fc7-a3b8-94e9574cd22d	normal	kidney		fresh	female	F35	91f51e13-dc56-4526-9e39-92a6c6778e16	Homo sapiens	normal	7.85	week							specimens	442f68c7-502a-4fc7-a3b8-94e9574cd22d	F35_1
