Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[individual]	Characteristics[strain]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[cell type]	Material Type	Description	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[sample barcode offset]	Comment[sample barcode read]	Comment[sample barcode size]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[BAM_URI]	Comment[read1 file]	Comment[FASTQ_URI]	Comment[read2 file]	Comment[FASTQ_URI]	Comment[index1 file]	Comment[FASTQ_URI]	Factor Value[organism part]	Factor Value[cell type]
FCA14_Female_head_adult_5dWT_Luo_sample5_S5	ERS6860636	SAMEA9135835	Drosophila melanogaster	S5	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	head	  	organism part	FCA14_Female_head_adult_5dWT_Luo_sample5_S5	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	f7e4c476__FCA14_Female_head_adult	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L004	group 6	sequencing assay	ERX5671928	FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L004.bam	FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L004.bam	ERR6032616	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032616/FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L004.bam	FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L004_R1_001.fastq.gz	FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L004_R2_001.fastq.gz	FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L004_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L004_I1_001.fastq.gz	head	    
FCA15_Female_head_adult_5dWT_Luo_sample6_S6	ERS6860637	SAMEA9135836	Drosophila melanogaster	S6	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	head	  	organism part	FCA15_Female_head_adult_5dWT_Luo_sample6_S6	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	f7ed0992__FCA15_Female_head_adult	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L001	group 7	sequencing assay	ERX5671929	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L001.bam	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L001.bam	ERR6032617	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032617/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L001.bam	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L001_R1_001.fastq.gz	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L001_R2_001.fastq.gz	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L001_I1_001.fastq.gz	head	    
FCA15_Female_head_adult_5dWT_Luo_sample6_S6	ERS6860637	SAMEA9135836	Drosophila melanogaster	S6	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	head	  	organism part	FCA15_Female_head_adult_5dWT_Luo_sample6_S6	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	f7ed0992__FCA15_Female_head_adult	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L002	group 7	sequencing assay	ERX5671929	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L002.bam	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L002.bam	ERR6032618	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032618/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L002.bam	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L002_R1_001.fastq.gz	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L002_R2_001.fastq.gz	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L002_I1_001.fastq.gz	head	    
FCA15_Female_head_adult_5dWT_Luo_sample6_S6	ERS6860637	SAMEA9135836	Drosophila melanogaster	S6	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	head	  	organism part	FCA15_Female_head_adult_5dWT_Luo_sample6_S6	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	f7ed0992__FCA15_Female_head_adult	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L003	group 7	sequencing assay	ERX5671929	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L003.bam	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L003.bam	ERR6032619	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032619/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L003.bam	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L003_R1_001.fastq.gz	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L003_R2_001.fastq.gz	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L003_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L003_I1_001.fastq.gz	head	    
FCA15_Female_head_adult_5dWT_Luo_sample6_S6	ERS6860637	SAMEA9135836	Drosophila melanogaster	S6	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	head	  	organism part	FCA15_Female_head_adult_5dWT_Luo_sample6_S6	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	f7ed0992__FCA15_Female_head_adult	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L004	group 7	sequencing assay	ERX5671929	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L004.bam	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L004.bam	ERR6032620	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032620/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L004.bam	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L004_R1_001.fastq.gz	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L004_R2_001.fastq.gz	FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L004_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA15_Female_head_adult_5dWT_Luo_sample6_S6_L004_I1_001.fastq.gz	head	    
FCA1_Head_S1	ERS6860631	SAMEA9135830	Drosophila melanogaster	S1	w1118	5	day	EFO	UO_0000033	adult	mixed	wild type genotype	head	  	organism part	FCA1_Head_S1	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	d541ae4e__FCA1_MaleFemale_Head	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA1_Head_S1_L001	group 1	sequencing assay	ERX5671923	FCA1_Head_S1_L001.bam	FCA1_Head_S1_L001.bam	ERR6032593	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032593/FCA1_Head_S1_L001.bam	FCA1_Head_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA1_Head_S1_L001_R1_001.fastq.gz	FCA1_Head_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA1_Head_S1_L001_R2_001.fastq.gz	FCA1_Head_S1_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA1_Head_S1_L001_I1_001.fastq.gz	head	    
FCA1_Head_S1	ERS6860631	SAMEA9135830	Drosophila melanogaster	S1	w1118	5	day	EFO	UO_0000033	adult	mixed	wild type genotype	head	  	organism part	FCA1_Head_S1	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	d541ae4e__FCA1_MaleFemale_Head	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA1_Head_S1_L004	group 1	sequencing assay	ERX5671923	FCA1_Head_S1_L004.bam	FCA1_Head_S1_L004.bam	ERR6032596	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032596/FCA1_Head_S1_L004.bam	FCA1_Head_S1_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA1_Head_S1_L004_R1_001.fastq.gz	FCA1_Head_S1_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA1_Head_S1_L004_R2_001.fastq.gz	FCA1_Head_S1_L004_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA1_Head_S1_L004_I1_001.fastq.gz	head	    
FCA13_Female_head_adult_5dWT_Luo_sample4_S4	ERS6860635	SAMEA9135834	Drosophila melanogaster	S4	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	head	  	organism part	FCA13_Female_head_adult_5dWT_Luo_sample4_S4	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	f7dc3ba8__FCA13_Female_head_adult	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L001	group 5	sequencing assay	ERX5671927	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L001.bam	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L001.bam	ERR6032609	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032609/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L001.bam	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L001_R1_001.fastq.gz	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L001_R2_001.fastq.gz	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L001_I1_001.fastq.gz	head	    
FCA13_Female_head_adult_5dWT_Luo_sample4_S4	ERS6860635	SAMEA9135834	Drosophila melanogaster	S4	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	head	  	organism part	FCA13_Female_head_adult_5dWT_Luo_sample4_S4	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	f7dc3ba8__FCA13_Female_head_adult	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L002	group 5	sequencing assay	ERX5671927	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L002.bam	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L002.bam	ERR6032610	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032610/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L002.bam	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L002_R1_001.fastq.gz	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L002_R2_001.fastq.gz	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L002_I1_001.fastq.gz	head	    
FCA13_Female_head_adult_5dWT_Luo_sample4_S4	ERS6860635	SAMEA9135834	Drosophila melanogaster	S4	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	head	  	organism part	FCA13_Female_head_adult_5dWT_Luo_sample4_S4	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	f7dc3ba8__FCA13_Female_head_adult	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L003	group 5	sequencing assay	ERX5671927	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L003.bam	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L003.bam	ERR6032611	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032611/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L003.bam	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L003_R1_001.fastq.gz	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L003_R2_001.fastq.gz	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L003_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L003_I1_001.fastq.gz	head	    
FCA13_Female_head_adult_5dWT_Luo_sample4_S4	ERS6860635	SAMEA9135834	Drosophila melanogaster	S4	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	head	  	organism part	FCA13_Female_head_adult_5dWT_Luo_sample4_S4	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	f7dc3ba8__FCA13_Female_head_adult	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L004	group 5	sequencing assay	ERX5671927	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L004.bam	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L004.bam	ERR6032612	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032612/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L004.bam	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L004_R1_001.fastq.gz	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L004_R2_001.fastq.gz	FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L004_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA13_Female_head_adult_5dWT_Luo_sample4_S4_L004_I1_001.fastq.gz	head	    
FCA14_Female_head_adult_5dWT_Luo_sample5_S5	ERS6860636	SAMEA9135835	Drosophila melanogaster	S5	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	head	  	organism part	FCA14_Female_head_adult_5dWT_Luo_sample5_S5	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	f7e4c476__FCA14_Female_head_adult	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L002	group 6	sequencing assay	ERX5671928	FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L002.bam	FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L002.bam	ERR6032614	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032614/FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L002.bam	FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L002_R1_001.fastq.gz	FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L002_R2_001.fastq.gz	FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA14_Female_head_adult_5dWT_Luo_sample5_S5_L002_I1_001.fastq.gz	head	    
FCA4_Male_Adult_Head1_S1	ERS6860652	SAMEA9135851	Drosophila melanogaster	S1	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	head	  	organism part	FCA4_Male_Adult_Head1_S1	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	d55c64e6__FCA4_Male_Adult_Head1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA4_Male_Adult_Head1_S1_L001	  	sequencing assay	ERX5671944	FCA4_Male_Adult_Head1_S1_L001.bam	FCA4_Male_Adult_Head1_S1_L001.bam	ERR6032677	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032677/FCA4_Male_Adult_Head1_S1_L001.bam	FCA4_Male_Adult_Head1_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA4_Male_Adult_Head1_S1_L001_R1_001.fastq.gz	FCA4_Male_Adult_Head1_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA4_Male_Adult_Head1_S1_L001_R2_001.fastq.gz	FCA4_Male_Adult_Head1_S1_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA4_Male_Adult_Head1_S1_L001_I1_001.fastq.gz	head	    
FCA6_Male_Adult_Head3_S3	ERS6860655	SAMEA9135854	Drosophila melanogaster	S3	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	head	  	organism part	FCA6_Male_Adult_Head3_S3	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	d56d6d0e__FCA6_Male_Adult_Head3	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA6_Male_Adult_Head3_S3_L001	  	sequencing assay	ERX5671947	FCA6_Male_Adult_Head3_S3_L001.bam	FCA6_Male_Adult_Head3_S3_L001.bam	ERR6032683	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032683/FCA6_Male_Adult_Head3_S3_L001.bam	FCA6_Male_Adult_Head3_S3_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA6_Male_Adult_Head3_S3_L001_R1_001.fastq.gz	FCA6_Male_Adult_Head3_S3_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA6_Male_Adult_Head3_S3_L001_R2_001.fastq.gz	FCA6_Male_Adult_Head3_S3_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA6_Male_Adult_Head3_S3_L001_I1_001.fastq.gz	head	    
