libraryId	experimentId	speciesId	organism	genomeFilePath	database	platform	libraryType	libraryInfo	readLength	runIds
SRX675211	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543713
SRX675212	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543714
SRX675213	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543715
SRX675214	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543716
SRX675215	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543717
SRX675216	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543718
SRX675217	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543719
SRX675218	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543720
SRX675219	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543721
SRX675220	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543722
SRX675221	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543723
SRX675222	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543724
SRX675223	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543725
SRX675224	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543726
SRX675225	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543727
SRX675226	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543728
SRX675227	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543729
SRX675228	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543730
SRX675229	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543731
SRX675230	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543732
SRX675231	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543733
SRX675232	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543734
SRX675233	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543735
SRX675234	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543736
SRX675235	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543737
SRX675236	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543738
SRX675237	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543739
SRX675238	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543740
SRX675239	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543741
SRX675240	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543742
SRX675241	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543743
SRX675242	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543744
SRX675243	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543745
SRX675244	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543746
SRX675245	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543747
SRX675246	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543748
SRX675247	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543749
SRX675248	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543750
SRX675249	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543751
SRX675250	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543752
SRX675251	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543753
SRX675252	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543754
SRX675253	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543755
SRX675254	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543756
SRX675255	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543757
SRX675256	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543758
SRX675257	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543759
SRX675258	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543760
SRX675259	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543761
SRX675260	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543762
SRX675261	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543763
SRX675262	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543764
SRX675263	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543765
SRX675264	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543766
SRX675265	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543767
SRX675266	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543768
SRX675267	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543769
SRX675268	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543770
SRX675269	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543771
SRX675270	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		75	SRR1543772
SRX675271	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543773
SRX675272	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543774
SRX675273	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543775
SRX675274	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543776
SRX675275	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543777
SRX675276	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543778
SRX675277	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543779
SRX675278	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543780
SRX675279	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543781
SRX675280	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543782
SRX675281	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		75	SRR1543783
SRX675282	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543784
SRX675283	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543785
SRX675284	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543786
SRX675285	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543787
SRX675286	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		75	SRR1543788
SRX675287	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		75	SRR1543789
SRX675288	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543790
SRX675289	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543791
SRX675290	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543792
SRX675291	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543793
SRX675292	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543794
SRX675293	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543795
SRX675294	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543796
SRX675295	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543797
SRX675296	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543798
SRX675297	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543799
SRX675298	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543800
SRX675299	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543801
SRX675300	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543802
SRX675301	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543803
SRX675302	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543804
SRX675303	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543805
SRX675304	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543806
SRX675305	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543807
SRX675306	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543808
SRX675307	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543809
SRX675308	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543810
SRX675309	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543811
SRX675310	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543812
SRX675311	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543813
SRX675312	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543814
SRX675313	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543815
SRX675314	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543816
SRX675315	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543817
SRX675316	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543818
SRX675317	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543819
SRX675318	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		75	SRR1543820
SRX675319	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543821
SRX675320	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543822
SRX675321	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		75	SRR1543823
SRX675322	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543824
SRX675323	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543825
SRX675324	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543826
SRX675325	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543827
SRX675326	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543828
SRX675327	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543829
SRX675328	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543830
SRX675329	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543831
SRX675330	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543832
SRX675331	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543833
SRX675332	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543834
SRX675333	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543835
SRX675334	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543836
SRX675335	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543837
SRX675336	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		75	SRR1543838
SRX675337	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543839
SRX675338	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543840
SRX675339	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543841
SRX675340	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543842
SRX675341	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543843
SRX675342	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543844
SRX675343	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543845
SRX675344	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543846
SRX675345	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543847
SRX675346	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543848
SRX675347	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543849
SRX675348	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543850
SRX675349	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543851
SRX675350	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543852
SRX675351	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543853
SRX675352	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543854
SRX675353	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543855
SRX675354	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543856
SRX675355	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543857
SRX675356	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543858
SRX675357	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		75	SRR1543859
SRX675358	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543860
SRX675359	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543861
SRX675360	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543862
SRX675361	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543863
SRX675362	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543864
SRX675363	SRP045429	7227	Drosophila melanogaster	drosophila_melanogaster/Drosophila_melanogaster.BDGP6.28	Ensembl	Illumina HiSeq 2000	SINGLE		76	SRR1543865
