#libraryId	excluded	comment	annotatorId	lastModificationDate
ERX2151353	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151354	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151355	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151356	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151357	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151358	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151359	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151360	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151361	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151362	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151363	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151364	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151365	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151366	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151367	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151368	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151369	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151370	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151371	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151372	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151373	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151374	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151375	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151376	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151377	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151378	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2151379	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2169481	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2169482	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2169483	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2169485	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2756284	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2757115	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2757116	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2757117	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2757118	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2757119	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2757120	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2757121	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2757122	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819162	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819164	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819174	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819175	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819176	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819210	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819211	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819217	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819223	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819224	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819230	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819234	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819235	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819236	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819246	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819248	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819252	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819258	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819259	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819260	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX2819266	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX3280289	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX3280292	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX3439281	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX3440671	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX3444739	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX3444740	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX3444741	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX3444752	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX3444775	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX3444809	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX3449526	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX3449533	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX3772930	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX3772942	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX3772943	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX454849	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX454851	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX454941	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX454943	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX454995	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX454997	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX592809	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX713944	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993657	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993658	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993659	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993660	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993661	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993662	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993663	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993664	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993665	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993666	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993667	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993668	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993669	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993670	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993671	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993672	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993673	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993674	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993675	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993676	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993677	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993678	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
ERX993679	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX018673	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX018710	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX029405	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX054589	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX054590	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX054591	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX054592	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX054593	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX054594	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX054595	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX054596	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX054600	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX054603	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX054604	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX054605	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX054606	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX054608	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX099907	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX099987	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX100000	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1020631	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1020633	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1020635	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1020637	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1020639	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1020641	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1021683	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1022567	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1022569	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1022571	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1022573	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1022575	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1022577	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1022579	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1022581	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1022583	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1022585	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1022587	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1022589	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1022593	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1022596	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1022598	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX103649	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX103653	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX103677	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX10419102	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX10419103	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX10419104	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX10419105	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX10419106	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX10419107	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX10419108	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX10419109	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX10419110	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1059695	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1059696	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1059697	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX10646861	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX10646887	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX109264	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1269147	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1270465	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1270466	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1270467	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1270470	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1270471	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1270473	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1383129	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1438278	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1438285	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1438287	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1438288	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1438289	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1438290	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX144214	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464307	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464308	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464309	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464310	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464311	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464312	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464313	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464314	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464315	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464316	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464317	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464318	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464319	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464320	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464321	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464322	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464323	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464324	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464325	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464326	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464327	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464328	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464329	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464330	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464331	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464332	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464333	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464334	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464335	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464336	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464337	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464338	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464339	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464340	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464341	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464342	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464343	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464344	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464345	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464346	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464347	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464348	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464349	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464350	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464351	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464352	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464353	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464354	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464355	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464356	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464357	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464358	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464359	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464360	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464361	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464362	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464363	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464364	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464365	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464366	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464367	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464368	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464369	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464370	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464371	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464372	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464373	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464374	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464375	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464376	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464377	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464378	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464379	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464380	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464381	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464382	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464383	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464384	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464385	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464386	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464387	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464388	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464389	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464390	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464391	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464392	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464393	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464394	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464395	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464396	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464397	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464398	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464399	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464400	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464401	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464402	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464403	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464404	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464405	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464406	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464407	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464408	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464409	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464410	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464411	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464412	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464413	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464414	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464415	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464416	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464417	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464418	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464419	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464420	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464421	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464422	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464423	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464424	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464425	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464426	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464427	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464428	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464429	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464430	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464431	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464432	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464433	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464434	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464435	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464436	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464437	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464438	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464439	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464440	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464441	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
SRX1464442	TRUE	less than 1M reads mapped or less than 20% reads mapped	JW	2026-01-08
