libraryId	experimentId	platform	SRSId	anatId	anatName	cellTypeId	cellTypeName	stageId	stageName	url_GSM	infoOrgan	infoCellType_abInitio	infoCellType_inferred	clusterId	clusterName	infoStage	anatAnnotationStatus	cellTypeAnnotationStatus	stageAnnotationStatus	sex	strain	genotype	speciesId	RNAseqTags	protocol	protocolType	lib_name	sampleTitle	comment	condition	annotatorId	lastModificationDate
SRX22232126	SRP467631	Illumina NovaSeq 6000	SRS19286771	UBERON:0001898	hypothalamus			MmusDv:0000154	8-week-old stage		HY - MEZ-PVZ-PVR: Hypothalamus - Hypothalamic medial zone - Periventricular zone - Periventricular region					59 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200827_01_G09	SAMN37926926		Dark	SAC	2025-01-10
SRX22232125	SRP467631	Illumina NovaSeq 6000	SRS19286772	UBERON:0013531	retrosplenial region			MmusDv:0000155	9-week-old stage		RSP: Retrosplenial area					69 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201030_01_A12	SAMN37926953		Light	SAC	2025-01-10
SRX22232124	SRP467631	Illumina NovaSeq 6000	SRS19286438	UBERON:8440030	striatum-like amygdalar nuclei			MmusDv:0000152	7-week-old stage		STR - sAMY: Striatum - Striatum-like amygdalar nuclei					54 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200903_01_B12	SAMN37926657		Light	SAC	2025-01-10
SRX22232123	SRP467631	Illumina NovaSeq 6000	SRS19286773	UBERON:0002273	lateral zone of hypothalamus			MmusDv:0000154	8-week-old stage		HY LZ: Hypothalamus - Hypothalamic lateral zone					60 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201210_01_D04	SAMN37927024		Light	SAC	2025-01-10
SRX22232122	SRP467631	Illumina NovaSeq 6000	SRS19286770	UBERON:0007635	nucleus of medulla oblongata			MmusDv:0000152	7-week-old stage		MY - CN-DCN-ECU-NTS-SPVC-SPVI-SPVO: Medulla -Medulla, behavioral state related - Medulla, motor related					55 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_210226_01_D12	SAMN37927057		Dark	SAC	2025-01-10
SRX22232121	SRP467631	Illumina NovaSeq 6000	SRS19286769	UBERON:0009835	anterior cingulate cortex			MmusDv:0000154	8-week-old stage		ACA: Anterior cingulate area					58 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201030_01_F11	SAMN37926954		Light	SAC	2025-01-10
SRX22232120	SRP467631	Illumina NovaSeq 6000	SRS19286768	UBERON:0002728	entorhinal cortex			MmusDv:0000155	9-week-old stage		ENT: Entorhinal area					69 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201022_01_G06	SAMN37926948		Light	SAC	2025-01-10
SRX22232119	SRP467631	Illumina NovaSeq 6000	SRS19286767	UBERON:0001870	frontal cortex			MmusDv:0000154	8-week-old stage		PL-ILA-ORB: Prelimbic area - Infralimbic area - Orbital area					62 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201015_01_H02	SAMN37926941		Light	SAC	2025-01-10
SRX22232118	SRP467631	Illumina NovaSeq 6000	SRS19286765	UBERON:0007635	nucleus of medulla oblongata			MmusDv:0000155	9-week-old stage		MY - CN-DCN-ECU-NTS-SPVC-SPVI-SPVO: Medulla -Medulla, behavioral state related - Medulla, motor related					67 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_210408_01_F10	SAMN37927072		Light	SAC	2025-01-10
SRX22232117	SRP467631	Illumina NovaSeq 6000	SRS19286766	UBERON:0009835	anterior cingulate cortex			MmusDv:0000152	7-week-old stage		ACA: Anterior cingulate area					54 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201105_01_A01	SAMN37926976		Dark	SAC	2025-01-10
SRX22232116	SRP467631	Illumina NovaSeq 6000	SRS19286764	UBERON:0001897	dorsal plus ventral thalamus			MmusDv:0000155	9-week-old stage		TH: Thalamus					66 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201210_01_H03	SAMN37927008		Dark	SAC	2025-01-10
SRX22232115	SRP467631	Illumina NovaSeq 6000	SRS19286763	UBERON:0006514	pallidum			MmusDv:0000154	8-week-old stage		CNU - PAL: Cerebral nuclei - Pallidum					58 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200924_01_F05	SAMN37926933		Light	SAC	2025-01-10
SRX22232114	SRP467631	Illumina NovaSeq 6000	SRS19286761	UBERON:0000988	pons			MmusDv:0000152	7-week-old stage		PONS - Pmot-Psat post: Pons - Pons, motor related - Pons, behavioral state related anterior					54 days	other		missing child term	F	C57BL/6J	Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201119_01_D08	SAMN37926991		Light	SAC	2025-01-10
SRX22232113	SRP467631	Illumina NovaSeq 6000	SRS19286762	UBERON:0001954	Ammon's horn			MmusDv:0000154	8-week-old stage		HIP - CA: Hippocampal region - Ammon's horn					61 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201112_01_E05	SAMN37926970		Light	SAC	2025-01-10
SRX22232112	SRP467631	Illumina NovaSeq 6000	SRS19286760	UBERON:0005403	ventral striatum			MmusDv:0000152	7-week-old stage		STR - STRv: Striatum - Striatum ventral region					55 days	perfect match		missing child term	M	C57BL/6J	Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201120_01_C10	SAMN37926985		Light	SAC	2025-01-10
SRX22232111	SRP467631	Illumina NovaSeq 6000	SRS19286758	UBERON:0000956	cerebral cortex			MmusDv:0000154	8-week-old stage		MO-FRP: Somatomotor areas - Frontal pole, cerebral cortex					62 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201204_01_B01	SAMN37926980		Dark	SAC	2025-01-10
SRX22232110	SRP467631	Illumina NovaSeq 6000	SRS19286759	UBERON:0001898	hypothalamus			MmusDv:0000155	9-week-old stage		HY - MEZ-PVZ-PVR: Hypothalamus - Hypothalamic medial zone - Periventricular zone - Periventricular region					66 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200813_01_G10	SAMN37926923		Dark	SAC	2025-01-10
SRX22232109	SRP467631	Illumina NovaSeq 6000	SRS19286739	UBERON:0001943	midbrain tegmentum			MmusDv:0000152	7-week-old stage		MB - PAG-Ramb: Midbrain - Periaqueductal gray - Midbrain raphe nuclei					54 days	other		missing child term	F	C57BL/6J	Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201120_01_B10	SAMN37926990		Light	SAC	2025-01-10
SRX22232108	SRP467631	Illumina NovaSeq 6000	SRS19286756	UBERON:0001896	medulla oblongata			MmusDv:0000154	8-week-old stage		MY - MYsat-MYmot post: Medulla -Medulla, behavioral state related - Medulla, motor related - posterior					58 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_210121_01_F03	SAMN37927046		Dark	SAC	2025-01-10
SRX22232107	SRP467631	Illumina NovaSeq 6000	SRS19286755	UBERON:0007635	nucleus of medulla oblongata			MmusDv:0000154	8-week-old stage		MY - CN-DCN-ECU-NTS-SPVC-SPVI-SPVO: Medulla -Medulla, behavioral state related - Medulla, motor related					58 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_210226_01_E12	SAMN37927054		Light	SAC	2025-01-10
SRX22232106	SRP467631	Illumina NovaSeq 6000	SRS19286757	UBERON:0000988	pons			MmusDv:0000155	9-week-old stage		PONS - Psen: Pons - Pons, sensory related					63 days	other		missing child term	M	C57BL/6J	Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_210204_01_C06	SAMN37927049		Light	SAC	2025-01-10
SRX22232105	SRP467631	Illumina NovaSeq 6000	SRS19286726	UBERON:0001891	midbrain			MmusDv:0000154	8-week-old stage		MB - VTA-SN: Midbrain - Ventral tegmental area-Substantia nigra					61 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201113_01_G07	SAMN37926979		Dark	SAC	2025-01-10
SRX22232104	SRP467631	Illumina NovaSeq 6000	SRS19286754	UBERON:0001954	Ammon's horn			MmusDv:0000154	8-week-old stage		HIP - CA: Hippocampal region - Ammon's horn					59 days	perfect match		missing child term	M	C57BL/6J	Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201106_01_C03	SAMN37926965		Dark	SAC	2025-01-10
SRX22232103	SRP467631	Illumina NovaSeq 6000	SRS19286753	UBERON:0000988	pons			MmusDv:0000154	8-week-old stage		PONS - Pmot-Psat post: Pons - Pons, motor related - Pons, behavioral state related anterior					62 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201113_01_G06	SAMN37926969		Light	SAC	2025-01-10
SRX22232102	SRP467631	Illumina NovaSeq 6000	SRS19286752	UBERON:0002421	hippocampal formation			MmusDv:0000154	8-week-old stage		HIP: Hippocampal region					59 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201120_01_G09	SAMN37926992		Light	SAC	2025-01-10
SRX22232101	SRP467631	Illumina NovaSeq 6000	SRS19286750	UBERON:0001896	medulla oblongata			MmusDv:0000154	8-week-old stage		MY - MYsat-MYmot post: Medulla -Medulla, behavioral state related - Medulla, motor related - posterior					57 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_210121_01_H02	SAMN37927044		Dark	SAC	2025-01-10
SRX22232100	SRP467631	Illumina NovaSeq 6000	SRS19286751	UBERON:0002245	cerebellar hemisphere			MmusDv:0000155	9-week-old stage		CB - HEM: Cerebellum - Hemispheric regions 					67 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201217_01_A08	SAMN37927020		Light	SAC	2025-01-10
SRX22232099	SRP467631	Illumina NovaSeq 6000	SRS19286748	UBERON:0001870	frontal cortex			MmusDv:0000154	8-week-old stage		PL-ILA-ORB: Prelimbic area - Infralimbic area - Orbital area					62 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201015_01_F03	SAMN37926936		Dark	SAC	2025-01-10
SRX22232098	SRP467631	Illumina NovaSeq 6000	SRS19286749	UBERON:0034893	agranular insular cortex			MmusDv:0000152	7-week-old stage		AI-CLA: Agranular insular area - Claustrum					55 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201008_01_F10	SAMN37926937		Light	SAC	2025-01-10
SRX22232097	SRP467631	Illumina NovaSeq 6000	SRS19286747	UBERON:0002273	lateral zone of hypothalamus			MmusDv:0000155	9-week-old stage		HY LZ: Hypothalamus - Hypothalamic lateral zone					67 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201210_01_C04	SAMN37927004		Light	SAC	2025-01-10
SRX22232096	SRP467631	Illumina NovaSeq 6000	SRS19286746	UBERON:0002259	corpora quadrigemina			MmusDv:0000155	9-week-old stage		MB - SC-IC: Midbrain - Superior colliculus - Inferior colliculus 					64 days	perfect match		missing child term	F	C57BL/6J	Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201217_01_D07	SAMN37927027		Dark	SAC	2025-01-10
SRX22232095	SRP467631	Illumina NovaSeq 6000	SRS19286745	UBERON:0002259	corpora quadrigemina			MmusDv:0000155	9-week-old stage		MB - SC-IC: Midbrain - Superior colliculus - Inferior colliculus 					66 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201210_01_E03	SAMN37927011		Light	SAC	2025-01-10
SRX22232094	SRP467631	Illumina NovaSeq 6000	SRS19286744	UBERON:0000988	pons			MmusDv:0000154	8-week-old stage		PONS - Psen: Pons - Pons, sensory related					58 days	other		missing child term	M	C57BL/6J	Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_210318_01_A05	SAMN37927068		Dark	SAC	2025-01-10
SRX22232093	SRP467631	Illumina NovaSeq 6000	SRS19286742	UBERON:0013531	retrosplenial region			MmusDv:0000155	9-week-old stage		RSP: Retrosplenial area					69 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201022_01_H06	SAMN37926943		Dark	SAC	2025-01-10
SRX22232092	SRP467631	Illumina NovaSeq 6000	SRS19286718	UBERON:0004035	cortical subplate			MmusDv:0000154	8-week-old stage		CTXsp - CLA-EP-LA-BLA-BMA-PA: Cortical subplate - Claustrum - Endopiriform nucleus - Lateral amygdalar nucleus - Basolateral amygdalar nucleus - Basomedial amygdalar nucleus - Posterior amygdalar nucleus this just refers to the entire Cortical subplate so Cortical subplate should be the annotation					59 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200827_01_B09	SAMN37926925		Dark	SAC	2025-01-10
SRX22232091	SRP467631	Illumina NovaSeq 6000	SRS19286741	UBERON:0001896	medulla oblongata			MmusDv:0000154	8-week-old stage		MY - MYsat-MYmot ant: Medulla -Medulla, behavioral state related - Medulla, motor related - anterior					59 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_210114_01_D02	SAMN37927035		Light	SAC	2025-01-10
SRX22232090	SRP467631	Illumina NovaSeq 6000	SRS19286743	UBERON:0006514	pallidum			MmusDv:0000154	8-week-old stage		CNU - PAL: Cerebral nuclei - Pallidum					58 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200924_01_D06	SAMN37926931		Dark	SAC	2025-01-10
SRX22232089	SRP467631	Illumina NovaSeq 6000	SRS19286739	UBERON:0001943	midbrain tegmentum			MmusDv:0000152	7-week-old stage		MB - PAG-Ramb: Midbrain - Periaqueductal gray - Midbrain raphe nuclei					54 days	other		missing child term	F	C57BL/6J	Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201120_01_F09	SAMN37926990		Light	SAC	2025-01-10
SRX22232088	SRP467631	Illumina NovaSeq 6000	SRS19286740	UBERON:0001891	midbrain			MmusDv:0000154	8-week-old stage		MB - VTA-SN: Midbrain - Ventral tegmental area-Substantia nigra					59 days	other		missing child term	M	C57BL/6J	Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201106_01_H12	SAMN37926964		Light	SAC	2025-01-10
SRX22232087	SRP467631	Illumina NovaSeq 6000	SRS19286738	UBERON:0000956	cerebral cortex			MmusDv:0000154	8-week-old stage		SSs-GU-VISC-Aip: Supplemental somatosensory area - Gustatory areas - Visceral area - Agranular insular area, posterior part					59 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201203_01_D11	SAMN37926999		Dark	SAC	2025-01-10
SRX22232086	SRP467631	Illumina NovaSeq 6000	SRS19286737	UBERON:0001896	medulla oblongata			MmusDv:0000152	7-week-old stage		MY - MYsat-Mymot: Medulla -Medulla, behavioral state related - Medulla, motor related					55 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_210430_01_C05	SAMN37927078		Dark	SAC	2025-01-10
SRX22232085	SRP467631	Illumina NovaSeq 6000	SRS19286438	UBERON:8440030	striatum-like amygdalar nuclei			MmusDv:0000152	7-week-old stage		STR - sAMY: Striatum - Striatum-like amygdalar nuclei					54 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200831_01_H10	SAMN37926657		Light	SAC	2025-01-10
SRX22232084	SRP467631	Illumina NovaSeq 6000	SRS19286431	UBERON:0002436	primary visual cortex			MmusDv:0000155	9-week-old stage		VISp: Primary visual area					68 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_210107_01_F09	SAMN37926668		Light	SAC	2025-01-10
SRX22232083	SRP467631	Illumina NovaSeq 6000	SRS19286736	UBERON:0002421	hippocampal formation			MmusDv:0000152	7-week-old stage		PAR-POST-PRE-SUB-ProS: Parasubiculum - Postsubiculum - Presubiculum - Subiculum - Prosubiculum					53 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201030_01_D12	SAMN37926960		Dark	SAC	2025-01-10
SRX22232082	SRP467631	Illumina NovaSeq 6000	SRS19286727	UBERON:0005382	dorsal striatum			MmusDv:0000154	8-week-old stage		STR - STRd: Striatum - Striatum dorsal region					59 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201105_01_H02	SAMN37926959		Light	SAC	2025-01-10
SRX22232081	SRP467631	Illumina NovaSeq 6000	SRS19286735	UBERON:0001943	midbrain tegmentum			MmusDv:0000154	8-week-old stage		MB - PAG-Ramb: Midbrain - Periaqueductal gray - Midbrain raphe nuclei					62 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201112_01_D06	SAMN37926974		Dark	SAC	2025-01-10
SRX22232080	SRP467631	Illumina NovaSeq 6000	SRS19286733	UBERON:0001897	dorsal plus ventral thalamus			MmusDv:0000154	8-week-old stage		TH: Thalamus					60 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201210_01_F03	SAMN37927025		Light	SAC	2025-01-10
SRX22232079	SRP467631	Illumina NovaSeq 6000	SRS19286734	UBERON:0001898	hypothalamus			MmusDv:0000154	8-week-old stage		HY - MEZ-PVZ-PVR: Hypothalamus - Hypothalamic medial zone - Periventricular zone - Periventricular region					57 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200820_01_G03	SAMN37926924		Light	SAC	2025-01-10
SRX22232078	SRP467631	Illumina NovaSeq 6000	SRS19286731	UBERON:0007635	nucleus of medulla oblongata			MmusDv:0000155	9-week-old stage		MY - CN-DCN-ECU-NTS-SPVC-SPVI-SPVO: Medulla -Medulla, behavioral state related - Medulla, motor related					64 days	other		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_210128_01_G04	SAMN37927041		Light	SAC	2025-01-10
SRX22232077	SRP467631	Illumina NovaSeq 6000	SRS19286732	UBERON:0001954	Ammon's horn			MmusDv:0000154	8-week-old stage		HIP - CA: Hippocampal region - Ammon's horn					59 days	perfect match		missing child term	M	C57BL/6J	Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201106_01_E04	SAMN37926963		Light	SAC	2025-01-10
SRX22232076	SRP467631	Illumina NovaSeq 6000	SRS19286729	UBERON:0002421	hippocampal formation			MmusDv:0000154	8-week-old stage		HIP: Hippocampal region					61 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201204_01_G01	SAMN37926996		Dark	SAC	2025-01-10
SRX22232075	SRP467631	Illumina NovaSeq 6000	SRS19286728	UBERON:0002245	cerebellar hemisphere			MmusDv:0000155	9-week-old stage		CB - HEM: Cerebellum - Hemispheric regions 					66 days	perfect match		missing child term	F	C57BL/6J	Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_210107_02_H11	SAMN37927031		Dark	SAC	2025-01-10
SRX22232074	SRP467631	Illumina NovaSeq 6000	SRS19286730	UBERON:0005403	ventral striatum			MmusDv:0000154	8-week-old stage		STR - STRv: Striatum - Striatum ventral region					61 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200903_01_C12	SAMN37926930		Light	SAC	2025-01-10
SRX22232073	SRP467631	Illumina NovaSeq 6000	SRS19286727	UBERON:0005382	dorsal striatum			MmusDv:0000154	8-week-old stage		STR - STRd: Striatum - Striatum dorsal region					59 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201105_01_A02	SAMN37926959		Light	SAC	2025-01-10
SRX22232072	SRP467631	Illumina NovaSeq 6000	SRS19286718	UBERON:0004035	cortical subplate			MmusDv:0000154	8-week-old stage		CTXsp - CLA-EP-LA-BLA-BMA-PA: Cortical subplate - Claustrum - Endopiriform nucleus - Lateral amygdalar nucleus - Basolateral amygdalar nucleus - Basomedial amygdalar nucleus - Posterior amygdalar nucleus this just refers to the entire Cortical subplate so Cortical subplate should be the annotation					59 days	perfect match		missing child term	M	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_200827_01_H08	SAMN37926925		Dark	SAC	2025-01-10
SRX22232071	SRP467631	Illumina NovaSeq 6000	SRS19286726	UBERON:0001891	midbrain			MmusDv:0000154	8-week-old stage		MB - VTA-SN: Midbrain - Ventral tegmental area-Substantia nigra					61 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201112_01_F05	SAMN37926979		Dark	SAC	2025-01-10
SRX22232070	SRP467631	Illumina NovaSeq 6000	SRS19286725	UBERON:0001943	midbrain tegmentum			MmusDv:0000152	7-week-old stage		MB - PAG-Ramb: Midbrain - Periaqueductal gray - Midbrain raphe nuclei					55 days	other		missing child term	F	C57BL/6J	Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201119_01_B08	SAMN37926988		Dark	SAC	2025-01-10
SRX22232069	SRP467631	Illumina NovaSeq 6000	SRS19286724	UBERON:0000956	cerebral cortex			MmusDv:0000155	9-week-old stage		AUD-TEa-PERI-ECT: Auditory areas, Temporal association areas, Perirhinal area, Ectorhinal area					63 days	other		missing child term	M	C57BL/6J	Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_210204_01_G05	SAMN37927048		Light	SAC	2025-01-10
SRX22232068	SRP467631	Illumina NovaSeq 6000	SRS19286723	UBERON:0006514	pallidum			MmusDv:0000152	7-week-old stage		CNU - PAL: Cerebral nuclei - Pallidum					54 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201105_01_F01	SAMN37926972		Dark	SAC	2025-01-10
SRX22232067	SRP467631	Illumina NovaSeq 6000	SRS19286722	UBERON:0002264	olfactory bulb			MmusDv:0000154	8-week-old stage		OLF - MOB-AOB: Olfactory areas - Main olfactory bulb - Accessory olfactory bulb					59 days	perfect match		missing child term	M	C57BL/6J	Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201203_01_D12	SAMN37927000		Dark	SAC	2025-01-10
SRX22232066	SRP467631	Illumina NovaSeq 6000	SRS19286721	UBERON:0001943	midbrain tegmentum			MmusDv:0000154	8-week-old stage		MB - PAG-Ramb: Midbrain - Periaqueductal gray - Midbrain raphe nuclei					59 days	other		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201119_01_F08	SAMN37926986		Dark	SAC	2025-01-10
SRX22232065	SRP467631	Illumina NovaSeq 6000	SRS19286432	UBERON:0002436	primary visual cortex			MmusDv:0000154	8-week-old stage		VISp: Primary visual area					60 days	perfect match		missing child term	F	C57BL/6J	Snap25-IRES2-Cre/wt;Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_210107_01_C08	SAMN37926669		Light	SAC	2025-01-10
SRX22232064	SRP467631	Illumina NovaSeq 6000	SRS19286720	UBERON:0002421	hippocampal formation			MmusDv:0000154	8-week-old stage		PAR-POST-PRE-SUB-ProS: Parasubiculum - Postsubiculum - Presubiculum - Subiculum - Prosubiculum					58 days	other		missing child term	M	C57BL/6J	Ai14(RCL-tdT)/wt	10090	scRNA-seq	10X Genomics V3	3'end	L8TX_201029_01_B10	SAMN37926956		Light	SAC	2025-01-10
