sample_accession	experiment_id	library_id	run_accession	read_count	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	submitted_ftp	source
SAMEA10418804	ERP132579	ERX6700416	ERR7133145	0	13616	Monodelphis domestica	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133145/SN277_Seq2_S6_L004_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133145/SN277_Seq2_S6_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133145/SN277_Seq2_S6_L004_R2_001.fastq.gz	EBI
SAMEA10418804	ERP132579	ERX6700416	ERR7133151	0	13616	Monodelphis domestica	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133151/SN277_Seq2_S8_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133151/SN277_Seq2_S8_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133151/SN277_Seq2_S8_L002_R2_001.fastq.gz	EBI
SAMEA10418804	ERP132579	ERX6700416	ERR7133146	0	13616	Monodelphis domestica	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133146/SN277_Seq2_S7_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133146/SN277_Seq2_S7_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133146/SN277_Seq2_S7_L001_R2_001.fastq.gz	EBI
SAMEA10418804	ERP132579	ERX6700416	ERR7133148	0	13616	Monodelphis domestica	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133148/SN277_Seq2_S7_L003_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133148/SN277_Seq2_S7_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133148/SN277_Seq2_S7_L003_R2_001.fastq.gz	EBI
SAMEA10418804	ERP132579	ERX6700416	ERR7133152	0	13616	Monodelphis domestica	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133152/SN277_Seq2_S8_L003_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133152/SN277_Seq2_S8_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133152/SN277_Seq2_S8_L003_R2_001.fastq.gz	EBI
SAMEA10418804	ERP132579	ERX6700416	ERR7133153	0	13616	Monodelphis domestica	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133153/SN277_Seq2_S8_L004_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133153/SN277_Seq2_S8_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133153/SN277_Seq2_S8_L004_R2_001.fastq.gz	EBI
SAMEA10418806	ERP132580	ERX6700418	ERR7133157	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133157/SN181_S10_L003_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133157/SN181_S10_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133157/SN181_S10_L003_R2_001.fastq.gz	EBI
SAMEA10418806	ERP132580	ERX6700418	ERR7133162	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133162/SN181_S11_L004_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133162/SN181_S11_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133162/SN181_S11_L004_R2_001.fastq.gz	EBI
SAMEA10418806	ERP132580	ERX6700418	ERR7133155	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133155/SN181_S10_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133155/SN181_S10_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133155/SN181_S10_L001_R2_001.fastq.gz	EBI
SAMEA10418806	ERP132580	ERX6700418	ERR7133156	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133156/SN181_S10_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133156/SN181_S10_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133156/SN181_S10_L002_R2_001.fastq.gz	EBI
SAMEA10418806	ERP132580	ERX6700418	ERR7133161	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133161/SN181_S11_L003_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133161/SN181_S11_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133161/SN181_S11_L003_R2_001.fastq.gz	EBI
SAMEA10418806	ERP132580	ERX6700418	ERR7133163	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133163/SN181_S12_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133163/SN181_S12_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133163/SN181_S12_L001_R2_001.fastq.gz	EBI
SAMEA10418806	ERP132580	ERX6700418	ERR7133165	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133165/SN181_S12_L003_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133165/SN181_S12_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133165/SN181_S12_L003_R2_001.fastq.gz	EBI
SAMEA10418806	ERP132580	ERX6700418	ERR7133166	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133166/SN181_S12_L004_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133166/SN181_S12_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133166/SN181_S12_L004_R2_001.fastq.gz	EBI
SAMEA10418806	ERP132580	ERX6700418	ERR7133167	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133167/SN181_S9_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133167/SN181_S9_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133167/SN181_S9_L001_R2_001.fastq.gz	EBI
SAMEA10418806	ERP132580	ERX6700418	ERR7133158	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133158/SN181_S10_L004_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133158/SN181_S10_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133158/SN181_S10_L004_R2_001.fastq.gz	EBI
SAMEA10418806	ERP132580	ERX6700418	ERR7133159	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133159/SN181_S11_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133159/SN181_S11_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133159/SN181_S11_L001_R2_001.fastq.gz	EBI
SAMEA10418806	ERP132580	ERX6700418	ERR7133160	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133160/SN181_S11_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133160/SN181_S11_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133160/SN181_S11_L002_R2_001.fastq.gz	EBI
SAMEA10418806	ERP132580	ERX6700418	ERR7133164	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133164/SN181_S12_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133164/SN181_S12_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133164/SN181_S12_L002_R2_001.fastq.gz	EBI
SAMEA10418806	ERP132580	ERX6700418	ERR7133168	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133168/SN181_S9_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133168/SN181_S9_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133168/SN181_S9_L002_R2_001.fastq.gz	EBI
SAMEA10418806	ERP132580	ERX6700418	ERR7133169	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133169/SN181_S9_L003_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133169/SN181_S9_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133169/SN181_S9_L003_R2_001.fastq.gz	EBI
SAMEA10418806	ERP132580	ERX6700418	ERR7133170	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133170/SN181_S9_L004_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133170/SN181_S9_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133170/SN181_S9_L004_R2_001.fastq.gz	EBI
SAMEA10418807	ERP132580	ERX6700419	ERR7133171	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133171/SN194_S5_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133171/SN194_S5_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133171/SN194_S5_L001_R2_001.fastq.gz	EBI
SAMEA10418807	ERP132580	ERX6700419	ERR7133172	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133172/SN194_S5_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133172/SN194_S5_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133172/SN194_S5_L002_R2_001.fastq.gz	EBI
SAMEA10418807	ERP132580	ERX6700419	ERR7133174	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133174/SN194_S5_L004_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133174/SN194_S5_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133174/SN194_S5_L004_R2_001.fastq.gz	EBI
SAMEA10418807	ERP132580	ERX6700419	ERR7133176	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133176/SN194_S6_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133176/SN194_S6_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133176/SN194_S6_L002_R2_001.fastq.gz	EBI
SAMEA10418807	ERP132580	ERX6700419	ERR7133184	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133184/SN194_S8_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133184/SN194_S8_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133184/SN194_S8_L002_R2_001.fastq.gz	EBI
SAMEA10418807	ERP132580	ERX6700419	ERR7133173	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133173/SN194_S5_L003_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133173/SN194_S5_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133173/SN194_S5_L003_R2_001.fastq.gz	EBI
SAMEA10418807	ERP132580	ERX6700419	ERR7133175	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133175/SN194_S6_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133175/SN194_S6_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133175/SN194_S6_L001_R2_001.fastq.gz	EBI
SAMEA10418807	ERP132580	ERX6700419	ERR7133178	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133178/SN194_S6_L004_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133178/SN194_S6_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133178/SN194_S6_L004_R2_001.fastq.gz	EBI
SAMEA10418807	ERP132580	ERX6700419	ERR7133180	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133180/SN194_S7_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133180/SN194_S7_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133180/SN194_S7_L002_R2_001.fastq.gz	EBI
SAMEA10418807	ERP132580	ERX6700419	ERR7133185	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133185/SN194_S8_L003_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133185/SN194_S8_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133185/SN194_S8_L003_R2_001.fastq.gz	EBI
SAMEA10418807	ERP132580	ERX6700419	ERR7133186	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133186/SN194_S8_L004_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133186/SN194_S8_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133186/SN194_S8_L004_R2_001.fastq.gz	EBI
SAMEA10418807	ERP132580	ERX6700419	ERR7133177	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133177/SN194_S6_L003_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133177/SN194_S6_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133177/SN194_S6_L003_R2_001.fastq.gz	EBI
SAMEA10418807	ERP132580	ERX6700419	ERR7133179	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133179/SN194_S7_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133179/SN194_S7_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133179/SN194_S7_L001_R2_001.fastq.gz	EBI
SAMEA10418807	ERP132580	ERX6700419	ERR7133181	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133181/SN194_S7_L003_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133181/SN194_S7_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133181/SN194_S7_L003_R2_001.fastq.gz	EBI
SAMEA10418807	ERP132580	ERX6700419	ERR7133182	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133182/SN194_S7_L004_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133182/SN194_S7_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133182/SN194_S7_L004_R2_001.fastq.gz	EBI
SAMEA10418807	ERP132580	ERX6700419	ERR7133183	0	9580	Hylobates lar	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133183/SN194_S8_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133183/SN194_S8_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133183/SN194_S8_L001_R2_001.fastq.gz	EBI
SAMEA10418808	ERP132581	ERX6700420	ERR7133188	0	9593	Gorilla gorilla	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133188/SN180_S5_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133188/SN180_S5_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133188/SN180_S5_L002_R2_001.fastq.gz	EBI
SAMEA10418808	ERP132581	ERX6700420	ERR7133187	0	9593	Gorilla gorilla	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133187/SN180_S5_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133187/SN180_S5_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133187/SN180_S5_L001_R2_001.fastq.gz	EBI
SAMEA10418808	ERP132581	ERX6700420	ERR7133190	0	9593	Gorilla gorilla	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133190/SN180_S5_L004_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133190/SN180_S5_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133190/SN180_S5_L004_R2_001.fastq.gz	EBI
SAMEA10418808	ERP132581	ERX6700420	ERR7133194	0	9593	Gorilla gorilla	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133194/SN180_S6_L004_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133194/SN180_S6_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133194/SN180_S6_L004_R2_001.fastq.gz	EBI
SAMEA10418808	ERP132581	ERX6700420	ERR7133189	0	9593	Gorilla gorilla	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133189/SN180_S5_L003_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133189/SN180_S5_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133189/SN180_S5_L003_R2_001.fastq.gz	EBI
SAMEA10418808	ERP132581	ERX6700420	ERR7133191	0	9593	Gorilla gorilla	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133191/SN180_S6_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133191/SN180_S6_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133191/SN180_S6_L001_R2_001.fastq.gz	EBI
SAMEA10418808	ERP132581	ERX6700420	ERR7133199	0	9593	Gorilla gorilla	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133199/SN180_S8_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133199/SN180_S8_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133199/SN180_S8_L001_R2_001.fastq.gz	EBI
SAMEA10418808	ERP132581	ERX6700420	ERR7133202	0	9593	Gorilla gorilla	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133202/SN180_S8_L004_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133202/SN180_S8_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133202/SN180_S8_L004_R2_001.fastq.gz	EBI
SAMEA10418808	ERP132581	ERX6700420	ERR7133192	0	9593	Gorilla gorilla	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133192/SN180_S6_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133192/SN180_S6_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133192/SN180_S6_L002_R2_001.fastq.gz	EBI
SAMEA10418808	ERP132581	ERX6700420	ERR7133193	0	9593	Gorilla gorilla	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133193/SN180_S6_L003_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133193/SN180_S6_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133193/SN180_S6_L003_R2_001.fastq.gz	EBI
SAMEA10418808	ERP132581	ERX6700420	ERR7133195	0	9593	Gorilla gorilla	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133195/SN180_S7_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133195/SN180_S7_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133195/SN180_S7_L001_R2_001.fastq.gz	EBI
SAMEA10418808	ERP132581	ERX6700420	ERR7133196	0	9593	Gorilla gorilla	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133196/SN180_S7_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133196/SN180_S7_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133196/SN180_S7_L002_R2_001.fastq.gz	EBI
SAMEA10418808	ERP132581	ERX6700420	ERR7133197	0	9593	Gorilla gorilla	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133197/SN180_S7_L003_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133197/SN180_S7_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133197/SN180_S7_L003_R2_001.fastq.gz	EBI
SAMEA10418808	ERP132581	ERX6700420	ERR7133198	0	9593	Gorilla gorilla	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133198/SN180_S7_L004_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133198/SN180_S7_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133198/SN180_S7_L004_R2_001.fastq.gz	EBI
SAMEA10418808	ERP132581	ERX6700420	ERR7133200	0	9593	Gorilla gorilla	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133200/SN180_S8_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133200/SN180_S8_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133200/SN180_S8_L002_R2_001.fastq.gz	EBI
SAMEA10418808	ERP132581	ERX6700420	ERR7133201	0	9593	Gorilla gorilla	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133201/SN180_S8_L003_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133201/SN180_S8_L003_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133201/SN180_S8_L003_R2_001.fastq.gz	EBI
SAMEA10418809	ERP132581	ERX6700421	ERR7133206	0	9593	Gorilla gorilla	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133206/SN223_Seq1_S4_L004_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133206/SN223_Seq1_S4_L004_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133206/SN223_Seq1_S4_L004_R2_001.fastq.gz	EBI
SAMEA10418809	ERP132581	ERX6700421	ERR7133203	0	9593	Gorilla gorilla	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133203/SN223_Seq1_S4_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133203/SN223_Seq1_S4_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133203/SN223_Seq1_S4_L001_R2_001.fastq.gz	EBI
SAMEA10418809	ERP132581	ERX6700421	ERR7133207	0	9593	Gorilla gorilla	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133207/SN223_Seq2_S1_L001_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133207/SN223_Seq2_S1_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133207/SN223_Seq2_S1_L001_R2_001.fastq.gz	EBI
SAMEA10418809	ERP132581	ERX6700421	ERR7133208	0	9593	Gorilla gorilla	NextSeq 550	PAIRED	NA	ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133208/SN223_Seq2_S1_L002_I1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133208/SN223_Seq2_S1_L002_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR713/ERR7133208/SN223_Seq2_S1_L002_R2_001.fastq.gz	EBI
