"#experimentId"	"experimentName"	"experimentDescription"	"experimentSource"	"experimentStatus"	"comment"	
"GSE13149"	"Transcription profiling of mouse C57/B6 multistage liver development"	"The liver performs a number of essential functions for life. The development of such a complex organ relies on finely regulated gene expression profiles which change over time in the development and determine the phenotype and function of the liver. We used high-density oligonucleotide microarrays to study the gene expression and transcription regulation at 14 time points across the C57/B6 mouse liver development, which include E11.5 (embryonic day 11.5), E12.5, E13.5, E14.5, E15.5, E16.5, E17.5, E18.5, Day0 (the day of birth), Day3, Day7, Day14, Day21, and normal adult liver. With these data, we made a comprehensive analysis on gene expression patterns, functional preferences and transcriptional regulations during the liver development. Experiment Overall Design: Totally 25 microarrays have been used in this experiment, and 11 of the 14 time points have two technique repeat experiments."	"GEO"	"total"		
"GSE10644"	"Transcription profiling of mouse rhythmic mRNA expression in the distal colon"	"To identify a cohort of rhythmically expressed genes in the murine Distal Colon,microarrays were used to measure gene expression over a 24-hour light/dark cycle.The rhythmic transcripts were classified according to expression patterns, functions and association with physiological and pathophysiological processes of the colon including motility, colorectal cancer formation and inflammatory bowel disease. Experiment Overall Design: Mice were maintained for 2 weeks on a 12 hour light/dark (LD) cycle (lights on 7 AM, lights off 7 PM) prior to all experiments. For the reference experiment, mice had ad libitum access to food. Samples were collected every four hours, at 0400, 0800, 1200, 1600, 2000 and 2400, starting 1 hour after the lights went on. Total RNA was isolated by modified guanidinium thicyanate-phenol-chloroform extraction method and was treated with DNase I (Promega, Madison, WI) at 37 oC for 30 minutes.Hybridizations and Scaning were done as per Affymetrix techniques. Three MOE 430 plus 2.0 chips were used per time point."	"GEO"	"total"		
"GSE11662"	"Transcription profiling of mouse after ventilator-induced lung injury: role of Akt signaling"	"Rationale: Using an ortholog candidate gene approach, we previously identified GADD45a (growth arrest and DNA damage-inducible gene 45a) as a potential novel candidate involved in ventilator-induced lung injury (VILI). Objectives: We investigated whether genetically engineered mice with GADD45a deletion were more susceptible to ventilator- or endotoxin (LPS)-induced lung injury. We employed genomic strategies to explore the mechanistic involvement of GADD45a in inflammatory lung injury. Methods: Wild-type C57Bl/6 and GADD45a-/- mice were phenotyped for lung injury following exposure to high tidal volume ventilation (VILI) or intratracheal LPS. Whole lung homogenates were utilized for gene expression studies of ventilated animals and spontaneously breathing controls. To explore the consequences of GADD45a depletion on lung vascular permeability, electrical resistance was measured using human endothelial cells (EC) transfected with small interfering RNA (siRNA) specific for GADD45a or control sequence, or with active Akt1/PKB cDNA. Results: Mice harboring deletion of GADD45a were modestly susceptible to LPS-induced injury and profoundly susceptible to VILI, demonstrating increased inflammation and increased microvascular permeability. VILI-exposed GADD45a-/- mice manifested striking neutrophilic alveolitis and increased levels of BAL protein, IgG, and inflammatory cytokines. Expression profiling revealed strong dysregulation in the B cell receptor signaling pathway in GADD45a-/- mice, with involvement of several PI3K/Akt signaling components. Akt protein and phospho-Akt were reduced in GADD45a-/- lungs. Further, human EC with reduced GADD45a (siRNA) exhibited potentiated LPS-induced barrier dysfunction, which was attenuated by overexpressing active Akt1. Conclusions: GADD45a, which modulates Akt availability, is a significant participant in modulating vascular permeability and susceptibility to VILI. Experiment Overall Design: 4 experimental groups, each with 3 mouses. Wild type control group, VILI group, GADD-/- group, GADD-/- and VILI group."	"GEO"	"partial"		
"GSE6081"	"Transcription profiling of mouse E14.5 wild type embryo"	"This series contains two microarrays for E14.5 wild type mouse embryos. We purified total RNA with RNAzol. Please check www.rzpd.de for ; labeling, hybridization and scanning protocols. Experiment Overall Design: We worked with www.rzpd.de. We prepared total RNA with RNAzol."	"GEO"	"total"		
"GSE1811"	"Transcription profiling of mouse lung response to HDI"	"C57BL/6J mouse were exposed to 10 mg/m3 of aerosolic HDI-BT (hexamethylene diisocyanate biuret trimer) and followed at 6h, 18h, and 90h after exposure together with unexposed mice. Whole lungs were collected for RNA (4 mice for each group, RNA pooled)."	"GEO"	"partial"		
"GSE12049"	"Transcription profiling of mouse laminin alpha 2 chain deficient animals vs wild type"	"Mutations in the gene encoding laminin a2 chain cause congenital muscular dystrophy, MDC1A. In skeletal muscle, laminin a2 chain binds at least two receptor complexes; the dystrophin-glycoprotein complex and integrin a7b1. To gain insight into the molecular mechanisms underlying this disorder, we performed gene expression profiling of laminin a2 chain deficient mouse limb muscle. One of the down-regulated genes encodes a protein called calcium and integrin binding protein 2 (Cib2) whose expression and function is unknown. However, the closely related Cib1 has been reported to bind integrin aIIb and may be involved in outside-in-signaling in platelets. Since Cib2 might be a novel integrin a7b1 binding protein in muscle, we have studied Cib2 expression in the developing and adult mouse. Cib2 mRNA is mainly expressed in the developing central nervous system and in developing and adult skeletal muscle. In skeletal muscle Cib2 colocalizes with integrin a7B subunit at the sarcolemma and at the neuromuscular- and myotendinous junctions. Finally, we demonstrate that Cib2 is a calcium binding protein that interacts with integrin a7Bb1D. Thus, our data suggest a role for Cib2 as a cytoplasmic effector of integrin a7Bb1D signaling in skeletal muscle Experiment Overall Design: Skeletal muscle (all hind limb skeletal muscle) from 4-weeks old laminin alpha 2 chain deficient mice and 4-weeks old wild type mice were isolated individually and RNA were extracted and hybridized on Affiymetrix microarrys. Three biological replicates from each group were analyzed."	"GEO"	"partial"		
"GSE9580"	"Transcription profiling of mouse Apc1638N intestinal tumors vs WT intestinal mucosa"	"The majority of sporadic colorectal cancer cases are initiated by mutations in the APC tumor suppressor gene leading to constitutive activation of the Wnt/b-catenin signaling pathway and adenoma formation. Several pre-clinical models carrying germline mutations in the endogenous mouse Apc tumor supressor gene have been generated and their phenotype characterized. The predisposition of these mouse models to multiple intestinal adenomas closely resembles the FAP phenotype at the molecular, cellular and phenotypic level and may prove valuable to elucidate the molecular and cellular mechanisms underlying colorectal tumorigenesis. The goal of this study is to establish an expression signature characteristic of intestinal tumors characterized by the inactivation of Apc. Experiment Overall Design: We have compared 3 intestinal tumor samples collected from the mouse model Apc1638N against 2 normal intestinal samples collected from wild type C57Bl6/J animals. In both cases only epithelial cells were used for the signature since we have collected our samples were laser capture microdissected."	"GEO"	"partial"		
"GSE1471"	"Transcription profiling of mouse cardiac muscle from wild type and mdx mice, 8 week and 10.5 month (Porter lab)"	"Determination of gene expression changes in cardiac muscle of mdx (dystrophin-deficient) mice at postnatal ages 8 weeks and 10.5 months. 3 independent replicates/age/strain."	"GEO"	"partial"		
"GSE10246"	"Transcription profiling of mouse tissues - GNF Mouse GeneAtlas V3"	"Monocytes and macrophages express an extensive repertoire of G Protein-Coupled Receptors (GPCRs) that regulate inflammation and immunity. In this study we performed a systematic microarray analysis of GPCR expression in primary mouse tissues to identify family members that are either enriched in macrophages compared to a panel of other cell types, or are regulated by an inflammatory stimulus, the bacterial product lipopolysaccharide (LPS). Experiment Overall Design: Multiple tissues were taken from na ve male C57BL6 mice for hybridization to MOE430_2 arrays"	"GEO"	"partial"		
"GSE7897"	"Transcription profiling of mouse E-myc model for lymphoma"	"We have made use of the E -myc transgenic mouse, a model for the study of B-cell lymphoma development that is initiated through a defined genetic alteration, to explore the contributions of additional somatic alterations that contribute to the heterogeneity of the resulting tumors. As one example of such heterogeneity, we have focused on the observation that lymphomas develop in E -myc mice with a variable time of onset. Twenty-five early-onset, 25 late-onset lymphomas and 10 normal samples were each assayed on an Affymetrix Mouse Genome 430 2.0 array. Experiment Overall Design: To focus on events that might distinguish early and late onset tumors, we performed genome-wide expression analyses of early- and late-onset lymphomas from E -myc transgenic mice using expression microarray techniques. Total RNA was prepared from 25 early-onset (32-76 days, 62.6+/-11.0 days, median 65 days), 25 late-onset tumors (253-649 days, 391.5+/-101.8 days, median 398 days) and 10 normal tissues (lymph nodes or spleen, 38-438 days, 181.0+/-175.2 days, median 62.5 days) and subjected to Affymetrix GeneChip analyses."	"GEO"	"partial"		
"GSE3965"	"Transcription profiling of mouse VP16-CREB transgenics"	"Expression of VP16-CREB, a constitutively active form of CREB, in hippocampal neurons of the CA1 region lowers the threshold for eliciting the late, persistent phase of long-term potentiation (L-LTP) in the Schaffer collateral pathway. This VP16-CREB-mediated L-LTP differs from the conventional late phase of LTP in not being dependent on new transcription. This finding suggests that in the transgenic mice the mRNA transcript(s) encoding the protein(s) necessary for this form of L-LTP might already be present in CA1 neurons in the basal condition. We used high-density oligonucleotide arrays to identify the mRNAs differentially expressed in the hippocampus of transgenic and wild-type mice. Experiment Overall Design: To identify the specific gene whose induction in hippocampal neurons correlated with the facilitated L-LTP phenotype, we harvested hippocampal mRNA at time points assessed in our physiological study and carried out a gene expression analysis using oligonucleotide microarrays. To obtain a sufficient quantity of poly(A)-RNA and reduce the effect of the biological variability of the sample, hippocampi from 6 to 10 mice matched for genotype and time of induction were pooled together in each sample. The final data set included genechips for animals on dox (gene Off) and for animals that were one, two, and five weeks after removal of dox (gene On). We also included samples from wild-type mice maintained under identical conditions and from transgenic mice that expressed VP16-CREB for three weeks before turning the transgene off again for two weeks with dox (Rev, gene Off). Since the isolation of mRNA from the whole hippocampus favors genes that are more broadly over-expressed in the hippocampus of transgenic mice and, therefore, may lead to an underestimation of the total complement of genes showing an altered expression in specific hippocampal subregions, we extended our comparison between transgenic and wild-type expression profiles using microdissected CA1 regions. We obtained two samples corresponding to VP16-CREB mice three weeks after induction and one sample corresponding to wild-type mice kept in the same conditions. Experiment Overall Design: These twelve mRNA samples were analyzed using Affymetrix genechips MG-U74v2 setA."	"GEO"	"partial"		
"GSE5657"	"Transcription profiling of mouse femur in X-linked hypophosphatemia Hyp mutated animals"	"The pathophysiology of the osteomalacia in X-linked hypophosphatemia is uncertain. In this project, genomic DNA microarrays were used to identify novel genes with abnormal mRNA expression levels in mice with the dominant Hyp mutation of the Phex gene. Femoral shafts from five-week-old C57BL/6J mice, male and female, normal and Hyp (hemizygous male and heterozygous female), were flushed with saline to remove the marrow. RNA was extracted from each bone, pooled between two mice for each array, processed to cRNA, and hybridized to Affymetrix Mouse 430 2.0 GeneChip microarrays with probe sets for 45,101 genes. Twenty microarrays (40 mice) were done with 5 arrays for each treatment group (normal male, Hyp male, normal female and Hyp female). For each gene, factorial analysis of variance was performed for the main effects of genotype (normal vs. Hyp), sex (male vs. female), and genotype-by-sex interaction. The mRNA levels for 54 % of the genes on each array were scored as present. At P < 0.01, 2,635 genes were significant for genotype, 1,488 for sex, and 509 for genotype-by-sex interaction. There were two probes sets for the Phex gene. Probe 1450445, at the 3 end of the coding sequence, was low in normal samples (246 37 (10), mean SEM (n)) and absent in Hyp samples. Probe 1421979, at the far 3 end of the untranslated region of the cDNA, 3,000 base pairs from the coding sequence, was high in normal mice (3,915 315 (10); 8x brighter than the average gene), undetectable in Hyp males, and 725 93 (5) in Hyp females. Both probe sets were scored as absent in kidney tissue. In Hyp bone, male and female, there was significant down-regulation of markers of osteoblasts and bone matrix synthesis with significant up-regulation of markers of blood vessel formation and cytoskeleton. No prominent skeletal gene was up-regulated in Hyp to attempt to compensate for the low skeletal mineralization. The genes with significant genotype-by-sex interaction did not show a marked fold difference between male and female Hyp mice. In conclusion, male and female Hyp mice showed similar depression of mRNA levels of genes related to bone synthesis in the femoral shaft. There was a high signal level from probes for a sequence in the 3 untranslated region of the Phex gene of normal, but not Hyp, mice, suggesting the need for further study of the molecular organization of this gene. Experiment Overall Design: Equal amounts of RNA from two mice, matched for genotype and sex were pooled to create each sample for microarray analysis. Four treatment groups were done: (1) Normal male mice, (2) Hyp male mice, (3) normal female mice, and (4) Hyp female mice. Five replicates were done with each replicate containing one sample from each of the four treatment groups for a total of 20 independent samples (40 mice total). Each replicate was matched for littermates and parallel processing."	"GEO"	"partial"		
"GSE9097"	"Transcription profiling of mouse tumors from H. hepaticus infected animals vs. infected and control mice"	"We are investigating the transcriptional response of mice infected with Helicobacter hepaticus and links to liver cancer; We used microarrays to detail the global programme of gene expression underlying H. hepaticus induced liver cancer Experiment Overall Design: Mice with tumors were compared to mice with infection only (comparison 2) and mice infected were compared to control mice (comparison 1)"	"GEO"	"partial"		
"GSE5777"	"Transcription profiling of mouse skeletal muscle overexpressing PPARalpha"	"This experiment was conducted to identify target genes of the peroxisome proliferator-activated receptor alpha (PPARa) in skeletal muscle of transgenic mice that overexpressed PPARa. The following abstract from the published manuscript describes the major findings of this work. A potential link between muscle peroxisome proliferator- activated receptor-alpha signaling and obesity-related diabetes.Finck BN, Bernal-Mizrachi C, Han DH, Coleman T, Sambandam N, LaRiviere LL, Holloszy JO, Semenkovich CF, Kelly DP. The role of the peroxisome proliferator-activated receptor-alpha (PPARalpha) in the development of insulin-resistant diabetes was evaluated using gain- and loss-of-function approaches. Transgenic mice overexpressing PPARalpha in muscle (MCK-PPARalpha mice) developed glucose intolerance despite being protected from diet-induced obesity. Conversely, PPARalpha null mice were protected from diet-induced insulin resistance in the context of obesity. In skeletal muscle, MCK-PPARalpha mice exhibited increased fatty acid oxidation rates, diminished AMP-activated protein kinase activity, and reduced insulin-stimulated glucose uptake without alterations in the phosphorylation status of key insulin-signaling proteins. These effects on muscle glucose uptake involved transcriptional repression of the GLUT4 gene. Pharmacologic inhibition of fatty acid oxidation or mitochondrial respiratory coupling prevented the effects of PPARalpha on GLUT4 expression and glucose homeostasis. These results identify PPARalpha-driven alterations in muscle fatty acid oxidation and energetics as a potential link between obesity and the development of glucose intolerance and insulin resistance. Experiment Overall Design: RNA from two wild-type (non-transgenic (NTG)) and two PPARalpha overexpressing (MCK-PPARa) mice was analyzed. Two replicates of each are provided."	"GEO"	"partial"		
"GSE8949"	"Transcription profiling of mouse aorta during activation of or interference with PPAR gamma signaling."	"Ligand-mediated activation of the nuclear hormone receptor PPAR gamma lowers blood pressure and improves glucose tolerance in humans. Two naturally occurring mutations (P467L, V290M) in the ligand binding domain of PPAR gamma have been described in humans that lead to severe insulin resistance and hypertension. Experimental evidence suggests that these mutant versions of PPAR gamma act in a dominant negative fashion. To better understand the molecular mechanisms underlying PPAR gamma action in the vasculature, we determined the gene expression patterns in mouse aorta in response to activation or interference with the PPAR gamma signaling pathway. Experiment Overall Design: To assess the response to PPAR gamma interference, we used adult mice containing a dominant negative form of PPAR gamma. These mice have a targeted P465L mutation, which is equivalent to the P467L mutant, described in human patients. Wild-type littermates were used as the genetic control. The PPAR gamma signaling pathway was activated by administration of rosiglitazone for either 2 or 14 days to adult mice (C57BL/6J strain) at a dose of 3 or 10 mg/kg/day via the food. Control mice were fed standard mouse chow. For the microarray hybridizations, 2-3 biological replicates from each experimental group were used. Biological replicates were RNA pooled from 8 different mouse aortas. All the microarray procedures were conducted at the University of Iowa DNA Core facility using standard Affymetrix protocols. In brief, approximately 3 ug of total RNA was used as input to a one-step amplification procedure to generate biotin-labeled RNA fragments for hybridization to the Affymetrix GeneChip Mouse Genome 430 2.0 array."	"GEO"	"partial"		
"GSE11222"	"Transcription profiling of mouse placenta at different developmental time points"	"We used full genome microarrays to profile the full lifetime of the mouse placenta from embryonic day 8.5 (e8.5), at the time of chorioallantoic fusion, until postnatal day 0 (P0). For these samples, at each stage the fetal placenta and maternal decidual tissues were dissected and profiled separately (See series 1). For this experiment (Series 2), placental and decidual timecourse samples were normalized and modeled with two undissected (including placental and decidual tissue) e17 placentas to allow for scaling of values for comparison to the undissected placenta samples used in the publicly available mouse GeneAtlas dataset Experiment Overall Design: Mouse placentas were obtained from timed pregnant female mice at each timepoint, and fetal tissues were used to confirm embryo staging. For all dissected samples, fetal placenta and maternal decidual tissues were dissected and pooled separately for each litter prior to RNA extraction and hybridization on Affymetrix microarrays."	"GEO"	"total"	"Samples were not annotated as they are identical to GSE11220 samples."	
"GSE1772"	"Transcription profiling of mouse soleus muscle from hormone sensitive lipase-null animals"	"Expression analysis in order to elucidatethe role of hormone-sensitive lipase in soleus muscle."	"GEO"	"partial"		
"GSE7310"	"Transcription profiling of mouse C57BL6J lung exposed to 2 weeks of cigarette smoke compared to age-matched controls"	"We hypothesize that gene expression in the cigarette smoke (CS) exposed neonatal lung and age-matched controls will be divergent. CS exposed lung will have divergence of immune response genes and structural genes. The lungs of (6) 2 week old neonatal mice exposed to 2 weeks of CS were compared to the lung of (4) 2 week old age-matched control mice. We utilized microarray analysis to examine transcriptional differences between smoke exposed neonatal lung and age-matched controls. Experiment Overall Design: This study utilizes microarray analysis to test these hypotheses. Six sets of lungs were harvested from CS exposed mice and four sets of lungs were harvested from age-matched control mice. RNA was isolated and used for global gene expression profiling (Affymetrix Mouse 430 2.0 array). Statistically significant gene expression was determined as a minimum 6 counts of 9 pairwise comparisons, minimum 1.5-fold change, and p < 0.05. Further, Absolute | FC - FC SEM | >= 1.5."	"GEO"	"partial"		
"GSE8753"	"Transcription profiling of mouse model of obesity during high fat feeding"	"We examined the effects of high-fat diet on feeding behaviour, body weight regulation and common biomarkers associated with weight gain in the C57BL/6J mice over a period of 10 weeks, making measurements at weeks 2, 4 and 10. We examined the transcriptomic profile of hepatic genes involved in the major lipid metabolic pathways, validating the key genes with quantitative real-time reverse-transcription PCR (qRT-PCR) and their gene products with western blots. Experiment Overall Design: C57BL/6J mice were randomly assigned to consume either the control (C) or HFC diet. Body weights and food intake were measured weekly and other measurements at weeks 2, 4 and 10. Microarrays were used to screen the transcriptional response of the livers at the 3 time-points. Genes, encoding enzymes regulating key steps of lipid metabolism, were then selected from the microarray data for validation by qRT-PCR and their protein expression by western blot assays."	"GEO"	"partial"		
"GSE1830"	"Transcription profiling of mouse spinal cord (L3-L5) between wild type and Egr3-deficient animals to identify spinal cord fusimotor neuron-specific genes"	"Egr3 is a zinc-finger transcription factor involved in growth and development. Egr3-deficient mice have severe sensory ataxia due to failed development of muscle spindle stretch receptors. Sensory and motor neurons that normally innervate spindles are absent in Egr3-deficient mice, presumably as a secondary consequence to the loss of trophic signals produced by spindles during development that are required for innervation and neuron survival. The molecular mechanisms involving motor neuron fate specification, target derived growth factor dependencies, and specification of target innervation have been difficult to study since select markers for functionally specific motor neurons are very poorly characterized. A more thorough understanding of the molecular mediators of motor neuron biology will be important to evaluate the efficacy of new strategies devised to thwart neuron death that occurs in a variety of human motor neuronopathies and neuropathies. To identify genes specifically expressed by spinal cord fusimotor neurons: Many motor neuron specific genes have been described over the years. However, none have been described that distinguish fusimotor neurons from skeletomotor neurons despite the fact that they have distinct muscle targets (muscle spindle stretch receptors) and comprise 25-30% of the spinal motor neuron populations. Since these motor neurons have remarkably different target innervation and function, we hypothesize that they express genes that establish their specific phenotypes during development. We hypothesize that fusimotor neurons can be distinguished in the spinal cord by characterizing fusimotor neuron specific gene expression. Once fusimotor neuron specific genes are identified, they will be used as markers to identify fusimotor neurons in complex neuroglial cell populations in vivo and in vitro. We hypothesize that by characterizing fusimotor neuron specific genes, unique marker molecules will be identified for in vivo and in vitro study of this functionally distinct and important motor neuron subtype. Moreover, we hypothesize that many of the genes that are specifically expressed by fusimotor neurons will be involved in mechanisms related to their fate specification, target innervation and growth factor dependent biology. We will use the Affymetrix microarray platform to identify genes that are specifically expressed by fusimotor neurons in mouse spinal cord. The differential expression analysis will be performed on microdissected segments of spinal cord (L3-L5) from wild type and Egr3-deficient mice. Postnatal Egr3-deficient mice lack muscle spindles and fusimotor neurons in their spinal cords. By comparing gene expression from microdissected segments of spinal cord (L3-L5) between wild type and Egr3-deficient mice, we hypothesize that fusimotor neuron selective genes can be identified. We will microdissect L3-L5 segments of spinal cord using precise anatomical landmarks to ensure that comparable spinal cord regions are anlayzed from each animal. For each microarray experiment, total RNA will be extracted from L3-L5 cords (approximately 2 mm length of spinal cord). The integrity of each RNA sample will be verified by gel electrophoresis. The intact RNA samples from mice of similar genotype will be pooled from three (3) 27-day old animals. The intact cord dissection is easier in young animals (eg: 27-day old) and the phenotype is known to exist at this developmental stage. The RNA from each animal of a similar genotype will be pooled into a single sample to minimize false positive gene calls that may represent genes related to the specific state of vigilance of a particular animal at the time of sacrifice (eg: activity dependent genes). Thus, each of the two RNA samples to be analyzed for a particular microarray experiment will represent RNA from three (3) spinal cords of each genotype. RNA amplification for probe synthesis should not be necessary since we will provide 7 ug of intact pooled total RNA for each sample. For statistical analysis, the experiment will be performed twice. Since the RNA samples are precious, they will be provided to the Array Consortium in two shipments with each of the experiments performed independently."	"GEO"	"partial"		
"GSE11836"	"Transcription profiling of mouse prostate from wild type vs. Nkx3.1; Pten compound mutant suggests a role for AP-1 transcription factors (c-Jun, c-Fos) in prostate cancer progression and clinical outcome of prostate tumor"	"In our investigations of the molecular pathways of prostate tumorigenesis in Nkx3.1; Pten mutant mice using gene expression profiling, we now find that the AP-1 transcription factors, c-Jun and c-Fos, are significantly up-regulated during cancer progression. Forced expression of c-Fos and c-Jun in prostate cancer cells results in increased tumorigenicity, activation of Erk MAP kinase, and enhanced survival in the absence of androgens, which are hallmarks of disease progression. In humans, Jun and Fos proteins are significantly up-regulated during prostate cancer progression and significantly correlated with activation of Erk MAP kinase. Most notably, expression of Jun is associated with disease recurrence independent of other currently used prognostic indicators. These analyses reveal a hitherto unappreciated role for AP-1 transcription factors in prostate cancer progression vis- -vis Erk MAP kinase signaling, as well as the identification of a novel marker of disease recurrence, namely c-Jun. Experiment Overall Design: Mouse prostate was collected from wild-type or the Nkx3.1; Pten compound mutant mice at the age of 8-16 months. One lobe of dosolateral prostate was snap-frozen in OCT and stored at -80 C for laser capture microdissection (LCM). To obtain androgen-independent lesions, mice were castrated at 7 to 14 months of age. Mice were sacrificed for analysis at 8 to 16 months of age and one dosolateral prostatic lobe was snap-frozen in OCT and stored at -80 C for LCM. Approximate 1000 Prostate epithelial cells were isolated from normal prostate, dysplasia, prostatic intraepithelial neoplasia (PIN) or cancer lesions using PixCell IIE LCM system (Arcturus), followed by RNA linear amplification and labeling using Small Sample Labeling Protocol VII (Affymetrix). Samples were labeled using a BioArray High Yield RNA transcript labeling kit (Enzo Life Scientific) and were hybridized to MOE430A GeneChips containing 22,690 well characterized mouse genes/ESTs (Affymetrix)."	"GEO"	"partial"		
"GSE6116"	"Transcription profiling of rat female mouse lung tumors in rodent cancer bioassays - a 13 chemical training set"	"The primary goal of toxicology and safety testing is to identify agents that have the potential to cause adverse effects in humans. Unfortunately, many of these tests have not changed significantly in the past 30 years and most are inefficient, costly, and rely heavily on the use of animals. The rodent cancer bioassay is one of these safety tests and was originally established as a screen to identify potential carcinogens that would be further analyzed in human epidemiological studies. Today, the rodent cancer bioassay has evolved into the primary means to determine the carcinogenic potential of a chemical and generate quantitative information on dose-response behavior in chemical risk assessments. Due to the resource-intensive nature of these studies, each bioassay costs $2 to $4 million and takes over three years to complete. Over the past 30 years, only 1,468 chemicals have been tested in a rodent cancer bioassay. By comparison, approximately 9,000 chemicals are used by industry in quantities greater than 10,000 lbs and nearly 90,000 chemicals have been inventoried by the U.S. Environmental Protection Agency as part of the Toxic Substances Control Act. Given the disparity between the number of chemicals tested in a rodent cancer bioassay and the number of chemicals used by industry, a more efficient and economical system of identifying chemical carcinogens needs to be developed. Experiment Overall Design: Five-week old female B6C3F1 mice were exposed for 13 weeks in the following dose groups: 1) 1,5-Naphthalenediamine, CAS No. 2243-62-1, feed, 2000 ppm, positive lung carcinogen; 2) 2,3-Benzofuran, CAS No. 271-89-6, gavage, 240 mg/kg, positive lung carcinogen; 3) 2,2-Bis(bromomethyl)-1,3-propanediol, CAS No. 3296-90-0, feed, 1250 ppm, positive lung carcinogen; 4) N-Methylolacrylamide, CAS No. 924-42-5, gavage (water), 50 mg/kg, positive lung carcinogen; 5) 1,2-Dibromoethane, CAS No. 106-93-4, gavage (corn oil), 62 mg/kg, positive lung carcinogen; 6) Coumarin, CAS No. 91-64-5, gavage (corn oil), 200 mg/kg, positive lung carcinogen; 7) Benzene, CAS No. 71-43-2, gavage (corn oil), 100 mg/kg, positive lung carcinogen; 8) N-(1-naphthyl)ethylenediamine dihydrochloride, CAS No. 1465-25-4, feed, 2000 ppm, negative lung carcinogen; 9) Pentachloronitrobenzene, CAS No. 82-68-8, feed, 8187 ppm, negative lung carcinogen; 10) 4-Nitroanthranilic acid, CAS No. 619-17-0, feed, 10000 ppm, negative lung carcinogen; 11) 2-Chloromethylpyridine hydrochloride, CAS No. 6959-47-3, gavage (water), 250 mg/kg, negative lung carcinogen; 12) Diazinon, CAS No. 333-41-5, feed, 200 ppm, negative lung carcinogen; 13) Malathion, CAS No. 121-75-5, feed, 16000 ppm, negative lung carcinogen; 14) Corn oil control, gavage; 15) Water control, gavage; 16) Rodent diet control, feed. Feed animals were exposed 7 days/week and gavage animals were exposed 5 days/week (5 ml/kg). After 13 weeks, animals were euthanized and lungs were collected. The right lobe was used for microarray analysis. Microarray analysis was performed on the lungs of three to four mice per treatment group."	"GEO"	"partial"		
"GSE9375"	"Transcription profiling of mouse striatum from 12 months-old Hdh4/Q80 mice and control mice."	"To test the hypotheses that mutant huntingtin protein length and wild-type huntingtin dosage have important effects on disease-related transcriptional dysfunction, we compared the changes in mRNA in seven genetic mouse models of Huntington's disease (HD) and postmortem human HD caudate. Transgenic models expressing short N-terminal fragments of mutant huntingtin (R6/1 and R6/2 mice) exhibited the most rapid effects on gene expression, consistent with previous studies. Although changes in the brains of knock-in and full-length transgenic models of HD took longer to appear, 15- and 22-month CHL2(Q150/Q150), 18-month Hdh(Q92/Q92) and 2-year-old YAC128 animals also exhibited significant HD-like mRNA signatures. Whereas it was expected that the expression of full-length huntingtin transprotein might result in unique gene expression changes compared with those caused by the expression of an N-terminal huntingtin fragment, no discernable differences between full-length and fragment models were detected. In addition, very high correlations between the signatures of mice expressing normal levels of wild-type huntingtin and mice in which the wild-type protein is absent suggest a limited effect of the wild-type protein to change basal gene expression or to influence the qualitative disease-related effect of mutant huntingtin. The combined analysis of mouse and human HD transcriptomes provides important temporal and mechanistic insights into the process by which mutant huntingtin kills striatal neurons. In addition, the discovery that several available lines of HD mice faithfully recapitulate the gene expression signature of the human disorder provides a novel aspect of validation with respect to their use in preclinical therapeutic trials. Experiment Overall Design: Striatal samples from 3 Hdh4/Q80 mutant mice (12 months-old) and 3 age-matched wild-type littermates."	"GEO"	"partial"		
"GSE4651"	"Transcription profiling of mouse model of Helicobacter-induced gastric cancer"	"We have previously reported human gastrin overexpressing transgenic mice (=INS-GAS mice) and Helicobacter felis (=H.felis) infection synergistically accelerated gastric cancer in mice stomachs. (Wang et al 2000) Using this mouse model, we employed microarray analysis of gene expression profiling to identify gastric cancer-specific genes. Experiment Overall Design: 30 male INS-GAS mice (FVB/N background) were divided into groups: 15 mice were infected with H.felis at the age of 2-3 months and another 15 mice were not infected. 30 male non-transgenic FVB/N mice were also divided into 2 groups: 15 mice were infected with H.felis at the age of 2-3 months and another 15 mice were not infected. All mice were sacrificed after 6 months of H.felis infection, and total RNAs were extracted from whole stomachs. Experiment Overall Design: Histological analysis confirmed all of the stomachs in H.felis infected INS-GAS mice (=INSGAS+Hf) had intra-epithelial gastric cancer, and some of them also had invasion into submucosa, but none of them had distant metastatic lesions. Other 3 control groups had following histology in stomachs. (1) non-transgenic mice with H.felis infection (=FVB+Hf): severe intestinal metaplasia and/or mild dysplasia. (2) INS-GAS mice without infection (=INSGAS wt): severe atrophic gastritis and/or mild intestinal metaplasia (3) non-transgenic mice without infection (=FVB wt): normal stomach. Total RNAs extracted from each mouse in 4 different groups were used for microarray analysis of Affymetrix GeneChip. Experiment Overall Design: Up- or down-regulated genes in INSGAS+Hf group compared with all 3 control groups (FVB+HF, INSGAS wt and FVB wt) may represent gastric cancer-specific genes."	"GEO"	"partial"		
