"#libraryId"	"experimentId"	"platform"	"SRSId"	"anatId"	"anatName"	"stageId"	"stageName"	"url_GSM"	"infoOrgan"	"infoStage"	"anatAnnotationStatus"	"anatBiologicalStatus"	"stageAnnotationStatus"	"sex"	"strain"	"genotype"	"speciesId"	"protocol"	"protocolType"	"RNASelection"	"globin_reduction"	"replicate"	"sampleTitle"	"PATOid"	"PATOname"	"comment"	"condition"	"annotatorId"	"lastModificationDate"
"#SRX047635"	"SRP000401"		"SRS150472"											"NA"															
"#SRX049268"	"SRP000401"													"NA"															
"#SRX049269"	"SRP000401"													"NA"															
"#SRX049270"	"SRP000401"													"NA"															
"#SRX049744"	"SRP000401"													"NA"															
"#SRX049745"	"SRP000401"													"NA"															
"#SRX050610"	"SRP000401"													"NA"															
"SRX085111"	"SRP000401"	"Illumina HiSeq 2000"	"SRS242229"	"UBERON:0019248"	"early embryo"	"WBls:0000004"	"proliferating embryo Ce"		"embryo"	"early embryo"	"perfect match"	"full sampling"	"perfect match"	"H"	"N2"		6239			"polyA"		1				"http://cmptxn.gersteinlab.org/Comparative_Datasets.xlsx  And pmid:19181841; egg incubated 60 min"		"ANN"	"2021-05-11"
"SRX085112"	"SRP000401"	"Illumina Genome Analyzer II"	"SRS242229"	"UBERON:0019248"	"early embryo"	"WBls:0000004"	"proliferating embryo Ce"		"embryo"	"early embryo"	"perfect match"	"full sampling"	"perfect match"	"H"	"N2"		6239			"polyA"		1				"http://cmptxn.gersteinlab.org/Comparative_Datasets.xlsx  And pmid:19181841; egg incubated 60 min"		"ANN"	"2021-05-11"
"SRX085218"	"SRP000401"	"Illumina HiSeq 2000"	"SRS242382"	"UBERON:0019248"	"early embryo"	"WBls:0000010"	"gastrulating embryo Ce"		"embryo"	"early embryo"	"perfect match"	"not documented"	"perfect match"	"H"	"N2"		6239			"polyA"		1				"http://cmptxn.gersteinlab.org/Comparative_Datasets.xlsx  And pmid:19181841; egg incubated 120 min"		"ANN"	"2021-05-10"
"SRX085219"	"SRP000401"	"Illumina Genome Analyzer II"	"SRS242383"	"UBERON:0019251"	"4-cell stage embryo"	"Wbls:0000008"	"4-cell embryo Ce"		"embryo"	"4 cell embryo"	"perfect match"	"full sampling"	"perfect match"	"H"	"N2"		6239			"polyA"		2				"http://cmptxn.gersteinlab.org/Comparative_Datasets.xlsx  And pmid:19181841"		"ANN"	"2021-05-11"
"SRX085220"	"SRP000401"	"Illumina Genome Analyzer II"	"SRS242384"	"UBERON:0019251"	"4-cell stage embryo"	"Wbls:0000008"	"4-cell embryo Ce"		"embryo"	"4 cell embryo"	"perfect match"	"full sampling"	"perfect match"	"H"	"N2"		6239			"ribo-minus"		3				"http://cmptxn.gersteinlab.org/Comparative_Datasets.xlsx  And pmid:19181841; for DSN, see http://seqanswers.com/forums/archive/index.php/t-21134.html"		"ANN"	"2021-05-11"
"SRX092371"	"SRP000401"	"Illumina Genome Analyzer II"	"SRS258085"	"UBERON:0019248"	"early embryo"	"WBls:0000006"	"1-cell embryo Ce"		"early embryo"	"early embryo"	"perfect match"	"not documented"	"perfect match"	"H"	"N2"		6239			"polyA"		1				"http://cmptxn.gersteinlab.org/Comparative_Datasets.xlsx  And pmid:19181841; egg incubated 30 min"		"ANN"	"2021-05-10"
"SRX092372"	"SRP000401"	"Illumina HiSeq 2000"	"SRS258085"	"UBERON:0019248"	"early embryo"	"WBls:0000006"	"1-cell embryo Ce"		"early embryo"	"early embryo"	"perfect match"	"not documented"	"perfect match"	"H"	"N2"		6239			"polyA"		1				"http://cmptxn.gersteinlab.org/Comparative_Datasets.xlsx  And pmid:19181841; egg incubated 30 min"		"ANN"	"2021-05-10"
"SRX092477"	"SRP000401"	"Illumina Genome Analyzer II"	"SRS258165"	"UBERON:0019248"	"early embryo"	"WBls:0000006"	"1-cell embryo Ce"		"early embryo"	"early embryo"	"perfect match"	"not documented"	"perfect match"	"H"	"N2"		6239			"polyA"		2				"http://cmptxn.gersteinlab.org/Comparative_Datasets.xlsx  And pmid:19181841; egg just harvested, no incubation time"		"ANN"	"2021-05-10"
"SRX092478"	"SRP000401"	"Illumina HiSeq 2000"	"SRS258165"	"UBERON:0019248"	"early embryo"	"WBls:0000006"	"1-cell embryo Ce"		"early embryo"	"early embryo"	"perfect match"	"not documented"	"perfect match"	"H"	"N2"		6239			"polyA"		2				"http://cmptxn.gersteinlab.org/Comparative_Datasets.xlsx  And pmid:19181841; egg just harvested, no incubation time"		"ANN"	"2021-05-10"
"SRX092479"	"SRP000401"	"Illumina HiSeq 2000"	"SRS258166"	"UBERON:0019251"	"4-cell stage embryo"	"Wbls:0000008"	"4-cell embryo Ce"		"early embryo"	"embryo between 4 and 8 cells"	"other"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"http://cmptxn.gersteinlab.org/Comparative_Datasets.xlsx  And pmid:19181841; egg incubated 90 min"		"ANN"	"2021-05-10"
"SRX092480"	"SRP000401"	"Illumina Genome Analyzer II"	"SRS258166"	"UBERON:0019251"	"4-cell stage embryo"	"Wbls:0000008"	"4-cell embryo Ce"		"early embryo"	"embryo between 4 and 8 cells"	"other"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"http://cmptxn.gersteinlab.org/Comparative_Datasets.xlsx  And pmid:19181841; egg incubated 90 min"		"ANN"	"2021-05-10"
"SRX099973"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266261"	"UBERON:0019248"	"early embryo"	"Wbls:0000020"	"3-fold embryo Ce"		"embryo"	"embryo incubated 570 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099974"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266261"	"UBERON:0019248"	"early embryo"	"Wbls:0000020"	"3-fold embryo Ce"		"embryo"	"embryo incubated 570 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099975"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266262"	"UBERON:0019248"	"early embryo"	"Wbls:0000020"	"3-fold embryo Ce"		"embryo"	"embryo incubated 600 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099976"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266262"	"UBERON:0019248"	"early embryo"	"Wbls:0000020"	"3-fold embryo Ce"		"embryo"	"embryo incubated 600 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099977"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266262"	"UBERON:0019248"	"early embryo"	"Wbls:0000020"	"3-fold embryo Ce"		"embryo"	"embryo incubated 600 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099978"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266263"	"UBERON:0019248"	"early embryo"	"Wbls:0000020"	"3-fold embryo Ce"		"embryo"	"embryo incubated 630 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		3				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099979"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266264"	"UBERON:0019248"	"early embryo"	"Wbls:0000020"	"3-fold embryo Ce"		"embryo"	"embryo incubated 630 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		4				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099980"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266265"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"embryo"	"embryo incubated 330 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099981"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266266"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"embryo"	"embryo incubated 360 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099982"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266267"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"embryo"	"embryo incubated 390 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		3				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099983"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266267"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"embryo"	"embryo incubated 390 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		3				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099984"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266268"	"UBERON:0019248"	"early embryo"	"Wbls:0000016"	"bean embryo Ce"		"embryo"	"embryo incubated 420 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099985"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266269"	"UBERON:0019248"	"early embryo"	"Wbls:0000088"	"86-cell embryo Ce (C elegans)"		"embryo"	"embryo incubated 180 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099986"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266270"	"UBERON:0019248"	"early embryo"	"Wbls:0000089"	"190-cells embryo Ce (C elegans)"		"embryo"	"embryo incubated 240 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099987"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266270"	"UBERON:0019248"	"early embryo"	"Wbls:0000089"	"190-cells embryo Ce (C elegans)"		"embryo"	"embryo incubated 240 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099988"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266271"	"UBERON:0019248"	"early embryo"	"Wbls:0000018"	"1.5-fold embryo Ce"		"embryo"	"embryo incubated 480 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099989"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266271"	"UBERON:0019248"	"early embryo"	"Wbls:0000018"	"1.5-fold embryo Ce"		"embryo"	"embryo incubated 480 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099990"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266271"	"UBERON:0019248"	"early embryo"	"Wbls:0000018"	"1.5-fold embryo Ce"		"embryo"	"embryo incubated 480 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099991"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266272"	"UBERON:0019248"	"early embryo"	"Wbls:0000019"	"2-fold embryo Ce"		"embryo"	"embryo incubated 540 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099992"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266272"	"UBERON:0019248"	"early embryo"	"Wbls:0000019"	"2-fold embryo Ce"		"embryo"	"embryo incubated 540 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099993"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266272"	"UBERON:0019248"	"early embryo"	"Wbls:0000019"	"2-fold embryo Ce"		"embryo"	"embryo incubated 540 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		1				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099994"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266273"	"UBERON:0000323"	"late embryo"	"WBls:0000021"	"fully-elongated embryo Ce"		"embryo"	"embryo incubated 690 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"						"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099995"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266274"	"UBERON:0019248"	"early embryo"	"WBls:0000010"	"gastrulating embryo Ce"		"embryo"	"embryo incubated 150 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099996"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266275"	"UBERON:0019248"	"early embryo"	"WBls:0000010"	"gastrulating embryo Ce"		"embryo"	"embryo incubated 210 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		3				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099997"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266275"	"UBERON:0019248"	"early embryo"	"WBls:0000010"	"gastrulating embryo Ce"		"embryo"	"embryo incubated 210 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		3				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099998"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266275"	"UBERON:0019248"	"early embryo"	"WBls:0000010"	"gastrulating embryo Ce"		"embryo"	"embryo incubated 210 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		3				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX099999"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266276"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"embryo"	"embryo incubated 270 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		4				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX100000"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266276"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"embryo"	"embryo incubated 270 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		4				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX100001"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266276"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"embryo"	"embryo incubated 270 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		4				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX100002"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266277"	"UBERON:0019248"	"early embryo"	"Wbls:0000017"	"comma embryo Ce"		"embryo"	"embryo incubated 450 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"						"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX100003"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266278"	"UBERON:0019248"	"early embryo"	"Wbls:0000019"	"2-fold embryo Ce"		"embryo"	"embryo incubated 510 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX100004"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266278"	"UBERON:0019248"	"early embryo"	"Wbls:0000019"	"2-fold embryo Ce"		"embryo"	"embryo incubated 510 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX100005"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266278"	"UBERON:0019248"	"early embryo"	"Wbls:0000019"	"2-fold embryo Ce"		"embryo"	"embryo incubated 510 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"SRX100006"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266279"	"UBERON:0000323"	"late embryo"	"Wbls:0000020"	"3-fold embryo Ce"		"embryo"	"embryo incubated 720 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"						"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-10"
"#SRX100631"	"SRP000401"													"NA"															
"#SRX100633"	"SRP000401"													"NA"															
"SRX100819"	"SRP000401"	"Illumina HiSeq 2000"	"SRS266880"	"UBERON:0000922"	"embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"embryo"	"embryo incubated 300 min"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"polyA"						"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1020630"	"SRP000401"	"Illumina HiSeq 2000"	"SRS931094"	"UBERON:0019248"	"early embryo"	"WBls:0000010"	"gastrulating embryo Ce"		"early embryo"	"embryo at 120 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		4				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1020631"	"SRP000401"	"Illumina MiSeq"	"SRS931094"	"UBERON:0019248"	"early embryo"	"WBls:0000010"	"gastrulating embryo Ce"		"early embryo"	"embryo at 120 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		4				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1020632"	"SRP000401"	"Illumina HiSeq 2000"	"SRS931095"	"UBERON:0019248"	"early embryo"	"WBls:0000010"	"gastrulating embryo Ce"		"early embryo"	"embryo at 150 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		5				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1020633"	"SRP000401"	"Illumina MiSeq"	"SRS931095"	"UBERON:0019248"	"early embryo"	"WBls:0000010"	"gastrulating embryo Ce"		"early embryo"	"embryo at 150 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		5				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1020634"	"SRP000401"	"Illumina HiSeq 2000"	"SRS931096"	"UBERON:0019248"	"early embryo"	"WBls:0000006"	"1-cell embryo Ce"		"early embryo"	"embryo at 30 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		3				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1020635"	"SRP000401"	"Illumina MiSeq"	"SRS931096"	"UBERON:0019248"	"early embryo"	"WBls:0000006"	"1-cell embryo Ce"		"early embryo"	"embryo at 30 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		3				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1020636"	"SRP000401"	"Illumina HiSeq 2000"	"SRS931097"	"UBERON:0019248"	"early embryo"	"WBls:0000006"	"1-cell embryo Ce"		"early embryo"	"embryo at 0 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		4				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1020637"	"SRP000401"	"Illumina MiSeq"	"SRS931097"	"UBERON:0019248"	"early embryo"	"WBls:0000006"	"1-cell embryo Ce"		"early embryo"	"embryo at 0 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		4				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1020638"	"SRP000401"	"Illumina HiSeq 2000"	"SRS931098"	"UBERON:0019248"	"early embryo"	"WBls:0000004"	"proliferating embryo Ce"		"early embryo"	"embryo at 60 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		6				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1020639"	"SRP000401"	"Illumina MiSeq"	"SRS931098"	"UBERON:0019248"	"early embryo"	"WBls:0000004"	"proliferating embryo Ce"		"early embryo"	"embryo at 60 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		6				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1020640"	"SRP000401"	"Illumina HiSeq 2000"	"SRS931099"	"UBERON:0019248"	"early embryo"	"Wbls:0000008"	"4-cell embryo Ce"		"early embryo"	"embryo at 90 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1020641"	"SRP000401"	"Illumina MiSeq"	"SRS931099"	"UBERON:0019248"	"early embryo"	"Wbls:0000008"	"4-cell embryo Ce"		"early embryo"	"embryo at 90 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022566"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932415"	"UBERON:0019248"	"early embryo"	"Wbls:0000089"	"190-cells embryo Ce (C elegans)"		"early embryo"	"embryo at 240 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022567"	"SRP000401"	"Illumina MiSeq"	"SRS932415"	"UBERON:0019248"	"early embryo"	"Wbls:0000089"	"190-cells embryo Ce (C elegans)"		"early embryo"	"embryo at 240 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		2				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022568"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932416"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"early embryo"	"embryo at 270 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		5				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022569"	"SRP000401"	"Illumina MiSeq"	"SRS932416"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"early embryo"	"embryo at 270 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		5				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022570"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932417"	"UBERON:0019248"	"early embryo"	"WBls:0000010"	"gastrulating embryo Ce"		"early embryo"	"embryo at 210 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		6				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022571"	"SRP000401"	"Illumina MiSeq"	"SRS932417"	"UBERON:0019248"	"early embryo"	"WBls:0000010"	"gastrulating embryo Ce"		"early embryo"	"embryo at 210 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		6				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022572"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932418"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"early embryo"	"embryo at 330 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		6				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022573"	"SRP000401"	"Illumina MiSeq"	"SRS932418"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"early embryo"	"embryo at 330 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		6				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022574"	"SRP000401"	"Illumina HiSeq 2000"	"SRS932419"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"early embryo"	"embryo at 360 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		7				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
"SRX1022575"	"SRP000401"	"Illumina MiSeq"	"SRS932419"	"UBERON:0019248"	"early embryo"	"Wbls:0000014"	"late cleavage stage embryo Ce"		"early embryo"	"embryo at 360 minutes"	"perfect match"	"not documented"	"other"	"H"	"N2"		6239			"ribo-minus"		7				"see https://www.wormatlas.org/embryo/introduction/Images/EmbryoIntroFIG1.jpg"		"ANN"	"2021-05-11"
