"#libraryId"	"experimentId"	"comments"	"annotatorId"	"lastModificationDate"
"SRX1086290"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086291"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086292"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086293"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086294"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086295"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086296"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086297"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086298"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086299"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086300"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086301"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086302"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086303"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086304"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086305"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086306"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086307"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086308"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086309"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086310"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086311"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086312"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086313"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086314"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086315"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086316"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086317"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086318"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086319"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086320"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086321"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086322"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086323"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086324"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086325"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086326"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086327"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086328"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086329"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086330"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086331"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086332"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086333"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086334"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086335"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086336"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086337"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086338"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086339"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086340"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086341"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086342"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086343"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086344"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086345"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086346"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086347"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086348"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086349"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086350"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086351"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086352"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086353"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086354"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086355"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086356"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086357"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086358"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086359"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086360"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086361"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086362"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086363"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086364"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086365"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086366"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086367"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086368"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086369"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086370"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086371"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086372"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086373"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086374"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086375"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086376"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086377"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086378"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086379"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086380"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086381"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086382"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086383"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086384"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086385"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086386"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086387"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086388"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086389"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086390"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086391"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086392"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086393"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086394"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086395"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086396"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086397"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086398"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086399"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086400"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086401"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086402"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086403"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086404"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086405"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086406"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086407"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086408"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086409"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086410"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086411"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086412"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086413"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086414"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086415"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086416"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086417"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086418"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086419"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086420"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086421"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086422"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086423"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086424"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086425"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086426"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086427"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086428"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086429"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086430"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086431"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086432"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086433"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086434"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086435"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086436"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086437"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086438"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086439"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086440"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086441"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086442"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086443"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086444"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086445"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086446"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086447"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086448"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086449"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086450"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086451"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086452"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086453"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086454"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086455"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086456"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086457"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086458"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086459"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086460"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086461"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086462"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086463"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086464"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086465"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086466"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086467"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086468"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086469"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086470"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086471"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086472"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086473"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086474"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086475"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086476"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086477"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086478"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086479"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086480"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086481"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086482"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086483"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086484"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086485"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086486"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086487"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086488"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086489"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086490"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086491"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086492"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086493"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086494"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086495"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086496"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086497"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086498"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086499"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086500"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086501"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086502"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086503"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086504"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086505"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086506"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086507"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086508"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086509"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086510"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086511"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086512"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086513"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086514"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086515"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086516"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086517"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086518"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086519"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086520"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086521"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086522"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086523"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086524"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086525"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086526"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086527"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086528"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086529"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086530"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086531"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086532"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086533"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086534"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086535"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086536"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086537"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086538"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086539"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086540"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086541"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086542"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086543"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086544"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086545"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086546"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086547"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086548"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086549"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086550"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086551"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086552"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086553"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086554"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086555"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086556"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086557"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086558"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086559"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086560"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086561"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086562"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086563"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086564"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086565"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086566"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086567"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086568"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086569"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086570"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086571"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086572"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086573"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086574"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086575"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086576"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086577"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086578"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086579"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086580"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086581"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086582"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086583"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086584"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086585"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086586"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086587"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086588"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086589"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086590"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086591"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086592"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086593"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086594"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086595"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086596"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086597"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086598"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086599"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086600"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086601"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086602"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086603"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086604"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086605"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086606"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086607"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086608"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086609"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086610"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086611"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086612"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086613"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086614"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086615"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086616"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086617"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086618"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086619"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086620"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086621"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086622"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086623"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086624"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086625"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086626"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086627"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086628"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086629"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086630"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086631"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086632"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086633"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086634"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086635"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086636"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086637"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
"SRX1086638"	"SRP060524"	"cancer cells"	"ANN"	"2019-12-17"
