"#libraryId"	"experimentId"	"platform"	"organId"	"organName"	"uberonId1"	"uberonName1"	"ECO ID1"	"ECO name1"	"uberonId2"	"uberonName2"	"ECO ID2"	"ECO name2"	"genotype"	"stageId"	"stageName"	"Prior cell-type1"	"Post-sequencing cell-type2"	"infoStage"	"sampleTitle"	"sampleSource"	"sampleDescription"	"sampleCharacteristics"	"organAnnotationStatus"	"organBiologicalStatus"	"stageAnnotationStatus"	"stageBiologicalStatus"	"sex"	"strain"	"speciesId"	"comment"	"annotatorId"	"lastModificationDate"	"replicate"	"infoReplicate"	"SRSId"	"tags"	"protocol"	"protocol type"
"SRX1585594"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"MSx2"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305362"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585593"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"Ep"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305363"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585592"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABprx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305364"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585590"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABarx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305365"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585591"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABplx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305366"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585589"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABalx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305367"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585588"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABplx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305368"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585587"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABalx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305369"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585586"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABarx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305370"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585585"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABprx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305371"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585584"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABplx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305372"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585583"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABplx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305373"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585582"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABprx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305374"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585580"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABarx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305375"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585581"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABalx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305376"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585578"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABalx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305377"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585579"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABprx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305378"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585577"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"ABarx"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305379"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585575"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"P4"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305380"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585576"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"D"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305381"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585574"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"Cx1"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305382"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585573"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"Cx2"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305383"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585572"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"MSx1"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305384"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585571"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"MSx2"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305385"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585570"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"Ep"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305386"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585569"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305387"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585568"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305388"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585567"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305389"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585565"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305390"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585566"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305391"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585564"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305392"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585562"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305393"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585563"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305394"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585561"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305395"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585560"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305396"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585559"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305397"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585558"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305398"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
"SRX1585556"	"SRP070155"	"Illumina HiSeq 2500"			"CL:0002321"	"embryonic cell"		"embryo dissection"						"Wbls:0000085"	"24-cell embryo Ce (C elegans)"	"embryonic cell"	"tossed"	"16-cell"							"other"	"not documented"	"NA"	"N2"	6239	"PMID:27554860 'We note that due to asynchronous cell divisions there is no true 16-cell stage, but we use this term for convenience (details in Experimental Methods)....As a result, whenever we refer to the 16-cell stage we are actually referring to the 24-cell stage collected in 16 samples; 8 samples are single (posterior) cells, and 8 samples are pairs of newborn sister (anterior) cells. This is illustrated by the end of the cell lineage tree in Figure 1A.'"	"ANN"	"2019-01-28"			"SRS1305399"	"scRNA-seq"	"SMARTer Ultra Low"	"Full-length"
