"experimentId"	"uberonId"	"uberonName"	"whitelist"	"cell_type"	"cell_type_harmonization"	"cellTypeId"	"cellTypeName"	"cellTypeAnnotationStatus"	"marker_gene_name_for_cell_type"	"markerGene_ID_UniProt_Ensembl"	"PMID"	"source"	"comment"	"annotatorId"	"lastModificationDate"	"tags"	"protocol"	"protocol_type"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"KLRB1"	"ENSG000001117963"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"C1orf21"	"ENSG000001166671"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"SAMD3"	"ENSG000001644833"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"ASPM"	"ENSG000000662792"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"HMMR"	"ENSG000000725712"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"CTSW"	"ENSG000001725433"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"NUF2"	"ENSG000001432281"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"DLGAP5"	"ENSG000001267871"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"MKI67"	"ENSG000001487733"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"GZMM"	"ENSG000001975402"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"GZMB"	"ENSG000001004532"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"PYHIN1"	"ENSG000001635642"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"NUSAP1"	"ENSG000001378044"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"HOPX"	"ENSG000001714761"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"S1PR5"	"ENSG000001807391"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"PBK"	"ENSG00000168078"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"TOP2A"	"ENSG000001317473"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"GTSE1"	"ENSG000000752182"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"GZMK"	"ENSG000001130882"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"CDC20"	"ENSG000001173992"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"CDK1"	"ENSG000001703122"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"MAD2L1"	"ENSG000001641093"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"KLRC2"	"ENSG00000205809"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"CLEC2B"	"ENSG000001108522"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"APOBEC3G"	"ENSG00000239713"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"CD96"	"ENSG000001532834"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"TMIGD2"	"ENSG000001676642"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"GNLY"	"ENSG000001155231"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"RRM2"	"ENSG000001718484"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"ZWINT"	"ENSG000001229524"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"TPX2"	"ENSG000000883253"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"IFNG"	"ENSG000001115371"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000081"	"metanephros"	"v2"	"Proliferating NK cell"	"Proliferating NK cell"	"CL:0000623"	"natural killer cell"	"missing child term"	"BIRC5"	"ENSG000000896854"	31604275	"data file S6"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"TCF21"	"ENSG00000118526"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"PODXL"	"ENSG00000128567"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"AIF1"	"ENSG00000204472"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"PCOLCE2"	"ENSG00000163710"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"PTPRO"	"ENSG00000151490"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"DCN"	"ENSG00000011465"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"RP11-550H2.2"	"ENSG00000230027"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"WT1"	"ENSG00000184937"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"PTGDS"	"ENSG00000107317"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"TPPP3"	"ENSG00000159713"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"FGF1"	"ENSG00000113578"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"HTRA1"	"ENSG00000166033"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"MXRA8"	"ENSG00000162576"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"CLIC5"	"ENSG00000112782"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"F3"	"ENSG00000117525"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"NPHS2"	"ENSG00000116218"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"SPOCK2"	"ENSG00000107742"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"MAFB"	"ENSG00000204103"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"TYRO3"	"ENSG00000092445"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"MRGPRF"	"ENSG00000172935"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"PLA2R1"	"ENSG00000153246"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"SPARC"	"ENSG00000113140"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"VIM"	"ENSG00000026025"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"MYL9"	"ENSG00000101335"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"MME"	"ENSG00000196549"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"SBSPON"	"ENSG00000164764"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"NTNG1"	"ENSG00000162631"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"NPHS1"	"ENSG00000161270"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"SOST"	"ENSG00000167941"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"CRB2"	"ENSG00000148204"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"NECAB1"	"ENSG00000123119"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"C14orf37"	"ENSG00000139971"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"NDNF"	"ENSG00000173376"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"PLTP"	"ENSG00000100979"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"DDN"	"ENSG00000181418"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"PTGER4"	"ENSG00000171522"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"BST2"	"ENSG00000130303"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"SPOCK1"	"ENSG00000152377"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"WIPF3"	"ENSG00000122574"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"FXYD1"	"ENSG00000266964"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"PDLIM2"	"ENSG00000120913"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"IGFBP2"	"ENSG00000115457"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"PHACTR3"	"ENSG00000087495"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"ENPEP"	"ENSG00000138792"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"APOD"	"ENSG00000189058"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"CDC42EP3"	"ENSG00000163171"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"ST6GALNAC3"	"ENSG00000184005"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"NES"	"ENSG00000132688"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"WT1-AS"	"ENSG00000183242"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Podocyte"	"Podocyte"	"CL:0000653"	"glomerular visceral epithelial cell"	"perfect match"	"RAMP1"	"ENSG00000132329"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Proximal tubule"	"Proximal tubule"	"CL:1000507"	"kidney tubule cell"	"missing child term"	"ALDOB"	"ENSG00000136872"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Proximal tubule"	"Proximal tubule"	"CL:1000507"	"kidney tubule cell"	"missing child term"	"GSTA1"	"ENSG00000243955"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Proximal tubule"	"Proximal tubule"	"CL:1000507"	"kidney tubule cell"	"missing child term"	"NAT8"	"ENSG00000144035"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Proximal tubule"	"Proximal tubule"	"CL:1000507"	"kidney tubule cell"	"missing child term"	"UGT2B7"	"ENSG00000171234"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Proximal tubule"	"Proximal tubule"	"CL:1000507"	"kidney tubule cell"	"missing child term"	"PDZK1IP1"	"ENSG00000162366"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Proximal tubule"	"Proximal tubule"	"CL:1000507"	"kidney tubule cell"	"missing child term"	"MIOX"	"ENSG00000100253"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Proximal tubule"	"Proximal tubule"	"CL:1000507"	"kidney tubule cell"	"missing child term"	"FABP1"	"ENSG00000163586"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
"ERP120466"	"UBERON:0000082"	"adult mammalian kidney"	"v2"	"Proximal tubule"	"Proximal tubule"	"CL:1000507"	"kidney tubule cell"	"missing child term"	"GATM"	"ENSG00000171766"	31604275	"data file S4"		"ANN"	"12.05.20"	"scRNA-seq"	"10X Genomics"	"3'end"
