sample_accession	experiment_accession	run_accession	read_count	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	submitted_ftp
SAMEA3680772	ERX1227166	ERR1148162	1865023	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1148162/ERR1148162.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1148162/SLX-8412.N711_N503.C40N6ANXX.s_8.r_1.fq.gz
SAMEA3680773	ERX1227167	ERR1148163	2548233	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1148163/ERR1148163.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1148163/SLX-8412.N711_N504.C40N6ANXX.s_8.r_1.fq.gz
SAMEA3680774	ERX1227168	ERR1148164	2196680	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1148164/ERR1148164.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1148164/SLX-8412.N711_N505.C40N6ANXX.s_8.r_1.fq.gz
SAMEA3680775	ERX1227169	ERR1148165	1623914	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1148165/ERR1148165.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1148165/SLX-8412.N711_N506.C40N6ANXX.s_8.r_1.fq.gz
SAMEA3680776	ERX1227170	ERR1148166	1671051	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1148166/ERR1148166.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1148166/SLX-8412.N711_N507.C40N6ANXX.s_8.r_1.fq.gz
SAMEA3680777	ERX1227171	ERR1148167	1627368	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1148167/ERR1148167.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1148167/SLX-8412.N711_N508.C40N6ANXX.s_8.r_1.fq.gz
SAMEA3680778	ERX1227172	ERR1148168	1390544	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1148168/ERR1148168.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1148168/SLX-8412.N712_N501.C40N6ANXX.s_8.r_1.fq.gz
SAMEA3680779	ERX1227173	ERR1148169	837251	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1148169/ERR1148169.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1148169/SLX-8412.N712_N502.C40N6ANXX.s_8.r_1.fq.gz
SAMEA3680780	ERX1227174	ERR1148170	774094	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1148170/ERR1148170.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1148170/SLX-8412.N712_N503.C40N6ANXX.s_8.r_1.fq.gz
SAMEA3680781	ERX1227175	ERR1148171	706259	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1148171/ERR1148171.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1148171/SLX-8412.N712_N504.C40N6ANXX.s_8.r_1.fq.gz
SAMEA3680782	ERX1227176	ERR1148172	1007285	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1148172/ERR1148172.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1148172/SLX-8412.N712_N505.C40N6ANXX.s_8.r_1.fq.gz
SAMEA3680783	ERX1227177	ERR1148173	1144877	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1148173/ERR1148173.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1148173/SLX-8412.N712_N506.C40N6ANXX.s_8.r_1.fq.gz
SAMEA3680784	ERX1227178	ERR1148174	711274	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1148174/ERR1148174.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1148174/SLX-8412.N712_N507.C40N6ANXX.s_8.r_1.fq.gz
SAMEA3680785	ERX1227179	ERR1148175	783944	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1148175/ERR1148175.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1148175/SLX-8412.N712_N508.C40N6ANXX.s_8.r_1.fq.gz
SAMEA3679945	ERX1226339	ERR1147335	2498474	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1147335/ERR1147335.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147335/SLX-8343.N702_N506.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3679946	ERX1226340	ERR1147336	1774359	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1147336/ERR1147336.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147336/SLX-8343.N702_N507.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3679954	ERX1226348	ERR1147344	3153282	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1147344/ERR1147344.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147344/SLX-8343.N703_N507.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3679962	ERX1226356	ERR1147352	1068040	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1147352/ERR1147352.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147352/SLX-8343.N704_N507.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3679963	ERX1226357	ERR1147353	1918682	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1147353/ERR1147353.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147353/SLX-8343.N704_N508.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3679970	ERX1226364	ERR1147360	4448523	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1147360/ERR1147360.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147360/SLX-8343.N705_N507.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3679971	ERX1226365	ERR1147361	2554310	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1147361/ERR1147361.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147361/SLX-8343.N705_N508.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3679978	ERX1226372	ERR1147368	4843392	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1147368/ERR1147368.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147368/SLX-8343.N706_N507.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3679979	ERX1226373	ERR1147369	1020181	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1147369/ERR1147369.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147369/SLX-8343.N706_N508.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3679985	ERX1226379	ERR1147375	2892187	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1147375/ERR1147375.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147375/SLX-8343.N707_N507.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3679986	ERX1226380	ERR1147376	2354156	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1147376/ERR1147376.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147376/SLX-8343.N707_N508.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3679993	ERX1226387	ERR1147383	4663817	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1147383/ERR1147383.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147383/SLX-8343.N708_N507.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3679994	ERX1226388	ERR1147384	2316696	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1147384/ERR1147384.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147384/SLX-8343.N708_N508.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3679999	ERX1226393	ERR1147389	4310889	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1147389/ERR1147389.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147389/SLX-8343.N709_N507.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3680000	ERX1226394	ERR1147390	2260521	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1147390/ERR1147390.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147390/SLX-8343.N709_N508.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3680007	ERX1226401	ERR1147397	2155996	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1147397/ERR1147397.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147397/SLX-8343.N710_N507.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3680008	ERX1226402	ERR1147398	1163918	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1147398/ERR1147398.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147398/SLX-8343.N710_N508.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3680013	ERX1226407	ERR1147403	2482978	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1147403/ERR1147403.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147403/SLX-8343.N711_N507.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3680014	ERX1226408	ERR1147404	2766017	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1147404/ERR1147404.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147404/SLX-8343.N711_N508.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3680021	ERX1226415	ERR1147411	2578671	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1147411/ERR1147411.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147411/SLX-8343.N712_N507.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3680022	ERX1226416	ERR1147412	1548944	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1147412/ERR1147412.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147412/SLX-8343.N712_N508.C40N6ANXX.s_1.r_1.fq.gz
SAMEA3680029	ERX1226423	ERR1147419	1812704	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1147419/ERR1147419.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147419/SLX-8344.N701_N507.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680030	ERX1226424	ERR1147420	1431644	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1147420/ERR1147420.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147420/SLX-8344.N701_N508.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680037	ERX1226431	ERR1147427	4746015	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1147427/ERR1147427.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147427/SLX-8344.N702_N507.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680038	ERX1226432	ERR1147428	2421242	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1147428/ERR1147428.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147428/SLX-8344.N702_N508.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680045	ERX1226439	ERR1147435	2360684	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1147435/ERR1147435.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147435/SLX-8344.N703_N507.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680046	ERX1226440	ERR1147436	3383354	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1147436/ERR1147436.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147436/SLX-8344.N703_N508.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680052	ERX1226446	ERR1147442	2468872	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1147442/ERR1147442.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147442/SLX-8344.N704_N506.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680061	ERX1226455	ERR1147451	2926322	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1147451/ERR1147451.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147451/SLX-8344.N705_N507.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680062	ERX1226456	ERR1147452	3478782	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1147452/ERR1147452.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147452/SLX-8344.N705_N508.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680069	ERX1226463	ERR1147459	2241474	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1147459/ERR1147459.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147459/SLX-8344.N706_N507.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680070	ERX1226464	ERR1147460	2305043	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1147460/ERR1147460.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147460/SLX-8344.N706_N508.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680077	ERX1226471	ERR1147467	2799003	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1147467/ERR1147467.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147467/SLX-8344.N707_N507.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680078	ERX1226472	ERR1147468	2369949	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1147468/ERR1147468.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147468/SLX-8344.N707_N508.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680084	ERX1226478	ERR1147474	3257201	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1147474/ERR1147474.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147474/SLX-8344.N708_N507.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680085	ERX1226479	ERR1147475	4263632	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1147475/ERR1147475.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147475/SLX-8344.N708_N508.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680092	ERX1226486	ERR1147482	2432905	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1147482/ERR1147482.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147482/SLX-8344.N709_N507.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680093	ERX1226487	ERR1147483	3167048	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1147483/ERR1147483.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147483/SLX-8344.N709_N508.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680099	ERX1226493	ERR1147489	2900823	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1147489/ERR1147489.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147489/SLX-8344.N710_N506.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680100	ERX1226494	ERR1147490	2850182	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1147490/ERR1147490.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147490/SLX-8344.N710_N507.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680101	ERX1226495	ERR1147491	3406930	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1147491/ERR1147491.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147491/SLX-8344.N710_N508.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680106	ERX1226500	ERR1147496	2889594	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1147496/ERR1147496.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147496/SLX-8344.N711_N506.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680107	ERX1226501	ERR1147497	3212341	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1147497/ERR1147497.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147497/SLX-8344.N711_N507.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680108	ERX1226502	ERR1147498	4968082	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1147498/ERR1147498.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147498/SLX-8344.N711_N508.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680114	ERX1226508	ERR1147504	3735635	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1147504/ERR1147504.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147504/SLX-8344.N712_N506.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680115	ERX1226509	ERR1147505	3881130	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1147505/ERR1147505.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147505/SLX-8344.N712_N507.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680116	ERX1226510	ERR1147506	3735312	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1147506/ERR1147506.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147506/SLX-8344.N712_N508.C40N6ANXX.s_2.r_1.fq.gz
SAMEA3680120	ERX1226514	ERR1147510	2470220	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1147510/ERR1147510.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147510/SLX-8345.N701_N506.C40N6ANXX.s_3.r_1.fq.gz
SAMEA3680121	ERX1226515	ERR1147511	3403132	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1147511/ERR1147511.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147511/SLX-8345.N701_N507.C40N6ANXX.s_3.r_1.fq.gz
SAMEA3680122	ERX1226516	ERR1147512	1848843	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1147512/ERR1147512.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147512/SLX-8345.N701_N508.C40N6ANXX.s_3.r_1.fq.gz
SAMEA3680124	ERX1226518	ERR1147514	4324657	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1147514/ERR1147514.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147514/SLX-8345.N702_N502.C40N6ANXX.s_3.r_1.fq.gz
SAMEA3680126	ERX1226520	ERR1147516	2737765	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1147516/ERR1147516.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147516/SLX-8345.N702_N504.C40N6ANXX.s_3.r_1.fq.gz
SAMEA3680127	ERX1226521	ERR1147517	3145403	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/007/ERR1147517/ERR1147517.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147517/SLX-8345.N702_N506.C40N6ANXX.s_3.r_1.fq.gz
SAMEA3680128	ERX1226522	ERR1147518	3203841	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/008/ERR1147518/ERR1147518.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147518/SLX-8345.N702_N507.C40N6ANXX.s_3.r_1.fq.gz
SAMEA3680132	ERX1226526	ERR1147522	4083236	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/002/ERR1147522/ERR1147522.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147522/SLX-8345.N703_N504.C40N6ANXX.s_3.r_1.fq.gz
SAMEA3680133	ERX1226527	ERR1147523	3610891	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/003/ERR1147523/ERR1147523.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147523/SLX-8345.N703_N506.C40N6ANXX.s_3.r_1.fq.gz
SAMEA3680134	ERX1226528	ERR1147524	3319211	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/004/ERR1147524/ERR1147524.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147524/SLX-8345.N703_N507.C40N6ANXX.s_3.r_1.fq.gz
SAMEA3680135	ERX1226529	ERR1147525	4464005	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1147525/ERR1147525.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147525/SLX-8345.N703_N508.C40N6ANXX.s_3.r_1.fq.gz
SAMEA3680139	ERX1226533	ERR1147529	3594879	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR1147529/ERR1147529.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147529/SLX-8345.N704_N504.C40N6ANXX.s_3.r_1.fq.gz
SAMEA3680140	ERX1226534	ERR1147530	3383693	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/000/ERR1147530/ERR1147530.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147530/SLX-8345.N704_N506.C40N6ANXX.s_3.r_1.fq.gz
SAMEA3680141	ERX1226535	ERR1147531	3048926	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR1147531/ERR1147531.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147531/SLX-8345.N704_N508.C40N6ANXX.s_3.r_1.fq.gz
SAMEA3680145	ERX1226539	ERR1147535	2685389	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR1147535/ERR1147535.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147535/SLX-8345.N705_N504.C40N6ANXX.s_3.r_1.fq.gz
SAMEA3680146	ERX1226540	ERR1147536	3017570	10090	Mus musculus	Illumina HiSeq 2500	SINGLE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/006/ERR1147536/ERR1147536.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR1147536/SLX-8345.N705_N506.C40N6ANXX.s_3.r_1.fq.gz
