libraryId	experimentId	cellTypeName	cellTypeId	speciesId	platform	protocol	protocolType	libraryType	infoOrgan	stageId	uberonId	sex	strain	readLength	organism
SRX1788240	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788247	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788248	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788251	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788255	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788257	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788264	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788265	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788269	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788271	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788277	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788278	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788284	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788289	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788301	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788302	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788304	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788306	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788309	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788312	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788318	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788319	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788320	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000115	UBERON:0000006	M	White	64	Homo_sapiens
SRX1788330	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	64	Homo_sapiens
SRX1788334	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	64	Homo_sapiens
SRX1788335	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	64	Homo_sapiens
SRX1788338	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	64	Homo_sapiens
SRX1788343	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	64	Homo_sapiens
SRX1788351	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	64	Homo_sapiens
SRX1788361	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	64	Homo_sapiens
SRX1788367	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	64	Homo_sapiens
SRX1788375	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	64	Homo_sapiens
SRX1788403	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	64	Homo_sapiens
SRX1788412	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	64	Homo_sapiens
SRX1788417	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	64	Homo_sapiens
SRX1788423	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	64	Homo_sapiens
SRX1788430	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	64	Homo_sapiens
SRX1788432	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	64	Homo_sapiens
SRX1788436	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	64	Homo_sapiens
SRX1788437	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	64	Homo_sapiens
SRX1788456	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	64	Homo_sapiens
SRX1788461	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	64	Homo_sapiens
SRX1788466	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788467	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	62	Homo_sapiens
SRX1788468	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788470	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788472	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788473	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788474	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788476	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788477	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	62	Homo_sapiens
SRX1788479	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	62	Homo_sapiens
SRX1788480	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788481	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788482	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788483	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788484	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788485	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788487	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788488	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788489	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788490	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788491	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788492	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	62	Homo_sapiens
SRX1788493	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788494	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788495	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788496	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788498	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788499	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788502	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788503	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	62	Homo_sapiens
SRX1788504	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788505	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788506	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788507	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788509	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788511	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788512	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788513	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788514	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788516	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788518	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788519	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788520	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788521	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	62	Homo_sapiens
SRX1788523	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788525	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788526	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788527	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788529	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788530	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788531	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788532	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788535	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788536	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788537	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	62	Homo_sapiens
SRX1788538	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788540	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788541	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788542	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	62	Homo_sapiens
SRX1788544	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788545	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788546	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788547	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788548	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788549	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788550	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788551	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788552	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788553	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	62	Homo_sapiens
SRX1788554	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788555	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788556	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788562	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788563	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788564	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788567	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788568	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788569	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788570	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788571	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788572	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788574	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788575	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788576	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788580	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788581	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788582	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788584	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788585	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788586	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788587	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788589	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788590	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
SRX1788591	SRP075496	pancreatic A cell	CL:0000171	9606	NextSeq 500	SMART_seq2	Full-length	PAIRED	Pancreatic islet	HsapDv:0000132	UBERON:0000006	F	White	63	Homo_sapiens
