"libraryId"	"experimentId"	"platform"	"SRSId"	"anatId"	"anatName"	"cellTypeId"	"cellTypeName"	"stageId"	"stageName"	"url_GSM"	"infoOrgan"	"infoCellType_abInitio"	"infoCellType_inferred"	"clusterId"	"clusterName"	"infoStage"	"anatAnnotationStatus"	"cellTypeAnnotationStatus"	"stageAnnotationStatus"	"sex"	"strain"	"genotype"	"speciesId"	"RNAseqTags"	"protocol"	"protocolType"	"lib_name"	"sampleTitle"	"comment"	"condition"	"annotatorId"	"lastModificationDate"	"run_accession"	"read_count"	"tax_id"	"scientific_name"	"library_layout"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133238"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133224"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133226"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133233"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133235"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133236"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133237"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133241"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133242"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133218"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133239"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133240"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133211"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133234"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133212"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133213"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133229"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133217"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133227"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133232"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700422"	"ERP132582"	"NextSeq 550"	"ERS8071654"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000027"	"7-year-old stage"	""	"testis"	""	NA	NA	NA	"7 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN116"	"SAMEA10418810"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133228"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133261"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133264"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133267"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133269"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133260"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133253"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133249"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133257"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133259"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133270"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133262"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133265"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133243"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133250"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133246"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133268"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133258"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133255"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133252"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133256"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133254"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133266"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133244"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133247"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133251"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133274"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133245"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133248"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133263"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133271"	0	9544	"Macaca mulatta"	"PAIRED"
"ERX6700423"	"ERP132582"	"NextSeq 550"	"ERS8071655"	"UBERON:0000473"	"testis"	"CL:0000000"	"cell"	"MmulDv:0000029"	"9-year-old stage"	""	"testis"	""	NA	NA	NA	"9 years"	""	"other"	"perfect match"	"M"	""	"wild type"	9544	"Sn-scRNA-seq"	"10X Genomics V2"	"3'end"	"SN143"	"SAMEA10418811"	"PRJEB48240, PMID: 36544022"	"normal"	"ANN"	"2023-05-11"	"ERR7133272"	0	9544	"Macaca mulatta"	"PAIRED"
