Uberon ID	Uberon name	female	male	hermaphrodite
DMBA:15895	mantle zone of AHy (mouse)	F	F	F
DMBA:15896	periventricular stratum of AHy (mouse)	F	F	F
DMBA:15897	intermediate stratum of AHy (mouse)	F	F	F
DMBA:15898	superficial stratum of AHy (mouse)	F	F	F
DMBA:15899	medial amygdala, posterodorsal part (mouse)	F	F	F
DMBA:15900	medial amygdala, posteroventral part (mouse)	F	F	F
DMBA:15901	medial amygdala, anterodorsal part (mouse)	F	F	F
DMBA:15902	medial amygdala, anteroventral part (mouse)	F	F	F
DMBA:15905	olfactory bulb, principal part (mouse)	F	F	F
DMBA:15906	ventricular zone of OB (mouse)	F	F	F
DMBA:15907	mantle zone of OB (mouse)	F	F	F
DMBA:15908	periventricular stratum of OB (mouse)	F	F	F
DMBA:15911	intermediate stratum of OB (mouse)	F	F	F
DMBA:15914	superficial stratum of OB (mouse)	F	F	F
DMBA:15915	OB glomerular layer (mouse)	F	F	F
DMBA:15916	OB olfactory fiber layer (mouse)	F	F	F
DMBA:15917	anterior olfactory area, ventral part (mouse)	F	F	F
DMBA:15918	ventricular zone of AOV (mouse)	F	F	F
DMBA:15919	mantle zone of AOV (mouse)	F	F	F
DMBA:15920	periventricular stratum of AOV (mouse)	F	F	F
DMBA:15921	intermediate stratum of AOV (mouse)	F	F	F
DMBA:15922	superficial stratum of AOV (mouse)	F	F	F
DMBA:15923	layer 1 of AOV cortex (mouse)	F	F	F
DMBA:15924	layer 2 of AOV cortex (mouse)	F	F	F
DMBA:15925	layer 3 of AOV cortex (mouse)	F	F	F
DMBA:15926	external part of AOV (mouse)	F	F	F
DMBA:15927	navicular nucleus (mouse)	F	F	F
DMBA:15928	ventropallial prepiriform area (mouse)	F	F	F
DMBA:15929	ventricular zone of VPrP (mouse)	F	F	F
DMBA:15930	mantle zone of VPrP (mouse)	F	F	F
DMBA:15931	periventricular stratum of VPrP (mouse)	F	F	F
DMBA:15932	intermediate stratum of VPrP (mouse)	F	F	F
DMBA:15933	bed nucleus of the external capsule (mouse)	F	F	F
DMBA:15934	dorsal endopiriform nucleus (mouse)	F	F	F
DMBA:15935	ventral endopiriform nucleus (mouse)	F	F	F
DMBA:15936	superficial stratum of VPrP (mouse)	F	F	F
DMBA:15937	layer 1 of VPrP cortex (mouse)	F	F	F
DMBA:15938	layer 2 of VPrP cortex (mouse)	F	F	F
DMBA:15939	layer 3 of VPrP cortex (mouse)	F	F	F
DMBA:15940	ventropallial amygdalopiriform area (mouse)	F	F	F
DMBA:15941	ventricular zone of the VAP (mouse)	F	F	F
DMBA:15942	mantle zone of VAP (mouse)	F	F	F
DMBA:15943	periventricular stratum of the VAP (mouse)	F	F	F
DMBA:15946	intermediate stratum of the VAP (mouse)	F	F	F
DMBA:15948	basomedial amygdaloid nucleus, posterior part (mouse)	F	F	F
DMBA:15949	superficial stratum of the VAP (mouse)	F	F	F
DMBA:15952	layer 3 of LOT (mouse)	F	F	F
DMBA:15953	layer 2 of LOT (mouse)	F	F	F
DMBA:15954	layer 1 of LOT (mouse)	F	F	F
DMBA:15955	nucleus of the accessory olfactory tract (mouse)	F	F	F
DMBA:15958	ventricular zone of AOB (mouse)	F	F	F
DMBA:15959	mantle zone of AOB (mouse)	F	F	F
DMBA:15960	periventricular stratum of AOB (mouse)	F	F	F
DMBA:15963	intermediate stratum of AOB (mouse)	F	F	F
DMBA:15964	AOB, mitral cell layer (mouse)	F	F	F
DMBA:15966	superficial stratum of AOB (mouse)	F	F	F
DMBA:15968	AOB, fiber layer (mouse)	F	F	F
DMBA:15969	anterior olfactory area, dorsal part (mouse)	F	F	F
DMBA:15970	ventricular zone of AOD (mouse)	F	F	F
DMBA:15971	mantle zone of AOD (mouse)	F	F	F
DMBA:15972	periventricular stratum of AOD (mouse)	F	F	F
DMBA:15973	intermediate stratum of AOD (mouse)	F	F	F
DMBA:15974	superficial stratum of AOD (mouse)	F	F	F
DMBA:15975	layer 1 of AOD cortex (mouse)	F	F	F
DMBA:15976	layer 2 of AOD cortex (mouse)	F	F	F
DMBA:15977	layer 3 of AOD cortex (mouse)	F	F	F
DMBA:15978	external part of AOD (mouse)	F	F	F
DMBA:15979	lateropallial prepiriform area (mouse)	F	F	F
DMBA:15980	ventricular zone of LPrP (mouse)	F	F	F
DMBA:15981	mantle zone of LPrP (mouse)	F	F	F
DMBA:15982	periventricular stratum of LPrP (mouse)	F	F	F
DMBA:15983	intermediate stratum of LPrP (mouse)	F	F	F
DMBA:15985	superficial stratum of LPrP (mouse)	F	F	F
DMBA:15986	layer 1 of LPrP cortex (mouse)	F	F	F
DMBA:15987	layer 2 of LPrP cortex (mouse)	F	F	F
DMBA:15988	layer 3 of LPrP cortex (mouse)	F	F	F
DMBA:15989	lateropallial amygdalopiriform area (mouse)	F	F	F
DMBA:15990	ventricular zone of LAP (mouse)	F	F	F
DMBA:15991	mantle zone of LAP (mouse)	F	F	F
DMBA:15992	periventricular stratum of LAP (mouse)	F	F	F
DMBA:15993	intermediate stratum of LAP (mouse)	F	F	F
DMBA:15995	basolateral amygdaloid nucleus, posterior part (mouse)	F	F	F
DMBA:15996	basolateral amygdaloid nucleus, ventral part (mouse)	F	F	F
DMBA:15997	superficial stratum of LAP (mouse)	F	F	F
DMBA:15998	amygdalopiriform area (mouse)	F	F	F
DMBA:16001	dorsal pallium/isocortex (mouse)	F	F	F
DMBA:16003	ventricular zone of FCx (mouse)	F	F	F
DMBA:16004	mantle zone of FCx (mouse)	F	F	F
DMBA:16005	periventricular stratum of FCx (subventricular zone) (mouse)	F	F	F
DMBA:16006	intermediate stratum of FCx (white matter/subplate) (mouse)	F	F	F
DMBA:16007	superficial stratum of FCx (cortical plate/marginal zone) (mouse)	F	F	F
DMBA:16008	layer 1 of FCx (mouse)	F	F	F
DMBA:16009	layer 2 of FCx (mouse)	F	F	F
DMBA:16010	layer 3 of FCx (mouse)	F	F	F
DMBA:16011	layer 4 of FCx (mouse)	F	F	F
DMBA:16012	layer 5 of FCx (mouse)	F	F	F
DMBA:16013	layer 6 of FCx (mouse)	F	F	F
DMBA:16014	sublayer 6a of FCx (mouse)	F	F	F
DMBA:16015	sublayer 6b of FCx (mouse)	F	F	F
DMBA:16017	ventricular zone of PCx (mouse)	F	F	F
DMBA:16018	mantle zone of PCx (mouse)	F	F	F
DMBA:16019	periventricular stratum of PCx (subventricular zone) (mouse)	F	F	F
DMBA:16020	intermediate stratum of PCx (white matter/subplate) (mouse)	F	F	F
DMBA:16021	superficial stratum of PCx (cortical plate/marginal zone) (mouse)	F	F	F
DMBA:16022	layer 1 of PCx (mouse)	F	F	F
DMBA:16023	layer 2 of PCx (mouse)	F	F	F
DMBA:16024	layer 3 of PCx (mouse)	F	F	F
DMBA:16025	layer 4 of PCx (mouse)	F	F	F
DMBA:16026	layer 5 of PCx (mouse)	F	F	F
DMBA:16027	layer 6 of PCx (mouse)	F	F	F
DMBA:16028	sublayer 6a of PCx (mouse)	F	F	F
DMBA:16029	sublayer 6b of PCx (mouse)	F	F	F
DMBA:16031	ventricular zone of OCx (mouse)	F	F	F
DMBA:16032	mantle zone of OCx (mouse)	F	F	F
DMBA:16033	periventricular stratum of OCx (subventricular zone) (mouse)	F	F	F
DMBA:16034	intermediate stratum of OCx (white matter/subplate) (mouse)	F	F	F
DMBA:16035	superficial stratum of OCx (cortical plate/marginal zone) (mouse)	F	F	F
DMBA:16036	layer 1 of OCx (mouse)	F	F	F
DMBA:16037	layer 2 of OCx (mouse)	F	F	F
DMBA:16038	layer 3 of OCx (mouse)	F	F	F
DMBA:16039	layer 4 of OCx (mouse)	F	F	F
DMBA:16040	layer 5 of OCx (mouse)	F	F	F
DMBA:16041	layer 6 of OCx (mouse)	F	F	F
DMBA:16042	sublayer 6a of OCx (mouse)	F	F	F
DMBA:16043	sublayer 6b of OCx (mouse)	F	F	F
DMBA:16045	ventricular zone of TCx (mouse)	F	F	F
DMBA:16046	mantle zone of TCx (mouse)	F	F	F
DMBA:16047	periventricular stratum of TCx (subventricular zone) (mouse)	F	F	F
DMBA:16048	intermediate stratum of TCx (white matter/subplate) (mouse)	F	F	F
DMBA:16049	superficial stratum of TCx (cortical plate/marginal zone) (mouse)	F	F	F
DMBA:16050	layer 1 of TCx (mouse)	F	F	F
DMBA:16051	layer 2 of TCx (mouse)	F	F	F
DMBA:16052	layer 3 of TCx (mouse)	F	F	F
DMBA:16053	layer 4 of TCx (mouse)	F	F	F
DMBA:16054	layer 5 of TCx (mouse)	F	F	F
DMBA:16055	layer 6 of TCx (mouse)	F	F	F
DMBA:16056	sublayer 6a of TCx (mouse)	F	F	F
DMBA:16057	sublayer 6b of TCx (mouse)	F	F	F
DMBA:16059	ventricular zone of InsCx (mouse)	F	F	F
DMBA:16060	mantle zone of InsCx (mouse)	F	F	F
DMBA:16061	periventricular stratum of InsCx (subventricular zone) (mouse)	F	F	F
DMBA:16062	intermediate stratum of InsCx (white matter/subplate) (mouse)	F	F	F
DMBA:16063	superficial stratum of InsCx (cortical plate/marginal zone) (mouse)	F	F	F
DMBA:16064	layer 1 of InsCx (mouse)	F	F	F
DMBA:16065	layer 2 of InsCx (mouse)	F	F	F
DMBA:16066	layer 3 of InsCx (mouse)	F	F	F
DMBA:16067	layer 4 of InsCx (mouse)	F	F	F
DMBA:16068	layer 5 of InsCx (mouse)	F	F	F
DMBA:16069	layer 6 of InsCx (mouse)	F	F	F
DMBA:16070	sublayer 6a of InsCx (mouse)	F	F	F
DMBA:16071	sublayer 6b of InsCx (mouse)	F	F	F
DMBA:16073	ventricular zone of CCx (mouse)	F	F	F
DMBA:16074	mantle zone of CCx (mouse)	F	F	F
DMBA:16075	periventricular stratum of CCx (subventricular zone) (mouse)	F	F	F
DMBA:16076	intermediate stratum of CCx (white matter/subplate) (mouse)	F	F	F
DMBA:16077	superficial stratum of CCx (cortical plate/marginal zone) (mouse)	F	F	F
DMBA:16078	layer 1 of CCx (mouse)	F	F	F
DMBA:16079	layer 2 of CCx (mouse)	F	F	F
DMBA:16080	layer 3 of CCx (mouse)	F	F	F
DMBA:16081	layer 4 of CCx (mouse)	F	F	F
DMBA:16082	layer 5 of CCx (mouse)	F	F	F
DMBA:16083	layer 6 of CCx (mouse)	F	F	F
DMBA:16084	sublayer 6a of CCx (mouse)	F	F	F
DMBA:16085	sublayer 6b of CCx (mouse)	F	F	F
DMBA:16087	layer 1 of PRh-Ect (mouse)	F	F	F
DMBA:16088	layer 2 of PRh-Ect (mouse)	F	F	F
DMBA:16089	layer 3 of PRh-Ect (mouse)	F	F	F
DMBA:16090	layer 4 of PRh-Ect (mouse)	F	F	F
DMBA:16091	layer 5 of PRh-Ect (mouse)	F	F	F
DMBA:16092	layer 6 of PRh-Ect (mouse)	F	F	F
DMBA:16094	layer 1 of RSC (mouse)	F	F	F
DMBA:16095	layer 2 of RSC (mouse)	F	F	F
DMBA:16096	layer 3 of RSC (mouse)	F	F	F
DMBA:16097	layer 4 of RSC (mouse)	F	F	F
DMBA:16098	layer 5 of RSC (mouse)	F	F	F
DMBA:16099	layer 6 of RSC (mouse)	F	F	F
DMBA:16100	layer 6a of RSC (mouse)	F	F	F
DMBA:16101	layer 6b of RSC (mouse)	F	F	F
DMBA:16103	ventricular zone of ERCx (mouse)	F	F	F
DMBA:16104	mantle zone of ERCx (mouse)	F	F	F
DMBA:16105	periventricular stratum of ERCx (subventricular zone) (mouse)	F	F	F
DMBA:16106	intermediate stratum of ERCx (white matter/subplate) (mouse)	F	F	F
DMBA:16107	superficial stratum of ERCx (cortical plate/marginal zone) (mouse)	F	F	F
DMBA:16108	layer 1 of ERCx (mouse)	F	F	F
DMBA:16109	layer 2 of ERCx (mouse)	F	F	F
DMBA:16110	layer 3 of ERCx (mouse)	F	F	F
DMBA:16111	layer 4 of ERCx (mouse)	F	F	F
DMBA:16112	layer 5 of ERCx (mouse)	F	F	F
DMBA:16113	layer 6 of ERCx (mouse)	F	F	F
DMBA:16114	medial pallium (hippocampal allocortex) (mouse)	F	F	F
DMBA:16116	ventricular zone of DG (mouse)	F	F	F
DMBA:16117	mantle zone of DG (mouse)	F	F	F
DMBA:16118	periventricular stratum of DG (mouse)	F	F	F
DMBA:16119	intermediate stratum of DG (mouse)	F	F	F
DMBA:16120	hilus of the DG (mouse)	F	F	F
DMBA:16121	superficial stratum of DG (mouse)	F	F	F
DMBA:16123	molecular layer of the DG (mouse)	F	F	F
DMBA:16125	ventricular zone of CA (mouse)	F	F	F
DMBA:16126	mantle zone of CA (mouse)	F	F	F
DMBA:16127	periventricular stratum of CA (mouse)	F	F	F
DMBA:16128	intermediate stratum of CA (mouse)	F	F	F
DMBA:16129	alveus layer of CA	F	F	F
DMBA:16130	superficial stratum of CA (mouse)	F	F	F
DMBA:16139	Field CA2, stratum pyramidale (mouse)	F	F	F
DMBA:16143	Field CA3, stratum pyramidale (mouse)	F	F	F
DMBA:16148	ventricular zone of the IG (mouse)	F	F	F
DMBA:16149	mantle zone of the IG (mouse)	F	F	F
DMBA:16150	periventricular stratum of the IG (mouse)	F	F	F
DMBA:16151	intermediate stratum of the IG (mouse)	F	F	F
DMBA:16152	superficial stratum of the IG (mouse)	F	F	F
DMBA:16153	pyramidal layer of IG (mouse)	F	F	F
DMBA:16155	ventricular zone of TTe (mouse)	F	F	F
DMBA:16156	mantle zone of TTe (mouse)	F	F	F
DMBA:16157	periventricular stratum of TTe (mouse)	F	F	F
DMBA:16158	dorsal peduncular cortex, periventricular part (mouse)	F	F	F
DMBA:16159	intermediate stratum of TTe (mouse)	F	F	F
DMBA:16160	dorsal peduncular cortex, intermediate part (mouse)	F	F	F
DMBA:16161	superficial stratum of TTe (mouse)	F	F	F
DMBA:16162	pyramidal layer of taenia tecta (mouse)	F	F	F
DMBA:16164	ventricular zone of S (mouse)	F	F	F
DMBA:16165	mantle zone of S (mouse)	F	F	F
DMBA:16166	periventricular stratum of S (mouse)	F	F	F
DMBA:16167	intermediate stratum of S (mouse)	F	F	F
DMBA:16168	alveus layer of S	F	F	F
DMBA:16169	superficial stratum of S (mouse)	F	F	F
DMBA:16170	pyramidal layer of S (mouse)	F	F	F
DMBA:16171	molecular layer of S (mouse)	F	F	F
DMBA:16173	ventricular zone of PrS (mouse)	F	F	F
DMBA:16174	mantle zone of PrS (mouse)	F	F	F
DMBA:16175	periventricular stratum of PrS (subventricular zone) (mouse)	F	F	F
DMBA:16176	intermediate stratum of PrS (white matter/subplate) (mouse)	F	F	F
DMBA:16177	superficial stratum of PrS (cortical plate/marginal zone) (mouse)	F	F	F
DMBA:16178	layer 1 of PrS (mouse)	F	F	F
DMBA:16179	layer 2 of PrS (mouse)	F	F	F
DMBA:16180	layer 3 of PrS (mouse)	F	F	F
DMBA:16181	layer 4 of PrS (lamina dissecans) (mouse)	F	F	F
DMBA:16182	layer 5 of PrS (mouse)	F	F	F
DMBA:16183	layer 6 of PrS (mouse)	F	F	F
DMBA:16184	layer 6a of PrS (mouse)	F	F	F
DMBA:16185	layer 6b of PrS (mouse)	F	F	F
DMBA:16187	ventricular zone of PaS (mouse)	F	F	F
DMBA:16188	mantle zone of PaS (mouse)	F	F	F
DMBA:16189	periventricular stratum of PaS (subventricular zone) (mouse)	F	F	F
DMBA:16190	intermediate stratum of PaS (white matter/subplate) (mouse)	F	F	F
DMBA:16191	superficial stratum of PaS (cortical plate/marginal zone) (mouse)	F	F	F
DMBA:16192	layer 1 of PaS (mouse)	F	F	F
DMBA:16193	layer 2 of PaS (mouse)	F	F	F
DMBA:16194	layer 3 of PaS (mouse)	F	F	F
DMBA:16195	layer 4 of PaS (mouse)	F	F	F
DMBA:16196	layer 5 of PaS (mouse)	F	F	F
DMBA:16197	layer 6 of PaS (mouse)	F	F	F
DMBA:16198	pallial septum (mouse)	F	F	F
DMBA:16199	ventricular zone of SePall (mouse)	F	F	F
DMBA:16200	mantle zone of SePall (mouse)	F	F	F
DMBA:16201	periventricular stratum of SePall (mouse)	F	F	F
DMBA:16202	intermediate stratum of SePall (mouse)	F	F	F
DMBA:16203	superficial stratum of SePall (mouse)	F	F	F
DMBA:16205	telencephalo-hypothalamic transition area (mouse)	F	F	F
DMBA:16206	ventricular zone of TelH (mouse)	F	F	F
DMBA:16207	mantle zone of TelH (mouse)	F	F	F
DMBA:16208	periventricular stratum of TelH (mouse)	F	F	F
DMBA:16209	intermediate stratum of TelH (mouse)	F	F	F
DMBA:16210	superficial stratum of TelH (mouse)	F	F	F
DMBA:16211	peduncular (caudal) hypothalamus (mouse)	F	F	F
DMBA:16212	alar part of peduncular hypothalamus (mouse)	F	F	F
DMBA:16213	peduncular paraventricular area of PHyA (mouse)	F	F	F
DMBA:16214	ventricular zone of PPaA (mouse)	F	F	F
DMBA:16215	mantle zone of PPaA (mouse)	F	F	F
DMBA:16216	periventricular stratum of PPaA (mouse)	F	F	F
DMBA:16217	paraventricular nucleus, peduncular or principal part (mouse)	F	F	F
DMBA:16218	paraventricular nucleus, dorsal part (mouse)	F	F	F
DMBA:16219	paraventricular nucleus, cap part (mouse)	F	F	F
DMBA:16220	cap part of PPa (mouse)	F	F	F
DMBA:16221	lateral magnocellular part of PPa (mouse)	F	F	F
DMBA:16222	medial magnocellular part of PPa (mouse)	F	F	F
DMBA:16223	medial parvicellular part of PPa (mouse)	F	F	F
DMBA:16224	paraventricular nucleus, rostral part (mouse)	F	F	F
DMBA:16225	intermediate stratum of PPaA (mouse)	F	F	F
DMBA:16226	paraventricular nucleus, lateral part (mouse)	F	F	F
DMBA:16227	upper dorsal perifornical nucleus (mouse)	F	F	F
DMBA:16228	upper dorsal lateral hypothalamic area (mouse)	F	F	F
DMBA:16229	lateral posterior nucleus (mouse)	F	F	F
DMBA:16230	peduncular nucleus of the stria medullaris (mouse)	F	F	F
DMBA:16231	superficial stratum of PPaA (mouse)	F	F	F
DMBA:16232	dorsal entopeduncular nucleus (mouse)	F	F	F
DMBA:16233	peduncular subparaventricular area (mouse)	F	F	F
DMBA:16234	ventricular zone of PSPa (mouse)	F	F	F
DMBA:16235	mantle zone of PSPa (mouse)	F	F	F
DMBA:16236	periventricular stratum of PSPa (mouse)	F	F	F
DMBA:16237	posterior anterior hypothalamic area, periventricular part (mouse)	F	F	F
DMBA:16238	A13 dopaminergic cell group (mouse)	F	F	F
DMBA:16239	intermediate stratum of PSPa (mouse)	F	F	F
DMBA:16241	stigmoid nucleus (mouse)	F	F	F
DMBA:16242	lower dorsal perifornical nucleus (mouse)	F	F	F
DMBA:16243	lower dorsal lateral hypothalamic area (mouse)	F	F	F
DMBA:16244	superficial stratum of PSPa (mouse)	F	F	F
DMBA:16245	ventral entopeduncular nucleus (mouse)	F	F	F
DMBA:16246	dorsoventral lateral hypothalamic area (mouse)	F	F	F
DMBA:16247	basal peduncular hypothalamus (mouse)	F	F	F
DMBA:16248	dorsal part of PHyB (mouse)	F	F	F
DMBA:16249	ventricular zone of PHyB-D (mouse)	F	F	F
DMBA:16250	mantle zone of PHyB-D (mouse)	F	F	F
DMBA:16251	periventricular stratum of PHyB-D (mouse)	F	F	F
DMBA:16252	posterobasal nucleus, periventricular part (mouse)	F	F	F
DMBA:16253	intermediate stratum of PHyB-D (mouse)	F	F	F
DMBA:16254	posterobasal nucleus, intermediate part (mouse)	F	F	F
DMBA:16255	upper basal lateral hypothalamic area (mouse)	F	F	F
DMBA:16256	upper basal perifornical nucleus (mouse)	F	F	F
DMBA:16257	superficial stratum of PHyB-D (mouse)	F	F	F
DMBA:16258	magnocellular superficial hypothalamic nucleus (mouse)	F	F	F
DMBA:16259	intermediate part of PHyB (mouse)	F	F	F
DMBA:16260	ventricular zone of PHyB-I (mouse)	F	F	F
DMBA:16261	mantle zone of PHyB-I (mouse)	F	F	F
DMBA:16262	periventricular stratum of PHyB-I (mouse)	F	F	F
DMBA:16263	periventricular domain associated to P-DMH (mouse)	F	F	F
DMBA:16264	intermediate stratum of PHyB-I (mouse)	F	F	F
DMBA:16265	peduncular part of dorsomedial hypothalamic nucleus (mouse)	F	F	F
DMBA:16266	core of P-DMH (mouse)	F	F	F
DMBA:16267	shell of P-DMH (mouse)	F	F	F
DMBA:16268	lower basal lateral hypothalamic area (mouse)	F	F	F
DMBA:16269	lower basal perifornical nucleus (mouse)	F	F	F
DMBA:16270	superficial stratum of PHyB-I (mouse)	F	F	F
DMBA:16272	subthalamic nucleus (migrated) (mouse)	F	F	F
DMBA:16273	parasubthalamic nucleus (migrated) (mouse)	F	F	F
DMBA:16274	ventral part of PHyB (mouse)	F	F	F
DMBA:16275	ventricular zone of PHyB-V (mouse)	F	F	F
DMBA:16276	hypothalamic ventricular organ, peduncular part (mouse)	F	F	F
DMBA:16277	mantle zone of PHyB-V (mouse)	F	F	F
DMBA:16278	periventricular stratum of PHyB-V (mouse)	F	F	F
DMBA:16279	dorsal tuberomammillary nucleus, periventricular part (histaminergic) (mouse)	F	F	F
DMBA:16280	intermediate stratum of PHyB-V (mouse)	F	F	F
DMBA:16281	dorsal tuberomammillary nucleus, intermediate part (histaminergic) (mouse)	F	F	F
DMBA:16282	superficial stratum of PHyB-V (mouse)	F	F	F
DMBA:16283	paraterete nucleus (mouse)	F	F	F
DMBA:16284	caudal tuberomammillary nucleus (histaminergic) (mouse)	F	F	F
DMBA:16285	perimammillary part of PHyB (mouse)	F	F	F
DMBA:16286	ventricular zone of PHyB-P (mouse)	F	F	F
DMBA:16287	mantle zone of PHyB-P (mouse)	F	F	F
DMBA:16288	periventricular stratum of PHyB-P (mouse)	F	F	F
DMBA:16289	periventricular periretromammillary nucleus (mouse)	F	F	F
DMBA:16290	intermediate stratum of PHyB-P (mouse)	F	F	F
DMBA:16291	intermediate periretromammillary nucleus (mouse)	F	F	F
DMBA:16292	superficial stratum of PHyB-P (mouse)	F	F	F
DMBA:16293	lateral periretromammillary nucleus (mouse)	F	F	F
DMBA:16294	mammillary part of PHyB (mouse)	F	F	F
DMBA:16295	retromammillary area (mouse)	F	F	F
DMBA:16296	ventricular zone of RMa (mouse)	F	F	F
DMBA:16297	mantle zone of RMa (mouse)	F	F	F
DMBA:16298	periventricular stratum of RMa (mouse)	F	F	F
DMBA:16299	retromammillary area, medial part (mouse)	F	F	F
DMBA:16300	submammillothalamic nucleus (mouse)	F	F	F
DMBA:16301	intermediate stratum of RMa (mouse)	F	F	F
DMBA:16302	retromammillary area, lateral part (mouse)	F	F	F
DMBA:16303	superficial stratum of RMa (mouse)	F	F	F
DMBA:16304	subthalamic nucleus (migratory origin) (mouse)	F	F	F
DMBA:16305	parasubthalamic nucleus (migratory origin) (mouse)	F	F	F
DMBA:16306	floor of peduncular hypothalamus (mouse)	F	F	F
DMBA:16307	retromammillary floor (mouse)	F	F	F
DMBA:16309	prosomere 3 (mouse)	F	F	F
DMBA:16311	roof plate of p3 (mouse)	F	F	F
DMBA:16312	choroidal tissue of p3 (mouse)	F	F	F
DMBA:16313	alar plate of p3 (alar prethalamus) (mouse)	F	F	F
DMBA:16314	dorsal part of alar p3 (mouse)	F	F	F
DMBA:16315	prethalamic eminence (mouse)	F	F	F
DMBA:16316	ventricular zone of PThE (mouse)	F	F	F
DMBA:16317	mantle zone of PThE (mouse)	F	F	F
DMBA:16318	periventricular stratum of PThE (mouse)	F	F	F
DMBA:16319	intermediate stratum of PThE (mouse)	F	F	F
DMBA:16320	nucleus of the stria medullaris (prethalamic) (mouse)	F	F	F
DMBA:16321	superficial stratum of PThE (mouse)	F	F	F
DMBA:16322	lateral part of alar p3 (mouse)	F	F	F
DMBA:16323	reticular complex (mouse)	F	F	F
DMBA:16324	ventricular zone of RtC (mouse)	F	F	F
DMBA:16325	mantle zone of RtC (mouse)	F	F	F
DMBA:16326	periventricular stratum of RtC (mouse)	F	F	F
DMBA:16327	retrohypothalamic nucleus (mouse)	F	F	F
DMBA:16328	intermediate stratum of RtC (mouse)	F	F	F
DMBA:16329	reticular nucleus (mouse)	F	F	F
DMBA:16330	superficial stratum of RtC (mouse)	F	F	F
DMBA:16331	subgeniculate nucleus (mouse)	F	F	F
DMBA:16332	posteroventral part of alar p3 (mouse)	F	F	F
DMBA:16333	prethalamic (p3) zona limitans domain (mouse)	F	F	F
DMBA:16334	ventricular zone of p3ZL (mouse)	F	F	F
DMBA:16335	mantle zone of p3ZL (mouse)	F	F	F
DMBA:16336	periventricular stratum of p3ZL (mouse)	F	F	F
DMBA:16337	shell of p3ZL (mouse)	F	F	F
DMBA:16338	intermediate stratum of p3ZL (mouse)	F	F	F
DMBA:16340	superficial stratum of p3ZL (mouse)	F	F	F
DMBA:16343	zona incerta complex (mouse)	F	F	F
DMBA:16344	ventricular zone of ZIC (mouse)	F	F	F
DMBA:16345	mantle zone of ZIC (mouse)	F	F	F
DMBA:16346	periventricular stratum of ZIC (mouse)	F	F	F
DMBA:16347	magnocellular (periventricular) zona incerta (mouse)	F	F	F
DMBA:16348	intermediate stratum of ZIC (mouse)	F	F	F
DMBA:16349	rostral zona incerta (mouse)	F	F	F
DMBA:16350	superficial stratum of ZIC (mouse)	F	F	F
DMBA:16351	accessory entopeduncular nucleus (post-migratory) (mouse)	F	F	F
DMBA:16352	prethalamic tegmentum (mouse)	F	F	F
DMBA:16353	basal plate of p3 (mouse)	F	F	F
DMBA:16354	ventricular zone of p3B (mouse)	F	F	F
DMBA:16355	mantle zone of p3B (mouse)	F	F	F
DMBA:16356	periventricular stratum of p3B (mouse)	F	F	F
DMBA:16357	p3 portion of the pre-Edinger-Westphal nucleus (mouse)	F	F	F
DMBA:16358	intermediate stratum of p3B (mouse)	F	F	F
DMBA:16359	p3 part of the ZL core (mouse)	F	F	F
DMBA:16360	caudal zona incerta (mouse)	F	F	F
DMBA:16361	tegmental field of p3 (Forel's field) (mouse)	F	F	F
DMBA:16362	gemini nuclei (mouse)	F	F	F
DMBA:16363	p3 portion of parabrachial pigmented nucleus (mouse)	F	F	F
DMBA:16364	superficial stratum of p3B (mouse)	F	F	F
DMBA:16365	p3 portion of the substantia nigra pars compacta (mouse)	F	F	F
DMBA:16366	p3 portion of the substantia nigra pars reticulata (mouse)	F	F	F
DMBA:16367	p3 portion of paranigral nucleus (mouse)	F	F	F
DMBA:16368	floor plate of p3 (mouse)	F	F	F
DMBA:16369	ventricular zone of p3F (mouse)	F	F	F
DMBA:16370	mantle zone of p3F (mouse)	F	F	F
DMBA:16371	periventricular stratum of p3F (mouse)	F	F	F
DMBA:16372	intermediate stratum of p3F (mouse)	F	F	F
DMBA:16373	superficial stratum of p3F (mouse)	F	F	F
DMBA:16374	p3 portion of the ventral tegmental area (mouse)	F	F	F
DMBA:16375	prosomere 2 (mouse)	F	F	F
DMBA:16377	roof plate of p2 (epithalamic roofplate) (mouse)	F	F	F
DMBA:16378	choroidal tissue of p2 (mouse)	F	F	F
DMBA:16379	bed of the habenular commissure (mouse)	F	F	F
DMBA:16380	pineal gland (epiphysis) and stalk (mouse)	F	F	F
DMBA:16381	retrohabenular thalamic area (mouse)	F	F	F
DMBA:16382	alar plate of p2 (alar thalamus) (mouse)	F	F	F
DMBA:16383	dorsal part of alar p2 (mouse)	F	F	F
DMBA:16384	habenula (old epithalamus) (mouse)	F	F	F
DMBA:16385	ventricular zone of Hb (mouse)	F	F	F
DMBA:16386	mantle zone of Hb (mouse)	F	F	F
DMBA:16387	periventricular stratum of Hb (mouse)	F	F	F
DMBA:16389	medial subhabenular nucleus (mouse)	F	F	F
DMBA:16390	intermediate stratum of Hb (mouse)	F	F	F
DMBA:16391	medial part of the lateral habenular nucleus (mouse)	F	F	F
DMBA:16392	lateral subhabenular nucleus (mouse)	F	F	F
DMBA:16393	superficial stratum of Hb (mouse)	F	F	F
DMBA:16394	lateral part of the lateral habenular nucleus (mouse)	F	F	F
DMBA:16395	lateral part of alar p2 (mouse)	F	F	F
