Gene stable ID	Transcript stable ID	AFFY HG U133B probe
ENSG00000265681	ENST00000618619	200038_s_at
ENSG00000265681	ENST00000584364	200038_s_at
ENSG00000265681	ENST00000618613	200038_s_at
ENSG00000265681	ENST00000579408	200038_s_at
ENSG00000265681	ENST00000579248	200038_s_at
ENSG00000265681	ENST00000581373	200038_s_at
ENSG00000265681	ENST00000580261	200038_s_at
ENSG00000265681	ENST00000580210	200038_s_at
ENSG00000265681	ENST00000583637	200038_s_at
ENSG00000265681	ENST00000578532	200038_s_at
ENSG00000265681	ENST00000582588	200038_s_at
ENSG00000265681	ENST00000617346	200038_s_at
ENSG00000265681	ENST00000581091	200038_s_at
ENSG00000265681	ENST00000581741	200038_s_at
ENSG00000265681	ENST00000583036	200038_s_at
ENSG00000265681	ENST00000615760	200038_s_at
ENSG00000265681	ENST00000580387	200038_s_at
ENSG00000265681	ENST00000582935	200038_s_at
ENSG00000265681	ENST00000615479	200038_s_at
ENSG00000265681	ENST00000578528	200038_s_at
ENSG00000265681	ENST00000579495	200038_s_at
ENSG00000265681	ENST00000582782	200038_s_at
ENSG00000265681	ENST00000578966	200038_s_at
ENSG00000265681	ENST00000581305	200038_s_at
ENSG00000260903	ENST00000562532	243101_x_at
ENSG00000278012	ENST00000616850	236391_at
ENSG00000101331	ENST00000452892	231991_at
ENSG00000101331	ENST00000262659	231991_at
ENSG00000138942	ENST00000326132	224750_at
ENSG00000138942	ENST00000471384	224750_at
ENSG00000138942	ENST00000518626	224750_at
ENSG00000138942	ENST00000266252	224750_at
ENSG00000138942	ENST00000426256	224750_at
ENSG00000206602	ENST00000383875	200038_s_at
ENSG00000167315	ENST00000285093	241114_s_at
ENSG00000228839	ENST00000440456	242666_at
ENSG00000228839	ENST00000451161	242666_at
ENSG00000101337	ENST00000398022	241157_at
ENSG00000101337	ENST00000217315	241157_at
ENSG00000101337	ENST00000495749	241157_at
ENSG00000266997	ENST00000590532	225301_s_at
ENSG00000267322	ENST00000615535	240830_at
ENSG00000267322	ENST00000617833	240006_at
ENSG00000251992	ENST00000516183	240830_at
ENSG00000252139	ENST00000516330	240830_at
ENSG00000213888	ENST00000504184	224073_at
ENSG00000213888	ENST00000614284	224073_at
ENSG00000167306	ENST00000285039	225299_at
ENSG00000167306	ENST00000285039	225301_s_at
ENSG00000167306	ENST00000324581	225301_s_at
ENSG00000167306	ENST00000592688	225301_s_at
ENSG00000235217	ENST00000565928	233617_at
ENSG00000235217	ENST00000565928	236369_at
ENSG00000235217	ENST00000476365	233617_at
ENSG00000126003	ENST00000246229	233617_at
ENSG00000184708	ENST00000441289	242291_at
ENSG00000101350	ENST00000375712	225205_at
ENSG00000171456	ENST00000651418	244519_at
ENSG00000171456	ENST00000375687	244519_at
ENSG00000171456	ENST00000646367	244519_at
ENSG00000171456	ENST00000644587	244519_at
ENSG00000171456	ENST00000645337	244519_at
ENSG00000171456	ENST00000649901	242439_s_at
ENSG00000171456	ENST00000649901	244519_at
ENSG00000171456	ENST00000649901	242438_at
ENSG00000171456	ENST00000646985	244519_at
ENSG00000171456	ENST00000645035	244519_at
ENSG00000171456	ENST00000497249	244519_at
ENSG00000171456	ENST00000643168	244519_at
ENSG00000171456	ENST00000375689	242439_s_at
ENSG00000171456	ENST00000375689	244519_at
ENSG00000171456	ENST00000306058	242439_s_at
ENSG00000171456	ENST00000306058	244519_at
ENSG00000171456	ENST00000555343	242439_s_at
ENSG00000171456	ENST00000555343	244519_at
ENSG00000171456	ENST00000555343	242438_at
ENSG00000171456	ENST00000645688	244519_at
ENSG00000171456	ENST00000642676	244519_at
ENSG00000171456	ENST00000470145	244519_at
ENSG00000171456	ENST00000620121	244519_at
ENSG00000171456	ENST00000542461	244519_at
ENSG00000171456	ENST00000613218	244519_at
ENSG00000141644	ENST00000585672	241813_at
ENSG00000141644	ENST00000592060	241813_at
ENSG00000141644	ENST00000591416	226862_at
ENSG00000141644	ENST00000591416	241813_at
ENSG00000141644	ENST00000398495	226862_at
ENSG00000141644	ENST00000457839	226862_at
ENSG00000141644	ENST00000398488	226862_at
ENSG00000141644	ENST00000591535	226862_at
ENSG00000141644	ENST00000586884	226862_at
ENSG00000197183	ENST00000359676	230955_s_at
ENSG00000197183	ENST00000359676	225224_at
ENSG00000197183	ENST00000621426	230955_s_at
ENSG00000197183	ENST00000621426	225224_at
ENSG00000197183	ENST00000621426	234031_at
ENSG00000197183	ENST00000475781	230955_s_at
ENSG00000197183	ENST00000326071	230955_s_at
ENSG00000197183	ENST00000326071	230954_at
ENSG00000197183	ENST00000375677	230955_s_at
ENSG00000197183	ENST00000375677	230954_at
ENSG00000197183	ENST00000375678	230955_s_at
ENSG00000197183	ENST00000375678	230954_at
ENSG00000197183	ENST00000375678	234031_at
ENSG00000197183	ENST00000201961	234031_at
ENSG00000197183	ENST00000419612	234031_at
ENSG00000197183	ENST00000616976	230955_s_at
ENSG00000149600	ENST00000278980	224815_at
ENSG00000149600	ENST00000610160	224815_at
ENSG00000149600	ENST00000446419	224815_at
ENSG00000260257	ENST00000569087	239729_at
ENSG00000260257	ENST00000569087	227547_at
ENSG00000167098	ENST00000375523	233905_at
ENSG00000167098	ENST00000375523	234504_at
ENSG00000167098	ENST00000356173	233905_at
ENSG00000167098	ENST00000356173	237188_x_at
ENSG00000167098	ENST00000356173	242668_x_at
ENSG00000167098	ENST00000356173	234504_at
ENSG00000167098	ENST00000420875	237188_x_at
ENSG00000167098	ENST00000420875	242668_x_at
ENSG00000167098	ENST00000375519	237188_x_at
ENSG00000167098	ENST00000375519	242668_x_at
ENSG00000078898	ENST00000170150	232698_at
ENSG00000186191	ENST00000674031	233523_at
ENSG00000186191	ENST00000375483	233523_at
ENSG00000131050	ENST00000253362	237099_at
ENSG00000131050	ENST00000354932	237099_at
ENSG00000131059	ENST00000490499	240359_at
ENSG00000131059	ENST00000471233	240359_at
ENSG00000131059	ENST00000375454	240359_at
ENSG00000131059	ENST00000375452	240359_at
ENSG00000125999	ENST00000253354	226067_at
ENSG00000125997	ENST00000246222	234507_at
ENSG00000134042	ENST00000256425	224324_at
ENSG00000134042	ENST00000256425	224323_s_at
ENSG00000134042	ENST00000256425	231358_at
ENSG00000134042	ENST00000585524	224324_at
ENSG00000134042	ENST00000585524	224323_s_at
ENSG00000134042	ENST00000428869	224324_at
ENSG00000134042	ENST00000428869	224323_s_at
ENSG00000134042	ENST00000431965	224324_at
ENSG00000134042	ENST00000588444	224324_at
ENSG00000134042	ENST00000436348	224324_at
ENSG00000134042	ENST00000436348	224323_s_at
ENSG00000134042	ENST00000398439	224324_at
ENSG00000134042	ENST00000398439	224323_s_at
ENSG00000134042	ENST00000398439	231358_at
ENSG00000134042	ENST00000592966	224324_at
ENSG00000134042	ENST00000587291	224324_at
ENSG00000134042	ENST00000587291	224323_s_at
ENSG00000134042	ENST00000590988	224324_at
ENSG00000078699	ENST00000471007	233243_at
ENSG00000125967	ENST00000477778	223954_x_at
ENSG00000125967	ENST00000246190	223954_x_at
ENSG00000125967	ENST00000375238	223954_x_at
ENSG00000125967	ENST00000606525	223954_x_at
ENSG00000125967	ENST00000488489	223954_x_at
ENSG00000125967	ENST00000483813	223954_x_at
ENSG00000125967	ENST00000485399	223954_x_at
ENSG00000125967	ENST00000485976	223954_x_at
ENSG00000125967	ENST00000478237	223954_x_at
ENSG00000125967	ENST00000494174	223954_x_at
ENSG00000125967	ENST00000463246	223954_x_at
ENSG00000125967	ENST00000480994	223954_x_at
ENSG00000125967	ENST00000606690	223954_x_at
ENSG00000125967	ENST00000439478	223954_x_at
ENSG00000141642	ENST00000588577	222869_s_at
ENSG00000141642	ENST00000269466	222869_s_at
ENSG00000141646	ENST00000398417	235725_at
ENSG00000141646	ENST00000342988	235725_at
ENSG00000176624	ENST00000406189	222567_s_at
ENSG00000176624	ENST00000591040	222567_s_at
ENSG00000187323	ENST00000442544	238914_at
ENSG00000187323	ENST00000412726	238914_at
ENSG00000149609	ENST00000375222	231522_at
ENSG00000149609	ENST00000607738	231522_at
ENSG00000182584	ENST00000330271	232619_at
ENSG00000288649	ENST00000677665	232619_at
ENSG00000288649	ENST00000678634	232619_at
ENSG00000101417	ENST00000409299	238746_at
ENSG00000101417	ENST00000409299	224210_s_at
ENSG00000101417	ENST00000344022	224210_s_at
ENSG00000101417	ENST00000217398	224210_s_at
ENSG00000131061	ENST00000342427	240449_at
ENSG00000131061	ENST00000342427	233362_at
ENSG00000131061	ENST00000375200	240449_at
ENSG00000131061	ENST00000375200	233362_at
ENSG00000131061	ENST00000497876	240449_at
ENSG00000131061	ENST00000497876	233362_at
ENSG00000131061	ENST00000483118	240449_at
ENSG00000131061	ENST00000483118	233362_at
ENSG00000131061	ENST00000493497	240449_at
ENSG00000131061	ENST00000493497	233362_at
ENSG00000207233	ENST00000384504	236130_at
ENSG00000101751	ENST00000579534	238992_at
ENSG00000101421	ENST00000217402	225119_at
ENSG00000101421	ENST00000217402	225498_at
ENSG00000285230	ENST00000645622	230294_at
ENSG00000285230	ENST00000440595	230294_at
ENSG00000285230	ENST00000419662	230294_at
ENSG00000285230	ENST00000663279	230294_at
ENSG00000285230	ENST00000669769	230294_at
ENSG00000285230	ENST00000668968	230294_at
ENSG00000166845	ENST00000382911	244324_at
ENSG00000166845	ENST00000382911	229442_at
ENSG00000166845	ENST00000300091	244324_at
ENSG00000166845	ENST00000300091	229442_at
ENSG00000166845	ENST00000620105	244324_at
ENSG00000166845	ENST00000620105	229442_at
ENSG00000100170	ENST00000266088	242773_at
ENSG00000100170	ENST00000543737	242773_at
ENSG00000041353	ENST00000262094	228708_at
ENSG00000243519	ENST00000430579	234385_at
ENSG00000100220	ENST00000216038	200042_at
ENSG00000078747	ENST00000374864	235057_at
ENSG00000078747	ENST00000374864	239101_at
ENSG00000078747	ENST00000670516	235057_at
ENSG00000078747	ENST00000665484	235057_at
ENSG00000078747	ENST00000665484	239101_at
ENSG00000078747	ENST00000660337	235057_at
ENSG00000196628	ENST00000354452	228837_at
ENSG00000196628	ENST00000616053	228837_at
ENSG00000196628	ENST00000643689	228837_at
ENSG00000196628	ENST00000356073	228837_at
ENSG00000196628	ENST00000636400	228837_at
ENSG00000196628	ENST00000637169	228837_at
ENSG00000196628	ENST00000637923	228837_at
ENSG00000196628	ENST00000635990	228837_at
ENSG00000196628	ENST00000636822	228837_at
ENSG00000196628	ENST00000637250	228837_at
ENSG00000196628	ENST00000637239	228837_at
ENSG00000196628	ENST00000638154	228837_at
ENSG00000196628	ENST00000637115	228837_at
ENSG00000196628	ENST00000635822	228837_at
ENSG00000196628	ENST00000636751	228837_at
ENSG00000100124	ENST00000215941	231847_at
ENSG00000100124	ENST00000498417	231847_at
ENSG00000100124	ENST00000458278	231847_at
ENSG00000100124	ENST00000407117	231847_at
ENSG00000101460	ENST00000374837	227219_x_at
ENSG00000101460	ENST00000374837	224378_x_at
ENSG00000101460	ENST00000374837	232011_s_at
ENSG00000101460	ENST00000360668	227219_x_at
ENSG00000101460	ENST00000360668	224378_x_at
ENSG00000101460	ENST00000360668	232011_s_at
ENSG00000101460	ENST00000397709	232011_s_at
ENSG00000101460	ENST00000476428	227219_x_at
ENSG00000101460	ENST00000476428	224378_x_at
ENSG00000101460	ENST00000476428	232011_s_at
ENSG00000101464	ENST00000217446	225903_at
ENSG00000101464	ENST00000438215	225903_at
ENSG00000101464	ENST00000374820	225903_at
ENSG00000078804	ENST00000374810	224836_at
ENSG00000078804	ENST00000374809	224836_at
ENSG00000131067	ENST00000336431	226470_at
ENSG00000131067	ENST00000336431	226469_s_at
ENSG00000131067	ENST00000336431	226471_at
ENSG00000131067	ENST00000469018	226470_at
ENSG00000131067	ENST00000469018	226469_s_at
ENSG00000131069	ENST00000481284	234312_s_at
ENSG00000131069	ENST00000360596	234312_s_at
ENSG00000131069	ENST00000477932	234312_s_at
ENSG00000131069	ENST00000253382	234312_s_at
ENSG00000131069	ENST00000476922	234312_s_at
ENSG00000131069	ENST00000494727	234312_s_at
ENSG00000286592	ENST00000668433	231608_at
ENSG00000286592	ENST00000665218	243517_at
ENSG00000175329	ENST00000404699	232707_at
ENSG00000175329	ENST00000308700	232707_at
ENSG00000100302	ENST00000216127	223634_at
ENSG00000078814	ENST00000262873	233949_s_at
ENSG00000078814	ENST00000446156	233949_s_at
ENSG00000078814	ENST00000453028	233949_s_at
ENSG00000078814	ENST00000435272	233949_s_at
ENSG00000078814	ENST00000433934	233949_s_at
ENSG00000078814	ENST00000456649	233949_s_at
ENSG00000078814	ENST00000618182	233949_s_at
ENSG00000268818	ENST00000472240	224117_at
ENSG00000221963	ENST00000409652	241869_at
ENSG00000126005	ENST00000635104	234340_at
ENSG00000126005	ENST00000594413	234340_at
ENSG00000126005	ENST00000456790	225860_at
ENSG00000126005	ENST00000435366	225860_at
ENSG00000126005	ENST00000424358	225860_at
ENSG00000125966	ENST00000246186	228016_s_at
ENSG00000235214	ENST00000429167	233962_at
ENSG00000100336	ENST00000613247	223801_s_at
ENSG00000100336	ENST00000352371	223801_s_at
ENSG00000100336	ENST00000616056	223801_s_at
ENSG00000100336	ENST00000397275	224491_at
ENSG00000100336	ENST00000328429	224491_at
ENSG00000101019	ENST00000472559	222470_s_at
ENSG00000101019	ENST00000457259	222470_s_at
ENSG00000101019	ENST00000349714	222470_s_at
ENSG00000101019	ENST00000359226	222470_s_at
ENSG00000101019	ENST00000374394	222470_s_at
ENSG00000101019	ENST00000374384	222470_s_at
ENSG00000101019	ENST00000374380	222470_s_at
ENSG00000101019	ENST00000374385	222470_s_at
ENSG00000101019	ENST00000453855	222470_s_at
ENSG00000101019	ENST00000496812	222470_s_at
ENSG00000101019	ENST00000482440	222470_s_at
ENSG00000101019	ENST00000473982	222470_s_at
ENSG00000101019	ENST00000424405	222470_s_at
ENSG00000101019	ENST00000397554	244795_at
ENSG00000101019	ENST00000397554	229672_at
ENSG00000101019	ENST00000498651	244795_at
ENSG00000101019	ENST00000491125	244795_at
ENSG00000101019	ENST00000397556	222470_s_at
ENSG00000126001	ENST00000397527	236424_at
ENSG00000126001	ENST00000621352	236424_at
ENSG00000100350	ENST00000397224	233250_x_at
ENSG00000100350	ENST00000397224	231846_at
ENSG00000100350	ENST00000216187	233250_x_at
ENSG00000100350	ENST00000216187	231846_at
ENSG00000100350	ENST00000366463	233250_x_at
ENSG00000100350	ENST00000397223	233250_x_at
ENSG00000100353	ENST00000216190	200005_at
ENSG00000100353	ENST00000478547	200005_at
ENSG00000100353	ENST00000462641	200005_at
ENSG00000100353	ENST00000405442	200005_at
ENSG00000100353	ENST00000426531	200005_at
ENSG00000100353	ENST00000458572	200005_at
ENSG00000242507	ENST00000422009	233143_at
ENSG00000125975	ENST00000246199	233143_at
ENSG00000125975	ENST00000444723	233143_at
ENSG00000100106	ENST00000644935	243690_at
ENSG00000100106	ENST00000344404	243690_at
ENSG00000166862	ENST00000300105	244099_at
ENSG00000261675	ENST00000562756	244099_at
ENSG00000100360	ENST00000476548	243812_at
ENSG00000183822	ENST00000619915	244237_at
ENSG00000185264	ENST00000442538	231617_at
ENSG00000185264	ENST00000402860	231617_at
ENSG00000185264	ENST00000405091	231617_at
ENSG00000185264	ENST00000381821	231617_at
ENSG00000267028	ENST00000587660	237749_at
ENSG00000267057	ENST00000585684	244296_at
ENSG00000267057	ENST00000592045	244296_at
ENSG00000267057	ENST00000593180	241064_at
ENSG00000267057	ENST00000665510	241064_at
ENSG00000267057	ENST00000655602	241064_at
ENSG00000267057	ENST00000662839	241064_at
ENSG00000267057	ENST00000660206	241064_at
ENSG00000267057	ENST00000669356	241064_at
ENSG00000267057	ENST00000669280	241064_at
ENSG00000187045	ENST00000346753	234367_x_at
ENSG00000187045	ENST00000346753	232941_at
ENSG00000187045	ENST00000381792	234367_x_at
ENSG00000187045	ENST00000381792	232941_at
ENSG00000187045	ENST00000406725	234367_x_at
ENSG00000187045	ENST00000406725	232941_at
ENSG00000187045	ENST00000406856	234367_x_at
ENSG00000187045	ENST00000406856	232941_at
ENSG00000187045	ENST00000676104	234367_x_at
ENSG00000187045	ENST00000676104	232941_at
ENSG00000187045	ENST00000442782	232941_at
ENSG00000187045	ENST00000423761	232941_at
ENSG00000267712	ENST00000591974	237344_at
ENSG00000267712	ENST00000587904	237344_at
ENSG00000267712	ENST00000666910	237344_at
ENSG00000267712	ENST00000670613	237344_at
ENSG00000267712	ENST00000654820	237344_at
ENSG00000267712	ENST00000653524	237344_at
ENSG00000267712	ENST00000671257	237344_at
ENSG00000267712	ENST00000664250	237344_at
ENSG00000267712	ENST00000664842	237344_at
ENSG00000267712	ENST00000656570	237344_at
ENSG00000267712	ENST00000664576	237344_at
ENSG00000267712	ENST00000663100	237344_at
ENSG00000267712	ENST00000671420	237344_at
ENSG00000267712	ENST00000662735	237344_at
ENSG00000267712	ENST00000661430	237344_at
ENSG00000267712	ENST00000660365	237344_at
ENSG00000267712	ENST00000657412	237344_at
ENSG00000267712	ENST00000655648	237344_at
ENSG00000267712	ENST00000662269	237344_at
ENSG00000267712	ENST00000655121	237344_at
ENSG00000267712	ENST00000656913	237344_at
ENSG00000267712	ENST00000589293	237344_at
ENSG00000267712	ENST00000653652	237344_at
ENSG00000267712	ENST00000671593	237344_at
ENSG00000267712	ENST00000665833	237344_at
ENSG00000267712	ENST00000654780	237344_at
ENSG00000091164	ENST00000217515	235561_at
ENSG00000091157	ENST00000357574	237122_at
ENSG00000091157	ENST00000254442	237122_at
ENSG00000091157	ENST00000615645	237122_at
ENSG00000133466	ENST00000337843	242444_at
ENSG00000133466	ENST00000337843	223571_at
ENSG00000133466	ENST00000397110	223571_at
ENSG00000133466	ENST00000470655	223571_at
ENSG00000133466	ENST00000493023	242444_at
ENSG00000133466	ENST00000493023	223571_at
ENSG00000133466	ENST00000434784	242444_at
ENSG00000228075	ENST00000585477	231368_at
ENSG00000177511	ENST00000324000	230262_at
ENSG00000177511	ENST00000590600	230262_at
ENSG00000119547	ENST00000491143	230271_at
ENSG00000119547	ENST00000491143	233446_at
ENSG00000119547	ENST00000491143	239911_at
ENSG00000066926	ENST00000262093	229696_at
ENSG00000066926	ENST00000652755	229696_at
ENSG00000125995	ENST00000374078	224972_at
ENSG00000125995	ENST00000374077	224972_at
ENSG00000125995	ENST00000374072	224972_at
ENSG00000125995	ENST00000397416	224972_at
ENSG00000125995	ENST00000336695	224972_at
ENSG00000134440	ENST00000256854	200027_at
ENSG00000134440	ENST00000589314	200027_at
ENSG00000134440	ENST00000586807	200027_at
ENSG00000131051	ENST00000463004	227223_at
ENSG00000131051	ENST00000463004	226404_at
ENSG00000131051	ENST00000461283	226404_at
ENSG00000131051	ENST00000481037	226404_at
ENSG00000131051	ENST00000477334	226404_at
ENSG00000131051	ENST00000487604	226404_at
ENSG00000131051	ENST00000463098	226404_at
ENSG00000131051	ENST00000461849	227223_at
ENSG00000131051	ENST00000461849	226404_at
ENSG00000131051	ENST00000493853	227223_at
ENSG00000267040	ENST00000591854	238055_at
ENSG00000267040	ENST00000592201	241534_at
ENSG00000267040	ENST00000592201	238055_at
ENSG00000267040	ENST00000619899	241534_at
ENSG00000267040	ENST00000619899	238055_at
ENSG00000081923	ENST00000648908	226302_at
ENSG00000081923	ENST00000642462	226302_at
ENSG00000081923	ENST00000648039	226302_at
ENSG00000049759	ENST00000400345	226974_at
ENSG00000049759	ENST00000674845	226974_at
ENSG00000049759	ENST00000617539	241396_at
ENSG00000049759	ENST00000382850	226974_at
ENSG00000049759	ENST00000590694	241396_at
ENSG00000049759	ENST00000675147	241396_at
ENSG00000049759	ENST00000675801	241396_at
ENSG00000049759	ENST00000456986	226974_at
ENSG00000049759	ENST00000635997	242132_x_at
ENSG00000285304	ENST00000451997	223290_at
ENSG00000241360	ENST00000215904	223290_at
ENSG00000241360	ENST00000403251	223290_at
ENSG00000025293	ENST00000617560	235389_at
ENSG00000128346	ENST00000403305	223706_at
ENSG00000128346	ENST00000249079	223706_at
ENSG00000128346	ENST00000418863	223706_at
ENSG00000128346	ENST00000619227	223706_at
ENSG00000171222	ENST00000305978	232652_x_at
ENSG00000171222	ENST00000305978	231059_x_at
ENSG00000171222	ENST00000373991	232652_x_at
ENSG00000171222	ENST00000373991	231059_x_at
ENSG00000171222	ENST00000615116	232652_x_at
ENSG00000171222	ENST00000615116	231059_x_at
ENSG00000272582	ENST00000609976	243515_at
ENSG00000149646	ENST00000614708	235206_at
ENSG00000100142	ENST00000608713	232643_at
ENSG00000260032	ENST00000565493	224597_at
ENSG00000128298	ENST00000381669	228876_at
ENSG00000128298	ENST00000428572	228876_at
ENSG00000128298	ENST00000332536	228876_at
ENSG00000101335	ENST00000279022	244149_at
ENSG00000259399	ENST00000558530	223880_x_at
ENSG00000259399	ENST00000558530	224376_s_at
ENSG00000101084	ENST00000344795	223880_x_at
ENSG00000101084	ENST00000344795	224376_s_at
ENSG00000101084	ENST00000492721	223880_x_at
ENSG00000101084	ENST00000492721	224376_s_at
ENSG00000101084	ENST00000483815	223880_x_at
ENSG00000101084	ENST00000483815	224376_s_at
ENSG00000101084	ENST00000373852	223880_x_at
ENSG00000101084	ENST00000373852	224376_s_at
ENSG00000101084	ENST00000342422	223880_x_at
ENSG00000101084	ENST00000342422	224376_s_at
ENSG00000101084	ENST00000494506	223880_x_at
ENSG00000101084	ENST00000494506	224376_s_at
ENSG00000101082	ENST00000262866	232234_at
ENSG00000101082	ENST00000360672	232234_at
ENSG00000213923	ENST00000396832	225756_at
ENSG00000213923	ENST00000359867	225756_at
ENSG00000213923	ENST00000413574	226858_at
ENSG00000213923	ENST00000405675	226858_at
ENSG00000213923	ENST00000612795	226858_at
ENSG00000213923	ENST00000498529	226858_at
ENSG00000101079	ENST00000373803	224368_s_at
ENSG00000101079	ENST00000359675	224368_s_at
ENSG00000101079	ENST00000349004	224368_s_at
ENSG00000101079	ENST00000373773	224368_s_at
ENSG00000244627	ENST00000428294	234943_at
ENSG00000244627	ENST00000455209	239715_at
ENSG00000100201	ENST00000216019	230180_at
ENSG00000149639	ENST00000237536	225473_at
ENSG00000149639	ENST00000237536	241362_at
ENSG00000149639	ENST00000465671	241362_at
ENSG00000176269	ENST00000320901	234369_at
ENSG00000255464	ENST00000508026	231886_at
ENSG00000253166	ENST00000522984	232899_at
ENSG00000101342	ENST00000602922	233829_at
ENSG00000101342	ENST00000217320	233829_at
ENSG00000172748	ENST00000308811	232641_at
ENSG00000172748	ENST00000398612	232641_at
ENSG00000172748	ENST00000320552	232641_at
ENSG00000101347	ENST00000646673	234987_at
ENSG00000101347	ENST00000646673	235964_x_at
ENSG00000101347	ENST00000646673	235529_x_at
ENSG00000101347	ENST00000645033	234987_at
ENSG00000101347	ENST00000645033	235964_x_at
ENSG00000101347	ENST00000645033	235529_x_at
ENSG00000101347	ENST00000646904	234987_at
ENSG00000101347	ENST00000646904	235964_x_at
ENSG00000101347	ENST00000646904	235529_x_at
ENSG00000101347	ENST00000644250	234987_at
ENSG00000101347	ENST00000644250	235964_x_at
ENSG00000101347	ENST00000644250	235529_x_at
ENSG00000101347	ENST00000642246	234987_at
ENSG00000101347	ENST00000642246	235964_x_at
ENSG00000101347	ENST00000642246	235529_x_at
ENSG00000101347	ENST00000647095	234987_at
ENSG00000101347	ENST00000647095	235964_x_at
ENSG00000101347	ENST00000647095	235529_x_at
ENSG00000101347	ENST00000647163	234987_at
ENSG00000101347	ENST00000647163	235964_x_at
ENSG00000101347	ENST00000647163	235529_x_at
ENSG00000101347	ENST00000262878	234987_at
ENSG00000101347	ENST00000262878	235964_x_at
ENSG00000101347	ENST00000262878	235529_x_at
ENSG00000101347	ENST00000646869	234987_at
ENSG00000101347	ENST00000646869	235964_x_at
ENSG00000101347	ENST00000646869	235529_x_at
ENSG00000101347	ENST00000642186	234987_at
ENSG00000100216	ENST00000216034	222474_s_at
ENSG00000100216	ENST00000492561	222474_s_at
ENSG00000100221	ENST00000216039	229076_s_at
ENSG00000100221	ENST00000216039	239912_at
ENSG00000100226	ENST00000216044	226359_at
ENSG00000100226	ENST00000462332	226359_at
ENSG00000272240	ENST00000606572	236564_at
ENSG00000273402	ENST00000610248	240324_at
ENSG00000147364	ENST00000352684	225591_at
ENSG00000147364	ENST00000382824	225591_at
ENSG00000147364	ENST00000382824	228615_at
ENSG00000147364	ENST00000350302	225591_at
ENSG00000147364	ENST00000350302	228615_at
ENSG00000147364	ENST00000276326	225591_at
ENSG00000147364	ENST00000519376	225591_at
ENSG00000147364	ENST00000517464	225591_at
ENSG00000180190	ENST00000324079	230903_s_at
ENSG00000180190	ENST00000324079	226778_at
ENSG00000180190	ENST00000324079	242387_at
ENSG00000180190	ENST00000523656	230903_s_at
ENSG00000180190	ENST00000523656	226778_at
ENSG00000180190	ENST00000523656	242387_at
ENSG00000180190	ENST00000524229	242387_at
ENSG00000101353	ENST00000417458	232185_at
ENSG00000101353	ENST00000417458	236618_at
ENSG00000101353	ENST00000343811	232185_at
ENSG00000101353	ENST00000343811	236618_at
ENSG00000101353	ENST00000466091	236618_at
ENSG00000101353	ENST00000400440	232185_at
ENSG00000101353	ENST00000421643	232185_at
ENSG00000104714	ENST00000522706	236467_at
ENSG00000104714	ENST00000523415	236467_at
ENSG00000104714	ENST00000262109	227016_at
ENSG00000104714	ENST00000262109	227017_at
ENSG00000104714	ENST00000523053	227017_at
ENSG00000104714	ENST00000522893	227017_at
ENSG00000104714	ENST00000524138	227016_at
ENSG00000104714	ENST00000518277	227016_at
ENSG00000198010	ENST00000522626	241449_at
ENSG00000267396	ENST00000590318	236490_at
ENSG00000267391	ENST00000667453	237410_x_at
ENSG00000267391	ENST00000656883	237410_x_at
ENSG00000267391	ENST00000590797	237757_at
ENSG00000267391	ENST00000590797	240598_at
ENSG00000267391	ENST00000590797	237410_x_at
ENSG00000284440	ENST00000385044	237410_x_at
ENSG00000198796	ENST00000361673	228367_at
ENSG00000272669	ENST00000609212	229548_at
ENSG00000260721	ENST00000567210	234424_at
ENSG00000172175	ENST00000649217	232189_at
ENSG00000101363	ENST00000373606	224689_at
ENSG00000101363	ENST00000397152	224689_at
ENSG00000101363	ENST00000373605	224689_at
ENSG00000101363	ENST00000397151	224689_at
ENSG00000182372	ENST00000331222	229958_at
ENSG00000182372	ENST00000331222	222874_s_at
ENSG00000182372	ENST00000331222	223912_s_at
ENSG00000182372	ENST00000519254	222874_s_at
ENSG00000182372	ENST00000519254	223912_s_at
ENSG00000182372	ENST00000635751	222874_s_at
ENSG00000182372	ENST00000635751	223912_s_at
ENSG00000182372	ENST00000637156	222874_s_at
ENSG00000182372	ENST00000637156	223912_s_at
ENSG00000182372	ENST00000637083	222874_s_at
ENSG00000182372	ENST00000637083	223912_s_at
ENSG00000182372	ENST00000635970	222874_s_at
ENSG00000182372	ENST00000520991	222874_s_at
ENSG00000182372	ENST00000523237	222874_s_at
ENSG00000182372	ENST00000523237	223912_s_at
ENSG00000253982	ENST00000518822	227092_at
ENSG00000253982	ENST00000517959	227092_at
ENSG00000253982	ENST00000518481	227092_at
ENSG00000253982	ENST00000665209	227092_at
ENSG00000253982	ENST00000659375	227092_at
ENSG00000267593	ENST00000659493	240276_at
ENSG00000267593	ENST00000589476	240276_at
ENSG00000074657	ENST00000336078	225021_at
ENSG00000074657	ENST00000591083	225021_at
ENSG00000074657	ENST00000589288	225021_at
ENSG00000074657	ENST00000591808	225021_at
ENSG00000074657	ENST00000590442	225021_at
ENSG00000166562	ENST00000587834	223299_at
ENSG00000166562	ENST00000509791	223299_at
ENSG00000166562	ENST00000509791	235676_at
ENSG00000166562	ENST00000299714	223299_at
ENSG00000166562	ENST00000585864	223299_at
ENSG00000166562	ENST00000588875	223299_at
ENSG00000132821	ENST00000373461	226973_at
ENSG00000132821	ENST00000448944	226973_at
