Gene stable ID	Transcript stable ID	AFFY HG U95C probe
ENSG00000160188	ENST00000291536	64745_r_at
ENSG00000288304	ENST00000671709	62905_at
ENSG00000228842	ENST00000419371	52243_at
ENSG00000225263	ENST00000434073	66368_at
ENSG00000160190	ENST00000398341	65646_at
ENSG00000160190	ENST00000352133	65646_at
ENSG00000160191	ENST00000486902	66273_at
ENSG00000288133	ENST00000671688	66762_g_at
ENSG00000204899	ENST00000377818	54333_at
ENSG00000288464	ENST00000673593	61722_at
ENSG00000288464	ENST00000672448	61722_at
ENSG00000288207	ENST00000672231	65767_at
ENSG00000288207	ENST00000671944	65767_at
ENSG00000288207	ENST00000673587	65767_at
ENSG00000288207	ENST00000672376	65767_at
ENSG00000288207	ENST00000672376	65766_at
ENSG00000288207	ENST00000672583	65766_at
ENSG00000288207	ENST00000673057	65767_at
ENSG00000288207	ENST00000673057	65766_at
ENSG00000288355	ENST00000672039	65767_at
ENSG00000118922	ENST00000377669	58473_at
ENSG00000118922	ENST00000377669	60235_at
ENSG00000118922	ENST00000377669	60427_at
ENSG00000136111	ENST00000648194	63390_at
ENSG00000136111	ENST00000377636	63390_at
ENSG00000136111	ENST00000377625	63390_at
ENSG00000136111	ENST00000431480	63390_at
ENSG00000261553	ENST00000563635	63153_at
ENSG00000136153	ENST00000377534	63153_at
ENSG00000136153	ENST00000321797	63153_at
ENSG00000136153	ENST00000465261	63153_at
ENSG00000136153	ENST00000526528	63153_at
ENSG00000136153	ENST00000447038	63153_at
ENSG00000136153	ENST00000357063	63153_at
ENSG00000288368	ENST00000673177	64447_at
ENSG00000288368	ENST00000673568	64447_at
ENSG00000288466	ENST00000672355	58374_at
ENSG00000288273	ENST00000673456	58374_at
ENSG00000288477	ENST00000672380	58374_at
ENSG00000288363	ENST00000672229	58374_at
ENSG00000160193	ENST00000330317	50150_s_at
ENSG00000160193	ENST00000330317	62282_s_at
ENSG00000160193	ENST00000492742	50150_s_at
ENSG00000160193	ENST00000398208	50150_s_at
ENSG00000160193	ENST00000476326	50150_s_at
ENSG00000178734	ENST00000318245	60229_at
ENSG00000178695	ENST00000377474	64269_at
ENSG00000160194	ENST00000460259	52154_at
ENSG00000233056	ENST00000447535	64025_at
ENSG00000224100	ENST00000428410	65024_at
ENSG00000005812	ENST00000355619	62716_at
ENSG00000005812	ENST00000417323	62716_at
ENSG00000136155	ENST00000377246	54805_at
ENSG00000136155	ENST00000349847	54805_at
ENSG00000136155	ENST00000535157	54805_at
ENSG00000160209	ENST00000468090	53608_at
ENSG00000160209	ENST00000291565	53608_at
ENSG00000160209	ENST00000467908	53608_at
ENSG00000139737	ENST00000422114	62796_at
ENSG00000139737	ENST00000466548	62796_at
ENSG00000139737	ENST00000446759	62796_at
ENSG00000139737	ENST00000442759	62796_at
ENSG00000139737	ENST00000488699	62796_at
ENSG00000139737	ENST00000267219	62796_at
ENSG00000139737	ENST00000465831	62796_at
ENSG00000139737	ENST00000441784	62796_at
ENSG00000139737	ENST00000462234	62796_at
ENSG00000139737	ENST00000496045	62796_at
ENSG00000139737	ENST00000474663	62796_at
ENSG00000139737	ENST00000358679	62796_at
ENSG00000139737	ENST00000418532	62796_at
ENSG00000139737	ENST00000351546	62796_at
ENSG00000160221	ENST00000646873	66550_at
ENSG00000229249	ENST00000658245	66909_at
ENSG00000229249	ENST00000659347	66909_at
ENSG00000229249	ENST00000414743	66909_at
ENSG00000229249	ENST00000652987	66909_at
ENSG00000229249	ENST00000661792	66909_at
ENSG00000229249	ENST00000438327	66909_at
ENSG00000152193	ENST00000282003	58493_at
ENSG00000152193	ENST00000282003	58492_at
ENSG00000160216	ENST00000291572	65498_at
ENSG00000160216	ENST00000291572	65561_at
ENSG00000160216	ENST00000291572	52015_at
ENSG00000160216	ENST00000291572	56988_at
ENSG00000160216	ENST00000291572	63878_at
ENSG00000160216	ENST00000398061	65498_at
ENSG00000160216	ENST00000398061	65561_at
ENSG00000160216	ENST00000398061	52015_at
ENSG00000160216	ENST00000398061	63878_at
ENSG00000160216	ENST00000327505	65498_at
ENSG00000160216	ENST00000327505	65561_at
ENSG00000160216	ENST00000327505	52015_at
ENSG00000160216	ENST00000327505	63878_at
ENSG00000160216	ENST00000398063	65498_at
ENSG00000160216	ENST00000398063	65561_at
ENSG00000160216	ENST00000398063	52015_at
ENSG00000160216	ENST00000398063	56988_at
ENSG00000160216	ENST00000398063	63878_at
ENSG00000160216	ENST00000398058	65498_at
ENSG00000160216	ENST00000398058	65561_at
ENSG00000160216	ENST00000398058	52015_at
ENSG00000160216	ENST00000398058	63878_at
ENSG00000160216	ENST00000479117	52015_at
ENSG00000160216	ENST00000467358	52015_at
ENSG00000102471	ENST00000218652	60510_at
ENSG00000102471	ENST00000218652	61662_at
ENSG00000102471	ENST00000650134	60510_at
ENSG00000102471	ENST00000650134	61662_at
ENSG00000102471	ENST00000487865	60510_at
ENSG00000102471	ENST00000487865	61662_at
ENSG00000102471	ENST00000620924	60510_at
ENSG00000102471	ENST00000620924	61662_at
ENSG00000102471	ENST00000612570	60510_at
ENSG00000102471	ENST00000612570	61662_at
ENSG00000227676	ENST00000620874	59205_at
ENSG00000227676	ENST00000450187	59205_at
ENSG00000227676	ENST00000661483	59205_at
ENSG00000178235	ENST00000377084	63289_at
ENSG00000178235	ENST00000674365	63289_at
ENSG00000160223	ENST00000407780	57680_at
ENSG00000080166	ENST00000377028	60487_at
ENSG00000184441	ENST00000448927	60275_at
ENSG00000125285	ENST00000376945	62817_at
ENSG00000160233	ENST00000291592	52647_at
ENSG00000160233	ENST00000291592	59641_at
ENSG00000182912	ENST00000465978	66997_at
ENSG00000134874	ENST00000485031	54070_at
ENSG00000102580	ENST00000602402	57648_at
ENSG00000102580	ENST00000376795	57648_at
ENSG00000160255	ENST00000397852	58602_at
ENSG00000160255	ENST00000520389	58602_at
ENSG00000160255	ENST00000479849	58602_at
ENSG00000160255	ENST00000397846	58602_at
ENSG00000185352	ENST00000376705	64219_at
ENSG00000185352	ENST00000376705	54925_at
ENSG00000185352	ENST00000620595	64219_at
ENSG00000185352	ENST00000620595	54925_at
ENSG00000233124	ENST00000657031	60402_at
ENSG00000139793	ENST00000397601	62168_at
ENSG00000139793	ENST00000345429	62168_at
ENSG00000139793	ENST00000343600	62168_at
ENSG00000139793	ENST00000376673	62168_at
ENSG00000286334	ENST00000665007	52222_at
ENSG00000276704	ENST00000614033	61244_r_at
ENSG00000183250	ENST00000330551	60725_at
ENSG00000183250	ENST00000660377	60725_at
ENSG00000183250	ENST00000658179	60725_at
ENSG00000183250	ENST00000663249	60725_at
ENSG00000183250	ENST00000667826	60725_at
ENSG00000183250	ENST00000657006	60725_at
ENSG00000183250	ENST00000664358	60725_at
ENSG00000152767	ENST00000596580	63007_at
ENSG00000182586	ENST00000638500	53959_at
ENSG00000182586	ENST00000328344	53959_at
ENSG00000182586	ENST00000670852	53959_at
ENSG00000182586	ENST00000665973	53959_at
ENSG00000182586	ENST00000670960	53959_at
ENSG00000182586	ENST00000660971	53959_at
ENSG00000223768	ENST00000400362	65479_at
ENSG00000223768	ENST00000647108	65479_at
ENSG00000223768	ENST00000433465	65479_at
ENSG00000125245	ENST00000397470	54353_at
ENSG00000125245	ENST00000340807	54353_at
ENSG00000125245	ENST00000397473	54353_at
ENSG00000125245	ENST00000416594	54353_at
ENSG00000125304	ENST00000642475	66136_s_at
ENSG00000125304	ENST00000376387	66136_s_at
ENSG00000043355	ENST00000376335	60440_at
ENSG00000043355	ENST00000490085	60440_at
ENSG00000043355	ENST00000468291	60440_at
ENSG00000043355	ENST00000477213	60440_at
ENSG00000043355	ENST00000481565	60440_at
ENSG00000175198	ENST00000647303	49238_g_at
ENSG00000134864	ENST00000376250	63286_at
ENSG00000134864	ENST00000376250	49235_at
ENSG00000134864	ENST00000467518	63286_at
ENSG00000134864	ENST00000467518	49235_at
ENSG00000134864	ENST00000492399	49235_at
ENSG00000134864	ENST00000464500	63286_at
ENSG00000134864	ENST00000464500	49235_at
ENSG00000134864	ENST00000471912	49235_at
ENSG00000134864	ENST00000455100	49235_at
ENSG00000237338	ENST00000446649	52095_at
ENSG00000160284	ENST00000330205	59811_at
ENSG00000160284	ENST00000330205	65127_at
ENSG00000160284	ENST00000291672	59811_at
ENSG00000160284	ENST00000291672	65127_at
ENSG00000125247	ENST00000376234	63314_at
ENSG00000125247	ENST00000342624	63314_at
ENSG00000229599	ENST00000436722	51340_at
ENSG00000229599	ENST00000436722	61546_at
ENSG00000229599	ENST00000667834	61546_at
ENSG00000229599	ENST00000657351	61546_at
ENSG00000198542	ENST00000376180	58841_r_at
ENSG00000198542	ENST00000545560	56004_at
ENSG00000198542	ENST00000618057	58841_r_at
ENSG00000198542	ENST00000376162	58841_r_at
ENSG00000198542	ENST00000622834	58841_r_at
ENSG00000288503	ENST00000673535	49617_at
ENSG00000288503	ENST00000672690	49617_at
ENSG00000288503	ENST00000673522	49617_at
ENSG00000288503	ENST00000672953	49617_at
ENSG00000102466	ENST00000376131	64162_at
ENSG00000102466	ENST00000376143	64162_at
ENSG00000276012	ENST00000415285	58839_s_at
ENSG00000272143	ENST00000606448	53170_at
ENSG00000288146	ENST00000672504	63022_at
ENSG00000288146	ENST00000671978	63022_at
ENSG00000288146	ENST00000673530	63022_at
ENSG00000160305	ENST00000472364	62006_r_at
ENSG00000160305	ENST00000481883	62006_r_at
ENSG00000288510	ENST00000671785	49852_at
ENSG00000134897	ENST00000651008	58574_f_at
ENSG00000134897	ENST00000651008	51063_at
ENSG00000134897	ENST00000651008	58572_i_at
ENSG00000134897	ENST00000257336	58574_f_at
ENSG00000134897	ENST00000257336	51063_at
ENSG00000134897	ENST00000257336	58572_i_at
ENSG00000134897	ENST00000652006	58574_f_at
ENSG00000134897	ENST00000652006	51063_at
ENSG00000134897	ENST00000652006	58572_i_at
ENSG00000134897	ENST00000651855	58574_f_at
ENSG00000134897	ENST00000651855	51063_at
ENSG00000134897	ENST00000651855	58572_i_at
ENSG00000134897	ENST00000448849	58574_f_at
ENSG00000134897	ENST00000448849	58572_i_at
ENSG00000134897	ENST00000651048	58574_f_at
ENSG00000134897	ENST00000651048	51063_at
ENSG00000134897	ENST00000651048	58572_i_at
ENSG00000134897	ENST00000652766	58574_f_at
ENSG00000134897	ENST00000652766	51063_at
ENSG00000134897	ENST00000652766	58572_i_at
ENSG00000134897	ENST00000651228	58574_f_at
ENSG00000134897	ENST00000651228	51063_at
ENSG00000134897	ENST00000651228	58572_i_at
ENSG00000134897	ENST00000651808	58574_f_at
ENSG00000134897	ENST00000651808	51063_at
ENSG00000134897	ENST00000651808	58572_i_at
ENSG00000134897	ENST00000652084	58572_i_at
ENSG00000134897	ENST00000490317	58574_f_at
ENSG00000134897	ENST00000490317	51063_at
ENSG00000134897	ENST00000490317	58572_i_at
ENSG00000272542	ENST00000607072	57871_at
ENSG00000160310	ENST00000486520	62226_at
ENSG00000212932	ENST00000427757	63833_at
ENSG00000134884	ENST00000400198	65732_at
ENSG00000134884	ENST00000472226	65732_at
ENSG00000134884	ENST00000375926	65732_at
ENSG00000139826	ENST00000375898	61396_at
ENSG00000102524	ENST00000430559	53773_at
ENSG00000102524	ENST00000375887	53773_at
ENSG00000102524	ENST00000493765	53773_at
ENSG00000185950	ENST00000375856	48795_at
ENSG00000134871	ENST00000462309	62887_at
ENSG00000259831	ENST00000569854	66710_at
ENSG00000204398	ENST00000375713	66947_at
ENSG00000153498	ENST00000283550	58332_at
ENSG00000153498	ENST00000375699	58332_at
ENSG00000288505	ENST00000673124	66737_at
ENSG00000288505	ENST00000671888	66737_at
ENSG00000288505	ENST00000673200	66737_at
ENSG00000288505	ENST00000672749	66737_at
ENSG00000274922	ENST00000612143	62033_at
ENSG00000288293	ENST00000672017	60486_at
ENSG00000288293	ENST00000672339	60486_at
ENSG00000288293	ENST00000673267	60486_at
ENSG00000288293	ENST00000671948	60486_at
ENSG00000288293	ENST00000672828	60486_at
ENSG00000206195	ENST00000603308	60253_at
ENSG00000206195	ENST00000447898	64553_r_at
ENSG00000271127	ENST00000657965	60253_at
ENSG00000272872	ENST00000608286	60797_at
ENSG00000226160	ENST00000427602	65554_at
ENSG00000100181	ENST00000426585	64765_at
ENSG00000126226	ENST00000337344	64912_at
ENSG00000126226	ENST00000337344	64911_s_at
ENSG00000126226	ENST00000375477	64911_s_at
ENSG00000126226	ENST00000375479	64911_s_at
ENSG00000126226	ENST00000463102	64911_s_at
ENSG00000126226	ENST00000493650	64911_s_at
ENSG00000126226	ENST00000375459	64911_s_at
ENSG00000126226	ENST00000246505	64911_s_at
ENSG00000126226	ENST00000462653	64911_s_at
ENSG00000126226	ENST00000375457	64912_at
ENSG00000126226	ENST00000375457	64911_s_at
ENSG00000126226	ENST00000473462	64912_at
ENSG00000126226	ENST00000473462	64911_s_at
ENSG00000126226	ENST00000622406	64911_s_at
ENSG00000177663	ENST00000319363	53215_at
ENSG00000177663	ENST00000612619	53215_at
ENSG00000069998	ENST00000155674	64313_at
ENSG00000069998	ENST00000336737	64313_at
ENSG00000069998	ENST00000477157	64313_at
ENSG00000069998	ENST00000399852	64313_at
ENSG00000069998	ENST00000486462	64313_at
ENSG00000185896	ENST00000332556	64344_at
ENSG00000185896	ENST00000472564	64344_at
ENSG00000185896	ENST00000471046	64344_at
ENSG00000099954	ENST00000400585	56470_at
ENSG00000099954	ENST00000612582	56470_at
ENSG00000099954	ENST00000342247	56470_at
ENSG00000099954	ENST00000262608	56470_at
ENSG00000150403	ENST00000620021	64366_at
ENSG00000182902	ENST00000399813	54979_at
ENSG00000182902	ENST00000327451	54979_at
ENSG00000288371	ENST00000672069	66360_at
ENSG00000288504	ENST00000672150	59991_at
ENSG00000288504	ENST00000672514	59991_at
ENSG00000288504	ENST00000671897	59991_at
ENSG00000288504	ENST00000673197	59991_at
ENSG00000226921	ENST00000425483	52155_at
ENSG00000260910	ENST00000562710	52208_at
ENSG00000263006	ENST00000608049	63397_at
ENSG00000260615	ENST00000568955	63833_at
ENSG00000158270	ENST00000580242	63239_i_at
ENSG00000158270	ENST00000400256	63239_i_at
ENSG00000177143	ENST00000327228	52197_at
ENSG00000288169	ENST00000672212	63930_s_at
ENSG00000288169	ENST00000671761	63930_s_at
ENSG00000288169	ENST00000672377	63930_s_at
ENSG00000288169	ENST00000672111	63930_s_at
ENSG00000215193	ENST00000329627	62200_at
ENSG00000215193	ENST00000329627	50055_r_at
ENSG00000215193	ENST00000329627	60671_at
ENSG00000215193	ENST00000329627	50052_i_at
ENSG00000215193	ENST00000329627	60592_at
ENSG00000215193	ENST00000399744	62200_at
ENSG00000215193	ENST00000399744	50055_r_at
ENSG00000215193	ENST00000399744	60671_at
ENSG00000215193	ENST00000399744	50052_i_at
ENSG00000215193	ENST00000399744	60592_at
ENSG00000215193	ENST00000474897	61935_at
ENSG00000215193	ENST00000610387	62200_at
ENSG00000183785	ENST00000316027	61935_at
ENSG00000183785	ENST00000330423	61935_at
ENSG00000183785	ENST00000416740	61935_at
ENSG00000183785	ENST00000608634	61935_at
ENSG00000187979	ENST00000434390	55080_at
ENSG00000266783	ENST00000583253	66678_at
ENSG00000273032	ENST00000674913	62260_at
ENSG00000273032	ENST00000438934	62260_at
ENSG00000273032	ENST00000421572	62260_at
ENSG00000237517	ENST00000399539	62260_at
ENSG00000100056	ENST00000252137	63936_at
ENSG00000101608	ENST00000585090	63104_at
ENSG00000118680	ENST00000648965	63986_at
ENSG00000118680	ENST00000237500	63986_at
ENSG00000118680	ENST00000581193	63986_at
ENSG00000118680	ENST00000400175	63986_at
ENSG00000118680	ENST00000584539	63986_at
ENSG00000128191	ENST00000383024	64474_g_at
ENSG00000128191	ENST00000351989	64474_g_at
ENSG00000128191	ENST00000495826	64474_g_at
ENSG00000128191	ENST00000407755	64474_g_at
ENSG00000128191	ENST00000498171	64474_g_at
ENSG00000128191	ENST00000475941	64474_g_at
ENSG00000263753	ENST00000581471	66400_at
ENSG00000263753	ENST00000582008	61735_at
ENSG00000263753	ENST00000657250	61735_at
ENSG00000263753	ENST00000577439	61735_at
ENSG00000263753	ENST00000665442	61735_at
ENSG00000263753	ENST00000656810	61735_at
ENSG00000263753	ENST00000660030	61735_at
ENSG00000263753	ENST00000670111	66400_at
ENSG00000263753	ENST00000670111	61735_at
ENSG00000263753	ENST00000661829	66400_at
ENSG00000263753	ENST00000657955	61735_at
ENSG00000263753	ENST00000665541	61735_at
ENSG00000263753	ENST00000665272	61735_at
ENSG00000263753	ENST00000662932	61735_at
ENSG00000263753	ENST00000662415	61735_at
ENSG00000263753	ENST00000666950	61735_at
ENSG00000263753	ENST00000654021	66400_at
ENSG00000263753	ENST00000658607	66400_at
ENSG00000263753	ENST00000658607	61735_at
ENSG00000263753	ENST00000668495	66400_at
ENSG00000263753	ENST00000670993	66400_at
ENSG00000263753	ENST00000670993	61735_at
ENSG00000263753	ENST00000671289	61735_at
ENSG00000215012	ENST00000407472	61059_at
ENSG00000215012	ENST00000328554	61059_at
ENSG00000215012	ENST00000405640	61059_at
ENSG00000264000	ENST00000578391	66427_at
ENSG00000261738	ENST00000566533	61550_at
ENSG00000261738	ENST00000662782	61550_at
ENSG00000261738	ENST00000653157	61550_at
ENSG00000261738	ENST00000668692	61550_at
ENSG00000261738	ENST00000653236	61550_at
ENSG00000261738	ENST00000661027	61550_at
ENSG00000261738	ENST00000654302	61550_at
ENSG00000088756	ENST00000383472	61490_at
ENSG00000088756	ENST00000383472	62439_at
ENSG00000088756	ENST00000383472	63412_at
ENSG00000088756	ENST00000419673	61490_at
ENSG00000088756	ENST00000419673	62439_at
ENSG00000088756	ENST00000419673	63412_at
ENSG00000088756	ENST00000531294	62439_at
ENSG00000088756	ENST00000314319	61490_at
ENSG00000088756	ENST00000314319	62439_at
ENSG00000088756	ENST00000314319	63412_at
ENSG00000101680	ENST00000389658	62175_at
ENSG00000101680	ENST00000389658	64299_at
ENSG00000101680	ENST00000492048	62175_at
ENSG00000101680	ENST00000492048	64299_at
ENSG00000101680	ENST00000488064	62175_at
ENSG00000101680	ENST00000488064	64299_at
ENSG00000101680	ENST00000579014	62175_at
ENSG00000101680	ENST00000579014	64299_at
ENSG00000265962	ENST00000579368	60930_at
ENSG00000128791	ENST00000583147	65562_at
ENSG00000128791	ENST00000583147	60469_at
ENSG00000128791	ENST00000262120	65562_at
ENSG00000128791	ENST00000262120	60469_at
ENSG00000017797	ENST00000609094	60570_at
ENSG00000099901	ENST00000435265	64268_f_at
ENSG00000099901	ENST00000430524	64268_f_at
ENSG00000099901	ENST00000402752	64268_f_at
ENSG00000099901	ENST00000331821	64268_f_at
ENSG00000099901	ENST00000423859	64268_f_at
ENSG00000099901	ENST00000418705	64268_f_at
ENSG00000099901	ENST00000448394	64268_f_at
ENSG00000099901	ENST00000486575	64268_f_at
ENSG00000168461	ENST00000578921	65819_at
ENSG00000264346	ENST00000578179	64268_f_at
ENSG00000099904	ENST00000334554	58364_at
ENSG00000099904	ENST00000334554	64878_at
ENSG00000099904	ENST00000320602	64878_at
ENSG00000099904	ENST00000405930	58364_at
ENSG00000168454	ENST00000536353	64871_at
ENSG00000168454	ENST00000584255	64871_at
ENSG00000168454	ENST00000357775	64871_at
ENSG00000168454	ENST00000306084	64871_at
ENSG00000168454	ENST00000426718	64871_at
ENSG00000168454	ENST00000611534	64871_at
ENSG00000101558	ENST00000400000	63624_at
ENSG00000040608	ENST00000416372	61674_at
ENSG00000040608	ENST00000043402	61674_at
ENSG00000040608	ENST00000425986	61674_at
ENSG00000040608	ENST00000469601	61674_at
ENSG00000273139	ENST00000609632	52086_at
ENSG00000266604	ENST00000584734	54366_at
ENSG00000266604	ENST00000583691	54366_at
ENSG00000154864	ENST00000302079	53291_at
ENSG00000154864	ENST00000674853	53291_at
ENSG00000154864	ENST00000383408	53291_at
ENSG00000154864	ENST00000538948	53291_at
ENSG00000154864	ENST00000503781	53291_at
ENSG00000154864	ENST00000580640	53291_at
ENSG00000154864	ENST00000582913	53291_at
ENSG00000244486	ENST00000622235	62467_at
ENSG00000244486	ENST00000623402	62467_at
ENSG00000099910	ENST00000328879	49329_at
ENSG00000267051	ENST00000592198	52373_at
ENSG00000267252	ENST00000591318	63129_at
ENSG00000267252	ENST00000591431	63129_at
ENSG00000267252	ENST00000665083	63129_at
ENSG00000267252	ENST00000657252	63129_at
ENSG00000267252	ENST00000655180	63129_at
ENSG00000267252	ENST00000665636	63129_at
ENSG00000267252	ENST00000661916	63129_at
ENSG00000267252	ENST00000663415	63129_at
ENSG00000267252	ENST00000658793	63129_at
ENSG00000229107	ENST00000411545	65501_s_at
ENSG00000255112	ENST00000526991	63781_r_at
ENSG00000255112	ENST00000588284	63781_r_at
ENSG00000196476	ENST00000382369	54444_at
ENSG00000196476	ENST00000360321	54444_at
ENSG00000196476	ENST00000400269	54444_at
ENSG00000247315	ENST00000500893	51778_at
ENSG00000125841	ENST00000492242	65617_at
ENSG00000125841	ENST00000382291	65617_at
ENSG00000125841	ENST00000382285	65617_at
ENSG00000125841	ENST00000608875	65617_at
ENSG00000125841	ENST00000621012	65617_at
ENSG00000141401	ENST00000589238	64327_at
ENSG00000141401	ENST00000269159	64327_at
ENSG00000141401	ENST00000590107	64327_at
ENSG00000141401	ENST00000590138	64327_at
ENSG00000141401	ENST00000588927	64327_at
ENSG00000141401	ENST00000589374	64327_at
ENSG00000272829	ENST00000610278	60774_at
ENSG00000267733	ENST00000586882	54644_at
ENSG00000267733	ENST00000586882	54366_at
ENSG00000267733	ENST00000588436	54366_at
ENSG00000267733	ENST00000588744	54644_at
ENSG00000267733	ENST00000588744	54366_at
ENSG00000101266	ENST00000646561	60425_at
ENSG00000101266	ENST00000349736	60425_at
ENSG00000101266	ENST00000217244	60425_at
ENSG00000101266	ENST00000643700	60425_at
ENSG00000101266	ENST00000644170	60425_at
ENSG00000101266	ENST00000645910	60425_at
ENSG00000101266	ENST00000645840	60425_at
ENSG00000101266	ENST00000646305	60425_at
ENSG00000101266	ENST00000645260	60425_at
ENSG00000101266	ENST00000645249	60425_at
ENSG00000267069	ENST00000586226	66707_at
ENSG00000184436	ENST00000498406	51727_f_at
ENSG00000184436	ENST00000498406	63385_f_at
ENSG00000184436	ENST00000498406	60864_f_at
ENSG00000184436	ENST00000498406	63384_i_at
ENSG00000184436	ENST00000215742	51727_f_at
ENSG00000184436	ENST00000215742	63385_f_at
ENSG00000184436	ENST00000215742	60864_f_at
ENSG00000184436	ENST00000215742	63384_i_at
ENSG00000184436	ENST00000471073	51727_f_at
ENSG00000184436	ENST00000471073	63385_f_at
ENSG00000184436	ENST00000471073	60864_f_at
ENSG00000184436	ENST00000471073	63384_i_at
ENSG00000184436	ENST00000399133	51727_f_at
ENSG00000184436	ENST00000399133	63385_f_at
ENSG00000184436	ENST00000399133	60864_f_at
ENSG00000184436	ENST00000399133	63384_i_at
ENSG00000184436	ENST00000476667	51727_f_at
ENSG00000184436	ENST00000476667	63385_f_at
ENSG00000184436	ENST00000476667	60864_f_at
ENSG00000184436	ENST00000476667	63384_i_at
ENSG00000184436	ENST00000466670	51727_f_at
ENSG00000184436	ENST00000466670	63385_f_at
ENSG00000184436	ENST00000466670	60864_f_at
ENSG00000184436	ENST00000466670	63384_i_at
ENSG00000184436	ENST00000488975	51727_f_at
ENSG00000184436	ENST00000488975	63385_f_at
ENSG00000184436	ENST00000488975	60864_f_at
ENSG00000184436	ENST00000488975	63384_i_at
ENSG00000184436	ENST00000471723	63384_i_at
ENSG00000169668	ENST00000461808	64904_at
ENSG00000169668	ENST00000398241	64904_at
ENSG00000215498	ENST00000420583	55080_at
ENSG00000215498	ENST00000415704	55080_at
ENSG00000206142	ENST00000451574	55080_at
ENSG00000206142	ENST00000452952	55080_at
ENSG00000128789	ENST00000585331	64113_at
ENSG00000128789	ENST00000586445	64113_at
ENSG00000128789	ENST00000317615	64113_at
ENSG00000128789	ENST00000586587	64113_at
ENSG00000128789	ENST00000588824	64113_at
ENSG00000185651	ENST00000342192	64361_s_at
ENSG00000185651	ENST00000496722	64361_s_at
ENSG00000185651	ENST00000545681	64361_s_at
ENSG00000185651	ENST00000458578	64361_s_at
ENSG00000161180	ENST00000607942	62342_at
ENSG00000161180	ENST00000292779	66999_at
ENSG00000271303	ENST00000381962	65180_at
ENSG00000270299	ENST00000488788	65180_at
ENSG00000175354	ENST00000589444	54584_at
ENSG00000125898	ENST00000505691	66524_at
ENSG00000125818	ENST00000333082	61759_r_at
ENSG00000125818	ENST00000246015	61759_r_at
ENSG00000125818	ENST00000335877	61759_r_at
ENSG00000125818	ENST00000484891	61759_r_at
ENSG00000274269	ENST00000619766	62447_at
ENSG00000215595	ENST00000400633	62447_at
ENSG00000100027	ENST00000339468	60790_at
ENSG00000100030	ENST00000215832	55528_at
ENSG00000085415	ENST00000262124	63808_at
ENSG00000085415	ENST00000262124	62547_at
ENSG00000085415	ENST00000399892	63808_at
ENSG00000085415	ENST00000592582	62547_at
ENSG00000085415	ENST00000590843	63808_at
ENSG00000085415	ENST00000590843	62547_at
ENSG00000224086	ENST00000458178	56335_at
ENSG00000088833	ENST00000461211	48913_at
ENSG00000088833	ENST00000353088	48913_at
ENSG00000088833	ENST00000555944	48913_at
ENSG00000088833	ENST00000476071	48913_at
ENSG00000088833	ENST00000216879	48913_at
ENSG00000088833	ENST00000381653	48913_at
ENSG00000088833	ENST00000555568	48913_at
ENSG00000263366	ENST00000580133	65501_s_at
ENSG00000279278	ENST00000624350	63488_r_at
ENSG00000275004	ENST00000626650	61035_at
ENSG00000275004	ENST00000619852	61035_at
ENSG00000275004	ENST00000613655	61035_at
ENSG00000267529	ENST00000624889	61548_at
ENSG00000088876	ENST00000465019	57635_at
ENSG00000088876	ENST00000278772	57635_at
ENSG00000088876	ENST00000617391	57635_at
ENSG00000088876	ENST00000612935	57635_at
ENSG00000254709	ENST00000526893	58867_s_at
ENSG00000254709	ENST00000532223	58867_s_at
ENSG00000254709	ENST00000531372	58867_s_at
ENSG00000211675	ENST00000390321	58867_s_at
ENSG00000211677	ENST00000390323	58867_s_at
ENSG00000211679	ENST00000390325	58867_s_at
ENSG00000267150	ENST00000591211	61392_at
ENSG00000222037	ENST00000410078	58867_s_at
ENSG00000186716	ENST00000305877	64904_at
ENSG00000186716	ENST00000436990	64904_at
ENSG00000263618	ENST00000578243	62836_at
ENSG00000263821	ENST00000583306	60541_at
ENSG00000266522	ENST00000580065	58470_r_at
ENSG00000287723	ENST00000657254	53746_at
ENSG00000067900	ENST00000399799	63397_at
ENSG00000067900	ENST00000635540	63397_at
ENSG00000178248	ENST00000320372	52299_at
ENSG00000265984	ENST00000579247	53452_at
ENSG00000141449	ENST00000424526	65350_r_at
ENSG00000141449	ENST00000580732	65350_r_at
ENSG00000101752	ENST00000578646	60289_at
ENSG00000101752	ENST00000261537	55971_at
ENSG00000101752	ENST00000261537	60289_at
ENSG00000101752	ENST00000261537	61693_at
ENSG00000266850	ENST00000579356	66432_g_at
ENSG00000266850	ENST00000581274	66432_g_at
ENSG00000266850	ENST00000581274	66433_at
ENSG00000266850	ENST00000581177	66432_g_at
ENSG00000266850	ENST00000581177	66431_at
ENSG00000266850	ENST00000583086	66433_at
ENSG00000099958	ENST00000464023	56602_f_at
ENSG00000099958	ENST00000464023	56599_i_at
ENSG00000099958	ENST00000406855	56602_f_at
ENSG00000099958	ENST00000406855	56599_i_at
ENSG00000099958	ENST00000404056	56602_f_at
ENSG00000099958	ENST00000404056	56599_i_at
ENSG00000099958	ENST00000290730	56602_f_at
ENSG00000099958	ENST00000290730	56599_i_at
ENSG00000099958	ENST00000318109	56602_f_at
ENSG00000099958	ENST00000318109	56599_i_at
ENSG00000133460	ENST00000345044	54433_at
ENSG00000133460	ENST00000405286	54433_at
