Gene stable ID	Transcript stable ID	AFFY MOE430A probe
ENSMUSG00000023411	ENSMUST00000226293	1423380_s_at
ENSMUSG00000023411	ENSMUST00000226293	1423379_at
ENSMUSG00000023411	ENSMUST00000226869	1423380_s_at
ENSMUSG00000023411	ENSMUST00000226869	1423379_at
ENSMUSG00000034689	ENSMUST00000228913	1419718_at
ENSMUSG00000034689	ENSMUST00000045892	1419718_at
ENSMUSG00000059203	ENSMUST00000113063	1420462_at
ENSMUSG00000059203	ENSMUST00000113063	1427645_a_at
ENSMUSG00000059203	ENSMUST00000075471	1420462_at
ENSMUSG00000059203	ENSMUST00000075471	1427645_a_at
ENSMUSG00000047409	ENSMUST00000073109	1422510_at
ENSMUSG00000031342	ENSMUST00000112235	1423091_a_at
ENSMUSG00000031342	ENSMUST00000112235	1425942_a_at
ENSMUSG00000031342	ENSMUST00000060210	1423091_a_at
ENSMUSG00000031342	ENSMUST00000060210	1425942_a_at
ENSMUSG00000031342	ENSMUST00000112233	1423091_a_at
ENSMUSG00000031342	ENSMUST00000112233	1425942_a_at
ENSMUSG00000031342	ENSMUST00000123408	1425942_a_at
ENSMUSG00000031342	ENSMUST00000143263	1425942_a_at
ENSMUSG00000031342	ENSMUST00000112223	1423091_a_at
ENSMUSG00000031342	ENSMUST00000112223	1425942_a_at
ENSMUSG00000031342	ENSMUST00000112224	1423091_a_at
ENSMUSG00000031342	ENSMUST00000112224	1425942_a_at
ENSMUSG00000031342	ENSMUST00000112229	1423091_a_at
ENSMUSG00000031342	ENSMUST00000112229	1425942_a_at
ENSMUSG00000031342	ENSMUST00000112228	1423091_a_at
ENSMUSG00000031342	ENSMUST00000112228	1425942_a_at
ENSMUSG00000031342	ENSMUST00000112227	1423091_a_at
ENSMUSG00000031342	ENSMUST00000112227	1425942_a_at
ENSMUSG00000031342	ENSMUST00000112226	1423091_a_at
ENSMUSG00000031342	ENSMUST00000112226	1425942_a_at
ENSMUSG00000022076	ENSMUST00000022666	1449241_at
ENSMUSG00000039115	ENSMUST00000044165	1420860_at
ENSMUSG00000039115	ENSMUST00000044165	1460285_at
ENSMUSG00000039115	ENSMUST00000044165	1450029_s_at
ENSMUSG00000039115	ENSMUST00000124360	1420860_at
ENSMUSG00000039115	ENSMUST00000124360	1450029_s_at
ENSMUSG00000039115	ENSMUST00000155437	1420860_at
ENSMUSG00000039115	ENSMUST00000155437	1460285_at
ENSMUSG00000039115	ENSMUST00000155437	1450029_s_at
ENSMUSG00000055639	ENSMUST00000071533	1420695_at
ENSMUSG00000055639	ENSMUST00000071533	1420694_a_at
ENSMUSG00000055639	ENSMUST00000069334	1420695_at
ENSMUSG00000055639	ENSMUST00000069334	1420694_a_at
ENSMUSG00000055639	ENSMUST00000156684	1420694_a_at
ENSMUSG00000027646	ENSMUST00000109533	1423240_at
ENSMUSG00000027646	ENSMUST00000109533	1450918_s_at
ENSMUSG00000027646	ENSMUST00000029175	1423240_at
ENSMUSG00000027646	ENSMUST00000029175	1450918_s_at
ENSMUSG00000027646	ENSMUST00000109531	1423240_at
ENSMUSG00000027646	ENSMUST00000109531	1450918_s_at
ENSMUSG00000027646	ENSMUST00000092576	1423240_at
ENSMUSG00000027646	ENSMUST00000092576	1450918_s_at
ENSMUSG00000038775	ENSMUST00000051386	1426022_a_at
ENSMUSG00000038775	ENSMUST00000153454	1426022_a_at
ENSMUSG00000038775	ENSMUST00000074734	1426022_a_at
ENSMUSG00000038775	ENSMUST00000141185	1426022_a_at
ENSMUSG00000038775	ENSMUST00000126251	1426022_a_at
ENSMUSG00000038775	ENSMUST00000153630	1426022_a_at
ENSMUSG00000027580	ENSMUST00000094203	1435454_a_at
ENSMUSG00000027580	ENSMUST00000121484	1435454_a_at
ENSMUSG00000027580	ENSMUST00000149417	1435454_a_at
ENSMUSG00000027580	ENSMUST00000108831	1435454_a_at
ENSMUSG00000052854	ENSMUST00000113052	1436399_s_at
ENSMUSG00000052854	ENSMUST00000113052	1450078_at
ENSMUSG00000052854	ENSMUST00000113052	1450079_at
ENSMUSG00000052854	ENSMUST00000131829	1436399_s_at
ENSMUSG00000052854	ENSMUST00000131829	1450078_at
ENSMUSG00000052854	ENSMUST00000131829	1450079_at
ENSMUSG00000052854	ENSMUST00000064937	1436399_s_at
ENSMUSG00000052854	ENSMUST00000064937	1450078_at
ENSMUSG00000052854	ENSMUST00000064937	1450079_at
ENSMUSG00000010660	ENSMUST00000214470	1448432_at
ENSMUSG00000010660	ENSMUST00000214470	1416675_s_at
ENSMUSG00000010660	ENSMUST00000213464	1448432_at
ENSMUSG00000010660	ENSMUST00000213464	1416675_s_at
ENSMUSG00000010660	ENSMUST00000010804	1448432_at
ENSMUSG00000010660	ENSMUST00000010804	1416675_s_at
ENSMUSG00000010660	ENSMUST00000214491	1448432_at
ENSMUSG00000010660	ENSMUST00000214491	1416675_s_at
ENSMUSG00000032087	ENSMUST00000239471	1427734_a_at
ENSMUSG00000032087	ENSMUST00000239471	1427392_at
ENSMUSG00000032087	ENSMUST00000034592	1427734_a_at
ENSMUSG00000032087	ENSMUST00000034592	1427392_at
ENSMUSG00000032087	ENSMUST00000216685	1427734_a_at
ENSMUSG00000032087	ENSMUST00000215027	1427734_a_at
ENSMUSG00000032087	ENSMUST00000214151	1427392_at
ENSMUSG00000032087	ENSMUST00000239429	1427734_a_at
ENSMUSG00000032087	ENSMUST00000239429	1427392_at
ENSMUSG00000032854	ENSMUST00000057944	1419063_at
ENSMUSG00000032854	ENSMUST00000057944	1419064_a_at
ENSMUSG00000032854	ENSMUST00000198610	1419063_at
ENSMUSG00000032854	ENSMUST00000198610	1419064_a_at
ENSMUSG00000010651	ENSMUST00000010795	1416946_a_at
ENSMUSG00000010651	ENSMUST00000010795	1424451_at
ENSMUSG00000010651	ENSMUST00000010795	1416947_s_at
ENSMUSG00000010651	ENSMUST00000127952	1416946_a_at
ENSMUSG00000010651	ENSMUST00000127952	1424451_at
ENSMUSG00000010651	ENSMUST00000127952	1416947_s_at
ENSMUSG00000111197	ENSMUST00000213924	1420828_s_at
ENSMUSG00000036737	ENSMUST00000040853	1426933_at
ENSMUSG00000036138	ENSMUST00000177463	1416946_a_at
ENSMUSG00000036138	ENSMUST00000039784	1456011_x_at
ENSMUSG00000036138	ENSMUST00000039784	1416946_a_at
ENSMUSG00000036138	ENSMUST00000039784	1416947_s_at
ENSMUSG00000036138	ENSMUST00000176796	1456011_x_at
ENSMUSG00000036138	ENSMUST00000176796	1416946_a_at
ENSMUSG00000036138	ENSMUST00000176796	1416947_s_at
ENSMUSG00000036138	ENSMUST00000175743	1416947_s_at
ENSMUSG00000036138	ENSMUST00000176397	1456011_x_at
ENSMUSG00000036138	ENSMUST00000176397	1416947_s_at
ENSMUSG00000036138	ENSMUST00000176546	1416946_a_at
ENSMUSG00000036138	ENSMUST00000176007	1456011_x_at
ENSMUSG00000036138	ENSMUST00000176007	1416946_a_at
ENSMUSG00000036138	ENSMUST00000176007	1416947_s_at
ENSMUSG00000036138	ENSMUST00000175719	1456011_x_at
ENSMUSG00000036138	ENSMUST00000175719	1416946_a_at
ENSMUSG00000036138	ENSMUST00000175719	1416947_s_at
ENSMUSG00000084033	ENSMUST00000119008	1417216_at
ENSMUSG00000035769	ENSMUST00000039610	1426706_s_at
ENSMUSG00000035769	ENSMUST00000215822	1426706_s_at
ENSMUSG00000035769	ENSMUST00000216838	1426706_s_at
ENSMUSG00000035769	ENSMUST00000213383	1426706_s_at
ENSMUSG00000051257	ENSMUST00000054534	1460226_at
ENSMUSG00000027581	ENSMUST00000103045	1460181_at
ENSMUSG00000027581	ENSMUST00000103045	1435113_x_at
ENSMUSG00000074028	ENSMUST00000084797	1419129_at
ENSMUSG00000032508	ENSMUST00000035092	1419272_at
ENSMUSG00000032508	ENSMUST00000150837	1419272_at
ENSMUSG00000061393	ENSMUST00000165044	1419140_at
ENSMUSG00000061393	ENSMUST00000215746	1419140_at
ENSMUSG00000061393	ENSMUST00000217621	1419140_at
ENSMUSG00000061393	ENSMUST00000213389	1419140_at
ENSMUSG00000061393	ENSMUST00000213431	1419140_at
ENSMUSG00000061393	ENSMUST00000035093	1419140_at
ENSMUSG00000022064	ENSMUST00000228246	1430698_a_at
ENSMUSG00000022064	ENSMUST00000022650	1430698_a_at
ENSMUSG00000022064	ENSMUST00000228598	1430698_a_at
ENSMUSG00000022064	ENSMUST00000228354	1430698_a_at
ENSMUSG00000022064	ENSMUST00000228279	1430698_a_at
ENSMUSG00000022064	ENSMUST00000228279	1454041_at
ENSMUSG00000115071	ENSMUST00000226897	1454041_at
ENSMUSG00000033166	ENSMUST00000042471	1426609_at
ENSMUSG00000033166	ENSMUST00000227022	1426609_at
ENSMUSG00000033166	ENSMUST00000228756	1426609_at
ENSMUSG00000033166	ENSMUST00000228643	1426609_at
ENSMUSG00000032511	ENSMUST00000117911	1422194_at
ENSMUSG00000032511	ENSMUST00000120420	1422194_at
ENSMUSG00000032511	ENSMUST00000065196	1422194_at
ENSMUSG00000031438	ENSMUST00000113027	1418318_at
ENSMUSG00000031438	ENSMUST00000113027	1449036_at
ENSMUSG00000031438	ENSMUST00000113026	1418318_at
ENSMUSG00000031438	ENSMUST00000113026	1449036_at
ENSMUSG00000031438	ENSMUST00000113029	1418318_at
ENSMUSG00000031438	ENSMUST00000113029	1449036_at
ENSMUSG00000005148	ENSMUST00000005279	1434025_at
ENSMUSG00000005148	ENSMUST00000005279	1451021_a_at
ENSMUSG00000005148	ENSMUST00000226784	1451739_at
ENSMUSG00000005148	ENSMUST00000226784	1451021_a_at
ENSMUSG00000034115	ENSMUST00000215718	1420784_at
ENSMUSG00000034115	ENSMUST00000070617	1420784_at
ENSMUSG00000047230	ENSMUST00000054889	1417231_at
ENSMUSG00000047230	ENSMUST00000054889	1417232_at
ENSMUSG00000047230	ENSMUST00000172779	1417232_at
ENSMUSG00000047230	ENSMUST00000135224	1417232_at
ENSMUSG00000036561	ENSMUST00000226779	1425056_s_at
ENSMUSG00000036561	ENSMUST00000226221	1425056_s_at
ENSMUSG00000036561	ENSMUST00000238818	1425055_at
ENSMUSG00000036561	ENSMUST00000238818	1425056_s_at
ENSMUSG00000036561	ENSMUST00000238818	1451581_at
ENSMUSG00000036561	ENSMUST00000228284	1425055_at
ENSMUSG00000036561	ENSMUST00000228284	1425056_s_at
ENSMUSG00000036561	ENSMUST00000228284	1451581_at
ENSMUSG00000036561	ENSMUST00000226875	1425055_at
ENSMUSG00000036561	ENSMUST00000226875	1425056_s_at
ENSMUSG00000036561	ENSMUST00000226875	1451581_at
ENSMUSG00000036561	ENSMUST00000226967	1425055_at
ENSMUSG00000036561	ENSMUST00000227011	1425055_at
ENSMUSG00000036561	ENSMUST00000088788	1425055_at
ENSMUSG00000036561	ENSMUST00000088788	1425056_s_at
ENSMUSG00000036561	ENSMUST00000088788	1451581_at
ENSMUSG00000072294	ENSMUST00000228216	1422227_at
ENSMUSG00000072294	ENSMUST00000228612	1422227_at
ENSMUSG00000072294	ENSMUST00000097079	1422227_at
ENSMUSG00000079317	ENSMUST00000116495	1432158_a_at
ENSMUSG00000079317	ENSMUST00000154573	1432158_a_at
ENSMUSG00000079317	ENSMUST00000112192	1432158_a_at
ENSMUSG00000079317	ENSMUST00000112194	1432158_a_at
ENSMUSG00000022463	ENSMUST00000023100	1452174_at
ENSMUSG00000022463	ENSMUST00000023100	1426744_at
ENSMUSG00000022463	ENSMUST00000229336	1452174_at
ENSMUSG00000022463	ENSMUST00000229336	1426744_at
ENSMUSG00000022463	ENSMUST00000230955	1452174_at
ENSMUSG00000022463	ENSMUST00000230955	1426744_at
ENSMUSG00000040586	ENSMUST00000049501	1427172_at
ENSMUSG00000079316	ENSMUST00000112091	1448391_at
ENSMUSG00000079316	ENSMUST00000049435	1448391_at
ENSMUSG00000079316	ENSMUST00000149315	1448391_at
ENSMUSG00000000402	ENSMUST00000000412	1419332_at
ENSMUSG00000067147	ENSMUST00000118791	1422613_a_at
ENSMUSG00000031434	ENSMUST00000033811	1434436_at
ENSMUSG00000031434	ENSMUST00000136415	1434436_at
ENSMUSG00000031434	ENSMUST00000087401	1434436_at
ENSMUSG00000049775	ENSMUST00000112172	1415906_at
ENSMUSG00000049775	ENSMUST00000112176	1415906_at
ENSMUSG00000049775	ENSMUST00000112175	1415906_at
ENSMUSG00000040522	ENSMUST00000112170	1450267_at
ENSMUSG00000040522	ENSMUST00000049023	1450267_at
ENSMUSG00000032512	ENSMUST00000036561	1452162_at
ENSMUSG00000032512	ENSMUST00000036561	1426723_at
ENSMUSG00000032512	ENSMUST00000215307	1452162_at
ENSMUSG00000032512	ENSMUST00000215307	1426723_at
ENSMUSG00000032512	ENSMUST00000217429	1452162_at
ENSMUSG00000044583	ENSMUST00000112161	1422010_at
ENSMUSG00000044583	ENSMUST00000060719	1422010_at
ENSMUSG00000044583	ENSMUST00000112164	1422010_at
ENSMUSG00000044583	ENSMUST00000149507	1449640_at
ENSMUSG00000044583	ENSMUST00000149507	1419848_x_at
ENSMUSG00000025742	ENSMUST00000026839	1420638_at
ENSMUSG00000025742	ENSMUST00000026839	1420637_at
ENSMUSG00000079243	ENSMUST00000111635	1419220_at
ENSMUSG00000079243	ENSMUST00000238557	1419220_at
ENSMUSG00000032513	ENSMUST00000035099	1425334_at
ENSMUSG00000032513	ENSMUST00000035099	1451671_at
ENSMUSG00000098915	ENSMUST00000184247	1449255_a_at
ENSMUSG00000052336	ENSMUST00000064165	1450020_at
ENSMUSG00000052336	ENSMUST00000064165	1450019_at
ENSMUSG00000052336	ENSMUST00000215016	1450020_at
ENSMUSG00000052336	ENSMUST00000215016	1450019_at
ENSMUSG00000052336	ENSMUST00000177637	1450020_at
ENSMUSG00000052336	ENSMUST00000177637	1450019_at
ENSMUSG00000032228	ENSMUST00000183404	1421908_a_at
ENSMUSG00000032228	ENSMUST00000183404	1427670_a_at
ENSMUSG00000032228	ENSMUST00000184770	1421908_a_at
ENSMUSG00000032228	ENSMUST00000184770	1427670_a_at
ENSMUSG00000032228	ENSMUST00000034755	1421908_a_at
ENSMUSG00000032228	ENSMUST00000034755	1427670_a_at
ENSMUSG00000032228	ENSMUST00000183918	1421908_a_at
ENSMUSG00000032228	ENSMUST00000183918	1427670_a_at
ENSMUSG00000032228	ENSMUST00000184867	1421908_a_at
ENSMUSG00000032228	ENSMUST00000184867	1427670_a_at
ENSMUSG00000032228	ENSMUST00000185117	1421908_a_at
ENSMUSG00000032228	ENSMUST00000185117	1427670_a_at
ENSMUSG00000032228	ENSMUST00000184783	1421908_a_at
ENSMUSG00000032228	ENSMUST00000184783	1427670_a_at
ENSMUSG00000042262	ENSMUST00000048777	1422291_at
ENSMUSG00000032519	ENSMUST00000035106	1424418_at
ENSMUSG00000032519	ENSMUST00000144768	1424418_at
ENSMUSG00000032519	ENSMUST00000135514	1424418_at
ENSMUSG00000032518	ENSMUST00000035105	1448245_at
ENSMUSG00000032518	ENSMUST00000035105	1416196_at
ENSMUSG00000032518	ENSMUST00000217356	1448245_at
ENSMUSG00000032518	ENSMUST00000217356	1416196_at
ENSMUSG00000032518	ENSMUST00000217317	1448245_at
ENSMUSG00000032518	ENSMUST00000215568	1448245_at
ENSMUSG00000032518	ENSMUST00000215568	1416196_at
ENSMUSG00000032517	ENSMUST00000068698	1450088_a_at
ENSMUSG00000032517	ENSMUST00000215512	1450088_a_at
ENSMUSG00000032517	ENSMUST00000111627	1450088_a_at
ENSMUSG00000032517	ENSMUST00000093773	1450088_a_at
ENSMUSG00000032517	ENSMUST00000174193	1433785_at
ENSMUSG00000032517	ENSMUST00000174193	1421010_at
ENSMUSG00000032517	ENSMUST00000174193	1450088_a_at
ENSMUSG00000032517	ENSMUST00000214943	1450088_a_at
ENSMUSG00000032517	ENSMUST00000214008	1433785_at
ENSMUSG00000032517	ENSMUST00000214008	1421010_at
ENSMUSG00000006941	ENSMUST00000217553	1428272_at
ENSMUSG00000006941	ENSMUST00000007139	1428272_at
ENSMUSG00000025794	ENSMUST00000165532	1438626_x_at
ENSMUSG00000025794	ENSMUST00000165532	1436688_x_at
ENSMUSG00000025794	ENSMUST00000165532	1438507_x_at
ENSMUSG00000025794	ENSMUST00000165532	1426793_a_at
ENSMUSG00000025794	ENSMUST00000165532	1422128_at
ENSMUSG00000025794	ENSMUST00000165532	1433688_x_at
ENSMUSG00000025794	ENSMUST00000213310	1438626_x_at
ENSMUSG00000025794	ENSMUST00000213310	1436688_x_at
ENSMUSG00000025794	ENSMUST00000213310	1438507_x_at
ENSMUSG00000025794	ENSMUST00000213310	1426793_a_at
ENSMUSG00000025794	ENSMUST00000213310	1422128_at
ENSMUSG00000025794	ENSMUST00000213310	1433688_x_at
ENSMUSG00000025794	ENSMUST00000216628	1438626_x_at
ENSMUSG00000025794	ENSMUST00000216628	1436688_x_at
ENSMUSG00000025794	ENSMUST00000216628	1438507_x_at
ENSMUSG00000025794	ENSMUST00000216628	1426793_a_at
ENSMUSG00000025794	ENSMUST00000216628	1422128_at
ENSMUSG00000025794	ENSMUST00000216628	1433688_x_at
ENSMUSG00000025794	ENSMUST00000216990	1438626_x_at
ENSMUSG00000025794	ENSMUST00000216990	1436688_x_at
ENSMUSG00000025794	ENSMUST00000216990	1438507_x_at
ENSMUSG00000025794	ENSMUST00000216990	1426793_a_at
ENSMUSG00000025794	ENSMUST00000216990	1422128_at
ENSMUSG00000025794	ENSMUST00000216990	1433688_x_at
ENSMUSG00000025794	ENSMUST00000215063	1438626_x_at
ENSMUSG00000025794	ENSMUST00000215063	1436688_x_at
ENSMUSG00000025794	ENSMUST00000215063	1438507_x_at
ENSMUSG00000025794	ENSMUST00000215063	1426793_a_at
ENSMUSG00000025794	ENSMUST00000215063	1422128_at
ENSMUSG00000025794	ENSMUST00000215063	1433688_x_at
ENSMUSG00000110726	ENSMUST00000215769	1422888_at
ENSMUSG00000006932	ENSMUST00000007130	1430533_a_at
ENSMUSG00000006932	ENSMUST00000007130	1420811_a_at
ENSMUSG00000006932	ENSMUST00000007130	1450008_a_at
ENSMUSG00000006932	ENSMUST00000154356	1430533_a_at
ENSMUSG00000006932	ENSMUST00000154356	1420811_a_at
ENSMUSG00000006932	ENSMUST00000154356	1450008_a_at
ENSMUSG00000006932	ENSMUST00000154687	1430533_a_at
ENSMUSG00000006932	ENSMUST00000178812	1430533_a_at
ENSMUSG00000006932	ENSMUST00000178812	1450008_a_at
ENSMUSG00000006932	ENSMUST00000163844	1430533_a_at
ENSMUSG00000006932	ENSMUST00000163844	1420811_a_at
ENSMUSG00000006932	ENSMUST00000163844	1450008_a_at
ENSMUSG00000006932	ENSMUST00000126633	1430533_a_at
ENSMUSG00000006932	ENSMUST00000156911	1430533_a_at
ENSMUSG00000006932	ENSMUST00000169931	1430533_a_at
ENSMUSG00000006932	ENSMUST00000133689	1430533_a_at
ENSMUSG00000006932	ENSMUST00000139138	1450008_a_at
ENSMUSG00000006932	ENSMUST00000215573	1420811_a_at
ENSMUSG00000006932	ENSMUST00000215573	1450008_a_at
ENSMUSG00000031358	ENSMUST00000033725	1448645_at
ENSMUSG00000031358	ENSMUST00000112137	1448645_at
ENSMUSG00000031358	ENSMUST00000145564	1448645_at
ENSMUSG00000031354	ENSMUST00000066112	1451614_a_at
ENSMUSG00000031354	ENSMUST00000066112	1451686_x_at
ENSMUSG00000031354	ENSMUST00000112118	1451614_a_at
ENSMUSG00000031354	ENSMUST00000112118	1451686_x_at
ENSMUSG00000031354	ENSMUST00000112120	1451614_a_at
ENSMUSG00000031354	ENSMUST00000112119	1451614_a_at
ENSMUSG00000031354	ENSMUST00000112119	1451686_x_at
ENSMUSG00000031354	ENSMUST00000154923	1451614_a_at
ENSMUSG00000031352	ENSMUST00000033717	1420890_at
ENSMUSG00000031352	ENSMUST00000033717	1420889_at
ENSMUSG00000031352	ENSMUST00000112115	1420890_at
ENSMUSG00000031352	ENSMUST00000112115	1420889_at
ENSMUSG00000031355	ENSMUST00000033721	1456333_a_at
ENSMUSG00000031355	ENSMUST00000033721	1417704_a_at
ENSMUSG00000031355	ENSMUST00000033721	1451867_x_at
ENSMUSG00000031355	ENSMUST00000139146	1456333_a_at
ENSMUSG00000031355	ENSMUST00000139146	1417704_a_at
ENSMUSG00000031355	ENSMUST00000139146	1451867_x_at
ENSMUSG00000031355	ENSMUST00000112131	1456333_a_at
ENSMUSG00000031355	ENSMUST00000112131	1417704_a_at
ENSMUSG00000031355	ENSMUST00000112131	1451867_x_at
ENSMUSG00000031355	ENSMUST00000112127	1456333_a_at
ENSMUSG00000031355	ENSMUST00000112127	1417704_a_at
ENSMUSG00000031355	ENSMUST00000112127	1451867_x_at
ENSMUSG00000081137	ENSMUST00000119987	1427198_at
ENSMUSG00000087159	ENSMUST00000149873	1427198_at
ENSMUSG00000061390	ENSMUST00000183770	1452701_x_at
ENSMUSG00000098412	ENSMUST00000184467	1425048_a_at
ENSMUSG00000035299	ENSMUST00000112104	1422055_at
ENSMUSG00000035299	ENSMUST00000036753	1422055_at
ENSMUSG00000035299	ENSMUST00000078947	1422055_at
ENSMUSG00000035299	ENSMUST00000112107	1422055_at
ENSMUSG00000035299	ENSMUST00000079443	1422055_at
ENSMUSG00000035299	ENSMUST00000171433	1422055_at
ENSMUSG00000035299	ENSMUST00000163810	1422055_at
ENSMUSG00000035299	ENSMUST00000112105	1422055_at
ENSMUSG00000055357	ENSMUST00000068874	1420777_a_at
ENSMUSG00000055357	ENSMUST00000112102	1420777_a_at
ENSMUSG00000055357	ENSMUST00000068894	1420777_a_at
ENSMUSG00000095562	ENSMUST00000238681	1452406_x_at
ENSMUSG00000095562	ENSMUST00000180251	1452406_x_at
ENSMUSG00000095562	ENSMUST00000238482	1452406_x_at
ENSMUSG00000095562	ENSMUST00000178789	1452406_x_at
ENSMUSG00000097211	ENSMUST00000180997	1453820_at
ENSMUSG00000038535	ENSMUST00000184036	1426556_at
ENSMUSG00000038535	ENSMUST00000098576	1426556_at
ENSMUSG00000038535	ENSMUST00000184399	1426556_at
ENSMUSG00000038535	ENSMUST00000184053	1426556_at
ENSMUSG00000038535	ENSMUST00000184968	1457455_at
ENSMUSG00000038535	ENSMUST00000184639	1457455_at
ENSMUSG00000038535	ENSMUST00000183410	1426556_at
ENSMUSG00000038535	ENSMUST00000183801	1426556_at
ENSMUSG00000038535	ENSMUST00000184019	1426556_at
ENSMUSG00000038535	ENSMUST00000184216	1426556_at
ENSMUSG00000038535	ENSMUST00000183468	1426556_at
ENSMUSG00000022613	ENSMUST00000023282	1416460_at
ENSMUSG00000022613	ENSMUST00000159381	1416460_at
ENSMUSG00000022613	ENSMUST00000160491	1416460_at
ENSMUSG00000022613	ENSMUST00000162756	1416460_at
ENSMUSG00000022613	ENSMUST00000161437	1416460_at
ENSMUSG00000022613	ENSMUST00000162033	1416460_at
ENSMUSG00000099019	ENSMUST00000183926	1425048_a_at
ENSMUSG00000099019	ENSMUST00000183926	1448235_s_at
ENSMUSG00000099019	ENSMUST00000183926	1435324_x_at
ENSMUSG00000090626	ENSMUST00000184312	1431816_at
ENSMUSG00000090626	ENSMUST00000184312	1453360_a_at
ENSMUSG00000090626	ENSMUST00000085358	1453360_a_at
ENSMUSG00000090626	ENSMUST00000184125	1453360_a_at
ENSMUSG00000090626	ENSMUST00000183399	1453360_a_at
ENSMUSG00000090626	ENSMUST00000184831	1453360_a_at
ENSMUSG00000090626	ENSMUST00000183574	1453360_a_at
ENSMUSG00000090626	ENSMUST00000183856	1453360_a_at
ENSMUSG00000090626	ENSMUST00000183856	1421356_at
ENSMUSG00000090626	ENSMUST00000184557	1453360_a_at
ENSMUSG00000090626	ENSMUST00000184734	1453360_a_at
ENSMUSG00000090626	ENSMUST00000183428	1453360_a_at
ENSMUSG00000032221	ENSMUST00000184604	1419402_at
ENSMUSG00000032221	ENSMUST00000034746	1419402_at
ENSMUSG00000091780	ENSMUST00000167643	1432181_s_at
ENSMUSG00000091780	ENSMUST00000228977	1432181_s_at
ENSMUSG00000008690	ENSMUST00000036987	1423698_at
ENSMUSG00000008690	ENSMUST00000036987	1423699_at
ENSMUSG00000008690	ENSMUST00000074552	1423698_at
ENSMUSG00000008690	ENSMUST00000074552	1423699_at
ENSMUSG00000008690	ENSMUST00000088717	1423698_at
ENSMUSG00000008690	ENSMUST00000088717	1423699_at
ENSMUSG00000008690	ENSMUST00000145259	1423698_at
ENSMUSG00000008690	ENSMUST00000145259	1423699_at
ENSMUSG00000008690	ENSMUST00000134900	1423698_at
ENSMUSG00000008690	ENSMUST00000147207	1423698_at
ENSMUSG00000008690	ENSMUST00000147207	1423699_at
ENSMUSG00000008690	ENSMUST00000151523	1423698_at
ENSMUSG00000008690	ENSMUST00000151523	1423699_at
ENSMUSG00000008690	ENSMUST00000136638	1423698_at
ENSMUSG00000008690	ENSMUST00000136638	1423699_at
ENSMUSG00000008690	ENSMUST00000140665	1423698_at
ENSMUSG00000008690	ENSMUST00000140665	1423699_at
ENSMUSG00000008690	ENSMUST00000147733	1423698_at
ENSMUSG00000008690	ENSMUST00000147733	1423699_at
ENSMUSG00000022615	ENSMUST00000023285	1432181_s_at
ENSMUSG00000078937	ENSMUST00000109313	1418328_at
ENSMUSG00000022617	ENSMUST00000112664	1448448_a_at
ENSMUSG00000022617	ENSMUST00000170334	1448448_a_at
ENSMUSG00000022617	ENSMUST00000171140	1448448_a_at
ENSMUSG00000022617	ENSMUST00000023289	1448448_a_at
ENSMUSG00000022617	ENSMUST00000171666	1448448_a_at
ENSMUSG00000022617	ENSMUST00000115278	1448448_a_at
ENSMUSG00000022617	ENSMUST00000165623	1448448_a_at
ENSMUSG00000022617	ENSMUST00000166267	1448448_a_at
ENSMUSG00000022617	ENSMUST00000170460	1448448_a_at
ENSMUSG00000116461	ENSMUST00000052315	1448448_a_at
ENSMUSG00000116461	ENSMUST00000052315	1418328_at
ENSMUSG00000032216	ENSMUST00000034740	1451109_a_at
ENSMUSG00000032216	ENSMUST00000034740	1421955_a_at
ENSMUSG00000032216	ENSMUST00000034740	1450431_a_at
ENSMUSG00000032216	ENSMUST00000238368	1451109_a_at
ENSMUSG00000032216	ENSMUST00000238368	1421955_a_at
ENSMUSG00000032216	ENSMUST00000238368	1450431_a_at
ENSMUSG00000032216	ENSMUST00000238315	1451109_a_at
ENSMUSG00000032216	ENSMUST00000238315	1421955_a_at
ENSMUSG00000032216	ENSMUST00000238315	1450431_a_at
ENSMUSG00000032216	ENSMUST00000184020	1451109_a_at
ENSMUSG00000032216	ENSMUST00000184020	1421955_a_at
ENSMUSG00000032216	ENSMUST00000184020	1450431_a_at
ENSMUSG00000032216	ENSMUST00000183451	1451109_a_at
ENSMUSG00000032216	ENSMUST00000183451	1421955_a_at
ENSMUSG00000032216	ENSMUST00000184287	1451109_a_at
ENSMUSG00000022619	ENSMUST00000023291	1418785_at
ENSMUSG00000022619	ENSMUST00000023291	1449225_a_at
ENSMUSG00000022620	ENSMUST00000165199	1460346_at
ENSMUSG00000022620	ENSMUST00000023292	1460346_at
ENSMUSG00000034563	ENSMUST00000150826	1424420_at
ENSMUSG00000034563	ENSMUST00000124008	1424420_at
ENSMUSG00000079469	ENSMUST00000183746	1421257_at
ENSMUSG00000079469	ENSMUST00000183746	1435958_at
ENSMUSG00000079469	ENSMUST00000184035	1421257_at
ENSMUSG00000079469	ENSMUST00000184035	1435958_at
ENSMUSG00000079469	ENSMUST00000184389	1421257_at
ENSMUSG00000079469	ENSMUST00000184389	1435958_at
ENSMUSG00000079469	ENSMUST00000184776	1421257_at
ENSMUSG00000079469	ENSMUST00000098566	1421257_at
ENSMUSG00000079469	ENSMUST00000093819	1435958_at
ENSMUSG00000092192	ENSMUST00000098567	1451605_at
ENSMUSG00000092192	ENSMUST00000034734	1451605_at
