Gene stable ID	Transcript stable ID	AFFY Zebrafish probe
ENSDARG00000009470	ENSDART00000018862	Dr.15427.1.S2_at
ENSDARG00000038563	ENSDART00000056294	Dr.84.1.S1_at
ENSDARG00000006031	ENSDART00000151404	Dr.5312.1.S1_at
ENSDARG00000006031	ENSDART00000185812	Dr.26419.1.A1_at
ENSDARG00000006031	ENSDART00000185812	Dr.4615.1.S1_a_at
ENSDARG00000006031	ENSDART00000185812	Dr.4615.2.S1_at
ENSDARG00000006031	ENSDART00000185812	Dr.5312.1.S1_at
ENSDARG00000006031	ENSDART00000185812	Dr.4615.1.S1_x_at
ENSDARG00000016630	ENSDART00000017941	Dr.2655.2.A1_at
ENSDARG00000003311	ENSDART00000133041	Dr.14049.1.S1_at
ENSDARG00000003311	ENSDART00000133041	Dr.26382.1.A1_at
ENSDARG00000095459	ENSDART00000144938	Dr.13871.1.A1_at
ENSDARG00000095459	ENSDART00000161820	Dr.13871.1.A1_at
ENSDARG00000097820	ENSDART00000154707	Dr.6204.1.A1_at
ENSDARG00000017798	ENSDART00000188207	Dr.16163.1.S1_at
ENSDARG00000017798	ENSDART00000102106	Dr.16163.1.S1_at
ENSDARG00000017798	ENSDART00000047442	Dr.16163.1.S1_at
ENSDARG00000034643	ENSDART00000143757	Dr.23928.1.A1_at
ENSDARG00000061691	ENSDART00000088247	Dr.2545.1.A1_at
ENSDARG00000058115	ENSDART00000149125	Dr.19222.1.S1_at
ENSDARG00000058115	ENSDART00000150061	Dr.19222.1.S1_at
ENSDARG00000058115	ENSDART00000080916	Dr.19222.1.S1_at
ENSDARG00000058115	ENSDART00000080916	Dr.19222.1.S2_at
ENSDARG00000058115	ENSDART00000149602	Dr.19222.1.S1_at
ENSDARG00000058115	ENSDART00000098269	Dr.19222.1.S1_at
ENSDARG00000058115	ENSDART00000098269	Dr.19222.1.S2_at
ENSDARG00000042120	ENSDART00000061729	Dr.15473.1.A1_at
ENSDARG00000042533	ENSDART00000049793	Dr.1754.1.S1_at
ENSDARG00000062266	ENSDART00000132381	Dr.7582.1.A1_at
ENSDARG00000062266	ENSDART00000089787	Dr.7582.1.A1_at
ENSDARG00000062266	ENSDART00000169220	Dr.7582.1.A1_at
ENSDARG00000040190	ENSDART00000058789	Dr.7955.1.A1_at
ENSDARG00000040190	ENSDART00000058789	Dr.19525.1.S1_at
ENSDARG00000040190	ENSDART00000058789	Dr.19525.2.A1_at
ENSDARG00000093058	ENSDART00000134054	Dr.15370.1.S1_at
ENSDARG00000005320	ENSDART00000026749	Dr.5184.1.S1_at
ENSDARG00000058799	ENSDART00000139834	Dr.21227.1.A1_at
ENSDARG00000058799	ENSDART00000081714	Dr.21227.1.A1_at
ENSDARG00000110275	ENSDART00000191315	Dr.10682.1.S1_at
ENSDARG00000104132	ENSDART00000158978	Dr.10682.1.S1_at
ENSDARG00000045611	ENSDART00000067072	Dr.14764.1.A1_at
ENSDARG00000102415	ENSDART00000164915	Dr.10639.1.S1_at
ENSDARG00000075536	ENSDART00000087652	Dr.5243.1.S1_at
ENSDARG00000075536	ENSDART00000171748	Dr.5243.1.S1_at
ENSDARG00000075536	ENSDART00000103513	Dr.5243.1.S1_at
ENSDARG00000019791	ENSDART00000013409	Dr.23996.1.A1_at
ENSDARG00000019791	ENSDART00000190048	Dr.23996.1.A1_at
ENSDARG00000019791	ENSDART00000180004	Dr.23996.1.A1_at
ENSDARG00000062269	ENSDART00000182185	Dr.3363.1.A1_at
ENSDARG00000062269	ENSDART00000089853	Dr.3363.1.A1_at
ENSDARG00000041811	ENSDART00000148648	Dr.1334.1.S1_at
ENSDARG00000041811	ENSDART00000061274	Dr.1334.1.S1_at
ENSDARG00000015070	ENSDART00000025803	Dr.4879.1.S1_at
ENSDARG00000103479	ENSDART00000183181	Dr.15672.1.S1_at
ENSDARG00000103479	ENSDART00000186750	Dr.15672.1.S1_at
ENSDARG00000103479	ENSDART00000181271	Dr.15672.1.S1_at
ENSDARG00000103479	ENSDART00000183862	Dr.15672.1.S1_at
ENSDARG00000103479	ENSDART00000171014	Dr.15672.1.S1_at
ENSDARG00000103479	ENSDART00000168912	Dr.15672.1.S1_at
ENSDARG00000103479	ENSDART00000191485	Dr.15672.1.S1_at
ENSDARG00000041065	ENSDART00000152108	Dr.12378.1.S1_at
ENSDARG00000041065	ENSDART00000149816	Dr.12378.1.S1_at
ENSDARG00000041065	ENSDART00000060162	Dr.12378.1.S1_at
ENSDARG00000014137	ENSDART00000175502	Dr.6037.1.A1_at
ENSDARG00000014137	ENSDART00000159294	Dr.6037.1.A1_at
ENSDARG00000014137	ENSDART00000159475	Dr.6037.1.A1_at
ENSDARG00000089795	ENSDART00000124445	Dr.24069.1.A1_at
ENSDARG00000041887	ENSDART00000061378	Dr.5574.1.S1_at
ENSDARG00000041887	ENSDART00000126687	Dr.5574.1.S1_at
ENSDARG00000041887	ENSDART00000185237	Dr.5574.1.S1_at
ENSDARG00000056480	ENSDART00000182737	Dr.506.1.S1_at
ENSDARG00000056480	ENSDART00000078984	Dr.506.1.S1_at
ENSDARG00000017775	ENSDART00000123340	Dr.24685.1.S1_at
ENSDARG00000017775	ENSDART00000016417	Dr.24685.1.S1_at
ENSDARG00000017775	ENSDART00000130645	Dr.24685.1.S1_at
ENSDARG00000105098	ENSDART00000172051	Dr.6144.1.A1_at
ENSDARG00000016260	ENSDART00000143341	Dr.17084.2.S1_a_at
ENSDARG00000016260	ENSDART00000173609	Dr.17084.2.S1_a_at
ENSDARG00000016260	ENSDART00000027718	Dr.17084.2.S1_a_at
ENSDARG00000056292	ENSDART00000078763	Dr.558.1.S1_at
ENSDARG00000056292	ENSDART00000104327	Dr.558.1.S1_at
ENSDARG00000105088	ENSDART00000192971	Dr.8092.1.S1_at
ENSDARG00000105088	ENSDART00000171013	Dr.8092.1.S1_at
ENSDARG00000105088	ENSDART00000162133	Dr.8092.1.S1_at
ENSDARG00000105088	ENSDART00000185071	Dr.8092.1.S1_at
ENSDARG00000105088	ENSDART00000192444	Dr.8092.1.S1_at
ENSDARG00000105088	ENSDART00000165668	Dr.8092.1.S1_at
ENSDARG00000105088	ENSDART00000175825	Dr.8092.1.S1_at
ENSDARG00000021120	ENSDART00000025120	Dr.25587.1.A1_at
ENSDARG00000021120	ENSDART00000140005	Dr.25587.1.A1_at
ENSDARG00000095754	ENSDART00000148146	Dr.8791.1.A1_at
ENSDARG00000035333	ENSDART00000051198	Dr.23938.1.S1_at
ENSDARG00000069833	ENSDART00000138244	Dr.24194.1.S1_at
ENSDARG00000069833	ENSDART00000101953	Dr.24194.1.S1_at
ENSDARG00000069833	ENSDART00000183149	Dr.24194.1.S1_at
ENSDARG00000087375	ENSDART00000129312	Dr.7008.1.A1_at
ENSDARG00000057556	ENSDART00000187931	Dr.1351.1.S1_at
ENSDARG00000057556	ENSDART00000131366	Dr.1351.1.S1_at
ENSDARG00000057556	ENSDART00000145591	Dr.1351.1.S1_at
ENSDARG00000057556	ENSDART00000134746	Dr.1351.1.S1_at
ENSDARG00000057556	ENSDART00000132882	Dr.1351.1.S1_at
ENSDARG00000075299	ENSDART00000179683	Dr.16712.1.A1_at
ENSDARG00000075299	ENSDART00000169095	Dr.16712.1.A1_at
ENSDARG00000075299	ENSDART00000112130	Dr.16712.1.A1_at
ENSDARG00000052782	ENSDART00000102790	Dr.7438.1.A1_at
ENSDARG00000092074	ENSDART00000147584	Dr.18326.1.S1_at
ENSDARG00000105201	ENSDART00000160900	Dr.13475.1.A1_at
ENSDARG00000037071	ENSDART00000127198	Dr.8001.6.S1_a_at
ENSDARG00000016399	ENSDART00000022765	Dr.3368.1.S1_at
ENSDARG00000039969	ENSDART00000110195	Dr.118.1.S1_at
ENSDARG00000039969	ENSDART00000058472	Dr.118.1.S1_at
ENSDARG00000022438	ENSDART00000037914	Dr.7906.1.S1_at
ENSDARG00000040925	ENSDART00000059974	Dr.24894.1.S1_at
ENSDARG00000101199	ENSDART00000160729	Dr.5479.1.S1_at
ENSDARG00000101199	ENSDART00000159927	Dr.5479.1.S1_at
ENSDARG00000101199	ENSDART00000168759	Dr.5479.1.S1_at
ENSDARG00000005230	ENSDART00000149169	Dr.1209.1.S1_at
ENSDARG00000005230	ENSDART00000163921	Dr.1209.1.S1_at
ENSDARG00000005230	ENSDART00000148697	Dr.1209.1.S1_at
ENSDARG00000021184	ENSDART00000027364	Dr.21808.1.A1_at
ENSDARG00000021184	ENSDART00000027364	DrAffx.1.52.S1_at
ENSDARG00000070571	ENSDART00000087740	Dr.13144.1.A1_at
ENSDARG00000024815	ENSDART00000030420	Dr.1642.1.A1_at
ENSDARG00000024815	ENSDART00000160618	Dr.1642.1.A1_at
ENSDARG00000079105	ENSDART00000111240	Dr.9117.1.A1_at
ENSDARG00000079105	ENSDART00000111240	Dr.8047.1.S1_at
ENSDARG00000070461	ENSDART00000103434	Dr.5049.1.A1_at
ENSDARG00000070461	ENSDART00000155310	Dr.5049.1.A1_at
ENSDARG00000004937	ENSDART00000134320	Dr.4974.1.S1_at
ENSDARG00000004937	ENSDART00000101751	Dr.4974.1.S1_at
ENSDARG00000004937	ENSDART00000101751	Dr.25571.1.A1_at
ENSDARG00000070546	ENSDART00000103659	Dr.12386.1.S1_x_at
ENSDARG00000070546	ENSDART00000103659	Dr.12386.2.S1_a_at
ENSDARG00000091304	ENSDART00000124997	Dr.1607.1.S1_at
ENSDARG00000040463	ENSDART00000162015	Dr.12939.1.A1_at
ENSDARG00000071727	ENSDART00000106272	Dr.15108.1.S1_at
ENSDARG00000006332	ENSDART00000104725	Dr.25742.1.A1_at
ENSDARG00000006332	ENSDART00000142361	Dr.25742.1.A1_at
ENSDARG00000025808	ENSDART00000032552	Dr.12039.1.A1_at
ENSDARG00000030479	ENSDART00000156427	Dr.24802.2.A1_at
ENSDARG00000030479	ENSDART00000156335	Dr.24802.2.A1_at
ENSDARG00000030479	ENSDART00000153978	Dr.24802.2.A1_at
ENSDARG00000030479	ENSDART00000156047	Dr.24802.2.A1_at
ENSDARG00000002249	ENSDART00000144246	Dr.9661.1.A1_at
ENSDARG00000005221	ENSDART00000065356	Dr.19602.1.S1_at
ENSDARG00000008022	ENSDART00000185433	Dr.6662.1.S1_at
ENSDARG00000008022	ENSDART00000023568	Dr.6662.1.S1_at
ENSDARG00000094312	ENSDART00000133921	Dr.1884.1.S1_at
ENSDARG00000094312	ENSDART00000180916	Dr.1884.1.S1_at
ENSDARG00000061208	ENSDART00000087047	Dr.4231.1.A1_at
ENSDARG00000061208	ENSDART00000087047	Dr.23187.1.S1_at
ENSDARG00000093007	ENSDART00000066987	Dr.15757.1.A1_at
ENSDARG00000000651	ENSDART00000000693	Dr.16147.1.S1_at
ENSDARG00000000651	ENSDART00000000693	Dr.16147.2.A1_at
ENSDARG00000061177	ENSDART00000086946	Dr.23536.1.A1_at
ENSDARG00000028507	ENSDART00000029308	Dr.4920.1.A1_at
ENSDARG00000028507	ENSDART00000029308	Dr.4920.2.S1_at
ENSDARG00000028507	ENSDART00000029308	Dr.2232.1.S1_at
ENSDARG00000028507	ENSDART00000029308	Dr.14191.1.A1_at
ENSDARG00000038608	ENSDART00000140633	Dr.1362.1.S1_at
ENSDARG00000038608	ENSDART00000140718	Dr.1362.1.S1_at
ENSDARG00000038608	ENSDART00000145728	Dr.1362.1.S1_at
ENSDARG00000002791	ENSDART00000132968	Dr.888.1.S1_at
ENSDARG00000002791	ENSDART00000081047	Dr.888.1.S1_at
ENSDARG00000025043	ENSDART00000049099	Dr.5406.1.A1_at
ENSDARG00000086553	ENSDART00000134052	Dr.21089.1.S1_at
ENSDARG00000005840	ENSDART00000007767	Dr.6747.1.S1_at
ENSDARG00000005840	ENSDART00000174176	Dr.6747.1.S1_at
ENSDARG00000019492	ENSDART00000020942	Dr.4961.1.A1_at
ENSDARG00000019492	ENSDART00000020942	Dr.4961.2.S1_at
ENSDARG00000045801	ENSDART00000067322	Dr.21809.1.S1_at
ENSDARG00000076790	ENSDART00000146188	Dr.25729.1.S1_at
ENSDARG00000076790	ENSDART00000114568	Dr.25729.1.S1_at
ENSDARG00000099365	ENSDART00000170980	Dr.8101.1.S1_a_at
ENSDARG00000100508	ENSDART00000169757	Dr.7295.1.A1_at
ENSDARG00000100508	ENSDART00000185232	Dr.7295.1.A1_at
ENSDARG00000044809	ENSDART00000141607	Dr.18562.1.A1_at
ENSDARG00000044809	ENSDART00000141607	Dr.18562.1.A1_x_at
ENSDARG00000044809	ENSDART00000141607	Dr.18562.1.A1_a_at
ENSDARG00000044809	ENSDART00000065858	Dr.18562.1.A1_at
ENSDARG00000044809	ENSDART00000065858	Dr.18562.1.A1_x_at
ENSDARG00000044809	ENSDART00000065858	Dr.18562.1.A1_a_at
ENSDARG00000091609	ENSDART00000126020	Dr.25253.1.A1_at
ENSDARG00000104307	ENSDART00000167757	Dr.8185.2.S1_a_at
ENSDARG00000104307	ENSDART00000163546	Dr.8185.2.S1_a_at
ENSDARG00000015292	ENSDART00000005893	Dr.17837.1.S1_at
ENSDARG00000002467	ENSDART00000025330	Dr.23169.1.A1_at
ENSDARG00000032098	ENSDART00000048823	Dr.25207.1.A1_at
ENSDARG00000018006	ENSDART00000152111	Dr.2062.1.S1_at
ENSDARG00000018006	ENSDART00000045991	Dr.2062.1.S1_at
ENSDARG00000011537	ENSDART00000167385	Dr.11419.1.A1_at
ENSDARG00000011537	ENSDART00000014649	Dr.11419.1.A1_at
ENSDARG00000031387	ENSDART00000042194	Dr.10520.1.S1_at
ENSDARG00000062472	ENSDART00000090371	Dr.16431.1.S1_at
ENSDARG00000062472	ENSDART00000090371	Dr.8569.1.A1_at
ENSDARG00000063451	ENSDART00000148553	Dr.14808.1.S1_at
ENSDARG00000035507	ENSDART00000192563	Dr.3281.1.A1_at
ENSDARG00000035507	ENSDART00000192563	Dr.7284.1.A1_at
ENSDARG00000035507	ENSDART00000148314	Dr.3281.1.A1_at
ENSDARG00000035507	ENSDART00000148314	Dr.7284.1.A1_at
ENSDARG00000035507	ENSDART00000143183	Dr.7284.1.A1_at
ENSDARG00000053884	ENSDART00000190836	Dr.13644.1.S1_at
ENSDARG00000053884	ENSDART00000190836	Dr.16493.1.A1_at
ENSDARG00000053884	ENSDART00000190836	Dr.13644.2.S1_at
ENSDARG00000053884	ENSDART00000088852	Dr.13644.1.S1_at
ENSDARG00000053884	ENSDART00000088852	Dr.16493.1.A1_at
ENSDARG00000053884	ENSDART00000088852	Dr.13644.2.S1_at
ENSDARG00000053884	ENSDART00000134491	Dr.13644.1.S1_at
ENSDARG00000053884	ENSDART00000134491	Dr.16493.1.A1_at
ENSDARG00000053884	ENSDART00000134491	Dr.13644.2.S1_at
ENSDARG00000028066	ENSDART00000031937	Dr.16422.1.S1_at
ENSDARG00000101009	ENSDART00000183618	Dr.6570.1.S1_at
ENSDARG00000101009	ENSDART00000167001	Dr.6570.1.S1_at
ENSDARG00000101009	ENSDART00000167001	Dr.6570.1.S2_at
ENSDARG00000101009	ENSDART00000171675	Dr.6570.1.S1_at
ENSDARG00000101009	ENSDART00000171675	Dr.6570.1.S2_at
ENSDARG00000023645	ENSDART00000188584	Dr.2828.1.A1_at
ENSDARG00000023645	ENSDART00000188584	Dr.2828.2.A1_at
ENSDARG00000023645	ENSDART00000183838	Dr.17081.1.S1_at
ENSDARG00000023645	ENSDART00000004797	Dr.2828.1.A1_at
ENSDARG00000023645	ENSDART00000004797	Dr.2828.2.A1_at
ENSDARG00000026871	ENSDART00000036797	Dr.8724.1.S1_at
ENSDARG00000056680	ENSDART00000079215	Dr.23461.1.A1_at
ENSDARG00000056680	ENSDART00000079215	Dr.26379.1.A1_at
ENSDARG00000035427	ENSDART00000051344	Dr.17081.1.S1_at
ENSDARG00000035427	ENSDART00000138116	Dr.17081.1.S1_at
ENSDARG00000039501	ENSDART00000073663	Dr.11419.1.A1_at
ENSDARG00000030156	ENSDART00000048046	Dr.13126.1.S1_at
ENSDARG00000031420	ENSDART00000031499	Dr.8214.1.S1_at
ENSDARG00000031420	ENSDART00000031499	Dr.8214.2.S1_a_at
ENSDARG00000061864	ENSDART00000178840	Dr.204.1.A1_at
ENSDARG00000061864	ENSDART00000153050	Dr.204.1.A1_at
ENSDARG00000061864	ENSDART00000153055	Dr.204.1.A1_at
ENSDARG00000040465	ENSDART00000167074	Dr.16998.1.A1_at
ENSDARG00000040465	ENSDART00000059230	Dr.16998.1.A1_at
ENSDARG00000009657	ENSDART00000021139	Dr.24029.1.S1_at
ENSDARG00000103130	ENSDART00000019785	Dr.13608.1.A1_at
ENSDARG00000103130	ENSDART00000170965	Dr.13608.1.A1_at
ENSDARG00000041203	ENSDART00000152210	Dr.719.1.S1_at
ENSDARG00000041203	ENSDART00000060399	Dr.719.1.S1_at
ENSDARG00000009885	ENSDART00000132083	Dr.13608.1.A1_at
ENSDARG00000074552	ENSDART00000111374	Dr.7783.1.S1_at
ENSDARG00000074552	ENSDART00000158599	Dr.7783.1.S1_at
ENSDARG00000022045	ENSDART00000154778	Dr.12742.1.A1_at
ENSDARG00000044956	ENSDART00000066086	Dr.4410.1.A1_a_at
ENSDARG00000044956	ENSDART00000066086	Dr.4410.3.A1_x_at
ENSDARG00000044956	ENSDART00000066086	Dr.4410.1.A1_x_at
ENSDARG00000044956	ENSDART00000066086	Dr.4410.2.A1_x_at
ENSDARG00000044956	ENSDART00000134938	Dr.4410.1.A1_a_at
ENSDARG00000044956	ENSDART00000134938	Dr.4410.3.A1_x_at
ENSDARG00000044956	ENSDART00000134938	Dr.4410.1.A1_x_at
ENSDARG00000044956	ENSDART00000134938	Dr.4410.2.A1_x_at
ENSDARG00000058597	ENSDART00000187916	Dr.4794.1.A1_at
ENSDARG00000058597	ENSDART00000187916	Dr.4794.2.S1_at
ENSDARG00000058597	ENSDART00000149260	Dr.4794.1.A1_at
ENSDARG00000058597	ENSDART00000149260	Dr.4794.2.S1_at
ENSDARG00000058597	ENSDART00000148992	Dr.4794.1.A1_at
ENSDARG00000058597	ENSDART00000148992	Dr.4794.2.S1_at
ENSDARG00000058597	ENSDART00000149030	Dr.4794.1.A1_at
ENSDARG00000058597	ENSDART00000149030	Dr.4794.2.S1_at
ENSDARG00000011196	ENSDART00000016096	Dr.9382.1.S1_at
ENSDARG00000028259	ENSDART00000182369	Dr.5533.1.S1_at
ENSDARG00000028259	ENSDART00000192324	Dr.5533.1.S1_at
ENSDARG00000028259	ENSDART00000191464	Dr.5533.1.S1_at
ENSDARG00000028259	ENSDART00000031625	Dr.5533.1.S1_at
ENSDARG00000014806	ENSDART00000133998	Dr.12800.1.S1_at
ENSDARG00000007671	ENSDART00000163003	Dr.17742.1.A1_at
ENSDARG00000007671	ENSDART00000135940	Dr.15320.1.S1_at
ENSDARG00000007671	ENSDART00000135940	Dr.17742.1.A1_at
ENSDARG00000008788	ENSDART00000017902	Dr.9852.1.A1_at
ENSDARG00000088699	ENSDART00000122108	Dr.25999.1.A1_at
ENSDARG00000051851	ENSDART00000073555	Dr.17752.1.A1_at
ENSDARG00000051851	ENSDART00000132852	Dr.17752.1.A1_at
ENSDARG00000039215	ENSDART00000137773	Dr.4114.1.S1_at
ENSDARG00000039215	ENSDART00000137773	Dr.26320.1.A1_at
ENSDARG00000039215	ENSDART00000057291	Dr.4114.1.S1_at
ENSDARG00000039215	ENSDART00000057291	Dr.26320.1.A1_at
ENSDARG00000039215	ENSDART00000176011	Dr.4114.1.S1_at
ENSDARG00000039215	ENSDART00000176011	Dr.26320.1.A1_at
ENSDARG00000029439	ENSDART00000042040	Dr.6801.1.S1_at
ENSDARG00000071398	ENSDART00000141852	Dr.23624.1.S1_at
ENSDARG00000077943	ENSDART00000165060	Dr.17427.1.A1_at
ENSDARG00000069673	ENSDART00000154008	Dr.20227.1.A1_at
ENSDARG00000069673	ENSDART00000154008	Dr.20227.1.A1_a_at
ENSDARG00000069673	ENSDART00000189747	Dr.20227.1.A1_at
ENSDARG00000069673	ENSDART00000189747	Dr.20227.1.A1_a_at
ENSDARG00000010266	ENSDART00000010140	Dr.8280.1.S1_at
ENSDARG00000010266	ENSDART00000010140	Dr.8280.1.S2_at
ENSDARG00000010266	ENSDART00000010140	Dr.25324.1.A1_at
ENSDARG00000010266	ENSDART00000163026	Dr.8280.1.S1_at
ENSDARG00000010266	ENSDART00000163026	Dr.8280.1.S2_at
ENSDARG00000010266	ENSDART00000163026	Dr.25324.1.A1_at
ENSDARG00000003217	ENSDART00000176800	Dr.21405.1.A1_at
ENSDARG00000003217	ENSDART00000138747	Dr.21405.1.A1_at
ENSDARG00000003217	ENSDART00000146524	Dr.21405.1.A1_at
ENSDARG00000103807	ENSDART00000162238	Dr.17718.1.A1_at
ENSDARG00000037695	ENSDART00000189869	Dr.19866.1.S1_at
ENSDARG00000030832	ENSDART00000136255	Dr.22365.1.A1_at
ENSDARG00000091043	ENSDART00000081870	Dr.19866.1.S1_at
ENSDARG00000061221	ENSDART00000154482	Dr.25583.1.A1_at
ENSDARG00000061221	ENSDART00000048991	Dr.25583.1.A1_at
ENSDARG00000046132	ENSDART00000067822	Dr.24464.1.A1_at
ENSDARG00000046132	ENSDART00000067822	Dr.4843.1.S1_at
ENSDARG00000068406	ENSDART00000132230	Dr.10674.1.S1_at
ENSDARG00000026448	ENSDART00000139263	Dr.18298.1.S1_at
ENSDARG00000026448	ENSDART00000033904	Dr.18298.1.S1_at
ENSDARG00000071725	ENSDART00000163506	Dr.5429.2.S1_at
ENSDARG00000052677	ENSDART00000132705	Dr.15532.1.A1_at
ENSDARG00000003032	ENSDART00000011878	Dr.11824.1.S1_at
ENSDARG00000019763	ENSDART00000142752	Dr.1508.1.S1_at
ENSDARG00000019763	ENSDART00000140021	Dr.1508.1.S1_at
ENSDARG00000019763	ENSDART00000135810	Dr.1508.1.S1_at
ENSDARG00000019763	ENSDART00000139161	Dr.1508.1.S1_at
ENSDARG00000019763	ENSDART00000004716	Dr.1508.1.S1_at
ENSDARG00000019763	ENSDART00000132412	Dr.1508.1.S1_at
ENSDARG00000092478	ENSDART00000137693	Dr.14793.1.S1_at
ENSDARG00000007691	ENSDART00000134947	Dr.7761.1.A1_at
ENSDARG00000007691	ENSDART00000024691	Dr.7761.1.A1_at
ENSDARG00000007691	ENSDART00000122757	Dr.7761.1.A1_at
ENSDARG00000012199	ENSDART00000115090	Dr.16000.1.S1_at
ENSDARG00000012199	ENSDART00000115090	Dr.12209.1.S1_at
ENSDARG00000014577	ENSDART00000010046	Dr.2360.1.S1_at
ENSDARG00000014577	ENSDART00000174005	Dr.2360.1.S1_at
ENSDARG00000103644	ENSDART00000165557	Dr.14022.1.A1_at
ENSDARG00000103644	ENSDART00000168563	Dr.14022.1.A1_at
ENSDARG00000099885	ENSDART00000168075	Dr.14732.1.A1_at
ENSDARG00000036494	ENSDART00000134661	Dr.20454.1.A1_at
ENSDARG00000101584	ENSDART00000161442	Dr.21907.1.A1_at
ENSDARG00000101584	ENSDART00000161442	Dr.4299.1.S1_at
ENSDARG00000101584	ENSDART00000161442	Dr.21907.1.A1_s_at
ENSDARG00000039424	ENSDART00000057601	Dr.14007.1.S1_at
ENSDARG00000039424	ENSDART00000152745	Dr.14007.1.S1_at
ENSDARG00000055543	ENSDART00000125536	Dr.2615.1.S1_at
ENSDARG00000071555	ENSDART00000123487	Dr.16544.1.S1_at
ENSDARG00000071555	ENSDART00000122722	Dr.16544.1.S1_at
ENSDARG00000011740	ENSDART00000023571	Dr.25310.1.A1_at
ENSDARG00000011740	ENSDART00000023571	Dr.6827.1.A1_at
ENSDARG00000011740	ENSDART00000171795	Dr.25310.1.A1_at
ENSDARG00000011740	ENSDART00000171795	Dr.6827.1.A1_at
ENSDARG00000011740	ENSDART00000151684	Dr.6827.1.A1_at
ENSDARG00000020573	ENSDART00000006867	Dr.8412.1.A1_at
ENSDARG00000020573	ENSDART00000006867	Dr.25544.1.S1_at
ENSDARG00000020573	ENSDART00000006867	Dr.13657.1.A1_at
ENSDARG00000028119	ENSDART00000141017	Dr.1291.1.S1_at
ENSDARG00000028119	ENSDART00000143730	Dr.1291.1.S1_at
ENSDARG00000028119	ENSDART00000035905	Dr.1291.1.S1_at
ENSDARG00000028119	ENSDART00000144524	Dr.1291.1.S1_at
ENSDARG00000011876	ENSDART00000010632	Dr.12576.1.S1_at
ENSDARG00000011876	ENSDART00000187475	Dr.12576.1.S1_at
ENSDARG00000011876	ENSDART00000190784	Dr.12576.1.S1_at
ENSDARG00000011876	ENSDART00000192274	Dr.12576.1.S1_at
ENSDARG00000011876	ENSDART00000186772	Dr.12576.1.S1_at
ENSDARG00000101992	ENSDART00000184697	Dr.4533.1.A1_at
ENSDARG00000033707	ENSDART00000181269	Dr.12015.1.S1_at
ENSDARG00000033707	ENSDART00000042060	Dr.12015.1.S1_at
ENSDARG00000024488	ENSDART00000158227	Dr.4412.19.S1_s_at
ENSDARG00000024488	ENSDART00000158227	Dr.5418.1.S1_at
ENSDARG00000024488	ENSDART00000158227	Dr.5418.2.S1_at
ENSDARG00000024488	ENSDART00000106152	Dr.5418.1.S1_at
ENSDARG00000060350	ENSDART00000132856	Dr.16052.1.S1_at
ENSDARG00000060350	ENSDART00000137272	Dr.16052.1.S1_at
ENSDARG00000060350	ENSDART00000138952	Dr.16052.1.S1_at
ENSDARG00000060350	ENSDART00000143468	Dr.16052.1.S1_at
ENSDARG00000030166	ENSDART00000044089	Dr.13140.1.A1_at
ENSDARG00000030166	ENSDART00000158333	Dr.13140.1.A1_at
ENSDARG00000045525	ENSDART00000122881	Dr.25431.1.S1_at
ENSDARG00000045525	ENSDART00000122881	Dr.3108.1.A1_at
ENSDARG00000062420	ENSDART00000138233	Dr.15268.1.A1_at
ENSDARG00000062420	ENSDART00000090237	Dr.15268.1.A1_at
ENSDARG00000102615	ENSDART00000161988	Dr.3341.1.A1_at
ENSDARG00000013057	ENSDART00000025449	Dr.5572.1.S1_at
ENSDARG00000077946	ENSDART00000112637	Dr.11224.1.A1_at
ENSDARG00000022974	ENSDART00000135917	Dr.174.1.A1_at
ENSDARG00000022974	ENSDART00000135917	Dr.14419.1.S1_at
ENSDARG00000022974	ENSDART00000033294	Dr.174.1.A1_at
ENSDARG00000022974	ENSDART00000033294	Dr.14419.1.S1_at
ENSDARG00000022974	ENSDART00000033294	Dr.174.2.S1_at
ENSDARG00000022974	ENSDART00000139545	Dr.174.2.S1_at
ENSDARG00000005049	ENSDART00000144673	Dr.9501.1.S1_at
ENSDARG00000005049	ENSDART00000138527	Dr.9501.1.S1_at
ENSDARG00000032765	ENSDART00000002682	Dr.23465.1.S1_at
ENSDARG00000032765	ENSDART00000049066	Dr.23465.1.S1_at
ENSDARG00000055798	ENSDART00000078197	Dr.26441.1.S1_at
ENSDARG00000060280	ENSDART00000111973	Dr.20838.1.A1_at
ENSDARG00000060280	ENSDART00000084771	Dr.20838.1.A1_at
ENSDARG00000060280	ENSDART00000159090	Dr.20838.1.A1_at
ENSDARG00000057571	ENSDART00000191682	Dr.26517.1.S1_at
ENSDARG00000057571	ENSDART00000080269	Dr.26517.1.S1_at
ENSDARG00000042510	ENSDART00000062338	Dr.16494.1.A1_at
ENSDARG00000068713	ENSDART00000099483	Dr.21916.1.S1_at
ENSDARG00000068713	ENSDART00000134657	Dr.21916.1.S1_at
ENSDARG00000028542	ENSDART00000029719	Dr.4758.1.A1_at
ENSDARG00000028542	ENSDART00000142517	Dr.4758.1.A1_at
ENSDARG00000028542	ENSDART00000144295	Dr.4758.1.A1_at
ENSDARG00000015076	ENSDART00000126904	Dr.10459.1.S1_at
ENSDARG00000015076	ENSDART00000007262	Dr.10459.1.S1_at
ENSDARG00000029443	ENSDART00000045109	Dr.17731.1.A1_at
ENSDARG00000029443	ENSDART00000045109	Dr.17731.2.S1_at
