Gene stable ID	Transcript stable ID	AFFY HuGeneFL probe
ENSG00000125510	ENST00000336866	U30185_at
ENSG00000125510	ENST00000355631	U30185_at
ENSG00000125510	ENST00000349451	U30185_at
ENSG00000125510	ENST00000672146	U30185_at
ENSG00000157869	ENST00000511649	X94703_at
ENSG00000157869	ENST00000508274	X94703_at
ENSG00000157869	ENST00000330852	X94703_at
ENSG00000157869	ENST00000288723	X94703_at
ENSG00000157869	ENST00000504644	X94703_at
ENSG00000157869	ENST00000338176	X94703_at
ENSG00000157869	ENST00000630951	X94703_at
ENSG00000124570	ENST00000643314	S69272_s_at
ENSG00000124570	ENST00000380524	S69272_s_at
ENSG00000124570	ENST00000380529	S69272_s_at
ENSG00000124570	ENST00000380539	S69272_s_at
ENSG00000124570	ENST00000380546	S69272_s_at
ENSG00000124570	ENST00000643098	S69272_s_at
ENSG00000124570	ENST00000646722	S69272_s_at
ENSG00000124570	ENST00000649845	S69272_s_at
ENSG00000124570	ENST00000644178	S69272_s_at
ENSG00000124570	ENST00000647157	S69272_s_at
ENSG00000124570	ENST00000612421	S69272_s_at
ENSG00000124570	ENST00000644697	S69272_s_at
ENSG00000124570	ENST00000616722	S69272_s_at
ENSG00000124570	ENST00000642543	S69272_s_at
ENSG00000124570	ENST00000644388	S69272_s_at
ENSG00000124570	ENST00000380520	S69272_s_at
ENSG00000124570	ENST00000645580	S69272_s_at
ENSG00000124570	ENST00000644693	S69272_s_at
ENSG00000124570	ENST00000644828	S69272_s_at
ENSG00000102172	ENST00000404933	Z49099_at
ENSG00000102172	ENST00000379404	Z49099_at
ENSG00000196132	ENST00000328439	M96980_at
ENSG00000196132	ENST00000650655	M96980_at
ENSG00000196132	ENST00000536311	M96980_at
ENSG00000134996	ENST00000346234	U63717_at
ENSG00000102174	ENST00000379374	U82970_at
ENSG00000099139	ENST00000674117	U49114_at
ENSG00000099139	ENST00000376752	U49114_at
ENSG00000099139	ENST00000424854	U49114_at
ENSG00000099139	ENST00000455778	U49114_at
ENSG00000099139	ENST00000545128	U49114_at
ENSG00000123131	ENST00000379349	U25182_at
ENSG00000123131	ENST00000379341	U25182_at
ENSG00000123131	ENST00000495599	U25182_at
ENSG00000123131	ENST00000439422	U25182_at
ENSG00000234618	ENST00000418207	M14199_s_at
ENSG00000187210	ENST00000488136	L41390_at
ENSG00000187210	ENST00000480311	L41390_at
ENSG00000187210	ENST00000376730	L41390_at
ENSG00000187210	ENST00000376730	M97347_s_at
ENSG00000187210	ENST00000444201	L41390_at
ENSG00000187210	ENST00000444201	M97347_s_at
ENSG00000187210	ENST00000442371	L41390_at
ENSG00000187210	ENST00000442371	M97347_s_at
ENSG00000106772	ENST00000376717	AB002365_at
ENSG00000106772	ENST00000466266	AB002365_at
ENSG00000106772	ENST00000376718	AB002365_at
ENSG00000106772	ENST00000443509	AB002365_at
ENSG00000106772	ENST00000428286	AB002365_at
ENSG00000106772	ENST00000223609	AB002365_at
ENSG00000106399	ENST00000223129	L07493_at
ENSG00000106399	ENST00000406109	L07493_at
ENSG00000106399	ENST00000396682	L07493_at
ENSG00000106399	ENST00000483031	L07493_at
ENSG00000124588	ENST00000380455	J02888_at
ENSG00000124588	ENST00000338130	J02888_at
ENSG00000124588	ENST00000380441	J02888_at
ENSG00000124588	ENST00000380454	J02888_at
ENSG00000124588	ENST00000380430	J02888_at
ENSG00000130066	ENST00000379254	U40369_rna1_at
ENSG00000130066	ENST00000379270	U40369_rna1_at
ENSG00000130066	ENST00000489394	U40369_rna1_at
ENSG00000130066	ENST00000463236	U40369_rna1_at
ENSG00000130066	ENST00000474223	U40369_rna1_at
ENSG00000130066	ENST00000462639	U40369_rna1_at
ENSG00000092009	ENST00000250378	M64269_s_at
ENSG00000092009	ENST00000206446	M64269_s_at
ENSG00000100448	ENST00000216336	J04990_at
ENSG00000100448	ENST00000552252	J04990_at
ENSG00000100450	ENST00000216338	M36118_s_at
ENSG00000100453	ENST00000216341	M28879_at
ENSG00000100453	ENST00000415355	M28879_at
ENSG00000100453	ENST00000616551	M28879_at
ENSG00000100453	ENST00000382540	M28879_at
ENSG00000100453	ENST00000382542	M28879_at
ENSG00000100453	ENST00000532263	M28879_at
ENSG00000100453	ENST00000554242	M28879_at
ENSG00000100453	ENST00000530830	M28879_at
ENSG00000137275	ENST00000678874	U50062_at
ENSG00000137275	ENST00000380409	U50062_at
ENSG00000137275	ENST00000677799	U50062_at
ENSG00000137275	ENST00000676758	U50062_at
ENSG00000137275	ENST00000679118	U50062_at
ENSG00000137275	ENST00000676591	U50062_at
ENSG00000137275	ENST00000259808	U50062_at
ENSG00000137275	ENST00000677361	U50062_at
ENSG00000137275	ENST00000676965	U50062_at
ENSG00000137275	ENST00000679335	U50062_at
ENSG00000238103	ENST00000330965	U09953_at
ENSG00000003147	ENST00000402384	U26591_at
ENSG00000003147	ENST00000650486	U26591_at
ENSG00000003147	ENST00000265577	U26591_at
ENSG00000003147	ENST00000396675	U26591_at
ENSG00000003147	ENST00000455539	U26591_at
ENSG00000003147	ENST00000339809	U26591_at
ENSG00000003147	ENST00000422063	U26591_at
ENSG00000003147	ENST00000406470	U26591_at
ENSG00000130741	ENST00000253039	L19161_at
ENSG00000130741	ENST00000460032	L19161_at
ENSG00000137274	ENST00000434640	X81372_at
ENSG00000137274	ENST00000424847	X81372_at
ENSG00000137274	ENST00000430655	X81372_at
ENSG00000137274	ENST00000433912	X81372_at
ENSG00000137274	ENST00000380379	X81372_at
ENSG00000137274	ENST00000490918	X81372_at
ENSG00000137274	ENST00000380375	X81372_at
ENSG00000137274	ENST00000488487	X81372_at
ENSG00000137274	ENST00000423798	X81372_at
ENSG00000137274	ENST00000464040	X81372_at
ENSG00000005889	ENST00000539115	X59739_at
ENSG00000005889	ENST00000379188	X59739_at
ENSG00000005889	ENST00000379177	X59739_at
ENSG00000005889	ENST00000304543	X59739_at
ENSG00000257179	ENST00000551091	X13546_rna1_at
ENSG00000139910	ENST00000483536	U04840_at
ENSG00000139910	ENST00000465357	U04840_at
ENSG00000139910	ENST00000539517	U04840_at
ENSG00000225071	ENST00000419089	X69654_at
ENSG00000067992	ENST00000379162	L42452_at
ENSG00000067992	ENST00000648777	L42452_at
ENSG00000101868	ENST00000672178	X06745_at
ENSG00000101868	ENST00000379068	X06745_at
ENSG00000101868	ENST00000379059	X06745_at
ENSG00000101868	ENST00000611764	X06745_at
ENSG00000101868	ENST00000679301	X06745_at
ENSG00000285880	ENST00000647937	M29932_s_at
ENSG00000188778	ENST00000345060	X70811_at
ENSG00000188778	ENST00000345060	M29932_s_at
ENSG00000188778	ENST00000520341	M29932_s_at
ENSG00000189043	ENST00000339600	U94586_at
ENSG00000189043	ENST00000482299	U94586_at
ENSG00000189043	ENST00000470761	U94586_at
ENSG00000197358	ENST00000550043	U15174_at
ENSG00000197358	ENST00000547295	U15174_at
ENSG00000176165	ENST00000313071	X74142_at
ENSG00000232472	ENST00000447718	X60489_at
ENSG00000228519	ENST00000496795	D38076_at
ENSG00000156052	ENST00000286548	U43083_at
ENSG00000156052	ENST00000286548	U40038_at
ENSG00000147465	ENST00000276449	U17280_at
ENSG00000147465	ENST00000520114	U17280_at
ENSG00000147465	ENST00000522050	U17280_at
ENSG00000184304	ENST00000331968	X75756_at
ENSG00000184304	ENST00000651571	X75756_at
ENSG00000184304	ENST00000415220	X75756_at
ENSG00000184304	ENST00000651616	X75756_at
ENSG00000184304	ENST00000616995	X75756_at
ENSG00000112739	ENST00000480058	U48736_at
ENSG00000112739	ENST00000337659	U48736_at
ENSG00000112739	ENST00000481109	U48736_at
ENSG00000112739	ENST00000463634	U48736_at
ENSG00000112739	ENST00000494674	U48736_at
ENSG00000175324	ENST00000311351	AF000177_at
ENSG00000175324	ENST00000520755	AF000177_at
ENSG00000175324	ENST00000522515	AF000177_at
ENSG00000175324	ENST00000520286	AF000177_at
ENSG00000175324	ENST00000523511	AF000177_at
ENSG00000214107	ENST00000378981	X82539_at
ENSG00000214107	ENST00000397548	X82539_at
ENSG00000214107	ENST00000397550	X82539_at
ENSG00000169297	ENST00000378970	U31929_s_at
ENSG00000169297	ENST00000378970	S74720_at
ENSG00000198814	ENST00000378943	X78711_at
ENSG00000198814	ENST00000378943	X69886_s_at
ENSG00000198814	ENST00000378943	X68285_s_at
ENSG00000198814	ENST00000378943	L13943_at
ENSG00000198814	ENST00000378946	X69886_s_at
ENSG00000198814	ENST00000378946	X68285_s_at
ENSG00000198814	ENST00000378946	L13943_at
ENSG00000198814	ENST00000427190	X69886_s_at
ENSG00000198814	ENST00000427190	X68285_s_at
ENSG00000198814	ENST00000427190	L13943_at
ENSG00000198814	ENST00000378945	X69886_s_at
ENSG00000198814	ENST00000378945	X68285_s_at
ENSG00000198814	ENST00000378945	L13943_at
ENSG00000198814	ENST00000481024	X69886_s_at
ENSG00000198814	ENST00000481024	X68285_s_at
ENSG00000198814	ENST00000481024	L13943_at
ENSG00000198814	ENST00000479048	X69886_s_at
ENSG00000198814	ENST00000479048	X68285_s_at
ENSG00000198814	ENST00000479048	L13943_at
ENSG00000103249	ENST00000563642	Z67743_at
ENSG00000103249	ENST00000382745	Z67743_at
ENSG00000103249	ENST00000565092	Z67743_at
ENSG00000103249	ENST00000262318	Z67743_at
ENSG00000103249	ENST00000567836	Z67743_at
ENSG00000103249	ENST00000567789	Z67743_at
ENSG00000103249	ENST00000448525	Z67743_at
ENSG00000109743	ENST00000265016	D21878_at
ENSG00000109743	ENST00000382346	D21878_at
ENSG00000004468	ENST00000502843	D84276_at
ENSG00000004468	ENST00000226279	D84276_at
ENSG00000137440	ENST00000382333	M60047_at
ENSG00000122644	ENST00000396662	U73960_at
ENSG00000122644	ENST00000356797	U73960_at
ENSG00000122644	ENST00000396664	U73960_at
ENSG00000122644	ENST00000439721	U73960_at
ENSG00000122644	ENST00000404894	U73960_at
ENSG00000122644	ENST00000651779	U73960_at
ENSG00000122644	ENST00000396663	U73960_at
ENSG00000106829	ENST00000376552	M99439_at
ENSG00000106829	ENST00000470872	M99439_at
ENSG00000106829	ENST00000376537	M99439_at
ENSG00000106829	ENST00000462803	M99439_at
ENSG00000106829	ENST00000265284	M99439_at
ENSG00000106829	ENST00000376544	M99439_at
ENSG00000198947	ENST00000378723	M18533_at
ENSG00000198947	ENST00000358062	M18533_at
ENSG00000198947	ENST00000378677	M18533_at
ENSG00000198947	ENST00000378677	S81419_at
ENSG00000198947	ENST00000357033	M18533_at
ENSG00000198947	ENST00000474231	L35854_at
ENSG00000198947	ENST00000472266	S81419_at
ENSG00000198947	ENST00000378707	M18533_at
ENSG00000198947	ENST00000378707	L35854_at
ENSG00000198947	ENST00000343523	M18533_at
ENSG00000198947	ENST00000541735	M18533_at
ENSG00000198947	ENST00000541735	L35854_at
ENSG00000198947	ENST00000359836	M18533_at
ENSG00000198947	ENST00000359836	L35854_at
ENSG00000198947	ENST00000619831	M18533_at
ENSG00000198947	ENST00000619831	S81419_at
ENSG00000198947	ENST00000620040	M18533_at
ENSG00000006468	ENST00000430479	U17163_at
ENSG00000006468	ENST00000405192	U17163_at
ENSG00000006468	ENST00000405358	U17163_at
ENSG00000006468	ENST00000403527	U17163_at
ENSG00000006468	ENST00000405218	U17163_at
ENSG00000006468	ENST00000443137	U17163_at
ENSG00000006468	ENST00000403685	U17163_at
ENSG00000006468	ENST00000420159	U17163_at
ENSG00000006468	ENST00000242066	U17163_at
ENSG00000006468	ENST00000399357	U17163_at
ENSG00000136750	ENST00000376261	M81882_at
ENSG00000136750	ENST00000376261	M74826_at
ENSG00000136750	ENST00000259271	M74826_at
ENSG00000136750	ENST00000648567	M74826_at
ENSG00000196792	ENST00000355683	U17989_at
ENSG00000196792	ENST00000357479	U17989_at
ENSG00000196781	ENST00000376499	M99435_at
ENSG00000218574	ENST00000404243	X04347_s_at
ENSG00000124491	ENST00000264870	M14539_at
ENSG00000077782	ENST00000649678	X66945_at
ENSG00000077782	ENST00000425967	X66945_at
ENSG00000077782	ENST00000397091	X66945_at
ENSG00000077782	ENST00000341462	X66945_at
ENSG00000077782	ENST00000619564	X66945_at
ENSG00000077782	ENST00000447712	X66945_at
ENSG00000077782	ENST00000532791	X66945_at
ENSG00000077782	ENST00000674380	X66945_at
ENSG00000077782	ENST00000397113	X66945_at
ENSG00000077782	ENST00000356207	X66945_at
ENSG00000077782	ENST00000335922	X66945_at
ENSG00000077782	ENST00000326324	X66945_at
ENSG00000077782	ENST00000526570	X66945_at
ENSG00000077782	ENST00000674474	X66945_at
ENSG00000077782	ENST00000397103	X66945_at
ENSG00000077782	ENST00000531196	X66945_at
ENSG00000124782	ENST00000379938	U26914_at
ENSG00000124782	ENST00000334984	U26914_at
ENSG00000124782	ENST00000349384	U26914_at
ENSG00000124782	ENST00000611109	U26914_at
ENSG00000103024	ENST00000219302	U29656_at
ENSG00000103024	ENST00000564628	U29656_at
ENSG00000103024	ENST00000561637	U29656_at
ENSG00000103024	ENST00000567271	U29656_at
ENSG00000103024	ENST00000568561	U29656_at
ENSG00000103024	ENST00000563498	U29656_at
ENSG00000103024	ENST00000566600	U29656_at
ENSG00000103024	ENST00000563367	U29656_at
ENSG00000103024	ENST00000565379	U29656_at
ENSG00000103024	ENST00000563854	U29656_at
ENSG00000103024	ENST00000564252	U29656_at
ENSG00000100852	ENST00000556611	U17032_at
ENSG00000100852	ENST00000539826	U17032_at
ENSG00000100852	ENST00000396582	U17032_at
ENSG00000100852	ENST00000433497	U17032_at
ENSG00000100852	ENST00000554090	U17032_at
ENSG00000100852	ENST00000557643	U17032_at
ENSG00000100852	ENST00000216743	U17032_at
ENSG00000100852	ENST00000345122	U17032_at
ENSG00000100852	ENST00000432921	U17032_at
ENSG00000151320	ENST00000280979	U17195_at
ENSG00000124783	ENST00000474597	Z12830_at
ENSG00000124783	ENST00000650389	Z12830_at
ENSG00000124783	ENST00000244763	M14219_at
ENSG00000124783	ENST00000244763	Z12830_at
ENSG00000124783	ENST00000397511	M14219_at
ENSG00000124783	ENST00000397511	Z12830_at
ENSG00000124783	ENST00000489567	M14219_at
ENSG00000124783	ENST00000489567	Z12830_at
ENSG00000124783	ENST00000479365	Z12830_at
ENSG00000124783	ENST00000479485	Z12830_at
ENSG00000124783	ENST00000462112	Z12830_at
ENSG00000124783	ENST00000488834	Z12830_at
ENSG00000124783	ENST00000483409	Z12830_at
ENSG00000165119	ENST00000376263	X72727_at
ENSG00000165119	ENST00000376281	X72727_at
ENSG00000165119	ENST00000351839	X72727_at
ENSG00000165119	ENST00000493362	X72727_at
ENSG00000165119	ENST00000492865	X72727_at
ENSG00000151552	ENST00000507439	M16447_at
ENSG00000151552	ENST00000281243	M16447_at
ENSG00000151552	ENST00000428702	M16447_at
ENSG00000151552	ENST00000501943	M16447_at
ENSG00000099769	ENST00000215539	M86826_at
ENSG00000099769	ENST00000415638	M86826_at
ENSG00000106546	ENST00000642825	L19872_at
ENSG00000106546	ENST00000242057	L19872_at
ENSG00000106546	ENST00000463496	L19872_at
ENSG00000063854	ENST00000564445	X90999_at
ENSG00000063854	ENST00000566644	X90999_at
ENSG00000063854	ENST00000397356	X90999_at
ENSG00000063854	ENST00000455446	X90999_at
ENSG00000063854	ENST00000397353	X90999_at
ENSG00000063854	ENST00000566709	X90999_at
ENSG00000148053	ENST00000359847	X75958_at
ENSG00000148053	ENST00000395882	X75958_at
ENSG00000148053	ENST00000376213	U12140_at
ENSG00000148053	ENST00000376213	S76473_s_at
ENSG00000148053	ENST00000277120	U12140_at
ENSG00000148053	ENST00000277120	S76473_s_at
ENSG00000148053	ENST00000323115	U12140_at
ENSG00000148053	ENST00000323115	S76473_s_at
ENSG00000140986	ENST00000268661	U65581_at
ENSG00000229937	ENST00000506618	M57423_f_at
ENSG00000140988	ENST00000343262	X17206_at
ENSG00000140988	ENST00000526522	X17206_at
ENSG00000140988	ENST00000526586	X17206_at
ENSG00000140988	ENST00000533186	X17206_at
ENSG00000140988	ENST00000532746	X17206_at
ENSG00000140988	ENST00000533872	X17206_at
ENSG00000140988	ENST00000527109	X17206_at
ENSG00000140988	ENST00000527871	X17206_at
ENSG00000140988	ENST00000530225	X17206_at
ENSG00000140988	ENST00000531065	X17206_at
ENSG00000140988	ENST00000533161	X17206_at
ENSG00000140988	ENST00000529806	X17206_at
ENSG00000140988	ENST00000534461	X17206_at
ENSG00000140988	ENST00000527302	X17206_at
ENSG00000140988	ENST00000526908	X17206_at
ENSG00000140988	ENST00000527826	X17206_at
ENSG00000140988	ENST00000563194	X17206_at
ENSG00000153162	ENST00000283147	M60315_at
ENSG00000047597	ENST00000378616	Z32684_at
ENSG00000165168	ENST00000378588	X04011_at
ENSG00000165169	ENST00000378578	U02556_at
ENSG00000100883	ENST00000556994	U51920_at
ENSG00000100883	ENST00000678836	U51920_at
ENSG00000100883	ENST00000546080	U51920_at
ENSG00000100883	ENST00000555746	U51920_at
ENSG00000100883	ENST00000678963	U51920_at
ENSG00000100883	ENST00000678477	U51920_at
ENSG00000100883	ENST00000677621	U51920_at
ENSG00000100883	ENST00000678519	U51920_at
ENSG00000100883	ENST00000678627	U51920_at
ENSG00000100883	ENST00000216774	U51920_at
ENSG00000100883	ENST00000555557	U51920_at
ENSG00000100883	ENST00000678274	U51920_at
ENSG00000100883	ENST00000677647	U51920_at
ENSG00000100883	ENST00000556992	U51920_at
ENSG00000206811	ENST00000384084	X17206_at
ENSG00000207405	ENST00000384674	X17206_at
ENSG00000101955	ENST00000378533	U61374_at
ENSG00000101955	ENST00000479015	U61374_at
ENSG00000101955	ENST00000461865	U61374_at
ENSG00000101955	ENST00000432886	U61374_at
ENSG00000101955	ENST00000544439	U61374_at
ENSG00000101955	ENST00000538295	U61374_at
ENSG00000183751	ENST00000568546	U02609_at
ENSG00000156313	ENST00000642395	U57629_at
ENSG00000156313	ENST00000476559	U57629_at
ENSG00000156313	ENST00000482855	U57629_at
ENSG00000156313	ENST00000642170	U57629_at
ENSG00000156313	ENST00000644238	U57629_at
ENSG00000156313	ENST00000642739	U57629_at
ENSG00000156313	ENST00000645124	U57629_at
ENSG00000156313	ENST00000644337	U57629_at
ENSG00000156313	ENST00000474584	U57629_at
ENSG00000156313	ENST00000646020	U57629_at
ENSG00000156313	ENST00000339363	U57629_at
ENSG00000036473	ENST00000039007	K02100_at
ENSG00000036473	ENST00000643344	K02100_at
ENSG00000180447	ENST00000298743	L13698_at
ENSG00000156298	ENST00000378482	L10373_at
ENSG00000156298	ENST00000471410	L10373_at
ENSG00000156298	ENST00000475216	L10373_at
ENSG00000156298	ENST00000286824	L10373_at
ENSG00000156298	ENST00000419600	L10373_at
ENSG00000127554	ENST00000248114	U31176_at
ENSG00000127554	ENST00000565658	U31176_at
ENSG00000196730	ENST00000358077	X76104_at
ENSG00000196730	ENST00000472284	X76104_at
ENSG00000196730	ENST00000408954	X76104_at
ENSG00000196730	ENST00000489291	X76104_at
ENSG00000196730	ENST00000622514	X76104_at
ENSG00000196730	ENST00000469640	X76104_at
ENSG00000213860	ENST00000396599	U25789_at
ENSG00000258790	ENST00000557565	X59417_at
ENSG00000100902	ENST00000540871	X59417_at
ENSG00000100902	ENST00000554541	X59417_at
ENSG00000100902	ENST00000261479	X59417_at
ENSG00000100902	ENST00000554620	X59417_at
ENSG00000100902	ENST00000554961	X59417_at
ENSG00000100902	ENST00000553809	X59417_at
ENSG00000100902	ENST00000555764	X59417_at
ENSG00000100902	ENST00000556506	X59417_at
ENSG00000100902	ENST00000556221	X59417_at
ENSG00000100902	ENST00000554457	X59417_at
ENSG00000100902	ENST00000622405	X59417_at
ENSG00000137203	ENST00000379608	X52611_s_at
ENSG00000137203	ENST00000379613	X52611_s_at
ENSG00000137203	ENST00000489805	X52611_s_at
ENSG00000137203	ENST00000319516	X52611_s_at
ENSG00000137203	ENST00000488193	X52611_s_at
ENSG00000137203	ENST00000482890	X52611_s_at
ENSG00000137203	ENST00000466073	X52611_s_at
ENSG00000137203	ENST00000497266	X52611_s_at
ENSG00000137203	ENST00000478375	M61156_at
ENSG00000137203	ENST00000498450	M61156_at
ENSG00000065054	ENST00000424542	U82108_s_at
ENSG00000065054	ENST00000432365	U82108_s_at
ENSG00000065054	ENST00000563587	U82108_s_at
ENSG00000065054	ENST00000561844	U82108_s_at
ENSG00000065054	ENST00000565855	U82108_s_at
ENSG00000065054	ENST00000566198	U82108_s_at
ENSG00000065054	ENST00000564033	U82108_s_at
ENSG00000105855	ENST00000537992	M73780_at
ENSG00000105855	ENST00000222573	M73780_at
ENSG00000092531	ENST00000563765	U55936_at
ENSG00000092531	ENST00000249647	U55936_at
ENSG00000092531	ENST00000568514	U55936_at
ENSG00000092531	ENST00000563333	U55936_at
ENSG00000004846	ENST00000404938	AC002486_at
ENSG00000004846	ENST00000477094	AC002486_at
ENSG00000004846	ENST00000443026	AC002486_at
ENSG00000004846	ENST00000406935	AC002486_at
ENSG00000004846	ENST00000258738	AC002486_at
ENSG00000100906	ENST00000216797	M69043_at
ENSG00000100906	ENST00000554001	M69043_at
ENSG00000100906	ENST00000557140	M69043_at
ENSG00000100906	ENST00000557389	M69043_at
ENSG00000100906	ENST00000555371	M69043_at
ENSG00000100906	ENST00000557100	M69043_at
ENSG00000100906	ENST00000556664	M69043_at
ENSG00000111846	ENST00000410107	L41607_at
ENSG00000111846	ENST00000489225	L41607_at
ENSG00000111846	ENST00000495262	L41607_at
ENSG00000111846	ENST00000397423	L41607_at
ENSG00000111846	ENST00000475577	L41607_at
ENSG00000111846	ENST00000489819	L41607_at
ENSG00000111846	ENST00000379597	L41607_at
ENSG00000111846	ENST00000485764	L41607_at
ENSG00000111846	ENST00000316170	L41607_at
ENSG00000111846	ENST00000265012	L41607_at
ENSG00000065057	ENST00000651522	U79718_at
ENSG00000065057	ENST00000561862	U79718_at
ENSG00000065057	ENST00000565406	U79718_at
ENSG00000065057	ENST00000566380	U79718_at
ENSG00000065057	ENST00000651570	U79718_at
ENSG00000065057	ENST00000562951	U79718_at
ENSG00000065057	ENST00000651583	U79718_at
ENSG00000065057	ENST00000568513	U79718_at
ENSG00000065057	ENST00000567727	U79718_at
ENSG00000065057	ENST00000561841	U79718_at
ENSG00000065057	ENST00000219066	U79718_at
ENSG00000135047	ENST00000678442	X12451_at
ENSG00000135047	ENST00000679149	X12451_at
ENSG00000135047	ENST00000679157	X12451_at
ENSG00000135047	ENST00000676946	X12451_at
ENSG00000135047	ENST00000676531	X12451_at
ENSG00000135047	ENST00000677935	X12451_at
ENSG00000135047	ENST00000677345	X12451_at
ENSG00000135047	ENST00000677821	X12451_at
ENSG00000135047	ENST00000678752	X12451_at
ENSG00000135047	ENST00000677019	X12451_at
ENSG00000135047	ENST00000679141	X12451_at
ENSG00000135047	ENST00000678649	X12451_at
ENSG00000135047	ENST00000342020	X12451_at
ENSG00000135047	ENST00000677262	X12451_at
ENSG00000135047	ENST00000482054	X12451_at
ENSG00000135047	ENST00000343150	X12451_at
ENSG00000135047	ENST00000678367	X12451_at
ENSG00000135047	ENST00000677864	X12451_at
ENSG00000135047	ENST00000340342	X12451_at
ENSG00000135047	ENST00000676881	X12451_at
ENSG00000135047	ENST00000495822	X12451_at
ENSG00000135047	ENST00000677955	X12451_at
ENSG00000135047	ENST00000676769	X12451_at
ENSG00000135047	ENST00000678596	X12451_at
ENSG00000135047	ENST00000679030	X12451_at
ENSG00000135047	ENST00000676961	X12451_at
ENSG00000135047	ENST00000676576	X12451_at
ENSG00000135047	ENST00000678599	X12451_at
ENSG00000135047	ENST00000677638	X12451_at
ENSG00000135047	ENST00000679252	X12451_at
ENSG00000135047	ENST00000677615	X12451_at
ENSG00000135047	ENST00000676466	X12451_at
ENSG00000135047	ENST00000677349	X12451_at
ENSG00000135047	ENST00000677761	X12451_at
ENSG00000135047	ENST00000676480	X12451_at
ENSG00000135047	ENST00000678965	X12451_at
ENSG00000135047	ENST00000676909	X12451_at
ENSG00000135047	ENST00000679028	X12451_at
ENSG00000135047	ENST00000677523	X12451_at
ENSG00000135047	ENST00000678259	X12451_at
ENSG00000135047	ENST00000679025	X12451_at
ENSG00000135047	ENST00000375894	X12451_at
ENSG00000095739	ENST00000375533	U23070_at
ENSG00000095739	ENST00000497699	U23070_at
ENSG00000229605	ENST00000480465	U25789_at
ENSG00000152990	ENST00000334304	M37712_at
ENSG00000152990	ENST00000499527	M37712_at
ENSG00000152990	ENST00000282943	M37712_at
ENSG00000253570	ENST00000524091	U89336_cds4_at
ENSG00000105866	ENST00000222584	X68561_at
ENSG00000105866	ENST00000448246	X68561_at
ENSG00000105866	ENST00000649633	X68561_at
ENSG00000159433	ENST00000290607	Z47043_at
ENSG00000217716	ENST00000439253	U14972_at
ENSG00000103197	ENST00000219476	L48546_at
ENSG00000103197	ENST00000643088	L48546_at
ENSG00000103197	ENST00000643946	L48546_at
ENSG00000103197	ENST00000382538	L48546_at
ENSG00000103197	ENST00000642936	L48546_at
ENSG00000103197	ENST00000401874	L48546_at
ENSG00000103197	ENST00000644335	L48546_at
ENSG00000103197	ENST00000646388	L48546_at
ENSG00000103197	ENST00000439673	L48546_at
ENSG00000103197	ENST00000350773	L48546_at
ENSG00000103197	ENST00000644329	L48546_at
ENSG00000103197	ENST00000439117	L48546_at
ENSG00000103197	ENST00000644043	L48546_at
ENSG00000103197	ENST00000642797	L48546_at
ENSG00000103197	ENST00000642561	L48546_at
ENSG00000103197	ENST00000568454	L48546_at
ENSG00000103197	ENST00000644399	L48546_at
ENSG00000103197	ENST00000646634	L48546_at
ENSG00000103197	ENST00000642365	L48546_at
ENSG00000103197	ENST00000645024	L48546_at
ENSG00000103197	ENST00000497886	L48546_at
ENSG00000103197	ENST00000647042	L48546_at
ENSG00000103197	ENST00000646674	L48546_at
ENSG00000103197	ENST00000647180	L48546_at
ENSG00000103197	ENST00000643426	L48546_at
ENSG00000103197	ENST00000569930	L48546_at
ENSG00000103197	ENST00000569110	L48546_at
ENSG00000103197	ENST00000643177	L48546_at
ENSG00000103197	ENST00000642791	L48546_at
ENSG00000103197	ENST00000644278	L48546_at
ENSG00000148082	ENST00000375835	D84361_at
ENSG00000123975	ENST00000314355	X54942_at
ENSG00000187764	ENST00000492386	U60800_at
ENSG00000187764	ENST00000450295	U60800_at
ENSG00000187764	ENST00000438547	U60800_at
ENSG00000187764	ENST00000422704	U60800_at
ENSG00000187764	ENST00000356444	U60800_at
ENSG00000258300	ENST00000551207	X07315_at
ENSG00000225976	ENST00000497342	X54941_at
ENSG00000136237	ENST00000665637	D87467_at
ENSG00000136237	ENST00000401957	D87467_at
ENSG00000136237	ENST00000344041	D87467_at
ENSG00000136237	ENST00000620335	D87467_at
ENSG00000285117	ENST00000563128	M60298_at
ENSG00000109610	ENST00000598411	J02947_s_at
ENSG00000109610	ENST00000382120	J02947_s_at
ENSG00000107968	ENST00000542547	D14497_at
ENSG00000107968	ENST00000263056	D14497_at
ENSG00000107968	ENST00000375321	D14497_at
ENSG00000111859	ENST00000379446	L43821_at
ENSG00000111859	ENST00000448183	L43821_at
ENSG00000111859	ENST00000620854	L43821_at
ENSG00000124486	ENST00000378308	X98296_at
ENSG00000124486	ENST00000324545	X98296_at
ENSG00000136352	ENST00000498187	X82850_s_at
ENSG00000136352	ENST00000498187	U43203_s_at
ENSG00000136352	ENST00000354822	X82850_s_at
ENSG00000136352	ENST00000354822	U43203_s_at
ENSG00000136352	ENST00000518149	X82850_s_at
ENSG00000136352	ENST00000518149	U43203_s_at
ENSG00000136352	ENST00000522719	X82850_s_at
ENSG00000136352	ENST00000522719	U43203_s_at
ENSG00000233476	ENST00000434005	J04617_s_at
ENSG00000233476	ENST00000434005	X03689_s_at
ENSG00000136244	ENST00000404625	X04602_s_at
ENSG00000136244	ENST00000404625	Y00081_s_at
