Gene stable ID	Transcript stable ID	AFFY Rhesus probe
ENSMMUG00000019325	ENSMMUT00000027142	MmuSTS.1964.1.S1_at
ENSMMUG00000056855	ENSMMUT00000106664	MmuSTS.2931.1.S1_at
ENSMMUG00000056855	ENSMMUT00000106664	MmugDNA.39689.1.S1_at
ENSMMUG00000013543	ENSMMUT00000083794	MmugDNA.26816.1.S1_at
ENSMMUG00000013543	ENSMMUT00000083794	MmugDNA.16213.1.S1_at
ENSMMUG00000017344	ENSMMUT00000099191	MmugDNA.24021.1.S1_at
ENSMMUG00000009562	ENSMMUT00000075882	MmugDNA.12364.1.S1_at
ENSMMUG00000009562	ENSMMUT00000075882	MmugDNA.17342.1.S1_s_at
ENSMMUG00000009562	ENSMMUT00000075882	MmugDNA.36431.1.S1_s_at
ENSMMUG00000009562	ENSMMUT00000075882	MmugDNA.26948.1.S1_s_at
ENSMMUG00000009562	ENSMMUT00000075882	Mmu.3719.1.S1_at
ENSMMUG00000009562	ENSMMUT00000075882	MmugDNA.24880.1.S1_s_at
ENSMMUG00000051571	ENSMMUT00000018893	MmugDNA.5506.1.S1_at
ENSMMUG00000051571	ENSMMUT00000018893	MmuSTS.124.1.S1_at
ENSMMUG00000000544	ENSMMUT00000000795	MmugDNA.15324.1.S1_at
ENSMMUG00000000544	ENSMMUT00000000795	MmugDNA.38385.1.S1_at
ENSMMUG00000000544	ENSMMUT00000000795	MmugDNA.15325.1.S1_at
ENSMMUG00000000544	ENSMMUT00000000795	MmuSTS.3690.1.S1_at
ENSMMUG00000013543	ENSMMUT00000019013	MmugDNA.16213.1.S1_at
ENSMMUG00000049832	ENSMMUT00000105030	MmugDNA.15656.1.S1_at
ENSMMUG00000049832	ENSMMUT00000105030	MmugDNA.15654.1.S1_at
ENSMMUG00000049832	ENSMMUT00000105030	MmugDNA.15650.1.S1_s_at
ENSMMUG00000049832	ENSMMUT00000105030	MmugDNA.15652.1.S1_at
ENSMMUG00000017344	ENSMMUT00000024395	MmugDNA.24021.1.S1_at
ENSMMUG00000049832	ENSMMUT00000083026	MmugDNA.15654.1.S1_at
ENSMMUG00000049832	ENSMMUT00000083026	MmugDNA.15650.1.S1_s_at
ENSMMUG00000049832	ENSMMUT00000083026	MmugDNA.15652.1.S1_at
ENSMMUG00000005515	ENSMMUT00000007760	MmuSTS.2944.1.S1_at
ENSMMUG00000006454	ENSMMUT00000009050	MmugDNA.32293.1.S1_at
ENSMMUG00000012574	ENSMMUT00000017631	MmugDNA.18191.1.S1_at
ENSMMUG00000012574	ENSMMUT00000017631	MmugDNA.3681.1.S1_at
ENSMMUG00000012574	ENSMMUT00000017631	MmugDNA.20056.1.S1_at
ENSMMUG00000012574	ENSMMUT00000017631	MmugDNA.3681.1.S1_s_at
ENSMMUG00000013459	ENSMMUT00000018891	MmuSTS.590.1.S1_at
ENSMMUG00000012182	ENSMMUT00000045834	MmugDNA.10346.1.S1_at
ENSMMUG00000012182	ENSMMUT00000045834	MmugDNA.34567.1.S1_at
ENSMMUG00000002789	ENSMMUT00000003957	MmuSTS.2169.1.S1_at
ENSMMUG00000013458	ENSMMUT00000018888	MmugDNA.30241.1.S1_at
ENSMMUG00000005515	ENSMMUT00000082583	MmuSTS.2944.1.S1_at
ENSMMUG00000017344	ENSMMUT00000047507	MmugDNA.24021.1.S1_at
ENSMMUG00000018136	ENSMMUT00000042630	MmuSTS.1404.1.S1_at
ENSMMUG00000002789	ENSMMUT00000003958	MmuSTS.2169.1.S1_at
ENSMMUG00000012182	ENSMMUT00000069476	MmugDNA.10346.1.S1_at
ENSMMUG00000012182	ENSMMUT00000069476	MmugDNA.34567.1.S1_at
ENSMMUG00000012182	ENSMMUT00000045835	MmugDNA.10346.1.S1_at
ENSMMUG00000012182	ENSMMUT00000045835	MmugDNA.34567.1.S1_at
ENSMMUG00000061724	ENSMMUT00000092872	MmugDNA.38479.1.S1_at
ENSMMUG00000019262	ENSMMUT00000097121	MmugDNA.13439.1.S1_at
ENSMMUG00000019262	ENSMMUT00000097121	MmugDNA.38074.1.S1_at
ENSMMUG00000016111	ENSMMUT00000095094	MmugDNA.20535.1.S1_at
ENSMMUG00000021073	ENSMMUT00000029639	MmuSTS.4272.1.S1_at
ENSMMUG00000021073	ENSMMUT00000029639	MmugDNA.13313.1.S1_at
ENSMMUG00000021073	ENSMMUT00000029639	MmugDNA.6463.1.S1_at
ENSMMUG00000021073	ENSMMUT00000029639	MmugDNA.32434.1.S1_at
ENSMMUG00000061471	ENSMMUT00000107245	MmuSTS.125.1.S1_at
ENSMMUG00000019977	ENSMMUT00000028078	MmuSTS.1568.1.S1_at
ENSMMUG00000016111	ENSMMUT00000022655	MmugDNA.20535.1.S1_at
ENSMMUG00000005515	ENSMMUT00000085123	MmugDNA.18831.1.S1_at
ENSMMUG00000005515	ENSMMUT00000085123	MmuSTS.2944.1.S1_at
ENSMMUG00000006187	ENSMMUT00000008659	MmugDNA.18585.1.S1_at
ENSMMUG00000040874	ENSMMUT00000057072	MmugDNA.18725.1.S1_at
ENSMMUG00000000645	ENSMMUT00000062060	MmugDNA.5253.1.S1_s_at
ENSMMUG00000000645	ENSMMUT00000062060	MmugDNA.5252.1.S1_at
ENSMMUG00000000645	ENSMMUT00000062060	MmugDNA.8629.1.S1_at
ENSMMUG00000021073	ENSMMUT00000029640	MmuSTS.4272.1.S1_at
ENSMMUG00000021073	ENSMMUT00000029640	MmugDNA.13313.1.S1_at
ENSMMUG00000021073	ENSMMUT00000029640	MmugDNA.32434.1.S1_at
ENSMMUG00000009562	ENSMMUT00000013356	MmugDNA.12364.1.S1_at
ENSMMUG00000009562	ENSMMUT00000013356	MmugDNA.17342.1.S1_s_at
ENSMMUG00000009562	ENSMMUT00000013356	MmugDNA.36431.1.S1_s_at
ENSMMUG00000009562	ENSMMUT00000013356	MmugDNA.26948.1.S1_s_at
ENSMMUG00000009562	ENSMMUT00000013356	Mmu.3719.1.S1_at
ENSMMUG00000009562	ENSMMUT00000013356	MmugDNA.24880.1.S1_s_at
ENSMMUG00000051572	ENSMMUT00000089456	MmugDNA.18961.1.S1_at
ENSMMUG00000051572	ENSMMUT00000089456	MmugDNA.33098.1.S1_at
ENSMMUG00000021073	ENSMMUT00000044751	MmuSTS.4272.1.S1_at
ENSMMUG00000021073	ENSMMUT00000044751	MmugDNA.13313.1.S1_at
ENSMMUG00000021073	ENSMMUT00000044751	MmugDNA.6463.1.S1_at
ENSMMUG00000021073	ENSMMUT00000044751	MmugDNA.32434.1.S1_at
ENSMMUG00000013219	ENSMMUT00000045844	MmugDNA.28998.1.S1_at
ENSMMUG00000004686	ENSMMUT00000047613	MmugDNA.9768.1.S1_s_at
ENSMMUG00000004686	ENSMMUT00000047613	MmugDNA.13360.1.S1_at
ENSMMUG00000004686	ENSMMUT00000047613	MmugDNA.9768.1.S1_at
ENSMMUG00000019262	ENSMMUT00000110358	MmugDNA.13439.1.S1_at
ENSMMUG00000019262	ENSMMUT00000110358	MmugDNA.38074.1.S1_at
ENSMMUG00000013219	ENSMMUT00000018542	MmuSTS.4106.1.S1_s_at
ENSMMUG00000013219	ENSMMUT00000018542	MmugDNA.28998.1.S1_at
ENSMMUG00000014045	ENSMMUT00000019713	MmuSTS.3040.1.S1_at
ENSMMUG00000014045	ENSMMUT00000019713	MmugDNA.42273.1.S1_at
ENSMMUG00000009562	ENSMMUT00000013354	MmugDNA.12364.1.S1_at
ENSMMUG00000009562	ENSMMUT00000013354	MmugDNA.17342.1.S1_s_at
ENSMMUG00000009562	ENSMMUT00000013354	MmugDNA.36431.1.S1_s_at
ENSMMUG00000009562	ENSMMUT00000013354	MmugDNA.26948.1.S1_s_at
ENSMMUG00000009562	ENSMMUT00000013354	Mmu.3719.1.S1_at
ENSMMUG00000009562	ENSMMUT00000013354	MmugDNA.24880.1.S1_s_at
ENSMMUG00000021073	ENSMMUT00000044754	MmuSTS.4272.1.S1_at
ENSMMUG00000021073	ENSMMUT00000044754	MmugDNA.13313.1.S1_at
ENSMMUG00000021073	ENSMMUT00000044754	MmugDNA.32434.1.S1_at
ENSMMUG00000004686	ENSMMUT00000006619	MmugDNA.9768.1.S1_s_at
ENSMMUG00000004686	ENSMMUT00000006619	MmugDNA.13360.1.S1_at
ENSMMUG00000004686	ENSMMUT00000006619	MmugDNA.9768.1.S1_at
ENSMMUG00000054649	ENSMMUT00000097176	MmuSTS.3680.1.S1_at
ENSMMUG00000022381	ENSMMUT00000031480	MmuSTS.4148.1.S1_at
ENSMMUG00000040299	ENSMMUT00000061677	MmunewRS.989.1.S1_at
ENSMMUG00000021703	ENSMMUT00000030535	MmugDNA.7861.1.S1_at
ENSMMUG00000012807	ENSMMUT00000017968	MmuSTS.589.1.S1_at
ENSMMUG00000004686	ENSMMUT00000047614	MmugDNA.9768.1.S1_s_at
ENSMMUG00000004686	ENSMMUT00000047614	MmugDNA.9768.1.S1_at
ENSMMUG00000002516	ENSMMUT00000046814	MmugDNA.15285.1.S1_at
ENSMMUG00000004686	ENSMMUT00000006620	MmugDNA.9768.1.S1_s_at
ENSMMUG00000004686	ENSMMUT00000006620	MmugDNA.13360.1.S1_at
ENSMMUG00000004686	ENSMMUT00000006620	MmugDNA.9768.1.S1_at
ENSMMUG00000057076	ENSMMUT00000089711	MmugDNA.17523.1.S1_at
ENSMMUG00000019714	ENSMMUT00000027705	MmugDNA.41882.1.S1_at
ENSMMUG00000019714	ENSMMUT00000027705	MmugDNA.17293.1.S1_s_at
ENSMMUG00000019714	ENSMMUT00000027705	MmugDNA.17290.1.S1_at
ENSMMUG00000005350	ENSMMUT00000081192	MmuSTS.4106.1.S1_s_at
ENSMMUG00000019322	ENSMMUT00000027136	MmugDNA.2928.1.S1_at
ENSMMUG00000012574	ENSMMUT00000046629	MmugDNA.18191.1.S1_at
ENSMMUG00000012574	ENSMMUT00000046629	MmugDNA.3681.1.S1_at
ENSMMUG00000012574	ENSMMUT00000046629	MmugDNA.20056.1.S1_at
ENSMMUG00000012574	ENSMMUT00000046629	MmugDNA.3681.1.S1_s_at
ENSMMUG00000007973	ENSMMUT00000054300	MmugDNA.15721.1.S1_at
ENSMMUG00000005350	ENSMMUT00000087002	MmuSTS.4106.1.S1_s_at
ENSMMUG00000019262	ENSMMUT00000066499	MmugDNA.13439.1.S1_at
ENSMMUG00000019262	ENSMMUT00000066499	MmugDNA.38074.1.S1_at
ENSMMUG00000002516	ENSMMUT00000046820	MmugDNA.15285.1.S1_at
ENSMMUG00000005350	ENSMMUT00000007531	MmuSTS.4106.1.S1_s_at
ENSMMUG00000003728	ENSMMUT00000087909	MmugDNA.26910.1.S1_at
ENSMMUG00000003728	ENSMMUT00000087909	MmugDNA.32138.1.S1_at
ENSMMUG00000019714	ENSMMUT00000046532	MmugDNA.41882.1.S1_at
ENSMMUG00000019714	ENSMMUT00000046532	MmugDNA.17293.1.S1_s_at
ENSMMUG00000019714	ENSMMUT00000046532	MmugDNA.17290.1.S1_at
ENSMMUG00000008786	ENSMMUT00000095267	MmugDNA.3686.1.S1_at
ENSMMUG00000008786	ENSMMUT00000095267	MmugDNA.24700.1.S1_at
ENSMMUG00000008786	ENSMMUT00000095267	MmuSTS.1920.1.S1_at
ENSMMUG00000019262	ENSMMUT00000027053	MmugDNA.13439.1.S1_at
ENSMMUG00000019262	ENSMMUT00000027053	MmugDNA.38074.1.S1_at
ENSMMUG00000002047	ENSMMUT00000106801	MmugDNA.8216.1.S1_at
ENSMMUG00000019322	ENSMMUT00000093535	MmugDNA.28327.1.S1_at
ENSMMUG00000008786	ENSMMUT00000012276	MmugDNA.3686.1.S1_at
ENSMMUG00000008786	ENSMMUT00000012276	MmugDNA.24700.1.S1_at
ENSMMUG00000008786	ENSMMUT00000012276	MmuSTS.1920.1.S1_at
ENSMMUG00000013136	ENSMMUT00000018430	MmugDNA.19777.1.S1_s_at
ENSMMUG00000013136	ENSMMUT00000018430	MmugDNA.28864.1.S1_at
ENSMMUG00000002047	ENSMMUT00000002897	MmugDNA.8216.1.S1_at
ENSMMUG00000002516	ENSMMUT00000003580	MmugDNA.15285.1.S1_at
ENSMMUG00000047491	ENSMMUT00000055523	MmunewRS.408.1.S1_at
ENSMMUG00000017023	ENSMMUT00000020110	MmuSTS.2461.1.S1_at
ENSMMUG00000014046	ENSMMUT00000019716	MmuSTS.4276.1.S1_at
ENSMMUG00000009562	ENSMMUT00000075338	MmugDNA.12364.1.S1_at
ENSMMUG00000009562	ENSMMUT00000075338	MmugDNA.17342.1.S1_s_at
ENSMMUG00000009562	ENSMMUT00000075338	MmugDNA.36431.1.S1_s_at
ENSMMUG00000009562	ENSMMUT00000075338	MmugDNA.26948.1.S1_s_at
ENSMMUG00000009562	ENSMMUT00000075338	Mmu.3719.1.S1_at
ENSMMUG00000009562	ENSMMUT00000075338	MmugDNA.24880.1.S1_s_at
ENSMMUG00000019714	ENSMMUT00000110238	MmugDNA.41882.1.S1_at
ENSMMUG00000019714	ENSMMUT00000110238	MmugDNA.17293.1.S1_s_at
ENSMMUG00000019714	ENSMMUT00000110238	MmugDNA.17290.1.S1_at
ENSMMUG00000054486	ENSMMUT00000029649	MmugDNA.32803.1.S1_at
ENSMMUG00000019322	ENSMMUT00000027134	MmugDNA.2928.1.S1_at
ENSMMUG00000002516	ENSMMUT00000003579	MmugDNA.15285.1.S1_at
ENSMMUG00000018131	ENSMMUT00000025478	MmugDNA.25694.1.S1_at
ENSMMUG00000018131	ENSMMUT00000025478	MmuSTS.1329.1.S1_at
ENSMMUG00000018131	ENSMMUT00000025478	MmugDNA.21871.1.S1_at
ENSMMUG00000018131	ENSMMUT00000025478	MmugDNA.23142.1.S1_at
ENSMMUG00000012574	ENSMMUT00000029119	MmugDNA.18191.1.S1_at
ENSMMUG00000012574	ENSMMUT00000029119	MmugDNA.3681.1.S1_at
ENSMMUG00000012574	ENSMMUT00000029119	MmugDNA.20056.1.S1_at
ENSMMUG00000012574	ENSMMUT00000029119	MmugDNA.3681.1.S1_s_at
ENSMMUG00000058771	ENSMMUT00000081536	MmugDNA.42034.1.S1_at
ENSMMUG00000058771	ENSMMUT00000081536	MmugDNA.39029.1.S1_at
ENSMMUG00000054486	ENSMMUT00000081064	MmugDNA.32803.1.S1_at
ENSMMUG00000058771	ENSMMUT00000074169	MmugDNA.39029.1.S1_at
ENSMMUG00000019322	ENSMMUT00000101740	MmugDNA.2928.1.S1_at
ENSMMUG00000014046	ENSMMUT00000019718	MmuSTS.4276.1.S1_at
ENSMMUG00000019714	ENSMMUT00000090124	MmugDNA.41882.1.S1_at
ENSMMUG00000019714	ENSMMUT00000090124	MmugDNA.17293.1.S1_s_at
ENSMMUG00000019714	ENSMMUT00000090124	MmugDNA.17290.1.S1_at
ENSMMUG00000054486	ENSMMUT00000108151	MmugDNA.32803.1.S1_at
ENSMMUG00000059571	ENSMMUT00000098279	MmugDNA.20562.1.S1_at
ENSMMUG00000014046	ENSMMUT00000019717	MmuSTS.4276.1.S1_at
ENSMMUG00000017023	ENSMMUT00000047161	MmuSTS.2461.1.S1_at
ENSMMUG00000054486	ENSMMUT00000087350	MmugDNA.32803.1.S1_at
ENSMMUG00000018131	ENSMMUT00000025477	MmugDNA.25694.1.S1_at
ENSMMUG00000018131	ENSMMUT00000025477	MmugDNA.23142.1.S1_at
ENSMMUG00000042613	ENSMMUT00000083656	MmugDNA.8676.1.S1_at
ENSMMUG00000002516	ENSMMUT00000046815	MmugDNA.15285.1.S1_at
ENSMMUG00000019266	ENSMMUT00000027059	MmugDNA.36143.1.S1_s_at
ENSMMUG00000019266	ENSMMUT00000027059	MmugDNA.17982.1.S1_at
ENSMMUG00000019266	ENSMMUT00000027059	MmugDNA.4792.1.S1_at
ENSMMUG00000019266	ENSMMUT00000055364	MmugDNA.36143.1.S1_s_at
ENSMMUG00000019266	ENSMMUT00000055364	MmugDNA.17982.1.S1_at
ENSMMUG00000019266	ENSMMUT00000055364	MmugDNA.4792.1.S1_at
ENSMMUG00000019714	ENSMMUT00000103783	MmugDNA.17293.1.S1_s_at
ENSMMUG00000019714	ENSMMUT00000103783	MmugDNA.17290.1.S1_at
ENSMMUG00000042613	ENSMMUT00000047615	MmugDNA.8676.1.S1_at
ENSMMUG00000018544	ENSMMUT00000057953	MmugDNA.10442.1.S1_s_at
ENSMMUG00000018544	ENSMMUT00000057953	Mmu.9831.1.S1_at
ENSMMUG00000018544	ENSMMUT00000057953	MmugDNA.29436.1.S1_at
ENSMMUG00000018544	ENSMMUT00000057953	MmugDNA.10803.1.S1_s_at
ENSMMUG00000018544	ENSMMUT00000057953	MmugDNA.28119.1.S1_at
ENSMMUG00000021703	ENSMMUT00000099235	MmugDNA.7861.1.S1_at
ENSMMUG00000018544	ENSMMUT00000026074	MmugDNA.10442.1.S1_s_at
ENSMMUG00000018544	ENSMMUT00000026074	Mmu.9831.1.S1_at
ENSMMUG00000018544	ENSMMUT00000026074	MmugDNA.10803.1.S1_s_at
ENSMMUG00000018544	ENSMMUT00000026074	MmugDNA.28119.1.S1_at
ENSMMUG00000054407	ENSMMUT00000093182	MmugDNA.8676.1.S1_at
ENSMMUG00000062253	ENSMMUT00000045606	MmugDNA.20768.1.S1_at
ENSMMUG00000013129	ENSMMUT00000018436	MmugDNA.19777.1.S1_s_at
ENSMMUG00000013129	ENSMMUT00000018436	MmugDNA.28864.1.S1_at
ENSMMUG00000054839	ENSMMUT00000102734	MmugDNA.40772.1.S1_at
ENSMMUG00000002218	ENSMMUT00000087312	MmuSTS.1294.1.S1_at
ENSMMUG00000002516	ENSMMUT00000046823	MmugDNA.15285.1.S1_at
ENSMMUG00000013129	ENSMMUT00000018426	MmugDNA.40192.1.S1_at
ENSMMUG00000017023	ENSMMUT00000102289	MmuSTS.2461.1.S1_at
ENSMMUG00000019321	ENSMMUT00000027131	MmugDNA.3408.1.S1_at
ENSMMUG00000019714	ENSMMUT00000089013	MmugDNA.17293.1.S1_s_at
ENSMMUG00000019714	ENSMMUT00000089013	MmugDNA.17290.1.S1_at
ENSMMUG00000019267	ENSMMUT00000027060	MmugDNA.953.1.S1_s_at
ENSMMUG00000019267	ENSMMUT00000027060	MmugDNA.41159.1.S1_at
ENSMMUG00000012574	ENSMMUT00000017630	MmugDNA.18191.1.S1_at
ENSMMUG00000012574	ENSMMUT00000017630	MmugDNA.3681.1.S1_at
ENSMMUG00000012574	ENSMMUT00000017630	MmugDNA.3681.1.S1_s_at
ENSMMUG00000019267	ENSMMUT00000046432	MmugDNA.953.1.S1_s_at
ENSMMUG00000019267	ENSMMUT00000046432	MmugDNA.41159.1.S1_at
ENSMMUG00000059379	ENSMMUT00000101274	MmugDNA.36358.1.S1_at
ENSMMUG00000019267	ENSMMUT00000105384	MmugDNA.953.1.S1_s_at
ENSMMUG00000019267	ENSMMUT00000105384	MmugDNA.41159.1.S1_at
ENSMMUG00000020156	ENSMMUT00000028361	MmugDNA.14308.1.S1_at
ENSMMUG00000002218	ENSMMUT00000061849	MmuSTS.1294.1.S1_at
ENSMMUG00000006562	ENSMMUT00000009193	MmuSTS.4288.1.S1_at
ENSMMUG00000021702	ENSMMUT00000044378	MmugDNA.26763.1.S1_at
ENSMMUG00000021702	ENSMMUT00000044378	Mmu.16255.1.S1_at
ENSMMUG00000000643	ENSMMUT00000071463	MmugDNA.9118.1.S1_at
ENSMMUG00000019714	ENSMMUT00000098109	MmugDNA.17290.1.S1_at
ENSMMUG00000020155	ENSMMUT00000028360	MmuSTS.4317.1.S1_at
ENSMMUG00000007459	ENSMMUT00000010424	MmugDNA.15559.1.S1_at
ENSMMUG00000007459	ENSMMUT00000010424	MmugDNA.11069.1.S1_at
ENSMMUG00000017023	ENSMMUT00000023935	MmuSTS.2461.1.S1_at
ENSMMUG00000013385	ENSMMUT00000083293	MmugDNA.7945.1.S1_at
ENSMMUG00000013385	ENSMMUT00000083293	MmugDNA.20284.1.S1_at
ENSMMUG00000013385	ENSMMUT00000094826	MmugDNA.7945.1.S1_at
ENSMMUG00000013385	ENSMMUT00000094826	MmugDNA.20284.1.S1_at
ENSMMUG00000000643	ENSMMUT00000000926	MmugDNA.9118.1.S1_at
ENSMMUG00000013385	ENSMMUT00000018775	MmugDNA.7945.1.S1_at
ENSMMUG00000006962	ENSMMUT00000071872	MmugDNA.36394.1.S1_s_at
ENSMMUG00000006962	ENSMMUT00000071872	MmugDNA.2120.1.S1_at
ENSMMUG00000002218	ENSMMUT00000064983	MmuSTS.1294.1.S1_at
ENSMMUG00000019714	ENSMMUT00000098720	MmugDNA.17290.1.S1_at
ENSMMUG00000032281	ENSMMUT00000060572	MmugDNA.39004.1.S1_at
ENSMMUG00000032281	ENSMMUT00000060572	MmuSTS.1488.1.S1_at
ENSMMUG00000000643	ENSMMUT00000060145	MmugDNA.9118.1.S1_at
ENSMMUG00000023350	ENSMMUT00000090184	MmuSTS.4107.1.S1_at
ENSMMUG00000009373	ENSMMUT00000066003	MmugDNA.11110.1.S1_at
ENSMMUG00000009373	ENSMMUT00000066003	MmugDNA.34002.1.S1_s_at
ENSMMUG00000009373	ENSMMUT00000066003	MmugDNA.34002.1.S1_at
ENSMMUG00000009373	ENSMMUT00000066003	MmugDNA.34005.1.S1_at
ENSMMUG00000032281	ENSMMUT00000053331	MmugDNA.39004.1.S1_at
ENSMMUG00000032281	ENSMMUT00000053331	MmuSTS.1488.1.S1_at
ENSMMUG00000003825	ENSMMUT00000094025	MmugDNA.9978.1.S1_at
ENSMMUG00000013128	ENSMMUT00000018418	MmugDNA.35746.1.S1_at
ENSMMUG00000023350	ENSMMUT00000062684	MmuSTS.4107.1.S1_at
ENSMMUG00000007456	ENSMMUT00000047578	Mmu.13651.1.S1_s_at
ENSMMUG00000007456	ENSMMUT00000047578	MmugDNA.25557.1.S1_at
ENSMMUG00000012574	ENSMMUT00000054295	MmugDNA.18191.1.S1_at
ENSMMUG00000012574	ENSMMUT00000054295	MmugDNA.3681.1.S1_at
ENSMMUG00000012574	ENSMMUT00000054295	MmugDNA.20056.1.S1_at
ENSMMUG00000012574	ENSMMUT00000054295	MmugDNA.3681.1.S1_s_at
ENSMMUG00000019269	ENSMMUT00000027064	MmugDNA.11797.1.S1_at
ENSMMUG00000019269	ENSMMUT00000027064	MmugDNA.14365.1.S1_at
ENSMMUG00000007456	ENSMMUT00000098899	Mmu.13651.1.S1_s_at
ENSMMUG00000007456	ENSMMUT00000098899	MmugDNA.25557.1.S1_at
ENSMMUG00000013128	ENSMMUT00000101376	MmugDNA.27436.1.S1_at
ENSMMUG00000000643	ENSMMUT00000000924	MmugDNA.9118.1.S1_at
ENSMMUG00000023350	ENSMMUT00000065157	MmuSTS.4107.1.S1_at
ENSMMUG00000007456	ENSMMUT00000010422	Mmu.13651.1.S1_s_at
ENSMMUG00000007456	ENSMMUT00000010422	MmugDNA.9418.1.S1_at
ENSMMUG00000007456	ENSMMUT00000010422	MmugDNA.32410.1.S1_at
ENSMMUG00000003825	ENSMMUT00000005412	MmugDNA.9978.1.S1_at
ENSMMUG00000017551	ENSMMUT00000060740	MmugDNA.41539.1.S1_at
ENSMMUG00000017551	ENSMMUT00000060740	MmugDNA.33772.1.S1_at
ENSMMUG00000017551	ENSMMUT00000060740	MmugDNA.11296.1.S1_at
ENSMMUG00000017551	ENSMMUT00000060740	MmunewRS.597.1.S1_at
ENSMMUG00000017551	ENSMMUT00000060740	MmugDNA.17171.1.S1_at
ENSMMUG00000002218	ENSMMUT00000065960	MmuSTS.1294.1.S1_at
ENSMMUG00000014333	ENSMMUT00000020113	MmugDNA.1662.1.S1_at
ENSMMUG00000014333	ENSMMUT00000020113	MmugDNA.23315.1.S1_at
ENSMMUG00000000643	ENSMMUT00000000925	MmugDNA.9118.1.S1_at
ENSMMUG00000007456	ENSMMUT00000056491	Mmu.13651.1.S1_s_at
ENSMMUG00000003825	ENSMMUT00000005413	MmugDNA.9978.1.S1_at
ENSMMUG00000017551	ENSMMUT00000065914	MmugDNA.41539.1.S1_at
ENSMMUG00000017551	ENSMMUT00000065914	MmugDNA.33772.1.S1_at
ENSMMUG00000017551	ENSMMUT00000065914	MmugDNA.11296.1.S1_at
ENSMMUG00000017551	ENSMMUT00000065914	MmunewRS.597.1.S1_at
ENSMMUG00000017551	ENSMMUT00000065914	MmugDNA.17171.1.S1_at
ENSMMUG00000002218	ENSMMUT00000071279	MmuSTS.1294.1.S1_at
ENSMMUG00000006226	ENSMMUT00000086694	MmuSTS.2805.1.S1_at
ENSMMUG00000003825	ENSMMUT00000109730	MmugDNA.9978.1.S1_at
ENSMMUG00000002218	ENSMMUT00000003142	MmuSTS.1294.1.S1_at
ENSMMUG00000062550	ENSMMUT00000105509	MmugDNA.15559.1.S1_at
ENSMMUG00000013128	ENSMMUT00000068459	MmugDNA.27436.1.S1_at
ENSMMUG00000017551	ENSMMUT00000024689	MmugDNA.41539.1.S1_at
ENSMMUG00000017551	ENSMMUT00000024689	MmunewRS.597.1.S1_at
ENSMMUG00000017551	ENSMMUT00000024689	MmugDNA.17171.1.S1_at
ENSMMUG00000006553	ENSMMUT00000009185	MmugDNA.1898.1.S1_at
ENSMMUG00000006226	ENSMMUT00000008712	MmuSTS.2805.1.S1_at
ENSMMUG00000003825	ENSMMUT00000056322	MmugDNA.9978.1.S1_at
ENSMMUG00000018183	ENSMMUT00000025562	MmugDNA.39004.1.S1_at
ENSMMUG00000018183	ENSMMUT00000025562	MmugDNA.687.1.S1_at
ENSMMUG00000023350	ENSMMUT00000026625	MmuSTS.4107.1.S1_at
ENSMMUG00000000643	ENSMMUT00000000927	MmugDNA.9118.1.S1_at
ENSMMUG00000056003	ENSMMUT00000100347	MmugDNA.34970.1.S1_at
ENSMMUG00000056003	ENSMMUT00000100347	MmugDNA.25366.1.S1_at
ENSMMUG00000023230	ENSMMUT00000042172	Mmu.6282.1.S1_at
ENSMMUG00000023230	ENSMMUT00000042172	MmugDNA.36.1.S1_at
ENSMMUG00000003825	ENSMMUT00000042718	MmugDNA.9978.1.S1_at
ENSMMUG00000023350	ENSMMUT00000032848	MmuSTS.4279.1.S1_at
ENSMMUG00000023230	ENSMMUT00000059601	Mmu.6282.1.S1_at
ENSMMUG00000003825	ENSMMUT00000042719	MmugDNA.9978.1.S1_at
ENSMMUG00000006553	ENSMMUT00000009182	MmugDNA.1898.1.S1_at
ENSMMUG00000008791	ENSMMUT00000012288	MmugDNA.12247.1.S1_at
ENSMMUG00000023350	ENSMMUT00000032849	MmuSTS.4279.1.S1_at
ENSMMUG00000003825	ENSMMUT00000091185	MmugDNA.9978.1.S1_at
ENSMMUG00000032188	ENSMMUT00000090144	MmuSTS.2100.1.S1_at
ENSMMUG00000032188	ENSMMUT00000090144	MmugDNA.3794.1.S1_at
ENSMMUG00000032188	ENSMMUT00000090144	MmuSTS.2100.1.S1_x_at
ENSMMUG00000032188	ENSMMUT00000090144	MmugDNA.23243.1.S1_at
ENSMMUG00000017551	ENSMMUT00000024686	MmugDNA.41539.1.S1_at
ENSMMUG00000017551	ENSMMUT00000024686	MmugDNA.33772.1.S1_at
ENSMMUG00000017551	ENSMMUT00000024686	MmugDNA.11296.1.S1_at
ENSMMUG00000017551	ENSMMUT00000024686	MmunewRS.597.1.S1_at
ENSMMUG00000017551	ENSMMUT00000024686	MmugDNA.17171.1.S1_at
ENSMMUG00000032188	ENSMMUT00000047383	MmuSTS.2100.1.S1_at
ENSMMUG00000032188	ENSMMUT00000047383	MmugDNA.3794.1.S1_at
ENSMMUG00000032188	ENSMMUT00000047383	MmuSTS.2100.1.S1_x_at
ENSMMUG00000032188	ENSMMUT00000047383	MmugDNA.23243.1.S1_at
ENSMMUG00000003825	ENSMMUT00000078687	MmugDNA.9978.1.S1_at
