Gene stable ID	Transcript stable ID	AFFY HG U95D probe
ENSG00000123243	ENST00000468389	79975_at
ENSG00000123243	ENST00000476417	79975_at
ENSG00000123243	ENST00000397145	79975_at
ENSG00000215304	ENST00000562108	73997_at
ENSG00000261279	ENST00000564495	73997_at
ENSG00000197217	ENST00000520936	84320_at
ENSG00000279656	ENST00000624870	77138_at
ENSG00000137075	ENST00000259605	78548_at
ENSG00000137075	ENST00000353739	78548_at
ENSG00000137075	ENST00000377877	78548_at
ENSG00000137075	ENST00000491349	78548_at
ENSG00000137075	ENST00000357058	78548_at
ENSG00000137075	ENST00000350199	78548_at
ENSG00000137075	ENST00000377885	78548_at
ENSG00000137075	ENST00000611646	78548_at
ENSG00000165632	ENST00000344293	77003_at
ENSG00000215440	ENST00000527587	69524_at
ENSG00000215440	ENST00000532531	69524_at
ENSG00000042980	ENST00000265769	70825_at
ENSG00000042980	ENST00000265769	77731_at
ENSG00000042980	ENST00000520448	70825_at
ENSG00000042980	ENST00000437154	89474_r_at
ENSG00000042980	ENST00000521629	70825_at
ENSG00000248905	ENST00000616417	81597_at
ENSG00000197308	ENST00000355358	91596_at
ENSG00000197308	ENST00000420815	91596_at
ENSG00000197308	ENST00000438755	91596_at
ENSG00000259392	ENST00000561418	87506_at
ENSG00000087460	ENST00000461152	81444_at
ENSG00000277586	ENST00000610854	82720_at
ENSG00000272783	ENST00000608161	68727_at
ENSG00000215271	ENST00000357460	70080_at
ENSG00000215271	ENST00000561013	70080_at
ENSG00000221914	ENST00000380737	82422_r_at
ENSG00000221914	ENST00000380737	82421_i_at
ENSG00000221914	ENST00000524169	82422_r_at
ENSG00000221914	ENST00000524169	82421_i_at
ENSG00000221914	ENST00000665949	82422_r_at
ENSG00000221914	ENST00000665949	82421_i_at
ENSG00000221914	ENST00000660435	82422_r_at
ENSG00000221914	ENST00000660435	82421_i_at
ENSG00000221914	ENST00000315985	82422_r_at
ENSG00000221914	ENST00000315985	82421_i_at
ENSG00000221914	ENST00000667651	82422_r_at
ENSG00000221914	ENST00000667651	82421_i_at
ENSG00000221914	ENST00000657943	82422_r_at
ENSG00000221914	ENST00000657943	82421_i_at
ENSG00000221914	ENST00000666129	82422_r_at
ENSG00000221914	ENST00000666129	82421_i_at
ENSG00000221914	ENST00000518215	82422_r_at
ENSG00000221914	ENST00000518215	82421_i_at
ENSG00000221914	ENST00000665751	82422_r_at
ENSG00000221914	ENST00000665751	82421_i_at
ENSG00000221914	ENST00000518890	82422_r_at
ENSG00000221914	ENST00000518890	82421_i_at
ENSG00000221914	ENST00000517754	82422_r_at
ENSG00000221914	ENST00000517754	78278_at
ENSG00000221914	ENST00000517754	82421_i_at
ENSG00000221914	ENST00000518208	82422_r_at
ENSG00000221914	ENST00000518208	82421_i_at
ENSG00000235194	ENST00000452015	73322_at
ENSG00000235194	ENST00000561426	73322_at
ENSG00000235194	ENST00000558058	73322_at
ENSG00000235194	ENST00000559314	73322_at
ENSG00000168924	ENST00000302787	84499_at
ENSG00000148429	ENST00000609104	90179_at
ENSG00000182405	ENST00000397766	91478_at
ENSG00000109685	ENST00000508355	74492_at
ENSG00000109685	ENST00000508355	88837_at
ENSG00000109685	ENST00000509115	74492_at
ENSG00000109685	ENST00000509115	88837_at
ENSG00000253888	ENST00000521408	84645_at
ENSG00000165275	ENST00000377753	68862_at
ENSG00000165275	ENST00000537911	68862_at
ENSG00000165275	ENST00000297994	68862_at
ENSG00000165275	ENST00000488673	68862_at
ENSG00000165275	ENST00000377754	68862_at
ENSG00000130997	ENST00000510344	71919_at
ENSG00000122696	ENST00000496760	91395_at
ENSG00000122696	ENST00000377716	85572_at
ENSG00000122696	ENST00000242275	85572_at
ENSG00000107338	ENST00000377707	81629_r_at
ENSG00000223716	ENST00000422554	74075_at
ENSG00000180071	ENST00000602295	68955_at
ENSG00000180071	ENST00000399703	68955_at
ENSG00000180071	ENST00000399703	74512_at
ENSG00000106714	ENST00000358144	84642_r_at
ENSG00000106714	ENST00000377653	71181_at
ENSG00000188191	ENST00000478198	76640_at
ENSG00000243695	ENST00000425044	71181_at
ENSG00000270951	ENST00000605044	90463_at
ENSG00000270951	ENST00000605044	90465_g_at
ENSG00000274002	ENST00000610501	69649_at
ENSG00000196664	ENST00000380659	91595_at
ENSG00000164828	ENST00000340926	87078_at
ENSG00000226985	ENST00000456091	68444_at
ENSG00000226985	ENST00000420403	68444_at
ENSG00000226985	ENST00000656410	68444_at
ENSG00000226985	ENST00000667868	68444_at
ENSG00000226985	ENST00000665887	68444_at
ENSG00000226985	ENST00000656979	68444_at
ENSG00000226985	ENST00000668192	68444_at
ENSG00000226985	ENST00000659191	68444_at
ENSG00000226985	ENST00000656111	68444_at
ENSG00000226985	ENST00000660305	68444_at
ENSG00000276963	ENST00000413399	70553_at
ENSG00000276291	ENST00000615326	72978_at
ENSG00000276291	ENST00000610803	72978_at
ENSG00000276291	ENST00000618340	72978_at
ENSG00000206177	ENST00000472539	80271_at
ENSG00000206177	ENST00000496585	80271_at
ENSG00000206177	ENST00000356815	80271_at
ENSG00000273514	ENST00000622588	82251_at
ENSG00000123595	ENST00000464506	79341_at
ENSG00000120903	ENST00000407991	81225_at
ENSG00000120903	ENST00000520600	81225_at
ENSG00000120903	ENST00000523695	81225_at
ENSG00000124203	ENST00000637017	77971_at
ENSG00000124203	ENST00000637017	79659_at
ENSG00000124203	ENST00000371030	77971_at
ENSG00000007392	ENST00000490762	72439_at
ENSG00000007392	ENST00000397780	72439_at
ENSG00000007392	ENST00000443357	72439_at
ENSG00000007392	ENST00000469109	72439_at
ENSG00000007392	ENST00000467552	72439_at
ENSG00000007392	ENST00000494545	72439_at
ENSG00000225112	ENST00000412388	88775_at
ENSG00000167930	ENST00000653392	85586_at
ENSG00000167930	ENST00000666018	85586_at
ENSG00000167930	ENST00000301679	85586_at
ENSG00000167930	ENST00000654053	85586_at
ENSG00000167930	ENST00000659283	85586_at
ENSG00000167930	ENST00000419173	85586_at
ENSG00000167930	ENST00000399932	85586_at
ENSG00000167930	ENST00000426695	85586_at
ENSG00000167930	ENST00000438220	85586_at
ENSG00000167930	ENST00000447499	85586_at
ENSG00000167930	ENST00000453430	85586_at
ENSG00000167930	ENST00000449945	85586_at
ENSG00000167930	ENST00000420046	85586_at
ENSG00000167930	ENST00000301678	85586_at
ENSG00000167930	ENST00000420500	85586_at
ENSG00000167930	ENST00000417499	85586_at
ENSG00000167930	ENST00000600536	85586_at
ENSG00000167930	ENST00000496874	85586_at
ENSG00000167930	ENST00000421000	85586_at
ENSG00000259468	ENST00000559867	67808_at
ENSG00000182117	ENST00000557912	74609_at
ENSG00000182117	ENST00000328848	74609_at
ENSG00000087266	ENST00000503393	74544_at
ENSG00000087266	ENST00000503393	77179_at
ENSG00000087266	ENST00000435136	74544_at
ENSG00000087266	ENST00000435136	77179_at
ENSG00000087266	ENST00000356331	74544_at
ENSG00000087266	ENST00000356331	77179_at
ENSG00000275297	ENST00000613248	77566_at
ENSG00000176454	ENST00000563240	87808_at
ENSG00000154529	ENST00000612828	81065_at
ENSG00000154529	ENST00000377561	81065_at
ENSG00000154529	ENST00000619138	81065_at
ENSG00000154529	ENST00000618777	81065_at
ENSG00000154529	ENST00000618777	84642_r_at
ENSG00000154529	ENST00000479351	81065_at
ENSG00000154529	ENST00000489789	81065_at
ENSG00000154529	ENST00000276974	71181_at
ENSG00000196227	ENST00000358293	77669_at
ENSG00000196227	ENST00000358293	77453_at
ENSG00000196227	ENST00000360816	77669_at
ENSG00000196227	ENST00000360816	77453_at
ENSG00000196227	ENST00000469084	77669_at
ENSG00000196227	ENST00000469084	77453_at
ENSG00000196227	ENST00000421092	77669_at
ENSG00000196227	ENST00000421092	77453_at
ENSG00000120885	ENST00000316403	75384_f_at
ENSG00000120885	ENST00000316403	75382_i_at
ENSG00000120885	ENST00000405140	75384_f_at
ENSG00000120885	ENST00000405140	75382_i_at
ENSG00000120885	ENST00000523500	75384_f_at
ENSG00000120885	ENST00000523500	75382_i_at
ENSG00000120885	ENST00000522299	75384_f_at
ENSG00000120885	ENST00000522299	75382_i_at
ENSG00000120885	ENST00000522098	75384_f_at
ENSG00000120885	ENST00000522098	75382_i_at
ENSG00000130150	ENST00000380492	85542_at
ENSG00000130150	ENST00000495110	85542_at
ENSG00000228340	ENST00000663127	77914_at
ENSG00000100889	ENST00000396973	86118_at
ENSG00000100889	ENST00000561050	86118_at
ENSG00000100889	ENST00000558674	86118_at
ENSG00000240230	ENST00000344111	81174_at
ENSG00000240230	ENST00000344111	84699_at
ENSG00000261304	ENST00000565706	87226_at
ENSG00000204814	ENST00000377548	79803_at
ENSG00000204814	ENST00000448436	79803_at
ENSG00000231527	ENST00000651201	77566_at
ENSG00000231527	ENST00000443347	77566_at
ENSG00000231527	ENST00000439760	77566_at
ENSG00000231527	ENST00000657353	77566_at
ENSG00000231527	ENST00000659299	77566_at
ENSG00000198146	ENST00000356321	68536_at
ENSG00000198146	ENST00000559564	68536_at
ENSG00000149657	ENST00000279068	74530_s_at
ENSG00000100897	ENST00000560046	86292_at
ENSG00000134146	ENST00000256538	79283_at
ENSG00000134146	ENST00000558266	79283_at
ENSG00000229043	ENST00000423008	69763_r_at
ENSG00000229043	ENST00000423008	69761_at
ENSG00000229043	ENST00000423008	83635_r_at
ENSG00000229043	ENST00000660500	69763_r_at
ENSG00000229043	ENST00000660500	69761_at
ENSG00000229043	ENST00000660500	83635_r_at
ENSG00000229043	ENST00000662926	69763_r_at
ENSG00000229043	ENST00000662926	69761_at
ENSG00000229043	ENST00000662926	83635_r_at
ENSG00000229043	ENST00000422230	69763_r_at
ENSG00000229043	ENST00000422230	69761_at
ENSG00000229043	ENST00000422230	83635_r_at
ENSG00000229043	ENST00000659975	69763_r_at
ENSG00000229043	ENST00000659975	69761_at
ENSG00000229043	ENST00000659975	83635_r_at
ENSG00000229043	ENST00000413706	83635_r_at
ENSG00000229043	ENST00000655003	69763_r_at
ENSG00000229043	ENST00000655003	69761_at
ENSG00000229043	ENST00000655003	83635_r_at
ENSG00000225833	ENST00000421585	78043_at
ENSG00000265102	ENST00000585264	79283_at
ENSG00000164877	ENST00000493998	81266_at
ENSG00000164877	ENST00000496184	74486_at
ENSG00000164877	ENST00000496184	81266_at
ENSG00000164877	ENST00000472100	81266_at
ENSG00000164877	ENST00000470807	74486_at
ENSG00000164877	ENST00000460198	74486_at
ENSG00000169239	ENST00000318636	89315_at
ENSG00000169239	ENST00000318636	80973_at
ENSG00000169239	ENST00000478923	83874_at
ENSG00000169239	ENST00000474624	83874_at
ENSG00000169239	ENST00000454127	89315_at
ENSG00000169239	ENST00000454127	80973_at
ENSG00000101180	ENST00000340177	86263_r_at
ENSG00000101180	ENST00000317393	86263_r_at
ENSG00000152457	ENST00000378278	91960_at
ENSG00000109736	ENST00000514800	74868_at
ENSG00000109736	ENST00000514031	74868_at
ENSG00000109736	ENST00000355443	74868_at
ENSG00000109736	ENST00000329687	74868_at
ENSG00000109736	ENST00000503596	74868_at
ENSG00000109736	ENST00000508221	74868_at
ENSG00000109736	ENST00000507272	74868_at
ENSG00000109736	ENST00000507555	74868_at
ENSG00000109736	ENST00000508276	74868_at
ENSG00000109736	ENST00000512781	74868_at
ENSG00000225981	ENST00000445345	88880_at
ENSG00000182021	ENST00000315293	89037_at
ENSG00000249673	ENST00000505731	73414_at
ENSG00000249673	ENST00000507702	73414_at
ENSG00000271225	ENST00000604946	75814_at
ENSG00000223602	ENST00000438758	70553_at
ENSG00000231476	ENST00000421380	71745_r_at
ENSG00000225968	ENST00000424383	81250_r_at
ENSG00000225968	ENST00000561626	81250_r_at
ENSG00000125388	ENST00000503518	79543_at
ENSG00000100908	ENST00000560403	85441_at
ENSG00000100908	ENST00000558200	85441_at
ENSG00000130702	ENST00000252999	83186_at
ENSG00000130702	ENST00000464134	83186_at
ENSG00000130702	ENST00000497363	83186_at
ENSG00000197386	ENST00000506137	69523_at
ENSG00000090565	ENST00000262305	75038_g_at
ENSG00000090565	ENST00000434585	75038_g_at
ENSG00000090565	ENST00000434585	75036_at
ENSG00000090565	ENST00000452814	75038_g_at
ENSG00000090565	ENST00000483002	75038_g_at
ENSG00000090565	ENST00000449879	75038_g_at
ENSG00000090565	ENST00000412256	75038_g_at
ENSG00000090565	ENST00000412256	75036_at
ENSG00000090565	ENST00000495663	82830_at
ENSG00000090565	ENST00000495663	75038_g_at
ENSG00000090565	ENST00000495663	75036_at
ENSG00000090565	ENST00000450428	75038_g_at
ENSG00000188158	ENST00000676302	71412_at
ENSG00000188158	ENST00000380060	71412_at
ENSG00000188158	ENST00000398097	71412_at
ENSG00000188158	ENST00000617601	71412_at
ENSG00000188158	ENST00000615422	71412_at
ENSG00000103326	ENST00000219611	74987_f_at
ENSG00000103326	ENST00000565010	74987_f_at
ENSG00000214050	ENST00000520481	69363_at
ENSG00000233017	ENST00000433121	79859_at
ENSG00000161992	ENST00000409413	76324_at
ENSG00000106263	ENST00000468611	90176_at
ENSG00000092098	ENST00000559275	81057_at
ENSG00000092098	ENST00000324103	81057_at
ENSG00000092098	ENST00000560787	81057_at
ENSG00000092098	ENST00000491351	81057_at
ENSG00000092098	ENST00000559071	81057_at
ENSG00000092098	ENST00000560754	81057_at
ENSG00000092098	ENST00000558452	81057_at
ENSG00000092098	ENST00000559449	81057_at
ENSG00000092098	ENST00000483895	81057_at
ENSG00000092098	ENST00000559719	81057_at
ENSG00000229882	ENST00000418953	90895_at
ENSG00000077943	ENST00000378076	92019_r_at
ENSG00000008086	ENST00000623535	91325_at
ENSG00000008086	ENST00000674046	91325_at
ENSG00000101189	ENST00000370487	77302_at
ENSG00000246339	ENST00000501224	80243_at
ENSG00000246339	ENST00000659934	80243_at
ENSG00000257108	ENST00000424439	88821_at
ENSG00000257108	ENST00000540585	88821_at
ENSG00000106003	ENST00000493850	89153_at
ENSG00000282907	ENST00000635107	88821_at
ENSG00000104299	ENST00000520831	91111_at
ENSG00000226140	ENST00000664373	67041_at
ENSG00000226140	ENST00000664373	67039_g_at
ENSG00000226140	ENST00000417542	67037_at
ENSG00000226140	ENST00000417542	67039_g_at
ENSG00000226140	ENST00000652949	67037_at
ENSG00000226140	ENST00000656914	67041_at
ENSG00000226140	ENST00000656914	67039_g_at
ENSG00000226140	ENST00000434386	67041_at
ENSG00000226140	ENST00000434386	67039_g_at
ENSG00000226140	ENST00000656314	67041_at
ENSG00000226140	ENST00000668798	67041_at
ENSG00000226140	ENST00000668798	67039_g_at
ENSG00000226140	ENST00000654129	67041_at
ENSG00000226140	ENST00000654129	67039_g_at
ENSG00000226140	ENST00000659592	67041_at
ENSG00000226140	ENST00000659592	67039_g_at
ENSG00000226140	ENST00000653570	67041_at
ENSG00000226140	ENST00000655111	67041_at
ENSG00000226140	ENST00000655111	67039_g_at
ENSG00000226140	ENST00000666333	67041_at
ENSG00000226140	ENST00000666333	67039_g_at
ENSG00000226140	ENST00000667599	67041_at
ENSG00000226140	ENST00000655950	67041_at
ENSG00000226140	ENST00000655950	67039_g_at
ENSG00000259529	ENST00000558468	81057_at
ENSG00000175920	ENST00000507039	76422_at
ENSG00000175920	ENST00000340083	76422_at
ENSG00000175920	ENST00000515886	76422_at
ENSG00000130731	ENST00000301686	75378_s_at
ENSG00000130731	ENST00000448973	75378_s_at
ENSG00000130731	ENST00000568077	75378_s_at
ENSG00000130731	ENST00000456420	75378_s_at
ENSG00000130731	ENST00000564039	75378_s_at
ENSG00000130731	ENST00000568830	75378_s_at
ENSG00000130731	ENST00000565799	75378_s_at
ENSG00000130731	ENST00000614890	75378_s_at
ENSG00000107611	ENST00000433666	79919_at
ENSG00000106012	ENST00000476665	80824_at
ENSG00000106012	ENST00000611775	80824_at
ENSG00000106012	ENST00000423196	80824_at
ENSG00000106012	ENST00000486730	80824_at
ENSG00000102104	ENST00000379984	85868_at
ENSG00000270090	ENST00000602641	77566_at
ENSG00000270090	ENST00000602543	77566_at
ENSG00000101191	ENST00000395343	79089_at
ENSG00000101191	ENST00000370371	89871_g_at
ENSG00000101191	ENST00000370371	74934_s_at
ENSG00000101191	ENST00000370368	89871_g_at
ENSG00000101191	ENST00000370368	74934_s_at
ENSG00000101191	ENST00000354665	89871_g_at
ENSG00000101191	ENST00000354665	74934_s_at
ENSG00000101191	ENST00000370366	89871_g_at
ENSG00000101191	ENST00000370366	74934_s_at
ENSG00000101191	ENST00000266070	79089_at
ENSG00000250681	ENST00000505702	72615_at
ENSG00000147421	ENST00000287701	87770_at
ENSG00000147421	ENST00000287701	87769_s_at
ENSG00000147421	ENST00000397358	87770_at
ENSG00000147421	ENST00000397358	87769_s_at
ENSG00000147421	ENST00000561377	87770_at
ENSG00000147421	ENST00000561377	87769_s_at
ENSG00000107614	ENST00000354631	75839_at
ENSG00000107614	ENST00000377799	75839_at
ENSG00000276203	ENST00000613796	69800_at
ENSG00000276203	ENST00000615683	69800_at
ENSG00000278621	ENST00000616754	79483_at
ENSG00000286724	ENST00000662768	72489_at
ENSG00000150667	ENST00000642527	77626_at
ENSG00000150667	ENST00000350221	77626_at
ENSG00000259196	ENST00000558292	84221_r_at
ENSG00000125514	ENST00000414668	67867_at
ENSG00000125514	ENST00000370341	67867_at
ENSG00000125514	ENST00000456634	67867_at
ENSG00000197892	ENST00000524189	88734_at
ENSG00000197892	ENST00000522355	88734_at
ENSG00000197892	ENST00000521515	88734_at
ENSG00000128829	ENST00000559624	81077_at
ENSG00000225978	ENST00000433161	82006_at
ENSG00000026025	ENST00000544301	75309_at
ENSG00000026025	ENST00000224237	75309_at
ENSG00000026025	ENST00000487938	75309_at
ENSG00000026025	ENST00000469543	75309_at
ENSG00000260691	ENST00000616047	69800_at
ENSG00000260691	ENST00000610624	69800_at
ENSG00000248508	ENST00000504245	91339_at
ENSG00000248508	ENST00000560341	81836_at
ENSG00000248508	ENST00000661955	81836_at
ENSG00000248508	ENST00000660446	81836_at
ENSG00000148488	ENST00000440449	88296_at
ENSG00000148488	ENST00000377602	88296_at
ENSG00000156970	ENST00000559461	73477_at
ENSG00000156970	ENST00000557848	73477_at
ENSG00000156970	ENST00000559772	73477_at
ENSG00000163132	ENST00000382723	82705_at
ENSG00000163132	ENST00000468421	82705_at
ENSG00000271869	ENST00000607315	75099_at
ENSG00000272375	ENST00000606555	83461_r_at
ENSG00000254109	ENST00000517521	77044_at
ENSG00000254109	ENST00000523643	77044_at
ENSG00000254109	ENST00000519753	77044_at
ENSG00000254109	ENST00000662163	77044_at
ENSG00000157110	ENST00000520191	68540_at
ENSG00000231892	ENST00000414126	70266_at
ENSG00000146555	ENST00000404826	68258_at
ENSG00000146555	ENST00000389531	68258_at
ENSG00000146555	ENST00000615806	68258_at
ENSG00000101203	ENST00000358894	72433_at
ENSG00000101203	ENST00000479501	72433_at
ENSG00000101203	ENST00000422202	72433_at
ENSG00000101203	ENST00000471582	72433_at
ENSG00000101203	ENST00000471582	80402_at
ENSG00000101203	ENST00000494913	72433_at
ENSG00000165995	ENST00000324631	90975_i_at
ENSG00000165995	ENST00000324631	90978_r_at
ENSG00000165995	ENST00000396576	90975_i_at
ENSG00000165995	ENST00000396576	90978_r_at
ENSG00000165995	ENST00000377329	90975_i_at
ENSG00000165995	ENST00000377329	90978_r_at
ENSG00000165995	ENST00000651330	90975_i_at
ENSG00000165995	ENST00000651330	90978_r_at
ENSG00000165995	ENST00000652478	90975_i_at
ENSG00000165995	ENST00000652478	90978_r_at
ENSG00000165995	ENST00000651928	90975_i_at
ENSG00000165995	ENST00000651928	90978_r_at
ENSG00000165995	ENST00000615785	90975_i_at
ENSG00000165995	ENST00000615785	90978_r_at
ENSG00000165995	ENST00000617363	90975_i_at
ENSG00000165995	ENST00000617363	90978_r_at
ENSG00000165995	ENST00000612134	90975_i_at
ENSG00000165995	ENST00000612134	90978_r_at
ENSG00000101204	ENST00000370263	83355_at
ENSG00000101204	ENST00000463705	83355_at
ENSG00000187559	ENST00000342833	82251_at
ENSG00000075043	ENST00000629318	84813_at
ENSG00000075043	ENST00000627221	84813_at
ENSG00000261659	ENST00000575305	72188_at
ENSG00000181215	ENST00000639345	85860_at
ENSG00000181215	ENST00000531445	85860_at
ENSG00000181215	ENST00000324058	85860_at
ENSG00000157927	ENST00000445392	81407_at
ENSG00000157927	ENST00000472999	81407_at
ENSG00000157927	ENST00000399583	81407_at
ENSG00000157927	ENST00000473130	81407_at
ENSG00000233178	ENST00000629181	81052_r_at
ENSG00000233178	ENST00000629161	81052_r_at
ENSG00000218823	ENST00000404991	69785_at
ENSG00000128928	ENST00000484250	81299_at
ENSG00000128928	ENST00000481262	81299_at
ENSG00000165060	ENST00000644653	70085_f_at
ENSG00000165060	ENST00000484259	70085_f_at
ENSG00000165060	ENST00000377270	70085_f_at
ENSG00000146587	ENST00000396912	72688_at
ENSG00000249896	ENST00000508601	90826_at
ENSG00000128891	ENST00000560305	89992_s_at
ENSG00000128891	ENST00000559153	89992_s_at
ENSG00000128891	ENST00000561011	89992_s_at
ENSG00000128891	ENST00000559291	89992_s_at
ENSG00000128891	ENST00000559911	89992_s_at
ENSG00000128891	ENST00000558113	89992_s_at
ENSG00000128891	ENST00000358005	89992_s_at
ENSG00000128891	ENST00000416810	89992_s_at
ENSG00000128891	ENST00000558750	89992_s_at
ENSG00000128891	ENST00000559103	89992_s_at
ENSG00000128891	ENST00000558871	89992_s_at
ENSG00000128891	ENST00000560109	89992_s_at
ENSG00000128891	ENST00000560535	89992_s_at
ENSG00000128891	ENST00000625629	89992_s_at
ENSG00000075624	ENST00000674681	AFFX-HSAC07/X00351_3_at
ENSG00000075624	ENST00000674681	AFFX-HSAC07/X00351_5_at
ENSG00000075624	ENST00000674681	AFFX-HSAC07/X00351_M_at
ENSG00000075624	ENST00000642480	AFFX-HSAC07/X00351_3_at
ENSG00000075624	ENST00000642480	AFFX-HSAC07/X00351_5_at
ENSG00000075624	ENST00000642480	AFFX-HSAC07/X00351_M_at
ENSG00000075624	ENST00000676397	AFFX-HSAC07/X00351_3_at
ENSG00000075624	ENST00000676397	AFFX-HSAC07/X00351_5_at
ENSG00000075624	ENST00000676397	AFFX-HSAC07/X00351_M_at
ENSG00000075624	ENST00000676319	AFFX-HSAC07/X00351_3_at
ENSG00000075624	ENST00000676189	AFFX-HSAC07/X00351_3_at
ENSG00000075624	ENST00000676189	AFFX-HSAC07/X00351_5_at
ENSG00000075624	ENST00000676189	AFFX-HSAC07/X00351_M_at
ENSG00000075624	ENST00000473257	AFFX-HSAC07/X00351_3_at
ENSG00000075624	ENST00000473257	AFFX-HSAC07/X00351_5_at
ENSG00000075624	ENST00000473257	AFFX-HSAC07/X00351_M_at
ENSG00000075624	ENST00000646664	AFFX-HSAC07/X00351_3_at
ENSG00000075624	ENST00000646664	AFFX-HSAC07/X00351_5_at
ENSG00000075624	ENST00000646664	AFFX-HSAC07/X00351_M_at
ENSG00000075624	ENST00000464611	AFFX-HSAC07/X00351_3_at
ENSG00000075624	ENST00000464611	AFFX-HSAC07/X00351_M_at
ENSG00000075624	ENST00000477812	AFFX-HSAC07/X00351_3_at
ENSG00000075624	ENST00000477812	AFFX-HSAC07/X00351_5_at
ENSG00000075624	ENST00000477812	AFFX-HSAC07/X00351_M_at
ENSG00000075624	ENST00000675515	AFFX-HSAC07/X00351_3_at
ENSG00000075624	ENST00000675515	AFFX-HSAC07/X00351_5_at
ENSG00000075624	ENST00000675515	AFFX-HSAC07/X00351_M_at
ENSG00000075624	ENST00000425660	AFFX-HSAC07/X00351_3_at
ENSG00000075624	ENST00000425660	AFFX-HSAC07/X00351_5_at
ENSG00000075624	ENST00000425660	AFFX-HSAC07/X00351_M_at
ENSG00000075624	ENST00000462494	AFFX-HSAC07/X00351_3_at
ENSG00000075624	ENST00000462494	AFFX-HSAC07/X00351_5_at
ENSG00000075624	ENST00000462494	AFFX-HSAC07/X00351_M_at
ENSG00000075624	ENST00000493945	AFFX-HSAC07/X00351_3_at
ENSG00000075624	ENST00000493945	AFFX-HSAC07/X00351_5_at
ENSG00000075624	ENST00000493945	AFFX-HSAC07/X00351_M_at
ENSG00000075624	ENST00000432588	AFFX-HSAC07/X00351_5_at
ENSG00000075624	ENST00000432588	AFFX-HSAC07/X00351_M_at
ENSG00000075624	ENST00000645576	AFFX-HSAC07/X00351_3_at
ENSG00000075624	ENST00000645576	AFFX-HSAC07/X00351_5_at
ENSG00000075624	ENST00000645576	AFFX-HSAC07/X00351_M_at
ENSG00000075624	ENST00000647275	AFFX-HSAC07/X00351_3_at
ENSG00000075624	ENST00000647275	AFFX-HSAC07/X00351_5_at
ENSG00000075624	ENST00000647275	AFFX-HSAC07/X00351_M_at
ENSG00000075624	ENST00000484841	AFFX-HSAC07/X00351_5_at
ENSG00000075624	ENST00000484841	AFFX-HSAC07/X00351_M_at
ENSG00000075624	ENST00000645025	AFFX-HSAC07/X00351_5_at
ENSG00000075624	ENST00000645025	AFFX-HSAC07/X00351_M_at
ENSG00000075624	ENST00000480301	AFFX-HSAC07/X00351_5_at
ENSG00000075624	ENST00000480301	AFFX-HSAC07/X00351_M_at
ENSG00000075624	ENST00000443528	AFFX-HSAC07/X00351_5_at
ENSG00000075624	ENST00000443528	AFFX-HSAC07/X00351_M_at
ENSG00000075624	ENST00000417101	AFFX-HSAC07/X00351_5_at
ENSG00000075624	ENST00000417101	AFFX-HSAC07/X00351_M_at
ENSG00000075624	ENST00000414620	AFFX-HSAC07/X00351_5_at
ENSG00000130589	ENST00000479540	85819_at
ENSG00000130589	ENST00000370082	85819_at
ENSG00000135063	ENST00000645123	76005_at
ENSG00000188647	ENST00000377200	91160_at
ENSG00000188647	ENST00000377200	83117_at
ENSG00000188647	ENST00000377200	75541_at
ENSG00000188647	ENST00000415701	75541_at
ENSG00000188647	ENST00000340434	91160_at
ENSG00000188647	ENST00000340434	83117_at
ENSG00000188647	ENST00000340434	75541_at
ENSG00000173011	ENST00000310074	84972_at
ENSG00000173011	ENST00000515646	84972_at
ENSG00000245468	ENST00000499242	83533_at
ENSG00000204706	ENST00000451488	77155_at
ENSG00000204706	ENST00000377178	77155_at
ENSG00000184368	ENST00000379651	77266_at
ENSG00000184368	ENST00000379643	77266_at
ENSG00000184368	ENST00000443379	77266_at
ENSG00000184368	ENST00000452324	77266_at
ENSG00000184368	ENST00000466145	77266_at
ENSG00000268364	ENST00000594708	80704_at
ENSG00000268364	ENST00000670800	80704_at
ENSG00000268364	ENST00000656832	91359_r_at
ENSG00000268364	ENST00000656832	80704_at
ENSG00000235944	ENST00000422825	73999_at
ENSG00000119138	ENST00000377126	75243_s_at
ENSG00000196943	ENST00000267425	77818_at
ENSG00000213906	ENST00000527924	77818_at
ENSG00000213906	ENST00000528054	77818_at
ENSG00000213906	ENST00000533293	77818_at
ENSG00000213906	ENST00000543919	77818_at
ENSG00000213906	ENST00000530080	77818_at
ENSG00000165997	ENST00000377275	71993_at
ENSG00000165997	ENST00000377275	77134_at
ENSG00000213903	ENST00000345363	77818_at
ENSG00000213903	ENST00000345363	81584_at
ENSG00000213903	ENST00000396789	81584_at
ENSG00000213903	ENST00000556141	81584_at
ENSG00000285852	ENST00000647925	71535_at
ENSG00000120594	ENST00000377252	72802_at
ENSG00000120594	ENST00000377252	76888_at
ENSG00000120594	ENST00000377238	76888_at
ENSG00000273551	ENST00000614275	68840_at
ENSG00000104140	ENST00000220507	82231_at
ENSG00000249145	ENST00000646635	79891_at
ENSG00000249145	ENST00000509453	79891_at
ENSG00000249145	ENST00000653648	79891_at
ENSG00000249145	ENST00000661538	79891_at
ENSG00000249145	ENST00000503186	79891_at
ENSG00000249145	ENST00000657851	79891_at
ENSG00000249145	ENST00000657733	79891_at
ENSG00000249145	ENST00000671202	79891_at
ENSG00000249145	ENST00000660291	79891_at
