Gene stable ID	Transcript stable ID	AFFY HG Focus probe
ENSG00000167968	ENST00000382437	207192_at
ENSG00000167968	ENST00000569184	207192_at
ENSG00000167968	ENST00000613572	207192_at
ENSG00000140263	ENST00000674405	201563_at
ENSG00000140263	ENST00000559230	201563_at
ENSG00000140263	ENST00000267814	201563_at
ENSG00000140263	ENST00000674368	201563_at
ENSG00000140263	ENST00000558580	201563_at
ENSG00000140263	ENST00000558574	201563_at
ENSG00000140263	ENST00000559562	201563_at
ENSG00000140263	ENST00000674487	201563_at
ENSG00000078140	ENST00000261427	202346_at
ENSG00000078140	ENST00000513231	202346_at
ENSG00000078140	ENST00000438068	202346_at
ENSG00000078140	ENST00000445950	202346_at
ENSG00000070501	ENST00000518925	203616_at
ENSG00000070501	ENST00000265421	203616_at
ENSG00000070501	ENST00000522610	203616_at
ENSG00000070501	ENST00000521290	203616_at
ENSG00000070501	ENST00000518579	203616_at
ENSG00000070501	ENST00000521492	203616_at
ENSG00000070501	ENST00000521418	203616_at
ENSG00000147050	ENST00000676062	203992_s_at
ENSG00000147050	ENST00000676343	203992_s_at
ENSG00000147050	ENST00000675577	203992_s_at
ENSG00000147050	ENST00000674739	203992_s_at
ENSG00000147050	ENST00000674867	203992_s_at
ENSG00000147050	ENST00000676085	203992_s_at
ENSG00000147050	ENST00000674586	203992_s_at
ENSG00000147050	ENST00000676133	203992_s_at
ENSG00000147050	ENST00000675514	203992_s_at
ENSG00000147050	ENST00000674659	203992_s_at
ENSG00000147050	ENST00000382899	203992_s_at
ENSG00000147050	ENST00000536777	203992_s_at
ENSG00000147050	ENST00000674564	203992_s_at
ENSG00000147050	ENST00000543216	203992_s_at
ENSG00000147050	ENST00000377967	203992_s_at
ENSG00000147050	ENST00000674541	203992_s_at
ENSG00000147050	ENST00000611820	203992_s_at
ENSG00000147050	ENST00000675816	203992_s_at
ENSG00000147050	ENST00000621147	203992_s_at
ENSG00000147050	ENST00000675157	203992_s_at
ENSG00000147050	ENST00000676389	203992_s_at
ENSG00000147050	ENST00000675182	203992_s_at
ENSG00000147050	ENST00000675525	203992_s_at
ENSG00000147050	ENST00000414389	203992_s_at
ENSG00000147050	ENST00000675546	203992_s_at
ENSG00000147050	ENST00000431196	203992_s_at
ENSG00000147050	ENST00000479423	203992_s_at
ENSG00000112293	ENST00000378243	215554_at
ENSG00000112293	ENST00000486892	215554_at
ENSG00000140279	ENST00000389039	219727_at
ENSG00000140279	ENST00000603300	219727_at
ENSG00000099817	ENST00000615234	217854_s_at
ENSG00000099817	ENST00000612655	217854_s_at
ENSG00000099817	ENST00000591767	217854_s_at
ENSG00000099817	ENST00000589737	217854_s_at
ENSG00000099817	ENST00000215587	217854_s_at
ENSG00000099817	ENST00000586817	217854_s_at
ENSG00000099817	ENST00000619917	217854_s_at
ENSG00000099817	ENST00000586215	217854_s_at
ENSG00000112294	ENST00000357578	203608_at
ENSG00000112294	ENST00000672652	203608_at
ENSG00000112294	ENST00000672352	203608_at
ENSG00000205937	ENST00000397086	200060_s_at
ENSG00000205937	ENST00000320225	200060_s_at
ENSG00000205937	ENST00000566458	200060_s_at
ENSG00000205937	ENST00000562205	200060_s_at
ENSG00000205937	ENST00000566397	200060_s_at
ENSG00000205937	ENST00000565678	200060_s_at
ENSG00000205937	ENST00000561718	200060_s_at
ENSG00000205937	ENST00000565243	200060_s_at
ENSG00000205937	ENST00000565870	200060_s_at
ENSG00000205937	ENST00000561518	200060_s_at
ENSG00000104371	ENST00000220812	206619_at
ENSG00000136943	ENST00000259470	210074_at
ENSG00000136943	ENST00000538255	210074_at
ENSG00000078668	ENST00000522572	208845_at
ENSG00000078668	ENST00000022615	208845_at
ENSG00000078668	ENST00000524291	208845_at
ENSG00000122565	ENST00000337620	200037_s_at
ENSG00000122565	ENST00000396386	200037_s_at
ENSG00000122565	ENST00000409747	200037_s_at
ENSG00000122565	ENST00000481057	200037_s_at
ENSG00000167468	ENST00000354171	201106_at
ENSG00000167468	ENST00000589115	201106_at
ENSG00000167468	ENST00000611653	201106_at
ENSG00000167468	ENST00000593032	201106_at
ENSG00000167468	ENST00000588919	201106_at
ENSG00000167468	ENST00000585362	201106_at
ENSG00000167468	ENST00000614791	201106_at
ENSG00000167468	ENST00000587648	201106_at
ENSG00000167468	ENST00000592940	201106_at
ENSG00000167468	ENST00000587932	201106_at
ENSG00000167468	ENST00000585480	201106_at
ENSG00000167468	ENST00000622390	201106_at
ENSG00000167468	ENST00000616066	201106_at
ENSG00000168421	ENST00000505618	204951_at
ENSG00000168421	ENST00000507851	204951_at
ENSG00000168421	ENST00000503754	204951_at
ENSG00000168421	ENST00000508513	204951_at
ENSG00000168421	ENST00000511967	204951_at
ENSG00000168421	ENST00000503941	204951_at
ENSG00000168421	ENST00000381799	204951_at
ENSG00000168421	ENST00000513894	204951_at
ENSG00000168421	ENST00000515718	204951_at
ENSG00000168421	ENST00000515503	204951_at
ENSG00000168421	ENST00000504638	204951_at
ENSG00000168421	ENST00000511121	204951_at
ENSG00000168421	ENST00000503978	204951_at
ENSG00000168421	ENST00000615577	204951_at
ENSG00000168421	ENST00000613272	204951_at
ENSG00000168421	ENST00000617441	204951_at
ENSG00000168421	ENST00000622175	204951_at
ENSG00000168421	ENST00000619474	204951_at
ENSG00000168421	ENST00000615083	204951_at
ENSG00000168421	ENST00000610353	204951_at
ENSG00000168421	ENST00000614836	204951_at
ENSG00000147119	ENST00000276055	206756_at
ENSG00000086300	ENST00000338523	218404_at
ENSG00000086300	ENST00000396376	218404_at
ENSG00000086300	ENST00000446848	218404_at
ENSG00000086300	ENST00000619420	218404_at
ENSG00000168575	ENST00000342228	202744_at
ENSG00000168575	ENST00000520262	202744_at
ENSG00000168575	ENST00000520179	202744_at
ENSG00000137857	ENST00000557893	215800_at
ENSG00000137857	ENST00000558446	215800_at
ENSG00000102218	ENST00000218340	205191_at
ENSG00000269952	ENST00000602435	207630_s_at
ENSG00000174343	ENST00000310169	221107_at
ENSG00000174343	ENST00000509518	221107_at
ENSG00000147432	ENST00000289957	207859_s_at
ENSG00000130988	ENST00000352078	210751_s_at
ENSG00000130988	ENST00000336169	210751_s_at
ENSG00000130988	ENST00000475448	210751_s_at
ENSG00000130988	ENST00000397180	210751_s_at
ENSG00000130988	ENST00000457380	210751_s_at
ENSG00000118046	ENST00000326873	41657_at
ENSG00000118046	ENST00000589152	41657_at
ENSG00000118046	ENST00000585465	41657_at
ENSG00000118046	ENST00000586243	41657_at
ENSG00000005020	ENST00000345317	204362_at
ENSG00000147434	ENST00000276410	207568_at
ENSG00000147434	ENST00000534622	207568_at
ENSG00000147434	ENST00000533810	207568_at
ENSG00000147434	ENST00000530869	207568_at
ENSG00000112312	ENST00000356509	218350_s_at
ENSG00000112312	ENST00000230056	218350_s_at
ENSG00000112312	ENST00000378054	218350_s_at
ENSG00000112312	ENST00000620958	218350_s_at
ENSG00000147123	ENST00000377811	218320_s_at
ENSG00000147123	ENST00000276062	218320_s_at
ENSG00000111186	ENST00000310594	221029_s_at
ENSG00000111186	ENST00000397196	221029_s_at
ENSG00000111186	ENST00000543071	221029_s_at
ENSG00000111186	ENST00000545747	221029_s_at
ENSG00000105991	ENST00000643460	214639_s_at
ENSG00000105991	ENST00000355633	214639_s_at
ENSG00000100504	ENST00000532462	202990_at
ENSG00000100504	ENST00000216392	202990_at
ENSG00000100504	ENST00000544180	202990_at
ENSG00000100504	ENST00000532107	202990_at
ENSG00000099624	ENST00000395633	213041_s_at
ENSG00000099624	ENST00000215375	213041_s_at
ENSG00000099624	ENST00000592624	213041_s_at
ENSG00000099624	ENST00000590265	213041_s_at
ENSG00000099624	ENST00000588538	213041_s_at
ENSG00000099624	ENST00000591660	213041_s_at
ENSG00000099624	ENST00000591249	213041_s_at
ENSG00000248780	ENST00000507378	205020_s_at
ENSG00000105996	ENST00000222718	214457_at
ENSG00000105996	ENST00000612779	214457_at
ENSG00000105997	ENST00000396352	208604_s_at
ENSG00000105997	ENST00000317201	208604_s_at
ENSG00000105997	ENST00000612286	208604_s_at
ENSG00000136925	ENST00000375173	213161_at
ENSG00000136925	ENST00000341170	213161_at
ENSG00000168522	ENST00000526755	200090_at
ENSG00000168522	ENST00000302279	200090_at
ENSG00000168522	ENST00000533383	200090_at
ENSG00000168522	ENST00000529687	200090_at
ENSG00000168522	ENST00000533336	200090_at
ENSG00000168522	ENST00000525099	200090_at
ENSG00000168522	ENST00000528400	200090_at
ENSG00000111913	ENST00000259698	209829_at
ENSG00000111913	ENST00000538035	209829_at
ENSG00000111913	ENST00000643898	209829_at
ENSG00000111913	ENST00000613507	209829_at
ENSG00000136937	ENST00000375147	209520_s_at
ENSG00000130985	ENST00000377351	200964_at
ENSG00000130985	ENST00000335972	200964_at
ENSG00000130985	ENST00000377269	200964_at
ENSG00000197576	ENST00000360046	206289_at
ENSG00000197576	ENST00000511914	206289_at
ENSG00000197576	ENST00000610970	206289_at
ENSG00000197576	ENST00000428284	206289_at
ENSG00000137860	ENST00000347644	207249_s_at
ENSG00000137860	ENST00000560767	207249_s_at
ENSG00000273433	ENST00000467897	206289_at
ENSG00000106004	ENST00000222726	213844_at
ENSG00000106004	ENST00000520854	213844_at
ENSG00000106006	ENST00000222728	208557_at
ENSG00000106006	ENST00000521478	208557_at
ENSG00000078399	ENST00000343483	214651_s_at
ENSG00000078399	ENST00000497089	214651_s_at
ENSG00000078399	ENST00000487384	214651_s_at
ENSG00000078399	ENST00000673917	214651_s_at
ENSG00000078399	ENST00000673744	214651_s_at
ENSG00000078399	ENST00000465941	214651_s_at
ENSG00000078399	ENST00000489695	214651_s_at
ENSG00000171766	ENST00000396659	216733_s_at
ENSG00000171766	ENST00000558362	216733_s_at
ENSG00000171766	ENST00000676090	216733_s_at
ENSG00000171766	ENST00000675323	216733_s_at
ENSG00000171766	ENST00000675158	216733_s_at
ENSG00000171766	ENST00000675974	216733_s_at
ENSG00000171766	ENST00000674905	216733_s_at
ENSG00000171766	ENST00000675701	216733_s_at
ENSG00000136936	ENST00000462523	205672_at
ENSG00000136936	ENST00000375128	205672_at
ENSG00000136936	ENST00000485042	205672_at
ENSG00000253293	ENST00000283921	213150_at
ENSG00000253293	ENST00000396344	213150_at
ENSG00000253293	ENST00000524368	213150_at
ENSG00000253293	ENST00000521421	213150_at
ENSG00000253293	ENST00000519593	213150_at
ENSG00000253293	ENST00000613671	213150_at
ENSG00000005073	ENST00000517402	208493_at
ENSG00000005073	ENST00000006015	208493_at
ENSG00000178919	ENST00000375123	206912_at
ENSG00000167972	ENST00000301732	204343_at
ENSG00000167972	ENST00000382381	204343_at
ENSG00000139921	ENST00000457354	208097_s_at
ENSG00000139921	ENST00000556683	208097_s_at
ENSG00000106038	ENST00000222761	207914_x_at
ENSG00000106038	ENST00000496902	207914_x_at
ENSG00000106038	ENST00000580535	207914_x_at
ENSG00000095380	ENST00000210444	218189_s_at
ENSG00000095380	ENST00000461452	218189_s_at
ENSG00000095380	ENST00000427646	218189_s_at
ENSG00000104154	ENST00000261867	207362_at
ENSG00000106789	ENST00000343933	205538_at
ENSG00000106789	ENST00000375077	205538_at
ENSG00000099251	ENST00000494540	220081_x_at
ENSG00000099251	ENST00000471365	220081_x_at
ENSG00000224975	ENST00000456273	207252_at
ENSG00000099622	ENST00000588030	200810_s_at
ENSG00000099622	ENST00000586472	200810_s_at
ENSG00000099622	ENST00000588090	200810_s_at
ENSG00000099622	ENST00000586548	200810_s_at
ENSG00000099622	ENST00000589710	200810_s_at
ENSG00000099622	ENST00000589686	200810_s_at
ENSG00000099622	ENST00000593128	200810_s_at
ENSG00000099622	ENST00000593283	200810_s_at
ENSG00000099622	ENST00000591097	200810_s_at
ENSG00000099622	ENST00000590704	200810_s_at
ENSG00000099622	ENST00000413636	200810_s_at
ENSG00000099622	ENST00000593093	200810_s_at
ENSG00000099622	ENST00000590347	200810_s_at
ENSG00000099622	ENST00000587169	200810_s_at
ENSG00000099622	ENST00000587896	200810_s_at
ENSG00000099622	ENST00000320936	200810_s_at
ENSG00000099622	ENST00000591055	200810_s_at
ENSG00000099622	ENST00000590171	200810_s_at
ENSG00000099622	ENST00000588344	200810_s_at
ENSG00000099622	ENST00000588917	200810_s_at
ENSG00000099622	ENST00000628979	200810_s_at
ENSG00000102225	ENST00000457458	207239_s_at
ENSG00000102225	ENST00000357227	207239_s_at
ENSG00000102225	ENST00000522234	207239_s_at
ENSG00000102225	ENST00000428400	207239_s_at
ENSG00000102225	ENST00000518022	207239_s_at
ENSG00000102225	ENST00000523344	207239_s_at
ENSG00000102225	ENST00000523699	207239_s_at
ENSG00000102225	ENST00000523543	207239_s_at
ENSG00000102225	ENST00000493213	207239_s_at
ENSG00000102225	ENST00000520141	207239_s_at
ENSG00000102225	ENST00000462827	207239_s_at
ENSG00000102225	ENST00000276052	207239_s_at
ENSG00000102225	ENST00000622098	207239_s_at
ENSG00000106052	ENST00000265393	200976_s_at
ENSG00000106052	ENST00000409980	200976_s_at
ENSG00000106052	ENST00000416801	200976_s_at
ENSG00000106052	ENST00000396319	200976_s_at
ENSG00000106052	ENST00000457186	200976_s_at
ENSG00000106052	ENST00000433216	200976_s_at
ENSG00000106052	ENST00000543117	200976_s_at
ENSG00000136928	ENST00000259455	209990_s_at
ENSG00000214975	ENST00000414949	201293_x_at
ENSG00000168405	ENST00000424868	205518_s_at
ENSG00000168405	ENST00000471416	205518_s_at
ENSG00000168405	ENST00000643807	205518_s_at
ENSG00000168405	ENST00000493257	205518_s_at
ENSG00000168405	ENST00000377993	205518_s_at
ENSG00000137767	ENST00000568606	217995_at
ENSG00000137767	ENST00000260324	217995_at
ENSG00000162063	ENST00000293968	204826_at
ENSG00000162063	ENST00000397066	204826_at
ENSG00000154277	ENST00000503431	201387_s_at
ENSG00000154277	ENST00000284440	201387_s_at
ENSG00000154277	ENST00000381760	201387_s_at
ENSG00000154277	ENST00000512419	201387_s_at
ENSG00000154277	ENST00000505232	201387_s_at
ENSG00000154277	ENST00000508768	201387_s_at
ENSG00000154277	ENST00000512788	201387_s_at
ENSG00000154277	ENST00000472501	201387_s_at
ENSG00000154277	ENST00000514764	201387_s_at
ENSG00000087303	ENST00000216286	204114_at
ENSG00000087303	ENST00000556686	204114_at
ENSG00000087303	ENST00000555310	204114_at
ENSG00000087303	ENST00000617139	204114_at
ENSG00000204291	ENST00000375001	203477_at
ENSG00000204291	ENST00000610452	203477_at
ENSG00000079689	ENST00000377961	205697_at
ENSG00000079689	ENST00000612225	205697_at
ENSG00000079689	ENST00000334979	205697_at
ENSG00000102226	ENST00000377107	208723_at
ENSG00000102226	ENST00000469080	208723_at
ENSG00000102226	ENST00000497179	208723_at
ENSG00000102226	ENST00000467378	208723_at
ENSG00000102226	ENST00000218348	208723_at
ENSG00000165731	ENST00000355710	211421_s_at
ENSG00000165731	ENST00000615310	211421_s_at
ENSG00000146592	ENST00000396299	205931_s_at
ENSG00000146592	ENST00000357727	205931_s_at
ENSG00000146592	ENST00000396300	205931_s_at
ENSG00000146592	ENST00000409603	205931_s_at
ENSG00000146592	ENST00000396298	205931_s_at
ENSG00000146592	ENST00000498316	205931_s_at
ENSG00000146039	ENST00000439485	207051_at
ENSG00000146039	ENST00000377905	207051_at
ENSG00000146039	ENST00000397076	207051_at
ENSG00000162068	ENST00000293973	207640_x_at
ENSG00000125384	ENST00000245457	206631_at
ENSG00000106799	ENST00000374994	206943_at
ENSG00000106799	ENST00000374990	206943_at
ENSG00000106799	ENST00000549766	206943_at
ENSG00000106799	ENST00000552516	206943_at
ENSG00000124568	ENST00000244527	206872_at
ENSG00000124568	ENST00000377886	206872_at
ENSG00000124568	ENST00000476801	206872_at
ENSG00000124568	ENST00000468082	206872_at
ENSG00000147117	ENST00000377073	208019_at
ENSG00000078061	ENST00000290277	201895_at
ENSG00000078061	ENST00000377045	201895_at
ENSG00000124564	ENST00000481949	207298_at
ENSG00000124564	ENST00000397060	207298_at
ENSG00000124564	ENST00000361703	207298_at
ENSG00000124564	ENST00000360657	207298_at
ENSG00000008056	ENST00000295987	221914_at
ENSG00000008056	ENST00000340666	221914_at
ENSG00000008056	ENST00000640721	221914_at
ENSG00000197930	ENST00000395686	218498_s_at
ENSG00000197930	ENST00000553714	218498_s_at
ENSG00000106066	ENST00000265394	208146_s_at
ENSG00000106066	ENST00000396276	208146_s_at
ENSG00000106066	ENST00000432534	208146_s_at
ENSG00000106066	ENST00000409850	208146_s_at
ENSG00000106803	ENST00000498603	203133_at
ENSG00000106803	ENST00000223641	203133_at
ENSG00000260272	ENST00000564543	36994_at
ENSG00000185883	ENST00000330398	36994_at
ENSG00000185883	ENST00000565223	36994_at
ENSG00000185883	ENST00000564973	36994_at
ENSG00000283743	ENST00000638776	206380_s_at
ENSG00000169813	ENST00000357065	201376_s_at
ENSG00000169813	ENST00000356053	201376_s_at
ENSG00000169813	ENST00000337970	201376_s_at
ENSG00000169813	ENST00000477108	201376_s_at
ENSG00000169813	ENST00000498176	201376_s_at
ENSG00000169813	ENST00000544000	201376_s_at
ENSG00000169813	ENST00000443950	201376_s_at
ENSG00000102265	ENST00000456754	201666_at
ENSG00000102265	ENST00000218388	201666_at
ENSG00000102265	ENST00000377017	201666_at
ENSG00000102265	ENST00000441738	201666_at
ENSG00000102265	ENST00000445623	201666_at
ENSG00000112337	ENST00000360488	207097_s_at
ENSG00000112337	ENST00000377850	207097_s_at
ENSG00000119508	ENST00000338488	216979_at
ENSG00000100519	ENST00000445930	201699_at
ENSG00000100519	ENST00000555175	201699_at
ENSG00000100519	ENST00000557557	201699_at
ENSG00000100519	ENST00000557632	201699_at
ENSG00000100519	ENST00000612399	201699_at
ENSG00000162066	ENST00000568263	36994_at
ENSG00000126759	ENST00000640573	206380_s_at
ENSG00000126759	ENST00000478222	206380_s_at
ENSG00000126759	ENST00000396992	206380_s_at
ENSG00000126759	ENST00000247153	206380_s_at
ENSG00000126759	ENST00000485991	206380_s_at
ENSG00000126759	ENST00000377005	206380_s_at
ENSG00000126759	ENST00000469388	206380_s_at
ENSG00000112343	ENST00000357085	203610_s_at
ENSG00000196793	ENST00000306006	206261_at
ENSG00000196793	ENST00000374446	206261_at
ENSG00000196793	ENST00000491188	206261_at
ENSG00000196793	ENST00000535642	206261_at
ENSG00000196793	ENST00000426961	206261_at
ENSG00000126767	ENST00000376983	210850_s_at
ENSG00000285162	ENST00000644824	213385_at
ENSG00000124610	ENST00000244573	208484_at
ENSG00000275714	ENST00000613854	208575_at
ENSG00000278637	ENST00000617569	208046_at
ENSG00000278705	ENST00000377745	214516_at
ENSG00000126756	ENST00000335890	218495_at
ENSG00000126756	ENST00000333119	218495_at
ENSG00000126756	ENST00000460840	218495_at
ENSG00000126756	ENST00000485641	218495_at
ENSG00000126756	ENST00000376964	218495_at
ENSG00000286522	ENST00000621411	208576_s_at
ENSG00000278463	ENST00000615868	208569_at
ENSG00000276410	ENST00000615966	208547_at
ENSG00000287080	ENST00000612966	208577_at
ENSG00000187837	ENST00000343677	209398_at
ENSG00000106069	ENST00000222792	213385_at
ENSG00000106069	ENST00000412711	213385_at
ENSG00000106069	ENST00000424025	213385_at
ENSG00000106069	ENST00000409041	213385_at
ENSG00000119509	ENST00000262457	210114_at
ENSG00000119509	ENST00000262456	210114_at
ENSG00000226790	ENST00000401429	211931_s_at
ENSG00000010704	ENST00000349999	211330_s_at
ENSG00000010704	ENST00000317896	211330_s_at
ENSG00000010704	ENST00000357618	211330_s_at
ENSG00000010704	ENST00000486147	211330_s_at
ENSG00000010704	ENST00000485729	211330_s_at
ENSG00000140992	ENST00000441549	32029_at
ENSG00000140992	ENST00000268673	32029_at
ENSG00000140992	ENST00000342085	32029_at
ENSG00000140992	ENST00000389224	32029_at
ENSG00000140992	ENST00000569721	32029_at
ENSG00000107562	ENST00000374429	203666_at
ENSG00000251349	ENST00000502978	205122_at
ENSG00000241697	ENST00000374879	205122_at
ENSG00000165583	ENST00000311798	208528_x_at
ENSG00000165583	ENST00000347757	208528_x_at
ENSG00000126752	ENST00000376919	206627_s_at
ENSG00000104177	ENST00000324324	222153_at
ENSG00000136881	ENST00000259407	206913_at
ENSG00000136881	ENST00000395051	206913_at
ENSG00000136881	ENST00000674556	206913_at
ENSG00000221869	ENST00000408965	203973_s_at
ENSG00000165584	ENST00000298396	207666_x_at
ENSG00000165584	ENST00000376895	207666_x_at
ENSG00000165507	ENST00000298295	209183_s_at
ENSG00000136870	ENST00000374861	207513_s_at
ENSG00000136870	ENST00000259395	207513_s_at
ENSG00000136870	ENST00000339664	207513_s_at
ENSG00000136870	ENST00000615466	207513_s_at
ENSG00000165512	ENST00000298299	218005_at
ENSG00000253729	ENST00000314191	208694_at
ENSG00000253729	ENST00000338368	208694_at
ENSG00000253729	ENST00000536483	208694_at
ENSG00000136872	ENST00000647789	211357_s_at
ENSG00000136872	ENST00000648064	211357_s_at
ENSG00000136872	ENST00000616752	211357_s_at
ENSG00000136872	ENST00000648758	211357_s_at
ENSG00000268009	ENST00000620320	208586_s_at
ENSG00000268009	ENST00000595689	208586_s_at
ENSG00000099617	ENST00000215368	208256_at
ENSG00000197061	ENST00000377803	205967_at
ENSG00000180596	ENST00000314332	214455_at
ENSG00000269791	ENST00000595235	208586_s_at
ENSG00000269791	ENST00000619890	208586_s_at
ENSG00000180573	ENST00000377791	215071_s_at
ENSG00000180573	ENST00000314088	215071_s_at
ENSG00000180573	ENST00000602637	215071_s_at
ENSG00000168298	ENST00000304218	208553_at
ENSG00000158373	ENST00000289316	209911_x_at
ENSG00000012779	ENST00000374391	204446_s_at
ENSG00000012779	ENST00000542434	204446_s_at
ENSG00000012779	ENST00000612635	204446_s_at
ENSG00000274290	ENST00000634910	208527_x_at
ENSG00000274290	ENST00000634910	209911_x_at
ENSG00000274290	ENST00000614097	208527_x_at
ENSG00000277157	ENST00000614247	208076_at
ENSG00000282988	ENST00000635641	214472_at
ENSG00000282988	ENST00000635641	214522_x_at
ENSG00000282988	ENST00000650491	214472_at
ENSG00000282988	ENST00000650491	214522_x_at
ENSG00000282988	ENST00000635200	214472_at
ENSG00000282988	ENST00000635200	214522_x_at
ENSG00000074803	ENST00000647232	220281_at
ENSG00000074803	ENST00000646012	220281_at
ENSG00000074803	ENST00000647546	220281_at
ENSG00000074803	ENST00000396577	220281_at
ENSG00000074803	ENST00000380993	220281_at
ENSG00000074803	ENST00000558252	220281_at
ENSG00000074803	ENST00000560692	220281_at
ENSG00000197409	ENST00000356476	214472_at
ENSG00000196866	ENST00000341023	214522_x_at
ENSG00000277224	ENST00000356530	208490_x_at
ENSG00000276966	ENST00000615164	206951_at
ENSG00000277075	ENST00000303910	214469_at
ENSG00000274750	ENST00000634733	214616_at
ENSG00000106086	ENST00000449726	220157_x_at
ENSG00000106086	ENST00000440706	220157_x_at
ENSG00000124575	ENST00000244534	214537_at
ENSG00000275663	ENST00000611444	208551_at
ENSG00000277775	ENST00000618052	208506_at
ENSG00000275713	ENST00000619466	208546_x_at
ENSG00000273983	ENST00000614378	208496_x_at
ENSG00000151067	ENST00000399655	211592_s_at
ENSG00000151067	ENST00000399641	211592_s_at
ENSG00000151067	ENST00000399603	211592_s_at
ENSG00000151067	ENST00000347598	211592_s_at
ENSG00000151067	ENST00000327702	211592_s_at
ENSG00000151067	ENST00000399634	211592_s_at
ENSG00000151067	ENST00000399617	211592_s_at
ENSG00000151067	ENST00000406454	211592_s_at
ENSG00000151067	ENST00000616390	211592_s_at
ENSG00000155833	ENST00000374798	207780_at
ENSG00000155833	ENST00000487798	207780_at
ENSG00000218690	ENST00000635537	208496_x_at
ENSG00000218690	ENST00000362070	208496_x_at
ENSG00000278588	ENST00000377733	208523_x_at
ENSG00000068438	ENST00000396894	205324_s_at
ENSG00000068438	ENST00000019019	205324_s_at
ENSG00000068438	ENST00000348411	205324_s_at
ENSG00000068438	ENST00000496365	205324_s_at
ENSG00000068438	ENST00000467954	205324_s_at
ENSG00000068438	ENST00000489599	205324_s_at
ENSG00000136824	ENST00000374793	213253_at
ENSG00000136824	ENST00000286398	213253_at
ENSG00000167978	ENST00000576924	208610_s_at
ENSG00000167978	ENST00000575009	208610_s_at
ENSG00000167978	ENST00000301740	208610_s_at
ENSG00000167978	ENST00000575701	208610_s_at
ENSG00000167978	ENST00000576894	208610_s_at
ENSG00000167978	ENST00000630499	208610_s_at
ENSG00000167978	ENST00000576415	208610_s_at
ENSG00000167978	ENST00000571378	208610_s_at
ENSG00000167978	ENST00000574340	208610_s_at
ENSG00000167978	ENST00000570971	208610_s_at
ENSG00000167978	ENST00000575870	208610_s_at
ENSG00000186470	ENST00000524682	209846_s_at
ENSG00000186470	ENST00000532627	209846_s_at
ENSG00000186470	ENST00000527422	209846_s_at
ENSG00000186470	ENST00000356386	209846_s_at
ENSG00000186470	ENST00000356386	204820_s_at
ENSG00000186470	ENST00000377708	209846_s_at
ENSG00000186470	ENST00000377708	204820_s_at
ENSG00000186470	ENST00000396948	209846_s_at
ENSG00000186470	ENST00000532294	209846_s_at
ENSG00000186470	ENST00000531055	209846_s_at
ENSG00000186470	ENST00000604202	209846_s_at
ENSG00000186470	ENST00000508906	209846_s_at
ENSG00000186470	ENST00000508906	204820_s_at
ENSG00000186470	ENST00000396934	209846_s_at
ENSG00000186470	ENST00000396934	204820_s_at
ENSG00000125378	ENST00000245451	211518_s_at
ENSG00000125378	ENST00000559087	211518_s_at
ENSG00000125378	ENST00000558984	211518_s_at
ENSG00000125378	ENST00000559501	211518_s_at
ENSG00000125378	ENST00000417573	211518_s_at
ENSG00000102312	ENST00000359882	219483_s_at
ENSG00000102312	ENST00000326194	219483_s_at
ENSG00000102312	ENST00000472520	219483_s_at
ENSG00000102312	ENST00000485288	219483_s_at
ENSG00000102312	ENST00000355961	219483_s_at
ENSG00000102312	ENST00000491243	219483_s_at
ENSG00000102312	ENST00000361988	219483_s_at
ENSG00000102312	ENST00000367574	219483_s_at
ENSG00000102312	ENST00000537758	219483_s_at
ENSG00000106100	ENST00000222823	221073_s_at
ENSG00000106100	ENST00000434755	221073_s_at
ENSG00000106100	ENST00000489614	221073_s_at
ENSG00000106100	ENST00000467706	221073_s_at
ENSG00000100526	ENST00000555837	209714_s_at
ENSG00000100526	ENST00000611205	209714_s_at
ENSG00000100526	ENST00000543789	209714_s_at
ENSG00000100526	ENST00000442975	209714_s_at
ENSG00000100526	ENST00000458126	209714_s_at
ENSG00000100526	ENST00000556102	209714_s_at
ENSG00000100526	ENST00000335183	209714_s_at
ENSG00000100526	ENST00000541304	209714_s_at
ENSG00000100526	ENST00000556305	209714_s_at
ENSG00000100526	ENST00000395577	209714_s_at
ENSG00000124508	ENST00000490025	205298_s_at
ENSG00000124508	ENST00000356709	205298_s_at
ENSG00000124508	ENST00000352867	205298_s_at
ENSG00000124508	ENST00000432533	205298_s_at
ENSG00000124508	ENST00000416795	205298_s_at
ENSG00000124508	ENST00000495632	205298_s_at
ENSG00000165029	ENST00000374736	203504_s_at
ENSG00000165029	ENST00000678995	203504_s_at
ENSG00000103363	ENST00000262306	200085_s_at
ENSG00000103363	ENST00000409906	200085_s_at
ENSG00000103363	ENST00000409477	200085_s_at
ENSG00000103363	ENST00000494946	200085_s_at
ENSG00000103363	ENST00000572954	200085_s_at
ENSG00000128951	ENST00000331200	208955_at
ENSG00000128951	ENST00000558472	208955_at
ENSG00000128951	ENST00000455976	208955_at
ENSG00000128951	ENST00000559540	208955_at
ENSG00000128951	ENST00000558367	208955_at
ENSG00000128951	ENST00000559852	208955_at
ENSG00000130005	ENST00000252288	205354_at
ENSG00000130005	ENST00000640762	205354_at
ENSG00000130005	ENST00000640164	205354_at
ENSG00000130005	ENST00000447102	205354_at
ENSG00000147155	ENST00000276096	202735_at
ENSG00000147155	ENST00000498425	202735_at
