Gene stable ID	Transcript stable ID	AFFY RAE230A probe
ENSRNOG00000018639	ENSRNOT00000025219	1373606_at
ENSRNOG00000011310	ENSRNOT00000043474	1368438_at
ENSRNOG00000011310	ENSRNOT00000043474	1370669_a_at
ENSRNOG00000011310	ENSRNOT00000067142	1370669_a_at
ENSRNOG00000012702	ENSRNOT00000017157	1388003_at
ENSRNOG00000012153	ENSRNOT00000017361	1368403_at
ENSRNOG00000002342	ENSRNOT00000066109	1368365_at
ENSRNOG00000012702	ENSRNOT00000091532	1390122_at
ENSRNOG00000012702	ENSRNOT00000091532	1388003_at
ENSRNOG00000048698	ENSRNOT00000073017	1398872_at
ENSRNOG00000045677	ENSRNOT00000050551	1369100_at
ENSRNOG00000002812	ENSRNOT00000003799	1377206_at
ENSRNOG00000002812	ENSRNOT00000003799	1389982_at
ENSRNOG00000004756	ENSRNOT00000006637	1369053_at
ENSRNOG00000043436	ENSRNOT00000082734	1376715_at
ENSRNOG00000060349	ENSRNOT00000090583	1389602_at
ENSRNOG00000043436	ENSRNOT00000067405	1376715_at
ENSRNOG00000042233	ENSRNOT00000066159	1370866_at
ENSRNOG00000060349	ENSRNOT00000077889	1389602_at
ENSRNOG00000017852	ENSRNOT00000024264	1374437_at
ENSRNOG00000017852	ENSRNOT00000059162	1374437_at
ENSRNOG00000054042	ENSRNOT00000088439	1369438_at
ENSRNOG00000010041	ENSRNOT00000013486	1370501_at
ENSRNOG00000010041	ENSRNOT00000013486	1398864_at
ENSRNOG00000022372	ENSRNOT00000055992	1372007_at
ENSRNOG00000017852	ENSRNOT00000081014	1374437_at
ENSRNOG00000021182	ENSRNOT00000028760	1368682_at
ENSRNOG00000016058	ENSRNOT00000021553	1377367_at
ENSRNOG00000013463	ENSRNOT00000018057	1368911_at
ENSRNOG00000008312	ENSRNOT00000011074	1376962_at
ENSRNOG00000008312	ENSRNOT00000011074	1385475_a_at
ENSRNOG00000008312	ENSRNOT00000011074	1385476_x_at
ENSRNOG00000008312	ENSRNOT00000011074	1390525_a_at
ENSRNOG00000010945	ENSRNOT00000016981	1398800_at
ENSRNOG00000010945	ENSRNOT00000016981	1386999_at
ENSRNOG00000032951	ENSRNOT00000044417	1375055_at
ENSRNOG00000022372	ENSRNOT00000080881	1372007_at
ENSRNOG00000008312	ENSRNOT00000090588	1376962_at
ENSRNOG00000008312	ENSRNOT00000090588	1385475_a_at
ENSRNOG00000008312	ENSRNOT00000090588	1385476_x_at
ENSRNOG00000008312	ENSRNOT00000090588	1390525_a_at
ENSRNOG00000030763	ENSRNOT00000085426	1368163_at
ENSRNOG00000030763	ENSRNOT00000085426	1387084_at
ENSRNOG00000054374	ENSRNOT00000078918	1376801_at
ENSRNOG00000030763	ENSRNOT00000077788	1368163_at
ENSRNOG00000003081	ENSRNOT00000091261	1389777_at
ENSRNOG00000050834	ENSRNOT00000073087	1373506_at
ENSRNOG00000018676	ENSRNOT00000025198	1371409_at
ENSRNOG00000030763	ENSRNOT00000040482	1368163_at
ENSRNOG00000013216	ENSRNOT00000017960	1388987_at
ENSRNOG00000053047	ENSRNOT00000085344	1388650_at
ENSRNOG00000053047	ENSRNOT00000085344	1372186_a_at
ENSRNOG00000003081	ENSRNOT00000004184	1389777_at
ENSRNOG00000010388	ENSRNOT00000039877	1387974_a_at
ENSRNOG00000010388	ENSRNOT00000039877	1368498_a_at
ENSRNOG00000006649	ENSRNOT00000008989	1387983_at
ENSRNOG00000006649	ENSRNOT00000008989	1370474_at
ENSRNOG00000026128	ENSRNOT00000039857	1374474_at
ENSRNOG00000006649	ENSRNOT00000008752	1387983_at
ENSRNOG00000006649	ENSRNOT00000008752	1370474_at
ENSRNOG00000006649	ENSRNOT00000085322	1387983_at
ENSRNOG00000001710	ENSRNOT00000002327	1377280_at
ENSRNOG00000001710	ENSRNOT00000002327	1371456_at
ENSRNOG00000053047	ENSRNOT00000081440	1388650_at
ENSRNOG00000053047	ENSRNOT00000081440	1372186_a_at
ENSRNOG00000002843	ENSRNOT00000003823	1387648_at
ENSRNOG00000005087	ENSRNOT00000006824	1374842_at
ENSRNOG00000001072	ENSRNOT00000001418	1389741_at
ENSRNOG00000010388	ENSRNOT00000000026	1387974_a_at
ENSRNOG00000010388	ENSRNOT00000000026	1368498_a_at
ENSRNOG00000004989	ENSRNOT00000006667	1368767_at
ENSRNOG00000010388	ENSRNOT00000015112	1387974_a_at
ENSRNOG00000010388	ENSRNOT00000015112	1368498_a_at
ENSRNOG00000010388	ENSRNOT00000051461	1387974_a_at
ENSRNOG00000010388	ENSRNOT00000051461	1368498_a_at
ENSRNOG00000018677	ENSRNOT00000025303	1368832_at
ENSRNOG00000018677	ENSRNOT00000025303	1387353_at
ENSRNOG00000003600	ENSRNOT00000004919	1373913_at
ENSRNOG00000017899	ENSRNOT00000024160	1368121_at
ENSRNOG00000006490	ENSRNOT00000009496	1381467_at
ENSRNOG00000006490	ENSRNOT00000009496	1371056_at
ENSRNOG00000029910	ENSRNOT00000078625	1394347_at
ENSRNOG00000024140	ENSRNOT00000049831	1373033_at
ENSRNOG00000005505	ENSRNOT00000082235	1372575_at
ENSRNOG00000060310	ENSRNOT00000083521	1367927_at
ENSRNOG00000010031	ENSRNOT00000078897	1368380_at
ENSRNOG00000054945	ENSRNOT00000087247	1370751_at
ENSRNOG00000060956	ENSRNOT00000084114	1373819_at
ENSRNOG00000060956	ENSRNOT00000084114	1371640_at
ENSRNOG00000005861	ENSRNOT00000007870	1386953_at
ENSRNOG00000005505	ENSRNOT00000007402	1372575_at
ENSRNOG00000029910	ENSRNOT00000087753	1394347_at
ENSRNOG00000029910	ENSRNOT00000087753	1398965_at
ENSRNOG00000029910	ENSRNOT00000051290	1394347_at
ENSRNOG00000029910	ENSRNOT00000051290	1398965_at
ENSRNOG00000001253	ENSRNOT00000060444	1388576_at
ENSRNOG00000011201	ENSRNOT00000015188	1374491_at
ENSRNOG00000010031	ENSRNOT00000039954	1368380_at
ENSRNOG00000020072	ENSRNOT00000027188	1389653_at
ENSRNOG00000015630	ENSRNOT00000021030	1371641_at
ENSRNOG00000010553	ENSRNOT00000014018	1369477_at
ENSRNOG00000018741	ENSRNOT00000025335	1389340_at
ENSRNOG00000007238	ENSRNOT00000009490	1367597_at
ENSRNOG00000022482	ENSRNOT00000018969	1399129_at
ENSRNOG00000022482	ENSRNOT00000079466	1399129_at
ENSRNOG00000054514	ENSRNOT00000081707	1368018_at
ENSRNOG00000052391	ENSRNOT00000082172	1387294_at
ENSRNOG00000010156	ENSRNOT00000013490	1373993_at
ENSRNOG00000034905	ENSRNOT00000053028	AFFX_rat_5S_rRNA_at
ENSRNOG00000010083	ENSRNOT00000013573	1367750_at
ENSRNOG00000010319	ENSRNOT00000014502	1389210_at
ENSRNOG00000008523	ENSRNOT00000011765	1377272_at
ENSRNOG00000008523	ENSRNOT00000011765	1369995_at
ENSRNOG00000009252	ENSRNOT00000013100	1371920_at
ENSRNOG00000010319	ENSRNOT00000082191	1389210_at
ENSRNOG00000018646	ENSRNOT00000025157	1368983_at
ENSRNOG00000005464	ENSRNOT00000008274	1376867_at
ENSRNOG00000005464	ENSRNOT00000008274	1373515_at
ENSRNOG00000001618	ENSRNOT00000002206	1389648_at
ENSRNOG00000023271	ENSRNOT00000030837	1372645_at
ENSRNOG00000018803	ENSRNOT00000064515	1373189_at
ENSRNOG00000060568	ENSRNOT00000079697	1368087_a_at
ENSRNOG00000018977	ENSRNOT00000025878	1375444_at
ENSRNOG00000018977	ENSRNOT00000025878	1367549_a_at
ENSRNOG00000023271	ENSRNOT00000071076	1372645_at
ENSRNOG00000016587	ENSRNOT00000022341	1370348_at
ENSRNOG00000016678	ENSRNOT00000022585	1369443_at
ENSRNOG00000028236	ENSRNOT00000059807	1390502_at
ENSRNOG00000003054	ENSRNOT00000004187	1368955_at
ENSRNOG00000001554	ENSRNOT00000087665	1390443_at
ENSRNOG00000021882	ENSRNOT00000036140	1388369_at
ENSRNOG00000049054	ENSRNOT00000071387	1368688_at
ENSRNOG00000011690	ENSRNOT00000016356	1372302_at
ENSRNOG00000024239	ENSRNOT00000016987	1388588_at
ENSRNOG00000061099	ENSRNOT00000089762	1398240_at
ENSRNOG00000024178	ENSRNOT00000036702	1375937_a_at
ENSRNOG00000020562	ENSRNOT00000027925	1374222_at
ENSRNOG00000029811	ENSRNOT00000040844	1386770_x_at
ENSRNOG00000029811	ENSRNOT00000040844	1369322_at
ENSRNOG00000059069	ENSRNOT00000073799	1388313_at
ENSRNOG00000022202	ENSRNOT00000021263	1376609_at
ENSRNOG00000042932	ENSRNOT00000006505	1374227_at
ENSRNOG00000013291	ENSRNOT00000017840	1367988_at
ENSRNOG00000011175	ENSRNOT00000015152	1398883_at
ENSRNOG00000011175	ENSRNOT00000015325	1398883_at
ENSRNOG00000001949	ENSRNOT00000002669	1388235_at
ENSRNOG00000004814	ENSRNOT00000087768	1398837_at
ENSRNOG00000010427	ENSRNOT00000014002	1375185_at
ENSRNOG00000004814	ENSRNOT00000006892	1398837_at
ENSRNOG00000051416	ENSRNOT00000047078	1367783_at
ENSRNOG00000011946	ENSRNOT00000016088	1369968_at
ENSRNOG00000053607	ENSRNOT00000091212	1375667_at
ENSRNOG00000032778	ENSRNOT00000051783	1374508_at
ENSRNOG00000000186	ENSRNOT00000050511	1370881_at
ENSRNOG00000005033	ENSRNOT00000087071	1398277_at
ENSRNOG00000005033	ENSRNOT00000006963	1398277_at
ENSRNOG00000057852	ENSRNOT00000081837	1370784_a_at
ENSRNOG00000001875	ENSRNOT00000043545	1373394_at
ENSRNOG00000050860	ENSRNOT00000075107	1368769_at
ENSRNOG00000013826	ENSRNOT00000018484	1369209_at
ENSRNOG00000014886	ENSRNOT00000020220	1389146_at
ENSRNOG00000032735	ENSRNOT00000040533	1387824_at
ENSRNOG00000052704	ENSRNOT00000083401	1377020_at
ENSRNOG00000014330	ENSRNOT00000019623	1387258_a_at
ENSRNOG00000026944	ENSRNOT00000029265	1394169_at
ENSRNOG00000015703	ENSRNOT00000021091	1390382_at
ENSRNOG00000020205	ENSRNOT00000045678	1370307_at
ENSRNOG00000018914	ENSRNOT00000065802	1374075_at
ENSRNOG00000030210	ENSRNOT00000089458	1374726_at
ENSRNOG00000000661	ENSRNOT00000079256	1377283_at
ENSRNOG00000017757	ENSRNOT00000023948	1371576_at
ENSRNOG00000005478	ENSRNOT00000007821	1375640_at
ENSRNOG00000000661	ENSRNOT00000000824	1377283_at
ENSRNOG00000020205	ENSRNOT00000047854	1370307_at
ENSRNOG00000030210	ENSRNOT00000034842	1374726_at
ENSRNOG00000031328	ENSRNOT00000026298	1372593_at
ENSRNOG00000003244	ENSRNOT00000004359	1387438_at
ENSRNOG00000047459	ENSRNOT00000072564	1369768_at
ENSRNOG00000016645	ENSRNOT00000022865	1368129_at
ENSRNOG00000016645	ENSRNOT00000084713	1368129_at
ENSRNOG00000011542	ENSRNOT00000015373	1372265_at
ENSRNOG00000020124	ENSRNOT00000027261	1385810_at
ENSRNOG00000020124	ENSRNOT00000027261	1390667_at
ENSRNOG00000016062	ENSRNOT00000021715	1373749_at
ENSRNOG00000004304	ENSRNOT00000006584	1373235_at
ENSRNOG00000013040	ENSRNOT00000064323	1374506_at
ENSRNOG00000013040	ENSRNOT00000064323	1375599_at
ENSRNOG00000021006	ENSRNOT00000028514	1372230_at
ENSRNOG00000056946	ENSRNOT00000081430	1367984_at
ENSRNOG00000013239	ENSRNOT00000087140	1387495_at
ENSRNOG00000013239	ENSRNOT00000087140	1376869_at
ENSRNOG00000003832	ENSRNOT00000005095	1374776_at
ENSRNOG00000003832	ENSRNOT00000005095	1398426_at
ENSRNOG00000011771	ENSRNOT00000016237	1370193_at
ENSRNOG00000012550	ENSRNOT00000016751	1371415_at
ENSRNOG00000046172	ENSRNOT00000075790	1371396_at
ENSRNOG00000013239	ENSRNOT00000018452	1387495_at
ENSRNOG00000013239	ENSRNOT00000018452	1376869_at
ENSRNOG00000006541	ENSRNOT00000009203	1387151_at
ENSRNOG00000010478	ENSRNOT00000082680	1368224_at
ENSRNOG00000020956	ENSRNOT00000028474	1386928_at
ENSRNOG00000007706	ENSRNOT00000010680	1369654_at
ENSRNOG00000005551	ENSRNOT00000007484	1367529_at
ENSRNOG00000005551	ENSRNOT00000007484	1374581_at
ENSRNOG00000005551	ENSRNOT00000007484	1389615_at
ENSRNOG00000010286	ENSRNOT00000062055	1369754_a_at
ENSRNOG00000010286	ENSRNOT00000062055	1373466_at
ENSRNOG00000010286	ENSRNOT00000062055	1371173_a_at
ENSRNOG00000005958	ENSRNOT00000055602	1388413_at
ENSRNOG00000010286	ENSRNOT00000062054	1369754_a_at
ENSRNOG00000010286	ENSRNOT00000062054	1373466_at
ENSRNOG00000010286	ENSRNOT00000062054	1371173_a_at
ENSRNOG00000013239	ENSRNOT00000018272	1387495_at
ENSRNOG00000046549	ENSRNOT00000072265	1367878_at
ENSRNOG00000007083	ENSRNOT00000009275	1374922_at
ENSRNOG00000008319	ENSRNOT00000011150	1374980_at
ENSRNOG00000010286	ENSRNOT00000062052	1369754_a_at
ENSRNOG00000010286	ENSRNOT00000062052	1373466_at
ENSRNOG00000010286	ENSRNOT00000062052	1371173_a_at
ENSRNOG00000016538	ENSRNOT00000022711	1385354_at
ENSRNOG00000011366	ENSRNOT00000015207	1373099_at
ENSRNOG00000019430	ENSRNOT00000026496	1369964_at
ENSRNOG00000037220	ENSRNOT00000056238	1398761_at
ENSRNOG00000000321	ENSRNOT00000000352	1369953_a_at
ENSRNOG00000021628	ENSRNOT00000006860	1390653_at
ENSRNOG00000008748	ENSRNOT00000011579	1387064_at
ENSRNOG00000049642	ENSRNOT00000088665	1373659_at
ENSRNOG00000049642	ENSRNOT00000071694	1373659_at
ENSRNOG00000009086	ENSRNOT00000012092	1367804_at
ENSRNOG00000019082	ENSRNOT00000025808	1388462_at
ENSRNOG00000019082	ENSRNOT00000025808	1388072_at
ENSRNOG00000012404	ENSRNOT00000016540	1387852_at
ENSRNOG00000012404	ENSRNOT00000016540	1371400_at
ENSRNOG00000012404	ENSRNOT00000016540	1370150_a_at
ENSRNOG00000010286	ENSRNOT00000014709	1371173_a_at
ENSRNOG00000008159	ENSRNOT00000083796	1376643_at
ENSRNOG00000010478	ENSRNOT00000084685	1368224_at
ENSRNOG00000008279	ENSRNOT00000011565	1372697_at
ENSRNOG00000010719	ENSRNOT00000014629	1372608_at
ENSRNOG00000000507	ENSRNOT00000066897	1393071_at
ENSRNOG00000006499	ENSRNOT00000008877	1372209_at
ENSRNOG00000010478	ENSRNOT00000087017	1371083_at
ENSRNOG00000010478	ENSRNOT00000077517	1368224_at
ENSRNOG00000058500	ENSRNOT00000084881	1398246_s_at
ENSRNOG00000058500	ENSRNOT00000084881	1367850_at
ENSRNOG00000023322	ENSRNOT00000037393	1372704_at
ENSRNOG00000027520	ENSRNOT00000060168	1371139_at
ENSRNOG00000027520	ENSRNOT00000060168	1372947_at
ENSRNOG00000010478	ENSRNOT00000014073	1368224_at
ENSRNOG00000004908	ENSRNOT00000083383	1377202_at
ENSRNOG00000015180	ENSRNOT00000020388	1371424_at
ENSRNOG00000011623	ENSRNOT00000015871	1387147_at
ENSRNOG00000030705	ENSRNOT00000086796	1373531_at
ENSRNOG00000011623	ENSRNOT00000086851	1387147_at
ENSRNOG00000032261	ENSRNOT00000011880	1370329_at
ENSRNOG00000017908	ENSRNOT00000024164	1368532_at
ENSRNOG00000059458	ENSRNOT00000090298	1373622_at
ENSRNOG00000060308	ENSRNOT00000079988	1377050_at
ENSRNOG00000020862	ENSRNOT00000056145	1370473_a_at
ENSRNOG00000008035	ENSRNOT00000010598	1372062_at
ENSRNOG00000027016	ENSRNOT00000001607	1376868_at
ENSRNOG00000001733	ENSRNOT00000002361	1383180_at
ENSRNOG00000001733	ENSRNOT00000002361	1372446_at
ENSRNOG00000001733	ENSRNOT00000002361	1393480_at
ENSRNOG00000058841	ENSRNOT00000085594	1376261_at
ENSRNOG00000030705	ENSRNOT00000066244	1373531_at
ENSRNOG00000023746	ENSRNOT00000032558	1399092_at
ENSRNOG00000032574	ENSRNOT00000045280	1388664_at
ENSRNOG00000008360	ENSRNOT00000011173	1390352_at
ENSRNOG00000008116	ENSRNOT00000011237	1370950_at
ENSRNOG00000008116	ENSRNOT00000011237	1370951_at
ENSRNOG00000008116	ENSRNOT00000011237	1372101_at
ENSRNOG00000015708	ENSRNOT00000021145	1389633_at
ENSRNOG00000007427	ENSRNOT00000009946	1368315_at
ENSRNOG00000009155	ENSRNOT00000012425	1388364_at
ENSRNOG00000054698	ENSRNOT00000091215	1388464_at
ENSRNOG00000030318	ENSRNOT00000044945	1368299_at
ENSRNOG00000058252	ENSRNOT00000080576	1381505_at
ENSRNOG00000011949	ENSRNOT00000016051	1388304_at
ENSRNOG00000003386	ENSRNOT00000089346	1377095_at
ENSRNOG00000007808	ENSRNOT00000010263	1375861_at
ENSRNOG00000014819	ENSRNOT00000090702	1369358_a_at
ENSRNOG00000013570	ENSRNOT00000018475	1376769_at
ENSRNOG00000020577	ENSRNOT00000061159	1372861_at
ENSRNOG00000055281	ENSRNOT00000084060	1387451_at
ENSRNOG00000012137	ENSRNOT00000016227	1376992_a_at
ENSRNOG00000020577	ENSRNOT00000088364	1372861_at
ENSRNOG00000014819	ENSRNOT00000020603	1369358_a_at
ENSRNOG00000011528	ENSRNOT00000015354	1372152_at
ENSRNOG00000003386	ENSRNOT00000004524	1377095_at
ENSRNOG00000023935	ENSRNOT00000032881	1390186_at
ENSRNOG00000021183	ENSRNOT00000035491	1389607_at
ENSRNOG00000023935	ENSRNOT00000081153	1390186_at
ENSRNOG00000029333	ENSRNOT00000047653	1374527_at
ENSRNOG00000020164	ENSRNOT00000027344	1375066_at
ENSRNOG00000024526	ENSRNOT00000037211	1390705_at
ENSRNOG00000019525	ENSRNOT00000026696	1388851_at
ENSRNOG00000019525	ENSRNOT00000026696	1370690_at
ENSRNOG00000012640	ENSRNOT00000017271	1367722_at
ENSRNOG00000051993	ENSRNOT00000087037	1368459_at
ENSRNOG00000014274	ENSRNOT00000019587	1374133_at
ENSRNOG00000051993	ENSRNOT00000081183	1373314_at
ENSRNOG00000051993	ENSRNOT00000081183	1368459_at
ENSRNOG00000032590	ENSRNOT00000046920	1376610_a_at
ENSRNOG00000014529	ENSRNOT00000019539	1376314_at
ENSRNOG00000019138	ENSRNOT00000025949	1392672_at
ENSRNOG00000019138	ENSRNOT00000025949	1373914_at
ENSRNOG00000008145	ENSRNOT00000010906	1373482_at
ENSRNOG00000012630	ENSRNOT00000017254	1371659_at
ENSRNOG00000014368	ENSRNOT00000067631	1373364_at
ENSRNOG00000051816	ENSRNOT00000091662	1374777_at
ENSRNOG00000014368	ENSRNOT00000090232	1373364_at
ENSRNOG00000033893	ENSRNOT00000043626	1368398_at
ENSRNOG00000022500	ENSRNOT00000077810	1376879_at
ENSRNOG00000022500	ENSRNOT00000077810	1389480_at
ENSRNOG00000019627	ENSRNOT00000067754	1373697_at
ENSRNOG00000019627	ENSRNOT00000067754	1376968_at
ENSRNOG00000015134	ENSRNOT00000020437	1368886_at
ENSRNOG00000015406	ENSRNOT00000020763	1374969_at
ENSRNOG00000022500	ENSRNOT00000035323	1376879_at
ENSRNOG00000022500	ENSRNOT00000035323	1389480_at
ENSRNOG00000018991	ENSRNOT00000078939	1371414_at
ENSRNOG00000014633	ENSRNOT00000019707	1367481_at
ENSRNOG00000014293	ENSRNOT00000019301	1389112_at
ENSRNOG00000018991	ENSRNOT00000025857	1371414_at
ENSRNOG00000018086	ENSRNOT00000024488	1368461_at
ENSRNOG00000007124	ENSRNOT00000009327	1389482_at
ENSRNOG00000019674	ENSRNOT00000043925	1388633_at
ENSRNOG00000019791	ENSRNOT00000026843	1384037_at
ENSRNOG00000019791	ENSRNOT00000026843	1376040_at
ENSRNOG00000019674	ENSRNOT00000088243	1388633_at
ENSRNOG00000020663	ENSRNOT00000028052	1388580_at
ENSRNOG00000003567	ENSRNOT00000004896	1377079_a_at
ENSRNOG00000015734	ENSRNOT00000021366	1390099_at
ENSRNOG00000020308	ENSRNOT00000027537	1386885_at
ENSRNOG00000003960	ENSRNOT00000005348	1387013_at
ENSRNOG00000019598	ENSRNOT00000026637	1373807_at
ENSRNOG00000019598	ENSRNOT00000026637	1370081_a_at
ENSRNOG00000019598	ENSRNOT00000026559	1373807_at
ENSRNOG00000019598	ENSRNOT00000026559	1370081_a_at
ENSRNOG00000019598	ENSRNOT00000042790	1373807_at
ENSRNOG00000019598	ENSRNOT00000042790	1370081_a_at
ENSRNOG00000007067	ENSRNOT00000009921	1387150_at
ENSRNOG00000019598	ENSRNOT00000044163	1373807_at
ENSRNOG00000019598	ENSRNOT00000044163	1370081_a_at
ENSRNOG00000009506	ENSRNOT00000012940	1369445_at
ENSRNOG00000009506	ENSRNOT00000012940	1388702_at
ENSRNOG00000014637	ENSRNOT00000021071	1398874_at
ENSRNOG00000008356	ENSRNOT00000011768	1374122_at
ENSRNOG00000019598	ENSRNOT00000083811	1373807_at
ENSRNOG00000019598	ENSRNOT00000083811	1370081_a_at
ENSRNOG00000013736	ENSRNOT00000018545	1368741_at
ENSRNOG00000019688	ENSRNOT00000060432	1373221_at
ENSRNOG00000003902	ENSRNOT00000005205	1368697_at
ENSRNOG00000003902	ENSRNOT00000083910	1368697_at
ENSRNOG00000025502	ENSRNOT00000087188	1377423_at
ENSRNOG00000047218	ENSRNOT00000073667	1370254_at
ENSRNOG00000001293	ENSRNOT00000001745	1376016_at
ENSRNOG00000001293	ENSRNOT00000001745	1372596_at
ENSRNOG00000047218	ENSRNOT00000079517	1370254_at
ENSRNOG00000025051	ENSRNOT00000091977	1389342_at
ENSRNOG00000025051	ENSRNOT00000035409	1389342_at
ENSRNOG00000016889	ENSRNOT00000022884	1368616_at
ENSRNOG00000009094	ENSRNOT00000012363	1398847_at
ENSRNOG00000009094	ENSRNOT00000012363	1370180_at
ENSRNOG00000025792	ENSRNOT00000006407	1369912_at
ENSRNOG00000012219	ENSRNOT00000016325	1372173_at
ENSRNOG00000059798	ENSRNOT00000085167	1368019_at
ENSRNOG00000009114	ENSRNOT00000012066	1398425_at
ENSRNOG00000019152	ENSRNOT00000026091	1371584_at
ENSRNOG00000017194	ENSRNOT00000023132	1367613_at
ENSRNOG00000003881	ENSRNOT00000005194	1388324_at
ENSRNOG00000000157	ENSRNOT00000000170	1371614_at
ENSRNOG00000059661	ENSRNOT00000083065	1372677_at
ENSRNOG00000060867	ENSRNOT00000088193	1368495_at
ENSRNOG00000046355	ENSRNOT00000066600	1370741_at
ENSRNOG00000028341	ENSRNOT00000034006	1375147_at
ENSRNOG00000028341	ENSRNOT00000034006	1375948_at
ENSRNOG00000028341	ENSRNOT00000034006	1372822_at
ENSRNOG00000026891	ENSRNOT00000034790	1375881_at
ENSRNOG00000046355	ENSRNOT00000051315	1370741_at
ENSRNOG00000061215	ENSRNOT00000088482	1368059_at
ENSRNOG00000039528	ENSRNOT00000019556	1388508_at
ENSRNOG00000039528	ENSRNOT00000019556	1374553_at
ENSRNOG00000039528	ENSRNOT00000019556	1377959_at
ENSRNOG00000028619	ENSRNOT00000031404	1371281_at
ENSRNOG00000010645	ENSRNOT00000082304	1386879_at
ENSRNOG00000010645	ENSRNOT00000014216	1386879_at
ENSRNOG00000008984	ENSRNOT00000068482	1375915_at
ENSRNOG00000001274	ENSRNOT00000001717	1371639_at
ENSRNOG00000024763	ENSRNOT00000034026	1367575_at
ENSRNOG00000001274	ENSRNOT00000088905	1371639_at
ENSRNOG00000023162	ENSRNOT00000025523	1373790_at
ENSRNOG00000001274	ENSRNOT00000078683	1371639_at
ENSRNOG00000010645	ENSRNOT00000082675	1386879_at
ENSRNOG00000056343	ENSRNOT00000087978	1390207_at
ENSRNOG00000026136	ENSRNOT00000086431	1398407_at
ENSRNOG00000026136	ENSRNOT00000021972	1398407_at
ENSRNOG00000007632	ENSRNOT00000010178	1389436_at
ENSRNOG00000039975	ENSRNOT00000061427	1387937_at
ENSRNOG00000001148	ENSRNOT00000001518	1367560_at
ENSRNOG00000015916	ENSRNOT00000021582	1386293_at
ENSRNOG00000018616	ENSRNOT00000025110	1389378_at
ENSRNOG00000014462	ENSRNOT00000019594	1367824_at
ENSRNOG00000020941	ENSRNOT00000028438	1371338_at
ENSRNOG00000014984	ENSRNOT00000020134	1374926_at
ENSRNOG00000013536	ENSRNOT00000029025	1370825_a_at
ENSRNOG00000014443	ENSRNOT00000019638	1369229_at
ENSRNOG00000047198	ENSRNOT00000070909	1376554_at
ENSRNOG00000013536	ENSRNOT00000018118	1370825_a_at
ENSRNOG00000019587	ENSRNOT00000026654	1370362_at
ENSRNOG00000014984	ENSRNOT00000071916	1374926_at
ENSRNOG00000050347	ENSRNOT00000073923	1374201_at
ENSRNOG00000046239	ENSRNOT00000072100	1387033_at
ENSRNOG00000008039	ENSRNOT00000010956	1369068_at
ENSRNOG00000023176	ENSRNOT00000066593	1398311_a_at
ENSRNOG00000023176	ENSRNOT00000066593	1387864_at
ENSRNOG00000023176	ENSRNOT00000005858	1398311_a_at
ENSRNOG00000023176	ENSRNOT00000005858	1387864_at
ENSRNOG00000048411	ENSRNOT00000083848	1367717_at
ENSRNOG00000019973	ENSRNOT00000027093	1367747_at
ENSRNOG00000017165	ENSRNOT00000023133	1371997_at
ENSRNOG00000014791	ENSRNOT00000050180	1372390_at
ENSRNOG00000014791	ENSRNOT00000050180	1390655_at
ENSRNOG00000048411	ENSRNOT00000075265	1367717_at
ENSRNOG00000011951	ENSRNOT00000016768	1368106_at
ENSRNOG00000049243	ENSRNOT00000075363	1371262_at
ENSRNOG00000039698	ENSRNOT00000060888	1384329_at
ENSRNOG00000016873	ENSRNOT00000022661	1372828_at
ENSRNOG00000033680	ENSRNOT00000091923	1371076_at
ENSRNOG00000033680	ENSRNOT00000079036	1371076_at
ENSRNOG00000011317	ENSRNOT00000031748	1388830_at
ENSRNOG00000011317	ENSRNOT00000031748	1393055_at
ENSRNOG00000059900	ENSRNOT00000091906	1390738_at
ENSRNOG00000059900	ENSRNOT00000087162	1390738_at
ENSRNOG00000006146	ENSRNOT00000008113	1372639_at
ENSRNOG00000011317	ENSRNOT00000090705	1393055_at
ENSRNOG00000033680	ENSRNOT00000044127	1371076_at
ENSRNOG00000029087	ENSRNOT00000049956	1387407_at
ENSRNOG00000007793	ENSRNOT00000010271	1370381_at
ENSRNOG00000020045	ENSRNOT00000027186	1388012_at
ENSRNOG00000007568	ENSRNOT00000010524	1368643_at
ENSRNOG00000007568	ENSRNOT00000010524	1368644_at
ENSRNOG00000025126	ENSRNOT00000047420	1376695_at
ENSRNOG00000014354	ENSRNOT00000066525	1378962_at
ENSRNOG00000051977	ENSRNOT00000084422	1375966_at
ENSRNOG00000004820	ENSRNOT00000006567	1388681_at
ENSRNOG00000001868	ENSRNOT00000002552	1373879_at
ENSRNOG00000056219	ENSRNOT00000086390	1368683_at
ENSRNOG00000011680	ENSRNOT00000016289	1376895_at
ENSRNOG00000004781	ENSRNOT00000065334	1387899_at
ENSRNOG00000050315	ENSRNOT00000088907	1367909_at
ENSRNOG00000050469	ENSRNOT00000074048	1367902_at
ENSRNOG00000050315	ENSRNOT00000074362	1367909_at
ENSRNOG00000029462	ENSRNOT00000049394	1394174_at
ENSRNOG00000026260	ENSRNOT00000090019	1371330_at
ENSRNOG00000003262	ENSRNOT00000004383	1390548_at
ENSRNOG00000003262	ENSRNOT00000004383	1370755_at
ENSRNOG00000031773	ENSRNOT00000060351	1369821_a_at
ENSRNOG00000031773	ENSRNOT00000060351	1370721_a_at
ENSRNOG00000005610	ENSRNOT00000007607	1376727_at
