Gene stable ID	Transcript stable ID	AFFY DrosGenome1 probe
FBgn0028953	FBtr0086921	144010_at
FBgn0028953	FBtr0086921	147364_at
FBgn0028953	FBtr0086922	147364_at
FBgn0036191	FBtr0273362	153223_at
FBgn0015025	FBtr0075504	143779_at
FBgn0033100	FBtr0086135	142715_at
FBgn0033100	FBtr0332940	142715_at
FBgn0037461	FBtr0081700	149415_at
FBgn0037461	FBtr0337023	149415_at
FBgn0030536	FBtr0073854	145042_at
FBgn0000346	FBtr0333329	143105_at
FBgn0000346	FBtr0073754	143105_at
FBgn0033260	FBtr0088821	153360_at
FBgn0033260	FBtr0301355	153360_at
FBgn0013531	FBtr0329946	143713_at
FBgn0013531	FBtr0079544	143713_at
FBgn0029830	FBtr0343414	144566_at
FBgn0029830	FBtr0343414	151386_at
FBgn0029830	FBtr0343413	144566_at
FBgn0029830	FBtr0343413	151386_at
FBgn0029830	FBtr0070865	144566_at
FBgn0029830	FBtr0070865	151386_at
FBgn0259201	FBtr0299686	151452_at
FBgn0259201	FBtr0345444	151452_at
FBgn0259201	FBtr0299687	151452_at
FBgn0038771	FBtr0083836	151914_at
FBgn0038771	FBtr0083837	151914_at
FBgn0014184	FBtr0088015	153028_at
FBgn0014184	FBtr0088014	153028_at
FBgn0014184	FBtr0088013	153028_at
FBgn0265999	FBtr0343127	152001_at
FBgn0033754	FBtr0087891	147104_at
FBgn0030246	FBtr0339768	152095_at
FBgn0030246	FBtr0073403	152095_at
FBgn0027590	FBtr0072436	151983_at
FBgn0027590	FBtr0305309	151983_at
FBgn0027590	FBtr0305310	151983_at
FBgn0027590	FBtr0305310	141766_at
FBgn0027590	FBtr0343496	151983_at
FBgn0000427	FBtr0071145	143121_at
FBgn0000427	FBtr0309796	143121_at
FBgn0000427	FBtr0310269	143121_at
FBgn0000427	FBtr0071147	143121_at
FBgn0000427	FBtr0309795	143121_at
FBgn0000427	FBtr0071146	143121_at
FBgn0039598	FBtr0085313	150784_at
FBgn0035854	FBtr0076695	148379_at
FBgn0035854	FBtr0332137	148379_at
FBgn0038450	FBtr0083330	150031_at
FBgn0262460	FBtr0304504	143573_at
FBgn0040392	FBtr0070407	144398_at
FBgn0040392	FBtr0308937	144398_at
FBgn0034324	FBtr0086760	147426_at
FBgn0034324	FBtr0086760	147427_at
FBgn0011745	FBtr0082652	143687_at
FBgn0034657	FBtr0071711	154846_at
FBgn0034657	FBtr0071713	154846_at
FBgn0034657	FBtr0071712	154846_at
FBgn0265968	FBtr0301130	145803_at
FBgn0265968	FBtr0301130	145804_at
FBgn0039054	FBtr0302022	150426_at
FBgn0039054	FBtr0302023	150426_at
FBgn0039054	FBtr0337028	150426_at
FBgn0051797	FBtr0081227	146483_at
FBgn0051797	FBtr0081227	146484_at
FBgn0039438	FBtr0085054	150666_at
FBgn0263545	FBtr0309657	144552_at
FBgn0039085	FBtr0084420	150451_at
FBgn0000008	FBtr0071763	152831_at
FBgn0000008	FBtr0071763	147661_at
FBgn0000008	FBtr0071764	152831_at
FBgn0000008	FBtr0071764	147661_at
FBgn0000008	FBtr0342981	152831_at
FBgn0000008	FBtr0342981	147661_at
FBgn0000008	FBtr0100521	152831_at
FBgn0000008	FBtr0100521	147661_at
FBgn0029868	FBtr0347282	144595_at
FBgn0029868	FBtr0340026	144595_at
FBgn0029868	FBtr0070924	144595_at
FBgn0038956	FBtr0337047	150358_at
FBgn0038956	FBtr0084235	150358_at
FBgn0032856	FBtr0081371	146541_at
FBgn0032261	FBtr0337004	153009_at
FBgn0032261	FBtr0080091	153009_at
FBgn0031060	FBtr0309217	154795_at
FBgn0031060	FBtr0074814	154795_at
FBgn0037330	FBtr0078768	153677_at
FBgn0015570	FBtr0081540	152623_at
FBgn0015570	FBtr0310421	152623_at
FBgn0037356	FBtr0078709	152793_at
FBgn0033294	FBtr0088748	146808_at
FBgn0035727	FBtr0076935	142679_at
FBgn0038256	FBtr0333277	155074_at
FBgn0038256	FBtr0083020	155074_at
FBgn0038256	FBtr0083019	155074_at
FBgn0038256	FBtr0083021	155074_at
FBgn0039156	FBtr0084550	153203_at
FBgn0037011	FBtr0078210	149138_at
FBgn0031529	FBtr0332407	145707_at
FBgn0031529	FBtr0077594	145707_at
FBgn0036423	FBtr0273239	153907_at
FBgn0036423	FBtr0333040	153907_at
FBgn0035011	FBtr0072354	147861_at
FBgn0014075	FBtr0075064	152454_at
FBgn0030905	FBtr0346294	145287_at
FBgn0030905	FBtr0074584	145287_at
FBgn0030622	FBtr0074024	145111_at
FBgn0036772	FBtr0075152	141652_at
FBgn0037240	FBtr0078917	154446_at
FBgn0036486	FBtr0075646	148795_at
FBgn0037724	FBtr0082101	153941_at
FBgn0085424	FBtr0342628	143285_at
FBgn0085424	FBtr0112643	143285_at
FBgn0085424	FBtr0112642	146291_at
FBgn0085424	FBtr0112642	146293_at
FBgn0085424	FBtr0112642	143285_at
FBgn0033177	FBtr0345799	154461_at
FBgn0033177	FBtr0088998	154461_at
FBgn0033177	FBtr0088999	154461_at
FBgn0003687	FBtr0071679	155047_at
FBgn0052671	FBtr0073402	144817_s_at
FBgn0052671	FBtr0073402	144837_at
FBgn0035877	FBtr0076604	148394_at
FBgn0053970	FBtr0100013	152552_at
FBgn0053970	FBtr0100012	151089_at
FBgn0053970	FBtr0100012	150656_at
FBgn0053970	FBtr0100012	152552_at
FBgn0053970	FBtr0346107	151089_at
FBgn0053970	FBtr0346107	150656_at
FBgn0053970	FBtr0346107	152552_at
FBgn0039406	FBtr0084972	150643_at
FBgn0039406	FBtr0084973	150643_at
FBgn0039406	FBtr0302369	150643_at
FBgn0040285	FBtr0074079	145118_at
FBgn0040285	FBtr0332592	145118_at
FBgn0040285	FBtr0332591	145118_at
FBgn0039483	FBtr0085104	150709_at
FBgn0083956	FBtr0343018	145463_at
FBgn0083956	FBtr0110827	145463_at
FBgn0083956	FBtr0299591	145463_at
FBgn0260444	FBtr0445304	142179_s_at
FBgn0260444	FBtr0082643	142179_s_at
FBgn0035111	FBtr0072486	154818_at
FBgn0035111	FBtr0072487	154818_at
FBgn0023541	FBtr0070426	144001_at
FBgn0023541	FBtr0310077	144001_at
FBgn0037358	FBtr0078732	153946_at
FBgn0037358	FBtr0334953	153946_at
FBgn0036639	FBtr0075392	155051_at
FBgn0033836	FBtr0087716	141556_at
FBgn0033373	FBtr0088633	152258_at
FBgn0033373	FBtr0310145	152258_at
FBgn0033373	FBtr0310143	152258_at
FBgn0033373	FBtr0310146	152258_at
FBgn0033373	FBtr0310144	152258_at
FBgn0036160	FBtr0076178	148575_at
FBgn0010774	FBtr0081642	154296_at
FBgn0005775	FBtr0073375	152589_at
FBgn0005775	FBtr0309972	152589_at
FBgn0025802	FBtr0082530	141798_at
FBgn0025802	FBtr0082529	141798_at
FBgn0024887	FBtr0078181	144027_at
FBgn0015031	FBtr0079072	145818_s_at
FBgn0015031	FBtr0307034	145818_s_at
FBgn0015031	FBtr0307035	145818_s_at
FBgn0031646	FBtr0113021	145790_at
FBgn0031646	FBtr0077401	145790_at
FBgn0031646	FBtr0077402	145790_at
FBgn0031646	FBtr0077403	145790_at
FBgn0034058	FBtr0087267	142653_at
FBgn0034113	FBtr0087178	147302_at
FBgn0031051	FBtr0074759	145386_at
FBgn0031051	FBtr0340614	145386_at
FBgn0035960	FBtr0076524	154834_at
FBgn0030104	FBtr0071308	144737_at
FBgn0031466	FBtr0077691	145672_at
FBgn0039192	FBtr0084626	150504_at
FBgn0263706	FBtr0342802	145245_at
FBgn0263706	FBtr0310335	145246_at
FBgn0263706	FBtr0310335	145245_at
FBgn0263706	FBtr0310336	145245_at
FBgn0263706	FBtr0310338	145245_at
FBgn0263706	FBtr0310339	145245_at
FBgn0263706	FBtr0310337	145245_at
FBgn0263706	FBtr0342803	145245_at
FBgn0263706	FBtr0330597	145245_at
FBgn0036969	FBtr0074843	149116_at
FBgn0036969	FBtr0074843	149114_at
FBgn0010042	FBtr0082573	149760_at
FBgn0086028	FBtr0114304	147686_at
FBgn0034318	FBtr0086752	147422_at
FBgn0259110	FBtr0310306	145164_at
FBgn0259110	FBtr0310306	145166_at
FBgn0259110	FBtr0310306	145165_at
FBgn0259110	FBtr0299535	145164_at
FBgn0259110	FBtr0299535	145166_at
FBgn0259110	FBtr0299535	145165_at
FBgn0259110	FBtr0307542	145164_at
FBgn0259110	FBtr0307542	145166_at
FBgn0259110	FBtr0307542	145165_at
FBgn0259110	FBtr0307541	145164_at
FBgn0259110	FBtr0307541	145166_at
FBgn0259110	FBtr0307541	145165_at
FBgn0259110	FBtr0340310	145164_at
FBgn0259110	FBtr0340310	145166_at
FBgn0259110	FBtr0340310	145165_at
FBgn0259110	FBtr0310307	145164_at
FBgn0259110	FBtr0310307	145166_at
FBgn0259110	FBtr0310307	145165_at
FBgn0259110	FBtr0307540	145164_at
FBgn0259110	FBtr0307540	145166_at
FBgn0259110	FBtr0307540	145165_at
FBgn0259110	FBtr0299534	145166_at
FBgn0035102	FBtr0072537	142734_at
FBgn0265575	FBtr0340205	153044_at
FBgn0265575	FBtr0340203	153044_at
FBgn0265575	FBtr0340204	153044_at
FBgn0265575	FBtr0340206	153044_at
FBgn0016660	FBtr0079076	143874_at
FBgn0016660	FBtr0343225	143874_at
FBgn0033238	FBtr0088853	146777_at
FBgn0003410	FBtr0075332	153438_at
FBgn0003410	FBtr0075333	153438_at
FBgn0003410	FBtr0344230	153438_at
FBgn0036007	FBtr0076427	148469_at
FBgn0036007	FBtr0333865	148469_at
FBgn0036007	FBtr0333864	148469_at
FBgn0031535	FBtr0113019	145713_at
FBgn0029951	FBtr0071067	144651_at
FBgn0034816	FBtr0071963	152646_at
FBgn0034816	FBtr0310344	152646_at
FBgn0262000	FBtr0303798	144270_at
FBgn0024698	FBtr0089257	154835_at
FBgn0024698	FBtr0089258	154835_at
FBgn0002865	FBtr0085277	152226_at
FBgn0082979	FBtr0113579	154003_at
FBgn0052633	FBtr0073800	141259_at
FBgn0030410	FBtr0346122	144954_at
FBgn0030410	FBtr0073709	144954_at
FBgn0037875	FBtr0082371	149675_at
FBgn0038165	FBtr0334494	149852_at
FBgn0038165	FBtr0334494	149853_at
FBgn0038165	FBtr0301654	149852_at
FBgn0038165	FBtr0301654	149853_at
FBgn0038165	FBtr0334492	149852_at
FBgn0038165	FBtr0334492	149853_at
FBgn0038165	FBtr0334493	149852_at
FBgn0038165	FBtr0334493	149853_at
FBgn0030558	FBtr0073908	145058_at
FBgn0030558	FBtr0339497	145058_at
FBgn0029713	FBtr0070699	144481_at
FBgn0035234	FBtr0072744	147987_at
FBgn0052473	FBtr0082744	153238_at
FBgn0052473	FBtr0082743	153238_at
FBgn0052473	FBtr0082742	153238_at
FBgn0052473	FBtr0082742	149833_at
FBgn0041630	FBtr0073237	153410_at
FBgn0041630	FBtr0333567	153410_at
FBgn0041630	FBtr0073235	153410_at
FBgn0041630	FBtr0300774	153410_at
FBgn0032750	FBtr0081150	153552_at
FBgn0034671	FBtr0071733	147643_at
FBgn0038380	FBtr0083249	149985_at
FBgn0001991	FBtr0332023	151837_at
FBgn0001991	FBtr0332021	151837_at
FBgn0001991	FBtr0332025	151837_at
FBgn0001991	FBtr0332024	151837_at
FBgn0001991	FBtr0090005	151837_at
FBgn0001991	FBtr0090003	151837_at
FBgn0001991	FBtr0332020	151837_at
FBgn0001991	FBtr0332022	151837_at
FBgn0001991	FBtr0090006	151837_at
FBgn0001991	FBtr0090004	151837_at
FBgn0028473	FBtr0088554	142696_at
FBgn0028473	FBtr0300649	142696_at
FBgn0031275	FBtr0346526	145544_at
FBgn0031275	FBtr0308257	145544_at
FBgn0031275	FBtr0078001	145544_at
FBgn0031275	FBtr0343785	145544_at
FBgn0031275	FBtr0343786	145544_at
FBgn0031275	FBtr0343787	145544_at
FBgn0267590	FBtr0347022	141854_at
FBgn0028408	FBtr0088597	144208_at
FBgn0028408	FBtr0112930	144208_at
FBgn0028408	FBtr0332998	144208_at
FBgn0028408	FBtr0304798	144208_at
FBgn0035508	FBtr0073255	148152_at
FBgn0038961	FBtr0337046	150363_at
FBgn0038961	FBtr0084231	150363_at
FBgn0260745	FBtr0082500	152375_at
FBgn0260745	FBtr0082501	152375_at
FBgn0260745	FBtr0082499	152375_at
FBgn0260745	FBtr0082495	152375_at
FBgn0260745	FBtr0082490	152375_at
FBgn0260745	FBtr0082497	152375_at
FBgn0260745	FBtr0082494	152375_at
FBgn0260745	FBtr0082503	152375_at
FBgn0260745	FBtr0082496	152375_at
FBgn0260745	FBtr0082498	152375_at
FBgn0260745	FBtr0082489	152375_at
FBgn0260745	FBtr0082492	152375_at
FBgn0260745	FBtr0082493	152375_at
FBgn0260745	FBtr0082502	152375_at
FBgn0260745	FBtr0082491	152375_at
FBgn0260745	FBtr0306696	152375_at
FBgn0028499	FBtr0336469	151957_at
FBgn0028499	FBtr0083559	151957_at
FBgn0036568	FBtr0075446	148846_at
FBgn0038834	FBtr0083970	150281_at
FBgn0038834	FBtr0083969	150281_at
FBgn0038834	FBtr0346148	150281_at
FBgn0037792	FBtr0082185	154727_at
FBgn0037792	FBtr0333824	154727_at
FBgn0037792	FBtr0333825	154727_at
FBgn0003390	FBtr0340089	153038_at
FBgn0003390	FBtr0340090	153038_at
FBgn0003390	FBtr0070978	153038_at
FBgn0003390	FBtr0340088	153038_at
FBgn0039257	FBtr0305668	150543_at
FBgn0039257	FBtr0305668	150544_at
FBgn0039257	FBtr0305667	150543_at
FBgn0039257	FBtr0305667	150544_at
FBgn0039640	FBtr0085383	150807_at
FBgn0039640	FBtr0335406	150807_at
FBgn0039640	FBtr0085382	150807_at
FBgn0033076	FBtr0305958	146678_at
FBgn0037761	FBtr0082143	149592_at
FBgn0032371	FBtr0340565	152712_at
FBgn0032371	FBtr0080253	152712_at
FBgn0036754	FBtr0075170	142865_at
FBgn0029148	FBtr0075698	142579_at
FBgn0029148	FBtr0333076	142579_at
FBgn0267796	FBtr0347574	148476_at
FBgn0267796	FBtr0347573	148476_at
FBgn0267796	FBtr0347573	148474_at
FBgn0085369	FBtr0339572	145726_at
FBgn0085369	FBtr0339572	145727_at
FBgn0085369	FBtr0302391	145726_at
FBgn0085369	FBtr0302391	145727_at
FBgn0041246	FBtr0080198	146229_at
FBgn0011294	FBtr0077922	143653_at
FBgn0031235	FBtr0078126	145518_at
FBgn0032896	FBtr0081449	146558_at
FBgn0033315	FBtr0088728	146825_at
FBgn0029925	FBtr0071038	153104_at
FBgn0027512	FBtr0084477	142675_at
FBgn0027512	FBtr0084477	142676_at
FBgn0027512	FBtr0084476	142675_at
FBgn0027512	FBtr0084476	142676_at
FBgn0027512	FBtr0334770	142675_at
FBgn0027512	FBtr0334770	142676_at
FBgn0034387	FBtr0086609	147464_at
FBgn0086782	FBtr0074802	143067_at
FBgn0036258	FBtr0076022	148635_at
FBgn0027513	FBtr0339310	154074_at
FBgn0027513	FBtr0088685	154074_at
FBgn0038130	FBtr0082737	149828_at
FBgn0261068	FBtr0308804	146374_at
FBgn0261068	FBtr0080934	146374_at
FBgn0261068	FBtr0343770	146374_at
FBgn0037347	FBtr0333279	149341_at
FBgn0037347	FBtr0333278	149341_at
FBgn0037347	FBtr0273377	149341_at
FBgn0051898	FBtr0079662	151676_at
FBgn0265187	FBtr0339109	147736_at
FBgn0265187	FBtr0339108	147736_at
FBgn0265187	FBtr0339110	147736_at
FBgn0029893	FBtr0339491	144610_at
FBgn0029893	FBtr0300772	144610_at
FBgn0029893	FBtr0070988	144610_at
FBgn0029893	FBtr0339493	144610_at
FBgn0004567	FBtr0077500	143481_at
FBgn0031006	FBtr0074689	145362_at
FBgn0031006	FBtr0343635	145362_at
FBgn0031006	FBtr0343634	145362_at
FBgn0001258	FBtr0332067	143201_at
FBgn0001258	FBtr0332066	143201_at
FBgn0001258	FBtr0332065	143201_at
FBgn0001258	FBtr0077008	143201_at
FBgn0035824	FBtr0076748	148365_at
FBgn0034091	FBtr0087193	153707_at
FBgn0034091	FBtr0306653	153707_at
FBgn0034091	FBtr0087194	153707_at
FBgn0034091	FBtr0306652	153707_at
FBgn0034091	FBtr0332855	153707_at
FBgn0034091	FBtr0113084	153707_at
FBgn0034091	FBtr0087195	153707_at
FBgn0034091	FBtr0087196	153707_at
FBgn0261274	FBtr0073217	141606_at
FBgn0002023	FBtr0309835	143224_at
FBgn0002023	FBtr0309835	146478_at
FBgn0002023	FBtr0309833	143224_at
FBgn0002023	FBtr0309833	146478_at
FBgn0002023	FBtr0329940	143224_at
FBgn0002023	FBtr0329940	146478_at
FBgn0002023	FBtr0309834	143224_at
FBgn0002023	FBtr0309832	143224_at
FBgn0002023	FBtr0309832	146478_at
FBgn0002023	FBtr0081169	143224_at
FBgn0002023	FBtr0081169	146478_at
FBgn0002023	FBtr0081170	143224_at
FBgn0034172	FBtr0087054	141562_at
FBgn0037382	FBtr0078667	155039_at
FBgn0032219	FBtr0079990	152486_at
FBgn0032219	FBtr0331665	152486_at
FBgn0032219	FBtr0079991	152486_at
FBgn0032219	FBtr0079989	152486_at
FBgn0034808	FBtr0071988	147731_at
FBgn0010548	FBtr0300480	152970_at
FBgn0010548	FBtr0300481	152970_at
FBgn0010548	FBtr0310674	152970_at
FBgn0010548	FBtr0088996	152970_at
FBgn0010548	FBtr0300477	152970_at
FBgn0010548	FBtr0088993	152970_at
FBgn0010548	FBtr0310676	152970_at
FBgn0010548	FBtr0300478	152970_at
FBgn0010548	FBtr0336912	152970_at
FBgn0010548	FBtr0308198	152970_at
FBgn0010548	FBtr0300479	152970_at
FBgn0010548	FBtr0310675	152970_at
FBgn0032671	FBtr0343823	154166_at
FBgn0032671	FBtr0081062	154166_at
FBgn0030447	FBtr0340301	144984_at
FBgn0030447	FBtr0073721	144984_at
FBgn0025743	FBtr0074285	144091_at
FBgn0033160	FBtr0088966	153293_at
FBgn0033160	FBtr0336909	153293_at
FBgn0045483	FBtr0071964	147739_at
FBgn0038214	FBtr0300059	149884_at
FBgn0035397	FBtr0072996	153822_at
FBgn0035397	FBtr0113130	153822_at
FBgn0035397	FBtr0072998	153822_at
FBgn0035397	FBtr0073003	153822_at
FBgn0035397	FBtr0072999	153822_at
FBgn0035397	FBtr0113129	153822_at
FBgn0035397	FBtr0072995	153822_at
FBgn0035397	FBtr0072991	153822_at
FBgn0035397	FBtr0072994	153822_at
FBgn0035397	FBtr0073002	153822_at
FBgn0035397	FBtr0073001	153822_at
FBgn0035397	FBtr0113131	153822_at
FBgn0035397	FBtr0332113	153822_at
FBgn0035397	FBtr0073000	153822_at
FBgn0035397	FBtr0072992	153822_at
FBgn0035397	FBtr0072993	153822_at
FBgn0033657	FBtr0088032	147041_at
FBgn0038941	FBtr0084203	153937_at
FBgn0035060	FBtr0072434	141766_at
FBgn0035060	FBtr0072435	141766_at
FBgn0035060	FBtr0072433	141766_at
FBgn0036262	FBtr0290130	148639_at
FBgn0036262	FBtr0333382	148639_at
FBgn0030790	FBtr0074332	141275_at
FBgn0030790	FBtr0305899	141275_at
FBgn0030790	FBtr0347029	141275_at
FBgn0011770	FBtr0071472	143691_at
FBgn0034391	FBtr0086613	147466_at
FBgn0031457	FBtr0077736	153754_at
FBgn0031457	FBtr0335129	153754_at
FBgn0032986	FBtr0299875	152214_at
FBgn0032986	FBtr0334169	152214_at
FBgn0032986	FBtr0334168	152214_at
FBgn0032986	FBtr0334168	146622_at
FBgn0037816	FBtr0082258	149631_at
FBgn0036107	FBtr0076270	148536_at
FBgn0083029	FBtr0113555	154503_at
FBgn0027873	FBtr0085357	153806_at
FBgn0030292	FBtr0073452	144868_at
FBgn0031776	FBtr0079191	145871_at
FBgn0031776	FBtr0343125	145871_at
FBgn0028563	FBtr0088777	155073_at
FBgn0259676	FBtr0078241	153305_at
FBgn0039585	FBtr0085290	150776_at
FBgn0015296	FBtr0076458	143792_at
FBgn0029915	FBtr0343322	144625_at
FBgn0029915	FBtr0071040	144625_at
FBgn0029915	FBtr0345899	144625_at
FBgn0029821	FBtr0070824	144560_at
FBgn0029821	FBtr0333800	144560_at
FBgn0027054	FBtr0088859	152247_at
FBgn0027054	FBtr0301230	152247_at
FBgn0028838	FBtr0080671	144278_at
FBgn0034644	FBtr0071662	151811_at
FBgn0034644	FBtr0071661	151811_at
FBgn0034644	FBtr0071661	147630_at
FBgn0035718	FBtr0076894	148289_at
FBgn0004652	FBtr0083649	143505_at
FBgn0004652	FBtr0330040	150143_at
FBgn0004652	FBtr0330040	150145_at
FBgn0004652	FBtr0330040	150144_at
FBgn0004652	FBtr0083645	150143_at
FBgn0004652	FBtr0083645	150145_at
FBgn0004652	FBtr0083645	150144_at
FBgn0004652	FBtr0083650	150143_at
FBgn0004652	FBtr0083650	150144_at
FBgn0004652	FBtr0301284	143505_at
FBgn0004652	FBtr0301284	150145_at
FBgn0004652	FBtr0083648	143505_at
FBgn0004652	FBtr0083652	143505_at
FBgn0004652	FBtr0083641	150143_at
FBgn0004652	FBtr0083641	150145_at
FBgn0004652	FBtr0083646	143505_at
FBgn0004652	FBtr0083643	143505_at
FBgn0004652	FBtr0083643	150145_at
FBgn0004652	FBtr0083644	150143_at
FBgn0004652	FBtr0083644	150145_at
FBgn0004652	FBtr0083640	150143_at
FBgn0004652	FBtr0083640	150145_at
FBgn0004652	FBtr0083640	150144_at
FBgn0004652	FBtr0083651	143505_at
FBgn0004652	FBtr0083642	143505_at
FBgn0004652	FBtr0083642	150145_at
FBgn0260789	FBtr0071332	144745_at
FBgn0260789	FBtr0343367	144745_at
FBgn0004593	FBtr0075584	143494_at
FBgn0038944	FBtr0084241	150353_at
FBgn0038944	FBtr0344227	150353_at
FBgn0031082	FBtr0070035	145407_at
FBgn0030946	FBtr0074612	154635_at
FBgn0030946	FBtr0074613	154635_at
FBgn0001142	FBtr0300568	141257_at
FBgn0001142	FBtr0078114	141257_at
FBgn0001142	FBtr0078115	141257_at
FBgn0032343	FBtr0080229	153830_at
FBgn0283651	FBtr0445729	144303_at
FBgn0283651	FBtr0445731	144301_at
FBgn0283651	FBtr0445730	144301_at
FBgn0283651	FBtr0445730	144303_at
FBgn0283651	FBtr0445732	144301_at
FBgn0023214	FBtr0086652	153855_at
FBgn0261790	FBtr0079560	145993_at
FBgn0036947	FBtr0074860	142732_at
FBgn0013435	FBtr0088429	143711_at
FBgn0028999	FBtr0072592	151651_at
FBgn0028999	FBtr0072592	142626_at
FBgn0028980	FBtr0077043	153676_at
FBgn0028980	FBtr0333390	153676_at
FBgn0037375	FBtr0300740	152906_at
FBgn0037375	FBtr0300736	152906_at
FBgn0037375	FBtr0078627	152906_at
FBgn0037375	FBtr0078628	152906_at
FBgn0037375	FBtr0300737	152906_at
FBgn0037375	FBtr0300741	152906_at
FBgn0037375	FBtr0300738	152906_at
FBgn0037375	FBtr0300739	152906_at
FBgn0261703	FBtr0331765	145114_at
FBgn0261703	FBtr0331765	145113_at
FBgn0261703	FBtr0310308	145114_at
FBgn0261703	FBtr0310308	145113_at
FBgn0261703	FBtr0303199	145114_at
FBgn0261703	FBtr0303199	145113_at
FBgn0261703	FBtr0303198	145114_at
FBgn0261703	FBtr0303198	145113_at
FBgn0039291	FBtr0084873	150561_at
FBgn0035443	FBtr0073075	148107_at
FBgn0266525	FBtr0344559	154552_at
FBgn0266525	FBtr0344559	146688_at
FBgn0266525	FBtr0344560	154552_at
FBgn0266525	FBtr0344561	154552_at
FBgn0039609	FBtr0085328	150789_at
FBgn0036341	FBtr0075886	148694_at
FBgn0036341	FBtr0075886	148695_at
FBgn0036341	FBtr0332076	148694_at
FBgn0036341	FBtr0332076	148695_at
FBgn0266518	FBtr0086146	146680_at
FBgn0266518	FBtr0336664	146680_at
FBgn0037943	FBtr0082431	154037_at
FBgn0263516	FBtr0309580	144202_at
FBgn0030005	FBtr0300914	144680_at
FBgn0004173	FBtr0081586	143434_at
FBgn0052074	FBtr0076222	148558_at
FBgn0037544	FBtr0347360	154840_at
FBgn0037544	FBtr0081816	154840_at
FBgn0052269	FBtr0100678	148093_at
FBgn0052269	FBtr0332871	148093_at
FBgn0000320	FBtr0306113	152004_at
FBgn0000320	FBtr0079335	152004_at
FBgn0000320	FBtr0079334	152004_at
FBgn0040650	FBtr0340402	151134_at
FBgn0040650	FBtr0077323	151134_at
FBgn0039731	FBtr0085546	150864_at
FBgn0045495	FBtr0079460	145958_at
FBgn0045495	FBtr0079458	145958_at
FBgn0045495	FBtr0079459	145958_at
FBgn0045495	FBtr0079462	145958_at
FBgn0045495	FBtr0079461	145958_at
FBgn0034186	FBtr0087013	155090_at
FBgn0034186	FBtr0306810	155090_at
FBgn0034467	FBtr0086481	147513_at
FBgn0029752	FBtr0340478	144514_at
FBgn0029752	FBtr0070755	144514_at
FBgn0053060	FBtr0305307	152610_at
FBgn0030642	FBtr0074076	142184_at
FBgn0030642	FBtr0346184	142184_at
FBgn0052544	FBtr0333158	142850_at
FBgn0052544	FBtr0074644	142850_at
FBgn0261285	FBtr0083752	151916_at
FBgn0261285	FBtr0347007	151916_at
FBgn0261285	FBtr0330044	151916_at
FBgn0034464	FBtr0086472	152153_at
FBgn0003326	FBtr0087855	143333_at
FBgn0003326	FBtr0087856	143333_at
FBgn0030460	FBtr0073737	144993_at
FBgn0030460	FBtr0346124	144993_at
FBgn0030460	FBtr0346125	144993_at
FBgn0022774	FBtr0074961	151832_at
FBgn0020269	FBtr0345427	143915_at
FBgn0020269	FBtr0087477	143915_at
FBgn0030537	FBtr0073868	145043_at
FBgn0030537	FBtr0304579	145043_at
FBgn0037779	FBtr0082204	149607_at
FBgn0027548	FBtr0088858	152349_at
FBgn0052683	FBtr0071463	144801_at
FBgn0052683	FBtr0071463	144799_at
FBgn0052683	FBtr0071463	144797_at
FBgn0052683	FBtr0343034	144801_at
FBgn0052683	FBtr0343034	144799_at
FBgn0052683	FBtr0343034	144797_at
FBgn0030597	FBtr0073975	145090_at
FBgn0004066	FBtr0074210	143422_at
FBgn0037923	FBtr0300580	149697_at
FBgn0037923	FBtr0300581	149697_at
FBgn0037923	FBtr0345158	149697_at
FBgn0031766	FBtr0079222	145865_at
FBgn0030789	FBtr0074355	145212_at
FBgn0030789	FBtr0344090	145212_at
FBgn0035603	FBtr0077154	148218_at
FBgn0025686	FBtr0330647	145524_at
FBgn0025686	FBtr0078134	145524_at
FBgn0033925	FBtr0087561	154525_at
FBgn0011704	FBtr0088046	142872_at
FBgn0267165	FBtr0346287	145278_at
FBgn0267165	FBtr0346286	145278_at
FBgn0034683	FBtr0071805	147653_at
FBgn0031428	FBtr0077770	141414_at
FBgn0031428	FBtr0335462	141414_at
FBgn0031428	FBtr0335462	151191_at
FBgn0002566	FBtr0344082	143240_at
FBgn0002566	FBtr0111123	143240_at
FBgn0002566	FBtr0111125	143240_at
FBgn0002566	FBtr0333519	143240_at
FBgn0004872	FBtr0340227	153211_at
FBgn0004872	FBtr0080166	153211_at
FBgn0064126	FBtr0345322	151015_at
FBgn0064126	FBtr0345322	149476_at
FBgn0064126	FBtr0345322	152030_at
FBgn0064126	FBtr0091720	151015_at
FBgn0064126	FBtr0091720	149476_at
FBgn0064126	FBtr0091720	152030_at
FBgn0032943	FBtr0273404	146583_at
FBgn0024320	FBtr0303905	144016_at
FBgn0024320	FBtr0079957	144016_at
FBgn0024320	FBtr0343608	144016_at
FBgn0024320	FBtr0303906	144016_at
FBgn0024320	FBtr0303907	144016_at
FBgn0024320	FBtr0343609	144016_at
FBgn0024320	FBtr0343610	144016_at
FBgn0004698	FBtr0087373	141256_at
FBgn0004698	FBtr0087374	141256_at
FBgn0039339	FBtr0343172	150591_at
FBgn0039339	FBtr0084877	150591_at
FBgn0034242	FBtr0086827	147377_at
FBgn0034242	FBtr0304733	147377_at
FBgn0046880	FBtr0086480	147515_at
