Gene stable ID	Transcript stable ID	AFFY Drosophila 2 probe
FBgn0051781	FBtr0308927	1623117_at
FBgn0051781	FBtr0308927	1637394_s_at
FBgn0051781	FBtr0308925	1623117_at
FBgn0051781	FBtr0308925	1637394_s_at
FBgn0051781	FBtr0308926	1623117_at
FBgn0051781	FBtr0308926	1637394_s_at
FBgn0051781	FBtr0308929	1623117_at
FBgn0051781	FBtr0308929	1637394_s_at
FBgn0051781	FBtr0308928	1623117_at
FBgn0051781	FBtr0346590	1623117_at
FBgn0051781	FBtr0346590	1637394_s_at
FBgn0038789	FBtr0336963	1630107_at
FBgn0038789	FBtr0336963	1638542_at
FBgn0035942	FBtr0076560	1629427_at
FBgn0035942	FBtr0346542	1629427_at
FBgn0284229	FBtr0452128	1625563_s_at
FBgn0030200	FBtr0071448	1629253_at
FBgn0036665	FBtr0273320	1633264_at
FBgn0036665	FBtr0305913	1633264_at
FBgn0085440	FBtr0300364	1638557_at
FBgn0085440	FBtr0300364	1635672_at
FBgn0085440	FBtr0340300	1638557_at
FBgn0085440	FBtr0340300	1635672_at
FBgn0030864	FBtr0074475	1639349_at
FBgn0025620	FBtr0070147	1641711_at
FBgn0040507	FBtr0072874	1624636_at
FBgn0040507	FBtr0332662	1624636_at
FBgn0038583	FBtr0083610	1633129_at
FBgn0038583	FBtr0336471	1633129_at
FBgn0085222	FBtr0345622	1626773_s_at
FBgn0034899	FBtr0345534	1640579_at
FBgn0036729	FBtr0075225	1639891_at
FBgn0011766	FBtr0345217	1625387_s_at
FBgn0011766	FBtr0084118	1625387_s_at
FBgn0011766	FBtr0346157	1628796_at
FBgn0011766	FBtr0346157	1625387_s_at
FBgn0032487	FBtr0080483	1626733_at
FBgn0032487	FBtr0334755	1626733_at
FBgn0264078	FBtr0073949	1625923_s_at
FBgn0264078	FBtr0300435	1625923_s_at
FBgn0264078	FBtr0330215	1625923_s_at
FBgn0264078	FBtr0073951	1625923_s_at
FBgn0264078	FBtr0330217	1625923_s_at
FBgn0264078	FBtr0347266	1625923_s_at
FBgn0264078	FBtr0330214	1625923_s_at
FBgn0264078	FBtr0300434	1625923_s_at
FBgn0264078	FBtr0073950	1625923_s_at
FBgn0264078	FBtr0073952	1625923_s_at
FBgn0264078	FBtr0330216	1625923_s_at
FBgn0036553	FBtr0333576	1628821_at
FBgn0036553	FBtr0075516	1628821_at
FBgn0034994	FBtr0072274	1632293_at
FBgn0037963	FBtr0082513	1641575_at
FBgn0086048	FBtr0114324	1637520_at
FBgn0004106	FBtr0080051	1631861_at
FBgn0027546	FBtr0070891	1637635_at
FBgn0085340	FBtr0112509	1634745_at
FBgn0052821	FBtr0307588	1634986_at
FBgn0052821	FBtr0307588	1636743_s_at
FBgn0265377	FBtr0339609	1632882_at
FBgn0265377	FBtr0339608	1632882_at
FBgn0035665	FBtr0077041	1626093_at
FBgn0032707	FBtr0301647	1626496_at
FBgn0032707	FBtr0343112	1626496_at
FBgn0032707	FBtr0343112	1640911_x_at
FBgn0032707	FBtr0343112	1638076_at
FBgn0004050	FBtr0070435	1640317_at
FBgn0004050	FBtr0100380	1640317_at
FBgn0004050	FBtr0331161	1640317_at
FBgn0030742	FBtr0340316	1626619_at
FBgn0030742	FBtr0074236	1626619_at
FBgn0264561	FBtr0332717	1634471_at
FBgn0264561	FBtr0078388	1634471_at
FBgn0031227	FBtr0078147	1638095_at
FBgn0052081	FBtr0076198	1628348_at
FBgn0031068	FBtr0074794	1630885_at
FBgn0031068	FBtr0331763	1638290_at
FBgn0031068	FBtr0331763	1630885_at
FBgn0000064	FBtr0085000	1633473_s_at
FBgn0000064	FBtr0085001	1633473_s_at
FBgn0000064	FBtr0306657	1633473_s_at
FBgn0000064	FBtr0339614	1631993_s_at
FBgn0000064	FBtr0084994	1631993_s_at
FBgn0000064	FBtr0114544	1633473_s_at
FBgn0000064	FBtr0310661	1633473_s_at
FBgn0085453	FBtr0112725	1640379_s_at
FBgn0085453	FBtr0343202	1640379_s_at
FBgn0031183	FBtr0077344	1636681_at
FBgn0031183	FBtr0342876	1636681_at
FBgn0031183	FBtr0339557	1636681_at
FBgn0031183	FBtr0339558	1636681_at
FBgn0033699	FBtr0088006	1639036_at
FBgn0033699	FBtr0088006	1638068_a_at
FBgn0033699	FBtr0088006	1630252_at
FBgn0033699	FBtr0088007	1639036_at
FBgn0033699	FBtr0088007	1638068_a_at
FBgn0004581	FBtr0344878	1629714_at
FBgn0004581	FBtr0072232	1629714_at
FBgn0032900	FBtr0333010	1632212_at
FBgn0032900	FBtr0307163	1632212_at
FBgn0032900	FBtr0081430	1632212_at
FBgn0036448	FBtr0075700	1635842_at
FBgn0086602	FBtr0091803	1628028_s_at
FBgn0038479	FBtr0083418	1640306_at
FBgn0052506	FBtr0340401	1638381_s_at
FBgn0052506	FBtr0340401	1634547_at
FBgn0052506	FBtr0307539	1638381_s_at
FBgn0052506	FBtr0307539	1634547_at
FBgn0037657	FBtr0081968	1634550_at
FBgn0037657	FBtr0300415	1634550_at
FBgn0266347	FBtr0332872	1634756_at
FBgn0266347	FBtr0346707	1634756_at
FBgn0266347	FBtr0308330	1634756_at
FBgn0266347	FBtr0300118	1634756_at
FBgn0266347	FBtr0308332	1634756_at
FBgn0266347	FBtr0308331	1634756_at
FBgn0039622	FBtr0302515	1633137_at
FBgn0039622	FBtr0085344	1633137_at
FBgn0039622	FBtr0302516	1633137_at
FBgn0024909	FBtr0081756	1640551_at
FBgn0039300	FBtr0304693	1631296_at
FBgn0039300	FBtr0084868	1631296_at
FBgn0036641	FBtr0329921	1626813_at
FBgn0036641	FBtr0075395	1626813_at
FBgn0034793	FBtr0332909	1629039_at
FBgn0034793	FBtr0071902	1629039_at
FBgn0036889	FBtr0074971	1633605_at
FBgn0261293	FBtr0091479	1629299_at
FBgn0030181	FBtr0112973	1637565_at
FBgn0030181	FBtr0332895	1637565_at
FBgn0032004	FBtr0079632	1636724_at
FBgn0285917	FBtr0301548	1626352_at
FBgn0285917	FBtr0301548	1624001_at
FBgn0285917	FBtr0301547	1626352_at
FBgn0285917	FBtr0301547	1635211_at
FBgn0285917	FBtr0301547	1624001_at
FBgn0285917	FBtr0329997	1626352_at
FBgn0285917	FBtr0329997	1635211_at
FBgn0285917	FBtr0329997	1624001_at
FBgn0285917	FBtr0301549	1626352_at
FBgn0285917	FBtr0301549	1624001_at
FBgn0285917	FBtr0301551	1635211_at
FBgn0285917	FBtr0301550	1635211_at
FBgn0285917	FBtr0301550	1624001_at
FBgn0040828	FBtr0076592	1623658_at
FBgn0035520	FBtr0073243	1630952_at
FBgn0032345	FBtr0080227	1638032_at
FBgn0039790	FBtr0302607	1629239_s_at
FBgn0039790	FBtr0302313	1629239_s_at
FBgn0039790	FBtr0085676	1629239_s_at
FBgn0039790	FBtr0302606	1629239_s_at
FBgn0039790	FBtr0302608	1629239_s_at
FBgn0039790	FBtr0085675	1629239_s_at
FBgn0039790	FBtr0335444	1629239_s_at
FBgn0039790	FBtr0302609	1629239_s_at
FBgn0039790	FBtr0302605	1629239_s_at
FBgn0039790	FBtr0335445	1629239_s_at
FBgn0039790	FBtr0085674	1629239_s_at
FBgn0039790	FBtr0335443	1629239_s_at
FBgn0039790	FBtr0085677	1629239_s_at
FBgn0039790	FBtr0302610	1629239_s_at
FBgn0039790	FBtr0085678	1629239_s_at
FBgn0039790	FBtr0085673	1629239_s_at
FBgn0261112	FBtr0331179	1631367_at
FBgn0261112	FBtr0076208	1640954_at
FBgn0261112	FBtr0076208	1631367_at
FBgn0040028	FBtr0070057	1625086_s_at
FBgn0040028	FBtr0070056	1625086_s_at
FBgn0040028	FBtr0345920	1625086_s_at
FBgn0082585	FBtr0088146	1624510_at
FBgn0261458	FBtr0332274	1629012_at
FBgn0261458	FBtr0100023	1627066_at
FBgn0261458	FBtr0100023	1629012_at
FBgn0261458	FBtr0100022	1629012_at
FBgn0051093	FBtr0084917	1636298_at
FBgn0052642	FBtr0305598	1627195_at
FBgn0052642	FBtr0346281	1627195_at
FBgn0001179	FBtr0114599	1641306_at
FBgn0001179	FBtr0076253	1641306_at
FBgn0267681	FBtr0347171	1632386_at
FBgn0032171	FBtr0079891	1625426_at
FBgn0032171	FBtr0346717	1625426_at
FBgn0036316	FBtr0075941	1629469_s_at
FBgn0036316	FBtr0075943	1629469_s_at
FBgn0036316	FBtr0075942	1629469_s_at
FBgn0260479	FBtr0079501	1641474_s_at
FBgn0260479	FBtr0079502	1641474_s_at
FBgn0250846	FBtr0337024	1625631_at
FBgn0250846	FBtr0337025	1625631_at
FBgn0250846	FBtr0301286	1625631_at
FBgn0027525	FBtr0339475	1638367_at
FBgn0027525	FBtr0088245	1638367_at
FBgn0032644	FBtr0080984	1638410_at
FBgn0000150	FBtr0339146	1637980_at
FBgn0000150	FBtr0346150	1637980_at
FBgn0000150	FBtr0346611	1637980_at
FBgn0035674	FBtr0077065	1627779_at
FBgn0250906	FBtr0330717	1639766_at
FBgn0250906	FBtr0334162	1639766_at
FBgn0250906	FBtr0330716	1639766_at
FBgn0250906	FBtr0330718	1639766_at
FBgn0250906	FBtr0077739	1639766_at
FBgn0036844	FBtr0075035	1637641_at
FBgn0036844	FBtr0075035	1641361_a_at
FBgn0036844	FBtr0333220	1637641_at
FBgn0036844	FBtr0333220	1641361_a_at
FBgn0036844	FBtr0330089	1637641_at
FBgn0036844	FBtr0330089	1641361_a_at
FBgn0036844	FBtr0075036	1637641_at
FBgn0036844	FBtr0075036	1641361_a_at
FBgn0021995	FBtr0088788	1631198_at
FBgn0021995	FBtr0345935	1631198_at
FBgn0039636	FBtr0085370	1631515_at
FBgn0265875	FBtr0342726	1632785_at
FBgn0040056	FBtr0333913	1638619_s_at
FBgn0040056	FBtr0333912	1638619_s_at
FBgn0040056	FBtr0333914	1638619_s_at
FBgn0051140	FBtr0305041	1634447_at
FBgn0051140	FBtr0305041	1629152_at
FBgn0051140	FBtr0084498	1634447_at
FBgn0051140	FBtr0084498	1629152_at
FBgn0051140	FBtr0084497	1634447_at
FBgn0051140	FBtr0084497	1629152_at
FBgn0035028	FBtr0089868	1625637_at
FBgn0035028	FBtr0089867	1625637_at
FBgn0035028	FBtr0343485	1625637_at
FBgn0035028	FBtr0305054	1625637_at
FBgn0036518	FBtr0075567	1640295_a_at
FBgn0036518	FBtr0332092	1626178_s_at
FBgn0036518	FBtr0075568	1637051_at
FBgn0036518	FBtr0075568	1640295_a_at
FBgn0036518	FBtr0332093	1626178_s_at
FBgn0036518	FBtr0290065	1626178_s_at
FBgn0036518	FBtr0303510	1626178_s_at
FBgn0036518	FBtr0075569	1626178_s_at
FBgn0037141	FBtr0078489	1626494_at
FBgn0003978	FBtr0081347	1629176_at
FBgn0041097	FBtr0335384	1626053_at
FBgn0041097	FBtr0335384	1624184_at
FBgn0041097	FBtr0077921	1626053_at
FBgn0041097	FBtr0077921	1624184_at
FBgn0260954	FBtr0301741	1634409_at
FBgn0260954	FBtr0301740	1634409_at
FBgn0010389	FBtr0083548	1640867_s_at
FBgn0010389	FBtr0083549	1640867_s_at
FBgn0010389	FBtr0083550	1640867_s_at
FBgn0036192	FBtr0300097	1640665_at
FBgn0262487	FBtr0304841	1635230_at
FBgn0032491	FBtr0273448	1631443_at
FBgn0243512	FBtr0339722	1631765_at
FBgn0243512	FBtr0081792	1631765_at
FBgn0039283	FBtr0084780	1624225_at
FBgn0263982	FBtr0330018	1637440_at
FBgn0040765	FBtr0333066	1632074_at
FBgn0040765	FBtr0333066	1634948_at
FBgn0040765	FBtr0088210	1632074_at
FBgn0040765	FBtr0088210	1634948_at
FBgn0040765	FBtr0345675	1632074_at
FBgn0040765	FBtr0345675	1634948_at
FBgn0040765	FBtr0345675	1633316_at
FBgn0027544	FBtr0344524	1636293_at
FBgn0027544	FBtr0085630	1636293_at
FBgn0027544	FBtr0303200	1636293_at
FBgn0015828	FBtr0076108	1639648_at
FBgn0029897	FBtr0070981	1628028_s_at
FBgn0029897	FBtr0070980	1628028_s_at
FBgn0029897	FBtr0070982	1628028_s_at
FBgn0029897	FBtr0345292	1628028_s_at
FBgn0029897	FBtr0070983	1628028_s_at
FBgn0033874	FBtr0087637	1623421_at
FBgn0032853	FBtr0345683	1628578_at
FBgn0032853	FBtr0081378	1628578_at
FBgn0011740	FBtr0082031	1626112_at
FBgn0011740	FBtr0334302	1626112_at
FBgn0061356	FBtr0100230	1634699_a_at
FBgn0036531	FBtr0075502	1631514_at
FBgn0052066	FBtr0076278	1641353_s_at
FBgn0052066	FBtr0076277	1641353_s_at
FBgn0041171	FBtr0073247	1633515_s_at
FBgn0041171	FBtr0073245	1633515_s_at
FBgn0041171	FBtr0073246	1633515_s_at
FBgn0039994	FBtr0302385	1625804_s_at
FBgn0039994	FBtr0111287	1625804_s_at
FBgn0039994	FBtr0111285	1625804_s_at
FBgn0039994	FBtr0111288	1625804_s_at
FBgn0039994	FBtr0345008	1625804_s_at
FBgn0086657	FBtr0081390	1640036_a_at
FBgn0086657	FBtr0336824	1640036_a_at
FBgn0038199	FBtr0113232	1629448_at
FBgn0052268	FBtr0073080	1625247_at
FBgn0028581	FBtr0303848	1626387_s_at
FBgn0265422	FBtr0339732	1635662_at
FBgn0260464	FBtr0082829	1639307_at
FBgn0034588	FBtr0071567	1636970_at
FBgn0034588	FBtr0345356	1636970_at
FBgn0052820	FBtr0070054	1625086_s_at
FBgn0052820	FBtr0070053	1625086_s_at
FBgn0266445	FBtr0344439	1631481_a_at
FBgn0032198	FBtr0079951	1632267_a_at
FBgn0032198	FBtr0079952	1632267_a_at
FBgn0038690	FBtr0083744	1638659_at
FBgn0035196	FBtr0072653	1637080_at
FBgn0039665	FBtr0085433	1632556_s_at
FBgn0039665	FBtr0085434	1632556_s_at
FBgn0029512	FBtr0082593	1629655_at
FBgn0037794	FBtr0082184	1637437_at
FBgn0034643	FBtr0071660	1636406_at
FBgn0034643	FBtr0330228	1636406_at
FBgn0053003	FBtr0290071	1636897_at
FBgn0053003	FBtr0077434	1636897_at
FBgn0052463	FBtr0077808	1625277_at
FBgn0053121	FBtr0473606	1631727_at
FBgn0035260	FBtr0303103	1637888_at
FBgn0035260	FBtr0303102	1637888_at
FBgn0000422	FBtr0081167	1639320_a_at
FBgn0000422	FBtr0081166	1639320_a_at
FBgn0000422	FBtr0290291	1639320_a_at
FBgn0050447	FBtr0300422	1629302_at
FBgn0050447	FBtr0086338	1629302_at
FBgn0050447	FBtr0306043	1629302_at
FBgn0002629	FBtr0084980	1628334_at
FBgn0024833	FBtr0082114	1623631_at
FBgn0085395	FBtr0332598	1636687_at
FBgn0085395	FBtr0308029	1636687_at
FBgn0085395	FBtr0308029	1638914_at
FBgn0003261	FBtr0309321	1623475_s_at
FBgn0003261	FBtr0078650	1623475_s_at
FBgn0003261	FBtr0078654	1623475_s_at
FBgn0003261	FBtr0301947	1623475_s_at
FBgn0003261	FBtr0309320	1623475_s_at
FBgn0003261	FBtr0078651	1623475_s_at
FBgn0003261	FBtr0078653	1623475_s_at
FBgn0003261	FBtr0309322	1623475_s_at
FBgn0003261	FBtr0302597	1623475_s_at
FBgn0003261	FBtr0078652	1623475_s_at
FBgn0003261	FBtr0309319	1623475_s_at
FBgn0003261	FBtr0078649	1623475_s_at
FBgn0043576	FBtr0088707	1627986_s_at
FBgn0030441	FBtr0073717	1635579_at
FBgn0264344	FBtr0332004	1638603_at
FBgn0264344	FBtr0332005	1638603_at
FBgn0035679	FBtr0077063	1638020_at
FBgn0029646	FBtr0070556	1636452_at
FBgn0038732	FBtr0083789	1633179_at
FBgn0029659	FBtr0070531	1629653_at
FBgn0038358	FBtr0083170	1635131_at
FBgn0026630	FBtr0075021	1626158_s_at
FBgn0026630	FBtr0075019	1626158_s_at
FBgn0037667	FBtr0302133	1633865_at
FBgn0054025	FBtr0290083	1635510_at
FBgn0053824	FBtr0091828	1626867_at
FBgn0053824	FBtr0091828	1638308_s_at
FBgn0050372	FBtr0300954	1624387_at
FBgn0050372	FBtr0339300	1624387_at
FBgn0030613	FBtr0330401	1625981_at
FBgn0030613	FBtr0452147	1625981_at
FBgn0030613	FBtr0330400	1625981_at
FBgn0030613	FBtr0452146	1625981_at
FBgn0030613	FBtr0307208	1625981_at
FBgn0030613	FBtr0346798	1625981_at
FBgn0030613	FBtr0307207	1625981_at
FBgn0030613	FBtr0307209	1625981_at
FBgn0046873	FBtr0081676	1634976_at
FBgn0031725	FBtr0302933	1625782_at
FBgn0031725	FBtr0343246	1625782_at
FBgn0026738	FBtr0075605	1631286_at
FBgn0040097	FBtr0079816	1633170_at
FBgn0050354	FBtr0333002	1628337_at
FBgn0050354	FBtr0088702	1628337_at
FBgn0250862	FBtr0073722	1640833_at
FBgn0250862	FBtr0340302	1640833_at
FBgn0003423	FBtr0077207	1640090_a_at
FBgn0003423	FBtr0307525	1640090_a_at
FBgn0003423	FBtr0307524	1640090_a_at
FBgn0003423	FBtr0077209	1640090_a_at
FBgn0003423	FBtr0307526	1640090_a_at
FBgn0003423	FBtr0077205	1640090_a_at
FBgn0003423	FBtr0077210	1640090_a_at
FBgn0003423	FBtr0077204	1640090_a_at
FBgn0003423	FBtr0077206	1640090_a_at
FBgn0003423	FBtr0307529	1640090_a_at
FBgn0003423	FBtr0077208	1640090_a_at
FBgn0003423	FBtr0307527	1640090_a_at
FBgn0052109	FBtr0075918	1637402_at
FBgn0033381	FBtr0088579	1632979_at
FBgn0033381	FBtr0302495	1632979_at
FBgn0036919	FBtr0074895	1628710_at
FBgn0004514	FBtr0301930	1627441_at
FBgn0004514	FBtr0301930	1627908_at
FBgn0004514	FBtr0078479	1627441_at
FBgn0004514	FBtr0078479	1627908_at
FBgn0015527	FBtr0077223	1623956_at
FBgn0033473	FBtr0088393	1633380_at
FBgn0033473	FBtr0088394	1633380_at
FBgn0031485	FBtr0343783	1637143_at
FBgn0031485	FBtr0077675	1637143_at
FBgn0266805	FBtr0345478	1637646_at
FBgn0266805	FBtr0345478	1627573_at
FBgn0028693	FBtr0075308	1640372_at
FBgn0034880	FBtr0473618	1630553_at
FBgn0052450	FBtr0078501	1625609_at
FBgn0031972	FBtr0343384	1639085_at
FBgn0031972	FBtr0079550	1639085_at
FBgn0015575	FBtr0081550	1637255_a_at
FBgn0052652	FBtr0347270	1635411_at
FBgn0052652	FBtr0347270	1630726_at
FBgn0052652	FBtr0347270	1626962_x_at
FBgn0038753	FBtr0083849	1623125_at
FBgn0033257	FBtr0088780	1634229_at
FBgn0036319	FBtr0345343	1623932_at
FBgn0036319	FBtr0075935	1623932_at
FBgn0036319	FBtr0332049	1623932_at
FBgn0046698	FBtr0346673	1637909_at
FBgn0028487	FBtr0112937	1641603_s_at
FBgn0028487	FBtr0112938	1641603_s_at
FBgn0028487	FBtr0334529	1641603_s_at
FBgn0028487	FBtr0334528	1641603_s_at
FBgn0028487	FBtr0334526	1641603_s_at
FBgn0028487	FBtr0082846	1641603_s_at
FBgn0028487	FBtr0334527	1641603_s_at
FBgn0028487	FBtr0112939	1641603_s_at
FBgn0028487	FBtr0082847	1641603_s_at
FBgn0283432	FBtr0445178	1628129_a_at
FBgn0052206	FBtr0331182	1628159_a_at
FBgn0052206	FBtr0089796	1628159_a_at
FBgn0036360	FBtr0075855	1640823_at
FBgn0051814	FBtr0080580	1633768_at
FBgn0031651	FBtr0079058	1638947_at
FBgn0038033	FBtr0347004	1630072_a_at
FBgn0038033	FBtr0344386	1630072_a_at
FBgn0035143	FBtr0072553	1634694_at
FBgn0051774	FBtr0308126	1630039_at
FBgn0051774	FBtr0308127	1630039_at
FBgn0051774	FBtr0308125	1630039_at
FBgn0000119	FBtr0087702	1634211_at
FBgn0037182	FBtr0330173	1640293_s_at
FBgn0037182	FBtr0078540	1640293_s_at
FBgn0037182	FBtr0078539	1640293_s_at
FBgn0037182	FBtr0331775	1640293_s_at
FBgn0037182	FBtr0113186	1640293_s_at
FBgn0037182	FBtr0330175	1640293_s_at
FBgn0037182	FBtr0330174	1640293_s_at
FBgn0062928	FBtr0472923	1639211_at
FBgn0062928	FBtr0472922	1639211_at
FBgn0062928	FBtr0472921	1639211_at
FBgn0010590	FBtr0087262	1641616_at
FBgn0050085	FBtr0087306	1626755_at
FBgn0039577	FBtr0301672	1625674_at
FBgn0086665	FBtr0091751	1627181_at
FBgn0086665	FBtr0091751	1638615_s_at
FBgn0260869	FBtr0301565	1636256_s_at
FBgn0033264	FBtr0088783	1630141_at
FBgn0044011	FBtr0089053	1628564_at
FBgn0261722	FBtr0075542	1628390_at
FBgn0261722	FBtr0075542	1637808_a_at
FBgn0261722	FBtr0075543	1628390_at
FBgn0261722	FBtr0075543	1637808_a_at
FBgn0261722	FBtr0075541	1628390_at
FBgn0261722	FBtr0075541	1637061_at
FBgn0261722	FBtr0075541	1637808_a_at
FBgn0010622	FBtr0071985	1636921_at
FBgn0010622	FBtr0336732	1636921_at
FBgn0038407	FBtr0083278	1634767_at
FBgn0039633	FBtr0330301	1628890_at
FBgn0039633	FBtr0330300	1628890_at
FBgn0039633	FBtr0330299	1628890_at
FBgn0039633	FBtr0085365	1628890_at
FBgn0033190	FBtr0088907	1633992_at
FBgn0027341	FBtr0302849	1634707_s_at
FBgn0027341	FBtr0302846	1634707_s_at
FBgn0027341	FBtr0113692	1634707_s_at
FBgn0027341	FBtr0113694	1635696_s_at
FBgn0027341	FBtr0113694	1634707_s_at
FBgn0027341	FBtr0302850	1635696_s_at
FBgn0027341	FBtr0302850	1634707_s_at
FBgn0027341	FBtr0113687	1634707_s_at
FBgn0027341	FBtr0113690	1634707_s_at
FBgn0027341	FBtr0302847	1634707_s_at
FBgn0027341	FBtr0302848	1634707_s_at
FBgn0262560	FBtr0087170	1630324_at
FBgn0033423	FBtr0088520	1633047_at
FBgn0036398	FBtr0075768	1636941_at
FBgn0036398	FBtr0333050	1636941_at
FBgn0034200	FBtr0345519	1638669_at
FBgn0034200	FBtr0086987	1638669_at
FBgn0053284	FBtr0078291	1623155_at
FBgn0039788	FBtr0085680	1634343_at
FBgn0013277	FBtr0082679	1629827_s_at
FBgn0013277	FBtr0082679	1626821_s_at
FBgn0013983	FBtr0345891	1637332_at
FBgn0013983	FBtr0086725	1637332_at
FBgn0051323	FBtr0084988	1637350_at
FBgn0051323	FBtr0084988	1635371_at
FBgn0051323	FBtr0307339	1635371_at
FBgn0284221	FBtr0300339	1639542_at
FBgn0284221	FBtr0076052	1639542_at
FBgn0038436	FBtr0083294	1624528_at
FBgn0039430	FBtr0085015	1632675_s_at
FBgn0039430	FBtr0085016	1632675_s_at
FBgn0040271	FBtr0334700	1629409_s_at
FBgn0040271	FBtr0334700	1635007_at
FBgn0040271	FBtr0083273	1629409_s_at
FBgn0040271	FBtr0083273	1635007_at
FBgn0040271	FBtr0334699	1629409_s_at
FBgn0040271	FBtr0334699	1635007_at
FBgn0033692	FBtr0087989	1637899_at
FBgn0033692	FBtr0339595	1637899_at
FBgn0015039	FBtr0089055	1635008_at
FBgn0053329	FBtr0300406	1626116_at
FBgn0031662	FBtr0078997	1632503_at
FBgn0039637	FBtr0085372	1628536_s_at
FBgn0039637	FBtr0085371	1628536_s_at
FBgn0039637	FBtr0085373	1628536_s_at
FBgn0083141	FBtr0079470	1629574_at
FBgn0083141	FBtr0335485	1629574_at
FBgn0285896	FBtr0075778	1640670_at
FBgn0285896	FBtr0100676	1640670_at
FBgn0035229	FBtr0072736	1623043_s_at
FBgn0035229	FBtr0072737	1623043_s_at
FBgn0035229	FBtr0072735	1623043_s_at
FBgn0034860	FBtr0072025	1625780_a_at
FBgn0034860	FBtr0343207	1625780_a_at
FBgn0034860	FBtr0306150	1625780_a_at
FBgn0040601	FBtr0310462	1641615_at
FBgn0040601	FBtr0334572	1641615_at
FBgn0040601	FBtr0334573	1641615_at
FBgn0040601	FBtr0306798	1641615_at
FBgn0032647	FBtr0080993	1638091_at
FBgn0039321	FBtr0305953	1639660_s_at
FBgn0039321	FBtr0084858	1639660_s_at
FBgn0039321	FBtr0084857	1639660_s_at
FBgn0004592	FBtr0075585	1625987_at
FBgn0261797	FBtr0273370	1632408_at
FBgn0261797	FBtr0273370	1637137_a_at
FBgn0261797	FBtr0273370	1623383_at
FBgn0261797	FBtr0073359	1637137_a_at
FBgn0261797	FBtr0073359	1623383_at
FBgn0261797	FBtr0332749	1637137_a_at
FBgn0261797	FBtr0332749	1623383_at
FBgn0261797	FBtr0332745	1637137_a_at
FBgn0261797	FBtr0332745	1623383_at
FBgn0261797	FBtr0332747	1637137_a_at
FBgn0261797	FBtr0332747	1623383_at
FBgn0261797	FBtr0332746	1637137_a_at
FBgn0261797	FBtr0332746	1623383_at
FBgn0261797	FBtr0332748	1637137_a_at
FBgn0261797	FBtr0332748	1623383_at
FBgn0261797	FBtr0332750	1637137_a_at
FBgn0261797	FBtr0332750	1623383_at
FBgn0039465	FBtr0336726	1625640_a_at
FBgn0039465	FBtr0273310	1625640_a_at
FBgn0039465	FBtr0085082	1625640_a_at
FBgn0039465	FBtr0344664	1625640_a_at
FBgn0039465	FBtr0344665	1625640_a_at
FBgn0035006	FBtr0072355	1631496_at
FBgn0045063	FBtr0087946	1635714_s_at
FBgn0045063	FBtr0346633	1635714_s_at
FBgn0045063	FBtr0346633	1637408_at
FBgn0045063	FBtr0474148	1635714_s_at
FBgn0045063	FBtr0339637	1635714_s_at
FBgn0045063	FBtr0339637	1637408_at
FBgn0035570	FBtr0073364	1636642_at
FBgn0037630	FBtr0081917	1623920_at
FBgn0262125	FBtr0330314	1628598_s_at
FBgn0262125	FBtr0078711	1628598_s_at
FBgn0262125	FBtr0078710	1628598_s_at
FBgn0262125	FBtr0309091	1628598_s_at
FBgn0262125	FBtr0310266	1628598_s_at
FBgn0262125	FBtr0304794	1628598_s_at
FBgn0262125	FBtr0339320	1628598_s_at
FBgn0028936	FBtr0343643	1630412_at
FBgn0028936	FBtr0080586	1630412_at
FBgn0028936	FBtr0302501	1630412_at
FBgn0263996	FBtr0330258	1631094_s_at
FBgn0051494	FBtr0081565	1640854_at
FBgn0036550	FBtr0075513	1633637_at
FBgn0053854	FBtr0091858	1626867_at
FBgn0053854	FBtr0091858	1638308_s_at
FBgn0032076	FBtr0340263	1640488_a_at
FBgn0032076	FBtr0299780	1640488_a_at
FBgn0032076	FBtr0100481	1640488_a_at
FBgn0028950	FBtr0343719	1629633_at
FBgn0028950	FBtr0080785	1629633_at
FBgn0029874	FBtr0070918	1639994_at
FBgn0037000	FBtr0078221	1629778_s_at
FBgn0037000	FBtr0078220	1629778_s_at
FBgn0041087	FBtr0339380	1641598_at
FBgn0041087	FBtr0088506	1641598_at
FBgn0083979	FBtr0113487	1635112_at
FBgn0083979	FBtr0113487	1630956_at
FBgn0030014	FBtr0071160	1628526_at
FBgn0040234	FBtr0071321	1639233_at
FBgn0040234	FBtr0334929	1639233_at
FBgn0030926	FBtr0074629	1636266_at
FBgn0036939	FBtr0332700	1631157_at
FBgn0036939	FBtr0074867	1631157_at
FBgn0039849	FBtr0334556	1624246_s_at
FBgn0039849	FBtr0085809	1624246_s_at
FBgn0039849	FBtr0085808	1624246_s_at
FBgn0037828	FBtr0082316	1639925_at
FBgn0032434	FBtr0080383	1641209_at
FBgn0032434	FBtr0333091	1641209_at
FBgn0032204	FBtr0079984	1632184_at
FBgn0267964	FBtr0347542	1637537_at
FBgn0267964	FBtr0347542	1623453_at
FBgn0015794	FBtr0070849	1639629_at
FBgn0028327	FBtr0071372	1626456_at
FBgn0028327	FBtr0343412	1626456_at
FBgn0260238	FBtr0300651	1628102_a_at
FBgn0040524	FBtr0335231	1630749_at
FBgn0040524	FBtr0308078	1630749_at
FBgn0040524	FBtr0308077	1630749_at
FBgn0040524	FBtr0081821	1630749_at
FBgn0001098	FBtr0089498	1640835_a_at
