Gene stable ID	Transcript stable ID	AFFY HG U95A probe
ENSG00000185513	ENST00000418998	34244_r_at
ENSG00000185513	ENST00000427442	34243_i_at
ENSG00000185513	ENST00000427442	34244_r_at
ENSG00000185513	ENST00000649917	34242_at
ENSG00000185513	ENST00000647860	34243_i_at
ENSG00000185513	ENST00000647860	34244_r_at
ENSG00000185513	ENST00000649698	34242_at
ENSG00000185513	ENST00000422861	34242_at
ENSG00000185513	ENST00000648786	34243_i_at
ENSG00000185513	ENST00000648786	34244_r_at
ENSG00000185513	ENST00000648715	34242_at
ENSG00000185513	ENST00000648570	34243_i_at
ENSG00000185513	ENST00000648570	34244_r_at
ENSG00000185513	ENST00000650484	34243_i_at
ENSG00000185513	ENST00000650484	34244_r_at
ENSG00000185513	ENST00000648421	34243_i_at
ENSG00000185513	ENST00000648421	34244_r_at
ENSG00000185513	ENST00000473981	34243_i_at
ENSG00000185513	ENST00000473981	34244_r_at
ENSG00000185513	ENST00000647827	34242_at
ENSG00000185513	ENST00000445228	34243_i_at
ENSG00000185513	ENST00000445228	34244_r_at
ENSG00000185513	ENST00000648774	34243_i_at
ENSG00000185513	ENST00000648774	34244_r_at
ENSG00000185513	ENST00000497347	34243_i_at
ENSG00000185513	ENST00000497347	34244_r_at
ENSG00000185513	ENST00000373133	34243_i_at
ENSG00000185513	ENST00000373133	34244_r_at
ENSG00000185513	ENST00000650349	34243_i_at
ENSG00000185513	ENST00000650349	34244_r_at
ENSG00000185513	ENST00000494117	34243_i_at
ENSG00000185513	ENST00000494117	34244_r_at
ENSG00000057149	ENST00000283752	1343_s_at
ENSG00000057149	ENST00000332821	1343_s_at
ENSG00000166396	ENST00000398019	35577_at
ENSG00000166396	ENST00000546027	35577_at
ENSG00000166396	ENST00000540675	35577_at
ENSG00000166396	ENST00000336429	35577_at
ENSG00000173273	ENST00000310430	31473_s_at
ENSG00000173273	ENST00000310430	31476_g_at
ENSG00000173273	ENST00000310430	39430_at
ENSG00000173273	ENST00000518281	31473_s_at
ENSG00000173273	ENST00000518281	31476_g_at
ENSG00000173273	ENST00000519930	31473_s_at
ENSG00000173273	ENST00000518635	31476_g_at
ENSG00000173273	ENST00000518635	31475_at
ENSG00000100393	ENST00000263253	551_at
ENSG00000100393	ENST00000263253	33896_at
ENSG00000100393	ENST00000674155	551_at
ENSG00000100393	ENST00000674155	33896_at
ENSG00000197632	ENST00000299502	37185_at
ENSG00000197632	ENST00000482254	37185_at
ENSG00000197632	ENST00000457692	37185_at
ENSG00000129566	ENST00000553365	1701_at
ENSG00000129566	ENST00000262715	1701_at
ENSG00000129566	ENST00000555008	1701_at
ENSG00000129566	ENST00000555727	1701_at
ENSG00000202172	ENST00000365302	35881_at
ENSG00000242550	ENST00000238508	31409_at
ENSG00000242550	ENST00000619595	31409_at
ENSG00000166401	ENST00000397985	36312_at
ENSG00000166401	ENST00000295211	36312_at
ENSG00000166401	ENST00000353706	36312_at
ENSG00000166401	ENST00000542677	36312_at
ENSG00000253230	ENST00000518557	34528_at
ENSG00000253230	ENST00000518557	34526_s_at
ENSG00000253230	ENST00000667251	34528_at
ENSG00000253230	ENST00000667251	34526_s_at
ENSG00000253230	ENST00000517675	34527_r_at
ENSG00000253230	ENST00000517675	34528_at
ENSG00000253230	ENST00000517675	34526_s_at
ENSG00000253230	ENST00000662006	34528_at
ENSG00000253230	ENST00000662006	34526_s_at
ENSG00000253230	ENST00000656078	34526_s_at
ENSG00000253230	ENST00000665174	34528_at
ENSG00000253230	ENST00000666267	34528_at
ENSG00000253230	ENST00000666267	34526_s_at
ENSG00000253230	ENST00000653424	34528_at
ENSG00000253230	ENST00000519461	34528_at
ENSG00000253230	ENST00000519461	34526_s_at
ENSG00000253230	ENST00000667273	34528_at
ENSG00000253230	ENST00000667273	34526_s_at
ENSG00000253230	ENST00000654192	34527_r_at
ENSG00000253230	ENST00000654192	34528_at
ENSG00000253230	ENST00000654192	34526_s_at
ENSG00000253230	ENST00000669913	34528_at
ENSG00000253230	ENST00000669913	34526_s_at
ENSG00000100401	ENST00000405486	32151_at
ENSG00000100401	ENST00000356244	32151_at
ENSG00000100401	ENST00000455915	32151_at
ENSG00000101057	ENST00000396863	1854_at
ENSG00000101057	ENST00000217026	1854_at
ENSG00000071991	ENST00000262150	34922_at
ENSG00000071991	ENST00000579658	34922_at
ENSG00000080503	ENST00000357248	40961_at
ENSG00000080503	ENST00000357248	40962_s_at
ENSG00000080503	ENST00000450198	40961_at
ENSG00000080503	ENST00000450198	40962_s_at
ENSG00000080503	ENST00000349721	40961_at
ENSG00000080503	ENST00000349721	40962_s_at
ENSG00000080503	ENST00000382194	40961_at
ENSG00000080503	ENST00000382194	40962_s_at
ENSG00000080503	ENST00000634760	40961_at
ENSG00000080503	ENST00000634760	40962_s_at
ENSG00000080503	ENST00000382203	40961_at
ENSG00000080503	ENST00000382203	40962_s_at
ENSG00000080503	ENST00000635739	40961_at
ENSG00000080503	ENST00000635739	40962_s_at
ENSG00000080503	ENST00000636157	40961_at
ENSG00000080503	ENST00000636157	40962_s_at
ENSG00000080503	ENST00000638139	40961_at
ENSG00000080503	ENST00000638139	40962_s_at
ENSG00000080503	ENST00000639760	40961_at
ENSG00000080503	ENST00000639760	40962_s_at
ENSG00000080503	ENST00000324954	40961_at
ENSG00000080503	ENST00000324954	40962_s_at
ENSG00000080503	ENST00000634931	40962_s_at
ENSG00000080503	ENST00000382185	40961_at
ENSG00000080503	ENST00000382185	40962_s_at
ENSG00000080503	ENST00000635590	40961_at
ENSG00000080503	ENST00000635590	40962_s_at
ENSG00000080503	ENST00000634989	40961_at
ENSG00000080503	ENST00000634989	40962_s_at
ENSG00000080503	ENST00000302401	40961_at
ENSG00000080503	ENST00000302401	40962_s_at
ENSG00000080503	ENST00000382183	40962_s_at
ENSG00000080503	ENST00000417599	40962_s_at
ENSG00000080503	ENST00000636367	40961_at
ENSG00000080503	ENST00000636367	40962_s_at
ENSG00000080503	ENST00000382186	40962_s_at
ENSG00000080503	ENST00000634781	40962_s_at
ENSG00000080503	ENST00000635273	40961_at
ENSG00000080503	ENST00000635273	40962_s_at
ENSG00000092094	ENST00000206542	38723_at
ENSG00000092094	ENST00000555656	38723_at
ENSG00000092094	ENST00000556124	38723_at
ENSG00000092094	ENST00000553292	38723_at
ENSG00000092094	ENST00000554249	38723_at
ENSG00000092094	ENST00000555785	38723_at
ENSG00000092094	ENST00000554915	38723_at
ENSG00000132823	ENST00000255174	36934_at
ENSG00000132823	ENST00000372970	36934_at
ENSG00000100403	ENST00000352645	35144_at
ENSG00000167074	ENST00000406644	32493_at
ENSG00000167074	ENST00000266304	32493_at
ENSG00000100823	ENST00000555414	2025_s_at
ENSG00000100823	ENST00000553681	2025_s_at
ENSG00000100823	ENST00000554813	2025_s_at
ENSG00000100823	ENST00000557344	2025_s_at
ENSG00000100823	ENST00000555306	2025_s_at
ENSG00000100823	ENST00000553555	2025_s_at
ENSG00000100823	ENST00000216714	2025_s_at
ENSG00000100823	ENST00000398030	2025_s_at
ENSG00000100823	ENST00000557181	2025_s_at
ENSG00000100823	ENST00000555839	2025_s_at
ENSG00000100823	ENST00000557159	2025_s_at
ENSG00000100823	ENST00000556054	2025_s_at
ENSG00000100823	ENST00000557054	2025_s_at
ENSG00000100823	ENST00000557592	2025_s_at
ENSG00000100823	ENST00000557365	2025_s_at
ENSG00000100823	ENST00000557150	2025_s_at
ENSG00000100823	ENST00000438886	2025_s_at
ENSG00000183864	ENST00000327492	39286_at
ENSG00000183864	ENST00000434408	39286_at
ENSG00000101076	ENST00000316673	36722_s_at
ENSG00000101076	ENST00000457232	36722_s_at
ENSG00000101076	ENST00000619550	36723_at
ENSG00000101076	ENST00000619550	36722_s_at
ENSG00000101076	ENST00000619550	36721_s_at
ENSG00000101076	ENST00000316099	36723_at
ENSG00000101076	ENST00000316099	36722_s_at
ENSG00000101076	ENST00000316099	36721_s_at
ENSG00000101076	ENST00000372920	36723_at
ENSG00000101076	ENST00000372920	36722_s_at
ENSG00000101076	ENST00000372920	36721_s_at
ENSG00000101076	ENST00000415691	36723_at
ENSG00000101076	ENST00000415691	36722_s_at
ENSG00000101076	ENST00000415691	36721_s_at
ENSG00000104643	ENST00000221086	39607_at
ENSG00000104643	ENST00000221086	36692_at
ENSG00000104643	ENST00000530200	39607_at
ENSG00000104643	ENST00000530200	36692_at
ENSG00000150637	ENST00000280200	33575_at
ENSG00000150637	ENST00000581982	33575_at
ENSG00000150637	ENST00000582621	33575_at
ENSG00000136573	ENST00000645242	854_at
ENSG00000136573	ENST00000259089	854_at
ENSG00000136573	ENST00000529894	854_at
ENSG00000136573	ENST00000526097	854_at
ENSG00000132824	ENST00000342374	37007_at
ENSG00000198805	ENST00000361505	430_at
ENSG00000198805	ENST00000554056	430_at
ENSG00000198805	ENST00000556754	430_at
ENSG00000168734	ENST00000372891	34376_at
ENSG00000168734	ENST00000372892	34376_at
ENSG00000168734	ENST00000372894	34376_at
ENSG00000168734	ENST00000372889	34376_at
ENSG00000168734	ENST00000372886	34376_at
ENSG00000168734	ENST00000349959	34376_at
ENSG00000136574	ENST00000528712	34241_at
ENSG00000136574	ENST00000532059	34241_at
ENSG00000136574	ENST00000335135	34241_at
ENSG00000136574	ENST00000622443	34241_at
ENSG00000136574	ENST00000526021	34241_at
ENSG00000196839	ENST00000464097	41654_at
ENSG00000196839	ENST00000464097	907_at
ENSG00000196839	ENST00000372874	41654_at
ENSG00000196839	ENST00000372874	907_at
ENSG00000196839	ENST00000536532	41654_at
ENSG00000196839	ENST00000536532	907_at
ENSG00000196839	ENST00000492931	41654_at
ENSG00000196839	ENST00000492931	907_at
ENSG00000196839	ENST00000539235	41654_at
ENSG00000196839	ENST00000539235	907_at
ENSG00000196839	ENST00000537820	907_at
ENSG00000064205	ENST00000372868	35898_at
ENSG00000064205	ENST00000372865	35898_at
ENSG00000064205	ENST00000190983	35898_at
ENSG00000064205	ENST00000465000	35898_at
ENSG00000064205	ENST00000471629	35898_at
ENSG00000214274	ENST00000336811	1103_at
ENSG00000214274	ENST00000397990	1103_at
ENSG00000258818	ENST00000555835	32664_at
ENSG00000258818	ENST00000397995	32664_at
ENSG00000258818	ENST00000555597	32664_at
ENSG00000259171	ENST00000553909	32664_at
ENSG00000181562	ENST00000326842	33476_at
ENSG00000166913	ENST00000353703	32324_at
ENSG00000166913	ENST00000479421	32324_at
ENSG00000166913	ENST00000372839	32324_at
ENSG00000166913	ENST00000631616	32324_at
ENSG00000166913	ENST00000633979	32324_at
ENSG00000169413	ENST00000304677	34660_at
ENSG00000172346	ENST00000306149	41412_at
ENSG00000129538	ENST00000397967	37402_at
ENSG00000129538	ENST00000340900	37402_at
ENSG00000129538	ENST00000412779	37402_at
ENSG00000129538	ENST00000555698	37402_at
ENSG00000129538	ENST00000397970	37402_at
ENSG00000100417	ENST00000216259	37189_at
ENSG00000100417	ENST00000463617	37189_at
ENSG00000100417	ENST00000482178	37189_at
ENSG00000100417	ENST00000472620	37189_at
ENSG00000100417	ENST00000485648	37189_at
ENSG00000170677	ENST00000397942	39958_at
ENSG00000170677	ENST00000397942	39957_at
ENSG00000170677	ENST00000578377	39958_at
ENSG00000170677	ENST00000582322	39958_at
ENSG00000170677	ENST00000582322	39957_at
ENSG00000169397	ENST00000304639	33979_at
ENSG00000169385	ENST00000304625	36766_at
ENSG00000100227	ENST00000445215	33868_at
ENSG00000100227	ENST00000348657	33868_at
ENSG00000100227	ENST00000252115	33868_at
ENSG00000100227	ENST00000451060	33868_at
ENSG00000100227	ENST00000617178	33868_at
ENSG00000264315	ENST00000580106	31463_s_at
ENSG00000079459	ENST00000538689	34848_at
ENSG00000079459	ENST00000615631	34848_at
ENSG00000079459	ENST00000618539	34848_at
ENSG00000079459	ENST00000623368	34848_at
ENSG00000079459	ENST00000446331	34848_at
ENSG00000079459	ENST00000525607	34848_at
ENSG00000079459	ENST00000220584	34848_at
ENSG00000079459	ENST00000525900	34848_at
ENSG00000079459	ENST00000528812	34848_at
ENSG00000079459	ENST00000622850	34848_at
ENSG00000079459	ENST00000525954	34848_at
ENSG00000079459	ENST00000528643	34848_at
ENSG00000025772	ENST00000372813	37049_g_at
ENSG00000025772	ENST00000372813	37048_at
ENSG00000025772	ENST00000372813	37050_r_at
ENSG00000101109	ENST00000372806	36294_at
ENSG00000101109	ENST00000372801	36294_at
ENSG00000101109	ENST00000499879	36294_at
ENSG00000100418	ENST00000263256	41670_at
ENSG00000100418	ENST00000468151	41670_at
ENSG00000100418	ENST00000463886	41670_at
ENSG00000196419	ENST00000428575	32766_at
ENSG00000196419	ENST00000360079	32766_at
ENSG00000196419	ENST00000402580	32766_at
ENSG00000196419	ENST00000359308	32766_at
ENSG00000196419	ENST00000405878	32766_at
ENSG00000196419	ENST00000405506	32766_at
ENSG00000124134	ENST00000306117	39849_at
ENSG00000124134	ENST00000537075	39849_at
ENSG00000124102	ENST00000243924	41469_at
ENSG00000124233	ENST00000372781	32760_at
ENSG00000124157	ENST00000372769	33259_at
ENSG00000124107	ENST00000338380	32275_at
ENSG00000166347	ENST00000340533	38458_at
ENSG00000166347	ENST00000340533	38459_g_at
ENSG00000166347	ENST00000580678	38460_at
ENSG00000166347	ENST00000580678	38459_g_at
ENSG00000166347	ENST00000299438	38458_at
ENSG00000166347	ENST00000299438	38459_g_at
ENSG00000166347	ENST00000494131	38458_at
ENSG00000166347	ENST00000494131	38459_g_at
ENSG00000166347	ENST00000583418	38458_at
ENSG00000166347	ENST00000583418	38459_g_at
ENSG00000166347	ENST00000397914	38458_at
ENSG00000166347	ENST00000397914	38459_g_at
ENSG00000166347	ENST00000579064	38459_g_at
ENSG00000124159	ENST00000372754	32925_at
ENSG00000124159	ENST00000372756	32925_at
ENSG00000124159	ENST00000360607	32925_at
ENSG00000124159	ENST00000353917	32925_at
ENSG00000124159	ENST00000537548	32925_at
ENSG00000124145	ENST00000372733	35844_at
ENSG00000124251	ENST00000372726	33025_at
ENSG00000124251	ENST00000494455	33025_at
ENSG00000100138	ENST00000401959	41746_at
ENSG00000100138	ENST00000648161	41746_at
ENSG00000100138	ENST00000469028	41746_at
ENSG00000100138	ENST00000488571	41746_at
ENSG00000147852	ENST00000382100	36873_at
ENSG00000147852	ENST00000382099	36873_at
ENSG00000198911	ENST00000612482	38713_at
ENSG00000198911	ENST00000361204	38713_at
ENSG00000198911	ENST00000424354	38713_at
ENSG00000198911	ENST00000491541	38713_at
ENSG00000168263	ENST00000382082	36339_at
ENSG00000080608	ENST00000490444	34765_at
ENSG00000080608	ENST00000397885	34765_at
ENSG00000080608	ENST00000382032	34765_at
ENSG00000101493	ENST00000443185	34843_at
ENSG00000101493	ENST00000443185	34844_at
ENSG00000101493	ENST00000543743	34843_at
ENSG00000080298	ENST00000358730	31929_at
ENSG00000080298	ENST00000449234	31929_at
ENSG00000106688	ENST00000262352	38267_at
ENSG00000106688	ENST00000262352	38268_at
ENSG00000106688	ENST00000422398	38268_at
ENSG00000198951	ENST00000396398	36607_at
ENSG00000197971	ENST00000382582	35817_at
ENSG00000197971	ENST00000355994	35817_at
ENSG00000197971	ENST00000490319	35817_at
ENSG00000197971	ENST00000585201	35817_at
ENSG00000197971	ENST00000397875	35817_at
ENSG00000197971	ENST00000397866	35817_at
ENSG00000197971	ENST00000397865	35817_at
ENSG00000184983	ENST00000498737	38983_at
ENSG00000184983	ENST00000617763	38983_at
ENSG00000100197	ENST00000360124	38507_at
ENSG00000100197	ENST00000360124	1436_at
ENSG00000100197	ENST00000645361	38507_at
ENSG00000100197	ENST00000389970	38507_at
ENSG00000100197	ENST00000488442	38507_at
ENSG00000100197	ENST00000488442	1436_at
ENSG00000100197	ENST00000359033	38507_at
ENSG00000232710	ENST00000428786	1436_at
ENSG00000205702	ENST00000435101	1436_at
ENSG00000205702	ENST00000651010	1436_at
ENSG00000096968	ENST00000381652	37468_at
ENSG00000096968	ENST00000487310	37468_at
ENSG00000120211	ENST00000239316	34219_at
ENSG00000107014	ENST00000381627	31732_at
ENSG00000107014	ENST00000416837	31732_at
ENSG00000100207	ENST00000677622	33794_g_at
ENSG00000100207	ENST00000677622	33795_at
ENSG00000100207	ENST00000677622	33793_at
ENSG00000100207	ENST00000359486	33794_g_at
ENSG00000100207	ENST00000359486	33795_at
ENSG00000100207	ENST00000359486	33793_at
ENSG00000100207	ENST00000335626	33794_g_at
ENSG00000100207	ENST00000335626	33793_at
ENSG00000100207	ENST00000404876	33794_g_at
ENSG00000100207	ENST00000404876	33793_at
ENSG00000107018	ENST00000487557	35070_at
ENSG00000107018	ENST00000223862	35070_at
ENSG00000172250	ENST00000652221	33332_at
ENSG00000172250	ENST00000455578	33332_at
ENSG00000172250	ENST00000359906	33332_at
ENSG00000172250	ENST00000642172	33332_at
ENSG00000166377	ENST00000426216	38273_at
ENSG00000166377	ENST00000307671	38273_at
ENSG00000166377	ENST00000590477	38273_at
ENSG00000166377	ENST00000588921	38273_at
ENSG00000166377	ENST00000458297	38273_at
ENSG00000189306	ENST00000323013	33307_at
ENSG00000183569	ENST00000477564	33332_at
ENSG00000183569	ENST00000416156	33332_at
ENSG00000183569	ENST00000327678	33332_at
ENSG00000183569	ENST00000527167	33332_at
ENSG00000183569	ENST00000407614	33332_at
ENSG00000183569	ENST00000335879	33332_at
ENSG00000183569	ENST00000340239	33332_at
ENSG00000164741	ENST00000276297	37951_at
ENSG00000164741	ENST00000358919	37951_at
ENSG00000164741	ENST00000510318	37951_at
ENSG00000164741	ENST00000512044	37951_at
ENSG00000164741	ENST00000520226	37951_at
ENSG00000164741	ENST00000521730	37951_at
ENSG00000131196	ENST00000253506	39144_at
ENSG00000131196	ENST00000591814	39143_at
ENSG00000131196	ENST00000397790	39144_at
ENSG00000131196	ENST00000587635	39143_at
ENSG00000131196	ENST00000542384	39144_at
ENSG00000131196	ENST00000427363	39144_at
ENSG00000131196	ENST00000318065	39144_at
ENSG00000131196	ENST00000590313	39144_at
ENSG00000131196	ENST00000592223	39143_at
ENSG00000131196	ENST00000329101	39144_at
ENSG00000131196	ENST00000586434	39144_at
ENSG00000131196	ENST00000590861	39144_at
ENSG00000131196	ENST00000590172	39144_at
ENSG00000131196	ENST00000586695	39144_at
ENSG00000131196	ENST00000545796	39144_at
ENSG00000120215	ENST00000381477	31889_at
ENSG00000120215	ENST00000381477	1051_g_at
ENSG00000120215	ENST00000381477	1050_at
ENSG00000182841	ENST00000458605	33307_at
ENSG00000182841	ENST00000566851	33307_at
ENSG00000137040	ENST00000259569	32627_at
ENSG00000137033	ENST00000381434	35333_r_at
ENSG00000137033	ENST00000417746	35333_r_at
ENSG00000137033	ENST00000456383	35333_r_at
ENSG00000100243	ENST00000352397	36668_at
ENSG00000100243	ENST00000407623	36668_at
ENSG00000100243	ENST00000407332	36668_at
ENSG00000100243	ENST00000470741	36668_at
ENSG00000100243	ENST00000361740	36668_at
ENSG00000101443	ENST00000372676	33933_at
ENSG00000101443	ENST00000447118	33933_at
ENSG00000101443	ENST00000339946	33933_at
ENSG00000101443	ENST00000462062	33933_at
ENSG00000101443	ENST00000342873	33933_at
ENSG00000101443	ENST00000488143	33933_at
ENSG00000101446	ENST00000217428	33686_at
ENSG00000249139	ENST00000651288	37525_at
ENSG00000249139	ENST00000504988	37525_at
ENSG00000178445	ENST00000321612	35192_at
ENSG00000178445	ENST00000638274	35192_at
ENSG00000178445	ENST00000639639	35192_at
ENSG00000178445	ENST00000640505	35192_at
ENSG00000178445	ENST00000638233	35192_at
ENSG00000178445	ENST00000639364	35192_at
ENSG00000178445	ENST00000638661	35192_at
ENSG00000178445	ENST00000639461	35192_at
ENSG00000178445	ENST00000639954	35192_at
ENSG00000178445	ENST00000639318	35192_at
ENSG00000178445	ENST00000638694	35192_at
ENSG00000178445	ENST00000477960	35192_at
ENSG00000178445	ENST00000639443	35192_at
ENSG00000104723	ENST00000382020	36851_g_at
ENSG00000104723	ENST00000515859	36851_g_at
ENSG00000104723	ENST00000506802	36851_g_at
ENSG00000104723	ENST00000510836	36851_g_at
ENSG00000104723	ENST00000503731	36852_at
ENSG00000104723	ENST00000503731	36851_g_at
ENSG00000104723	ENST00000511783	36852_at
ENSG00000104723	ENST00000508446	36851_g_at
ENSG00000104723	ENST00000507316	36852_at
ENSG00000101448	ENST00000354280	37525_at
ENSG00000101448	ENST00000409554	37525_at
ENSG00000101448	ENST00000336443	37525_at
ENSG00000101448	ENST00000496898	37525_at
ENSG00000234009	ENST00000426545	33660_at
ENSG00000158901	ENST00000357199	32481_at
ENSG00000158901	ENST00000289953	32481_at
ENSG00000242247	ENST00000263245	39905_i_at
ENSG00000242247	ENST00000263245	39906_r_at
ENSG00000235508	ENST00000447334	31527_at
ENSG00000225489	ENST00000451142	39731_at
ENSG00000100266	ENST00000507586	35886_at
ENSG00000100266	ENST00000263246	35886_at
ENSG00000100266	ENST00000407585	35886_at
ENSG00000100266	ENST00000403744	35886_at
ENSG00000100266	ENST00000402229	35886_at
ENSG00000100266	ENST00000634914	35886_at
ENSG00000100266	ENST00000337959	35886_at
ENSG00000107077	ENST00000381306	34979_at
ENSG00000107077	ENST00000420847	34979_at
ENSG00000107077	ENST00000490806	34979_at
ENSG00000107077	ENST00000466673	34979_at
ENSG00000060069	ENST00000613122	35979_at
ENSG00000060069	ENST00000075430	35979_at
ENSG00000060069	ENST00000591598	35979_at
ENSG00000060069	ENST00000590599	35979_at
ENSG00000060069	ENST00000299543	35979_at
ENSG00000038945	ENST00000262101	39981_at
ENSG00000038945	ENST00000381998	39982_r_at
ENSG00000038945	ENST00000350896	39981_at
ENSG00000175063	ENST00000356455	1651_at
ENSG00000175063	ENST00000335046	1651_at
ENSG00000175063	ENST00000352551	1651_at
ENSG00000175063	ENST00000372568	1651_at
ENSG00000175063	ENST00000496085	1651_at
ENSG00000175063	ENST00000405520	1651_at
ENSG00000256968	ENST00000397592	38679_g_at
ENSG00000101470	ENST00000372555	41748_at
ENSG00000101470	ENST00000372557	41748_at
ENSG00000100271	ENST00000439248	41039_at
ENSG00000100271	ENST00000266254	41039_at
ENSG00000100271	ENST00000440761	41039_at
ENSG00000100271	ENST00000331018	41039_at
ENSG00000153707	ENST00000381196	33911_at
ENSG00000153707	ENST00000381196	1256_at
ENSG00000153707	ENST00000381196	33910_at
ENSG00000153707	ENST00000651105	33911_at
ENSG00000153707	ENST00000651105	1256_at
ENSG00000153707	ENST00000651105	33910_at
ENSG00000153707	ENST00000486161	1256_at
ENSG00000153707	ENST00000397606	1256_at
ENSG00000153707	ENST00000540109	1256_at
ENSG00000153707	ENST00000537002	33911_at
ENSG00000153707	ENST00000537002	1256_at
ENSG00000153707	ENST00000537002	33910_at
ENSG00000153707	ENST00000397611	33911_at
ENSG00000153707	ENST00000397611	1256_at
ENSG00000153707	ENST00000397611	33910_at
ENSG00000153707	ENST00000355233	33911_at
ENSG00000153707	ENST00000355233	1256_at
ENSG00000153707	ENST00000355233	33910_at
ENSG00000153707	ENST00000356435	33911_at
ENSG00000153707	ENST00000356435	1256_at
ENSG00000153707	ENST00000356435	33910_at
ENSG00000153707	ENST00000397617	33911_at
ENSG00000153707	ENST00000397617	1256_at
ENSG00000153707	ENST00000397617	33910_at
ENSG00000101473	ENST00000217455	36841_at
ENSG00000101473	ENST00000461272	36841_at
ENSG00000101473	ENST00000652771	36841_at
ENSG00000101473	ENST00000488679	36841_at
ENSG00000101473	ENST00000487205	36841_at
ENSG00000101473	ENST00000484975	36841_at
ENSG00000101473	ENST00000493118	36841_at
ENSG00000101473	ENST00000484783	36841_at
ENSG00000101473	ENST00000486165	36841_at
ENSG00000141759	ENST00000269601	33632_g_at
ENSG00000141759	ENST00000585474	33632_g_at
ENSG00000141759	ENST00000588162	33632_g_at
ENSG00000141759	ENST00000592957	33632_g_at
ENSG00000141759	ENST00000355491	33631_at
ENSG00000141759	ENST00000355491	33632_g_at
ENSG00000141759	ENST00000585769	33631_at
ENSG00000141759	ENST00000585769	33632_g_at
ENSG00000141759	ENST00000586612	33632_g_at
ENSG00000141759	ENST00000592837	33632_g_at
ENSG00000100290	ENST00000216115	2011_s_at
ENSG00000267127	ENST00000569722	36286_at
ENSG00000100294	ENST00000290429	36891_at
ENSG00000100294	ENST00000327555	36891_at
ENSG00000100304	ENST00000216129	37648_at
ENSG00000100304	ENST00000484711	37648_at
ENSG00000101544	ENST00000262198	37837_at
ENSG00000064601	ENST00000372484	39062_at
ENSG00000064601	ENST00000606788	39062_at
ENSG00000064601	ENST00000677394	39062_at
ENSG00000064601	ENST00000678988	39062_at
ENSG00000064601	ENST00000678078	39062_at
ENSG00000064601	ENST00000606066	39062_at
ENSG00000064601	ENST00000607212	39062_at
ENSG00000064601	ENST00000354880	39062_at
ENSG00000064601	ENST00000678622	39062_at
ENSG00000064601	ENST00000679053	39062_at
ENSG00000064601	ENST00000646241	39062_at
ENSG00000064601	ENST00000191018	39062_at
ENSG00000064601	ENST00000678939	39062_at
ENSG00000064601	ENST00000679343	39062_at
ENSG00000064601	ENST00000677525	39062_at
ENSG00000064601	ENST00000678512	39062_at
ENSG00000064601	ENST00000678025	39062_at
ENSG00000064601	ENST00000678331	39062_at
ENSG00000064601	ENST00000484855	39062_at
ENSG00000064601	ENST00000607482	39062_at
ENSG00000064601	ENST00000372459	39062_at
ENSG00000064601	ENST00000493522	39062_at
ENSG00000064601	ENST00000676967	39062_at
ENSG00000064601	ENST00000676597	39062_at
ENSG00000064601	ENST00000678217	39062_at
ENSG00000064601	ENST00000678443	39062_at
ENSG00000064601	ENST00000677755	39062_at
ENSG00000064601	ENST00000607187	39062_at
ENSG00000064601	ENST00000678691	39062_at
ENSG00000064601	ENST00000606000	39062_at
ENSG00000186732	ENST00000417669	38215_at
ENSG00000186732	ENST00000443721	38215_at
ENSG00000003987	ENST00000521857	34553_at
ENSG00000003987	ENST00000519590	34553_at
ENSG00000180150	ENST00000476875	31418_at
ENSG00000130540	ENST00000330884	33712_at
ENSG00000130540	ENST00000432404	33712_at
ENSG00000130540	ENST00000422525	33712_at
ENSG00000003989	ENST00000494857	40236_at
ENSG00000003989	ENST00000494857	38169_s_at
ENSG00000003989	ENST00000522656	40236_at
ENSG00000003989	ENST00000522656	38169_s_at
ENSG00000003989	ENST00000470360	40236_at
ENSG00000003989	ENST00000470360	38169_s_at
ENSG00000003989	ENST00000640220	40236_at
ENSG00000003989	ENST00000640220	38169_s_at
ENSG00000003989	ENST00000004531	40236_at
ENSG00000003989	ENST00000004531	38169_s_at
ENSG00000003989	ENST00000398090	40236_at
ENSG00000003989	ENST00000398090	38169_s_at
ENSG00000107165	ENST00000388918	36911_at
ENSG00000107165	ENST00000381142	36911_at
ENSG00000107165	ENST00000473504	36911_at
ENSG00000100979	ENST00000354050	40081_at
ENSG00000100979	ENST00000372431	40081_at
ENSG00000100979	ENST00000372420	40081_at
ENSG00000100979	ENST00000477313	40081_at
ENSG00000100979	ENST00000420868	40081_at
ENSG00000100347	ENST00000350028	34845_at
ENSG00000100347	ENST00000474323	34845_at
ENSG00000100347	ENST00000494795	34845_at
ENSG00000100985	ENST00000372330	31859_at
ENSG00000104213	ENST00000541323	1761_at
ENSG00000104213	ENST00000251630	1761_at
ENSG00000107186	ENST00000381017	32656_at
ENSG00000107186	ENST00000319217	32656_at
ENSG00000107186	ENST00000541718	32656_at
ENSG00000107186	ENST00000539508	32656_at
ENSG00000107186	ENST00000438511	32656_at
ENSG00000107186	ENST00000319198	32656_at
ENSG00000107186	ENST00000542806	32656_at
ENSG00000124140	ENST00000616201	34208_at
ENSG00000124140	ENST00000616202	34208_at
ENSG00000124140	ENST00000616933	34208_at
ENSG00000124140	ENST00000626937	34208_at
ENSG00000124140	ENST00000243964	34208_at
ENSG00000277466	ENST00000610471	33600_at
