Gene stable ID	Transcript stable ID	AFFY HG U95E probe
ENSG00000126226	ENST00000375457	88173_at
ENSG00000126226	ENST00000375457	88172_at
ENSG00000126226	ENST00000473462	88173_at
ENSG00000126226	ENST00000473462	88172_at
ENSG00000126226	ENST00000475433	88173_at
ENSG00000126226	ENST00000475433	88172_at
ENSG00000126226	ENST00000480971	88173_at
ENSG00000126226	ENST00000480971	88172_at
ENSG00000126226	ENST00000484641	88173_at
ENSG00000126226	ENST00000484641	88172_at
ENSG00000126226	ENST00000622406	88173_at
ENSG00000126226	ENST00000622406	88172_at
ENSG00000183307	ENST00000399875	70831_at
ENSG00000183307	ENST00000331437	70831_at
ENSG00000177663	ENST00000319363	77161_at
ENSG00000177663	ENST00000612619	77161_at
ENSG00000139842	ENST00000488558	88530_at
ENSG00000139842	ENST00000463426	88530_at
ENSG00000139842	ENST00000498562	87678_at
ENSG00000139835	ENST00000375431	91776_s_at
ENSG00000139835	ENST00000620217	91776_s_at
ENSG00000139835	ENST00000375430	91776_s_at
ENSG00000099954	ENST00000612582	72744_at
ENSG00000198176	ENST00000464794	67226_at
ENSG00000233695	ENST00000458001	88376_at
ENSG00000233695	ENST00000458001	84444_at
ENSG00000233695	ENST00000611082	88376_at
ENSG00000272695	ENST00000669254	74731_at
ENSG00000272695	ENST00000655351	74731_at
ENSG00000272695	ENST00000608651	74731_at
ENSG00000185989	ENST00000334062	78379_at
ENSG00000099968	ENST00000337612	86567_at
ENSG00000099968	ENST00000337612	78066_at
ENSG00000099968	ENST00000418951	86567_at
ENSG00000099968	ENST00000538149	86567_at
ENSG00000099968	ENST00000538149	78066_at
ENSG00000099968	ENST00000543133	86567_at
ENSG00000099968	ENST00000611738	86567_at
ENSG00000099968	ENST00000616863	86567_at
ENSG00000099968	ENST00000616863	78066_at
ENSG00000099968	ENST00000618481	86567_at
ENSG00000099968	ENST00000498133	86567_at
ENSG00000099968	ENST00000317582	86567_at
ENSG00000099968	ENST00000355028	86567_at
ENSG00000099968	ENST00000399777	86567_at
ENSG00000269220	ENST00000600723	81664_at
ENSG00000158270	ENST00000400256	88197_at
ENSG00000158270	ENST00000582147	88197_at
ENSG00000176912	ENST00000585033	89264_at
ENSG00000176912	ENST00000323813	89264_at
ENSG00000288399	ENST00000672140	71094_at
ENSG00000288399	ENST00000673447	71094_at
ENSG00000215193	ENST00000329627	76507_at
ENSG00000215193	ENST00000399744	76507_at
ENSG00000215193	ENST00000610387	76507_at
ENSG00000277870	ENST00000624001	85020_at
ENSG00000132204	ENST00000584090	77137_at
ENSG00000132204	ENST00000412816	77137_at
ENSG00000132204	ENST00000577867	77137_at
ENSG00000132204	ENST00000584492	77137_at
ENSG00000132204	ENST00000667416	77137_at
ENSG00000132204	ENST00000578835	77137_at
ENSG00000132204	ENST00000581430	77137_at
ENSG00000132204	ENST00000663512	77137_at
ENSG00000132204	ENST00000660358	77137_at
ENSG00000132204	ENST00000581212	77137_at
ENSG00000132204	ENST00000582570	79524_at
ENSG00000132204	ENST00000580336	79524_at
ENSG00000132204	ENST00000657121	77137_at
ENSG00000132204	ENST00000671645	77137_at
ENSG00000132204	ENST00000661646	77137_at
ENSG00000132204	ENST00000582862	77137_at
ENSG00000132204	ENST00000653775	77137_at
ENSG00000132204	ENST00000657423	77137_at
ENSG00000132204	ENST00000657618	77137_at
ENSG00000132204	ENST00000653213	77137_at
ENSG00000132204	ENST00000669242	77137_at
ENSG00000132204	ENST00000663392	77137_at
ENSG00000132204	ENST00000666542	77137_at
ENSG00000132204	ENST00000665133	77137_at
ENSG00000132204	ENST00000667776	77137_at
ENSG00000132204	ENST00000660964	77137_at
ENSG00000132204	ENST00000659289	77137_at
ENSG00000132204	ENST00000654559	77137_at
ENSG00000132204	ENST00000661931	77137_at
ENSG00000132204	ENST00000669153	77137_at
ENSG00000132204	ENST00000671558	77137_at
ENSG00000132204	ENST00000660475	77137_at
ENSG00000132204	ENST00000661852	77137_at
ENSG00000132204	ENST00000657919	77137_at
ENSG00000132204	ENST00000577403	77137_at
ENSG00000132204	ENST00000660947	77137_at
ENSG00000132204	ENST00000661233	77137_at
ENSG00000132204	ENST00000669312	77137_at
ENSG00000132204	ENST00000655957	77137_at
ENSG00000132204	ENST00000659094	77137_at
ENSG00000274602	ENST00000652586	71214_f_at
ENSG00000274602	ENST00000617243	71214_f_at
ENSG00000274602	ENST00000618794	71214_f_at
ENSG00000274602	ENST00000612579	71214_f_at
ENSG00000274602	ENST00000612500	71214_f_at
ENSG00000274602	ENST00000611748	71214_f_at
ENSG00000222630	ENST00000410698	89815_at
ENSG00000275793	ENST00000619918	89815_at
ENSG00000161103	ENST00000412938	84255_at
ENSG00000263745	ENST00000585072	88904_at
ENSG00000263745	ENST00000584867	88904_at
ENSG00000101574	ENST00000319888	88740_at
ENSG00000101574	ENST00000319888	80558_at
ENSG00000101574	ENST00000573134	88740_at
ENSG00000101574	ENST00000573134	80558_at
ENSG00000101574	ENST00000576251	88740_at
ENSG00000101574	ENST00000576251	80558_at
ENSG00000101574	ENST00000574538	88740_at
ENSG00000101574	ENST00000574538	80558_at
ENSG00000101574	ENST00000577166	80558_at
ENSG00000272625	ENST00000608032	73373_at
ENSG00000272688	ENST00000609924	74803_at
ENSG00000177426	ENST00000549780	84753_at
ENSG00000177426	ENST00000405385	72858_at
ENSG00000177426	ENST00000407501	72858_at
ENSG00000266835	ENST00000581442	81853_at
ENSG00000266835	ENST00000578664	81853_at
ENSG00000266835	ENST00000579007	81853_at
ENSG00000170579	ENST00000400147	90725_r_at
ENSG00000170579	ENST00000400149	90725_r_at
ENSG00000170579	ENST00000400155	90725_r_at
ENSG00000170579	ENST00000400150	90725_r_at
ENSG00000170579	ENST00000315677	90725_r_at
ENSG00000170579	ENST00000515196	90725_r_at
ENSG00000128191	ENST00000383024	73323_s_at
ENSG00000128191	ENST00000383024	91617_at
ENSG00000128191	ENST00000351989	73323_s_at
ENSG00000128191	ENST00000351989	91617_at
ENSG00000128191	ENST00000457069	73323_s_at
ENSG00000128191	ENST00000495826	73323_s_at
ENSG00000128191	ENST00000495826	91617_at
ENSG00000128191	ENST00000407755	73323_s_at
ENSG00000128191	ENST00000407755	91617_at
ENSG00000128191	ENST00000498171	91617_at
ENSG00000128191	ENST00000475941	91617_at
ENSG00000070010	ENST00000263202	78693_at
ENSG00000070010	ENST00000459854	78693_at
ENSG00000070010	ENST00000459854	68205_at
ENSG00000070010	ENST00000466373	78693_at
ENSG00000177337	ENST00000577995	80795_at
ENSG00000177337	ENST00000317114	80795_at
ENSG00000263753	ENST00000670111	78830_at
ENSG00000263753	ENST00000665272	78830_at
ENSG00000263753	ENST00000657129	78830_at
ENSG00000263753	ENST00000653507	78830_at
ENSG00000263753	ENST00000666552	78830_at
ENSG00000185838	ENST00000329517	81480_at
ENSG00000185838	ENST00000403325	81480_at
ENSG00000185838	ENST00000405009	81480_at
ENSG00000185838	ENST00000460402	81480_at
ENSG00000215012	ENST00000407472	80999_at
ENSG00000215012	ENST00000407472	89747_at
ENSG00000215012	ENST00000484072	89747_at
ENSG00000215012	ENST00000328554	80999_at
ENSG00000215012	ENST00000328554	89747_at
ENSG00000215012	ENST00000405640	80999_at
ENSG00000215012	ENST00000405640	89747_at
ENSG00000264449	ENST00000582939	88554_at
ENSG00000264449	ENST00000580845	88554_at
ENSG00000154655	ENST00000400105	72305_at
ENSG00000154655	ENST00000317931	72305_at
ENSG00000265933	ENST00000578278	84904_at
ENSG00000265933	ENST00000581571	84904_at
ENSG00000265933	ENST00000580197	84904_at
ENSG00000093010	ENST00000403184	68511_at
ENSG00000183597	ENST00000401886	89857_at
ENSG00000183597	ENST00000401886	77436_at
ENSG00000183597	ENST00000420290	89857_at
ENSG00000183597	ENST00000420290	77436_at
ENSG00000183597	ENST00000420290	75128_at
ENSG00000183597	ENST00000432883	89857_at
ENSG00000183597	ENST00000432883	77436_at
ENSG00000183597	ENST00000432883	75128_at
ENSG00000183597	ENST00000434570	89857_at
ENSG00000183597	ENST00000434570	77436_at
ENSG00000183597	ENST00000434570	75128_at
ENSG00000183597	ENST00000447208	89857_at
ENSG00000183597	ENST00000447208	77436_at
ENSG00000183597	ENST00000447208	75128_at
ENSG00000183597	ENST00000456048	89857_at
ENSG00000183597	ENST00000456048	77436_at
ENSG00000183597	ENST00000456048	75128_at
ENSG00000183597	ENST00000398042	89857_at
ENSG00000183597	ENST00000398042	77436_at
ENSG00000183597	ENST00000398042	75128_at
ENSG00000183597	ENST00000399807	89857_at
ENSG00000183597	ENST00000399807	77436_at
ENSG00000183597	ENST00000399807	75128_at
ENSG00000183597	ENST00000450019	89857_at
ENSG00000183597	ENST00000450019	77436_at
ENSG00000183597	ENST00000327374	89857_at
ENSG00000183597	ENST00000327374	77436_at
ENSG00000183597	ENST00000327374	75974_at
ENSG00000183597	ENST00000327374	75128_at
ENSG00000183597	ENST00000401833	89857_at
ENSG00000183597	ENST00000401833	77436_at
ENSG00000183597	ENST00000444651	89857_at
ENSG00000183597	ENST00000490583	89857_at
ENSG00000183597	ENST00000490583	77436_at
ENSG00000183597	ENST00000476940	89857_at
ENSG00000183597	ENST00000476940	77436_at
ENSG00000265257	ENST00000578850	75848_at
ENSG00000101745	ENST00000262126	76008_at
ENSG00000101745	ENST00000262126	75848_at
ENSG00000101745	ENST00000400020	76008_at
ENSG00000101745	ENST00000400020	75848_at
ENSG00000101745	ENST00000546007	75848_at
ENSG00000101745	ENST00000359158	76008_at
ENSG00000101745	ENST00000359158	75848_at
ENSG00000128791	ENST00000583147	74634_at
ENSG00000128791	ENST00000262120	74634_at
ENSG00000128791	ENST00000581641	74634_at
ENSG00000273335	ENST00000608162	82115_at
ENSG00000284140	ENST00000580330	73323_s_at
ENSG00000284464	ENST00000408439	73323_s_at
ENSG00000243762	ENST00000412713	80890_at
ENSG00000099899	ENST00000252136	80890_at
ENSG00000099899	ENST00000403707	80890_at
ENSG00000099899	ENST00000480339	80890_at
ENSG00000099899	ENST00000444845	80890_at
ENSG00000099899	ENST00000404751	80890_at
ENSG00000099899	ENST00000487668	80890_at
ENSG00000099899	ENST00000487378	80890_at
ENSG00000099899	ENST00000444256	80890_at
ENSG00000099899	ENST00000494820	80890_at
ENSG00000099899	ENST00000492988	80890_at
ENSG00000154845	ENST00000400556	75015_at
ENSG00000154845	ENST00000400555	75015_at
ENSG00000154845	ENST00000285124	75015_at
ENSG00000154845	ENST00000578557	75015_at
ENSG00000264644	ENST00000581937	88043_g_at
ENSG00000101558	ENST00000400000	89329_at
ENSG00000101558	ENST00000400000	88498_at
ENSG00000188280	ENST00000610338	85020_at
ENSG00000185252	ENST00000400451	88917_at
ENSG00000185252	ENST00000403682	88917_at
ENSG00000185252	ENST00000357502	88917_at
ENSG00000185252	ENST00000493734	88917_at
ENSG00000185252	ENST00000437275	88917_at
ENSG00000185252	ENST00000476678	88917_at
ENSG00000185252	ENST00000611540	88917_at
ENSG00000264311	ENST00000578567	71568_r_at
ENSG00000267252	ENST00000587189	73786_at
ENSG00000267252	ENST00000586947	73786_at
ENSG00000267252	ENST00000586145	73786_at
ENSG00000267252	ENST00000655334	73786_at
ENSG00000267252	ENST00000668120	73786_at
ENSG00000267252	ENST00000664285	73786_at
ENSG00000267252	ENST00000654376	73786_at
ENSG00000267252	ENST00000659316	73786_at
ENSG00000267252	ENST00000660761	73786_at
ENSG00000267252	ENST00000664427	73786_at
ENSG00000267252	ENST00000654285	73786_at
ENSG00000267252	ENST00000668070	73786_at
ENSG00000267252	ENST00000666190	73786_at
ENSG00000267252	ENST00000670553	73786_at
ENSG00000267252	ENST00000666911	73786_at
ENSG00000267252	ENST00000655487	73786_at
ENSG00000267252	ENST00000661251	73786_at
ENSG00000267252	ENST00000665383	73786_at
ENSG00000267252	ENST00000660965	73786_at
ENSG00000267252	ENST00000656057	73786_at
ENSG00000267252	ENST00000666178	73786_at
ENSG00000267252	ENST00000658156	73786_at
ENSG00000267252	ENST00000659512	73786_at
ENSG00000229107	ENST00000411545	88256_at
ENSG00000235062	ENST00000514371	91641_g_at
ENSG00000235062	ENST00000514371	91639_at
ENSG00000241973	ENST00000255882	71214_f_at
ENSG00000241973	ENST00000255882	71218_f_at
ENSG00000241973	ENST00000255882	71216_i_at
ENSG00000241973	ENST00000492581	71214_f_at
ENSG00000241973	ENST00000492581	71218_f_at
ENSG00000241973	ENST00000492581	71216_i_at
ENSG00000241973	ENST00000477245	71214_f_at
ENSG00000241973	ENST00000477245	71218_f_at
ENSG00000241973	ENST00000477245	71216_i_at
ENSG00000241973	ENST00000466772	71214_f_at
ENSG00000241973	ENST00000466772	71218_f_at
ENSG00000241973	ENST00000466772	71216_i_at
ENSG00000241973	ENST00000399213	71214_f_at
ENSG00000241973	ENST00000399213	71218_f_at
ENSG00000241973	ENST00000399213	71216_i_at
ENSG00000241973	ENST00000482030	71214_f_at
ENSG00000241973	ENST00000482030	71218_f_at
ENSG00000241973	ENST00000482030	71216_i_at
ENSG00000241973	ENST00000466394	71214_f_at
ENSG00000241973	ENST00000466394	71218_f_at
ENSG00000241973	ENST00000466394	71216_i_at
ENSG00000154889	ENST00000588072	82745_at
ENSG00000154889	ENST00000317235	82745_at
ENSG00000154889	ENST00000496196	82745_at
ENSG00000154889	ENST00000317251	82745_at
ENSG00000154889	ENST00000309976	82745_at
ENSG00000154889	ENST00000344987	82745_at
ENSG00000154889	ENST00000592977	82745_at
ENSG00000154889	ENST00000589731	82745_at
ENSG00000154889	ENST00000588186	82745_at
ENSG00000154889	ENST00000588191	82745_at
ENSG00000154889	ENST00000589267	82745_at
ENSG00000154889	ENST00000590501	82745_at
ENSG00000154889	ENST00000588103	82745_at
ENSG00000154889	ENST00000587381	82745_at
ENSG00000154889	ENST00000586844	82745_at
ENSG00000154889	ENST00000593001	82745_at
ENSG00000154889	ENST00000589829	82745_at
ENSG00000154889	ENST00000591667	82745_at
ENSG00000154889	ENST00000590302	82745_at
ENSG00000154889	ENST00000586204	82745_at
ENSG00000154889	ENST00000588939	82745_at
ENSG00000125788	ENST00000382398	81783_at
ENSG00000125788	ENST00000542572	81783_at
ENSG00000196476	ENST00000360321	87211_at
ENSG00000196476	ENST00000400269	87211_at
ENSG00000225377	ENST00000414676	77273_at
ENSG00000225377	ENST00000442637	77273_at
ENSG00000225377	ENST00000657126	87205_at
ENSG00000225377	ENST00000657126	77273_at
ENSG00000225377	ENST00000662580	77273_at
ENSG00000125841	ENST00000492242	83438_at
ENSG00000125841	ENST00000382291	83438_at
ENSG00000125841	ENST00000382285	83438_at
ENSG00000125841	ENST00000470439	83438_at
ENSG00000125841	ENST00000621012	83438_at
ENSG00000183773	ENST00000399167	84071_at
ENSG00000183773	ENST00000399163	84071_at
ENSG00000183773	ENST00000405089	84071_at
ENSG00000183773	ENST00000465606	84071_at
ENSG00000183773	ENST00000483107	84071_at
ENSG00000183773	ENST00000486003	84071_at
ENSG00000183773	ENST00000440238	84071_at
ENSG00000101266	ENST00000609606	74832_at
ENSG00000101266	ENST00000646443	74832_at
ENSG00000176014	ENST00000586691	72977_at
ENSG00000176014	ENST00000586691	72979_g_at
ENSG00000169668	ENST00000461808	91639_at
ENSG00000169668	ENST00000447763	91641_g_at
ENSG00000169668	ENST00000447763	91639_at
ENSG00000169668	ENST00000398241	91639_at
ENSG00000197210	ENST00000420508	84255_at
ENSG00000134278	ENST00000409402	86659_at
ENSG00000134278	ENST00000410092	86659_at
ENSG00000134278	ENST00000309836	86659_at
ENSG00000134278	ENST00000440472	86659_at
ENSG00000134278	ENST00000453447	86659_at
ENSG00000134278	ENST00000449797	86659_at
ENSG00000134278	ENST00000497844	86659_at
ENSG00000215498	ENST00000424410	85020_at
ENSG00000169662	ENST00000510112	91641_g_at
ENSG00000169662	ENST00000510112	91639_at
ENSG00000206142	ENST00000416405	85020_at
ENSG00000274600	ENST00000620804	89815_at
ENSG00000200057	ENST00000363187	89815_at
ENSG00000183506	ENST00000486209	71214_f_at
ENSG00000183506	ENST00000486209	71218_f_at
ENSG00000183506	ENST00000486209	71216_i_at
ENSG00000183506	ENST00000463608	71214_f_at
ENSG00000183506	ENST00000463608	71218_f_at
ENSG00000183506	ENST00000463608	71216_i_at
ENSG00000183506	ENST00000462560	71214_f_at
ENSG00000183506	ENST00000462560	71218_f_at
ENSG00000183506	ENST00000462560	71216_i_at
ENSG00000183506	ENST00000450651	71214_f_at
ENSG00000183506	ENST00000450651	71218_f_at
ENSG00000183506	ENST00000450651	71216_i_at
ENSG00000183506	ENST00000360806	71214_f_at
ENSG00000183506	ENST00000360806	71218_f_at
ENSG00000183506	ENST00000360806	71216_i_at
ENSG00000183506	ENST00000494740	71214_f_at
ENSG00000183506	ENST00000494740	71218_f_at
ENSG00000183506	ENST00000494740	71216_i_at
ENSG00000183506	ENST00000480319	71214_f_at
ENSG00000183506	ENST00000480319	71218_f_at
ENSG00000183506	ENST00000480319	71216_i_at
ENSG00000183506	ENST00000467443	71214_f_at
ENSG00000183506	ENST00000467443	71218_f_at
ENSG00000183506	ENST00000467443	71216_i_at
ENSG00000183506	ENST00000479693	71214_f_at
ENSG00000183506	ENST00000479693	71218_f_at
ENSG00000183506	ENST00000479693	71216_i_at
ENSG00000128789	ENST00000585853	80187_r_at
ENSG00000128789	ENST00000400514	80187_r_at
ENSG00000128789	ENST00000400512	80187_r_at
ENSG00000222352	ENST00000410420	89815_at
ENSG00000183246	ENST00000433039	89815_at
ENSG00000271303	ENST00000381962	86587_at
ENSG00000270299	ENST00000488788	86587_at
ENSG00000101276	ENST00000473664	89749_at
ENSG00000101276	ENST00000645534	89749_at
ENSG00000101276	ENST00000381944	89749_at
ENSG00000101276	ENST00000217254	89749_at
ENSG00000101276	ENST00000488495	89749_at
ENSG00000101278	ENST00000492704	73658_at
ENSG00000125818	ENST00000335877	67075_at
ENSG00000125895	ENST00000381894	89186_at
ENSG00000125895	ENST00000429036	89186_at
ENSG00000125895	ENST00000481747	89186_at
ENSG00000225544	ENST00000435222	82745_at
ENSG00000234684	ENST00000609470	85582_at
ENSG00000234684	ENST00000607947	76270_at
ENSG00000234684	ENST00000653665	85582_at
ENSG00000234684	ENST00000446423	85582_at
ENSG00000234684	ENST00000609285	85582_at
ENSG00000234684	ENST00000670879	85582_at
ENSG00000101639	ENST00000513432	68674_at
ENSG00000088832	ENST00000677078	74855_at
ENSG00000088832	ENST00000677533	74855_at
ENSG00000088832	ENST00000679195	74855_at
ENSG00000263366	ENST00000580133	88256_at
ENSG00000279278	ENST00000624350	74103_at
ENSG00000089012	ENST00000478145	69207_at
ENSG00000125834	ENST00000381482	89721_at
ENSG00000215456	ENST00000506079	91641_g_at
ENSG00000215456	ENST00000506079	91639_at
ENSG00000286941	ENST00000661466	90061_at
ENSG00000226644	ENST00000447956	74727_at
ENSG00000226644	ENST00000411839	74727_at
ENSG00000211662	ENST00000390308	73814_at
ENSG00000211677	ENST00000390323	84298_f_at
ENSG00000222037	ENST00000410078	84298_f_at
ENSG00000186481	ENST00000431648	86004_at
ENSG00000186481	ENST00000431648	74968_at
ENSG00000186481	ENST00000580995	86004_at
ENSG00000186481	ENST00000583348	86004_at
ENSG00000211685	ENST00000390331	84298_f_at
ENSG00000186716	ENST00000305877	91641_g_at
ENSG00000186716	ENST00000305877	91639_at
ENSG00000186716	ENST00000436990	91641_g_at
ENSG00000186716	ENST00000436990	91639_at
ENSG00000215512	ENST00000455308	90042_f_at
ENSG00000215512	ENST00000455308	90044_r_at
ENSG00000215512	ENST00000504516	90042_f_at
ENSG00000215512	ENST00000504516	90044_r_at
ENSG00000067900	ENST00000399799	83223_at
ENSG00000088881	ENST00000380648	88906_at
ENSG00000088881	ENST00000449079	88906_at
ENSG00000088881	ENST00000477287	88906_at
ENSG00000133519	ENST00000255890	73545_r_at
ENSG00000133519	ENST00000433168	73545_r_at
ENSG00000133519	ENST00000420968	73545_r_at
ENSG00000133519	ENST00000456279	73545_r_at
ENSG00000280623	ENST00000627127	76797_at
ENSG00000088882	ENST00000380605	84934_at
ENSG00000241690	ENST00000380593	80188_at
ENSG00000198326	ENST00000361033	80188_at
ENSG00000198326	ENST00000380585	80188_at
ENSG00000141446	ENST00000269214	81019_at
ENSG00000141446	ENST00000269214	76474_at
ENSG00000141446	ENST00000383276	81019_at
ENSG00000141446	ENST00000383276	76474_at
ENSG00000141446	ENST00000622333	76474_at
ENSG00000215305	ENST00000380443	79014_at
ENSG00000215305	ENST00000466415	79014_at
ENSG00000159496	ENST00000441897	83081_at
ENSG00000159496	ENST00000401461	83081_at
ENSG00000159496	ENST00000290691	83081_at
ENSG00000159496	ENST00000460003	83081_at
ENSG00000159496	ENST00000423392	83081_at
ENSG00000159496	ENST00000467354	83081_at
ENSG00000159496	ENST00000452208	83081_at
ENSG00000159496	ENST00000460167	83081_at
ENSG00000159496	ENST00000615003	83081_at
ENSG00000159496	ENST00000612432	83081_at
ENSG00000128218	ENST00000398465	75136_at
ENSG00000128218	ENST00000248948	75136_at
ENSG00000169314	ENST00000477921	81124_at
ENSG00000169314	ENST00000477921	73528_at
ENSG00000169314	ENST00000402217	73528_at
ENSG00000169314	ENST00000305199	73528_at
ENSG00000169314	ENST00000382821	81124_at
ENSG00000169314	ENST00000382821	73528_at
ENSG00000132670	ENST00000380393	83463_at
ENSG00000132670	ENST00000455631	73216_r_at
ENSG00000132670	ENST00000216877	73216_r_at
ENSG00000132670	ENST00000216877	83463_at
ENSG00000132670	ENST00000431048	73216_r_at
ENSG00000132670	ENST00000430705	73216_r_at
ENSG00000132670	ENST00000318266	73216_r_at
ENSG00000132670	ENST00000318266	83463_at
ENSG00000132670	ENST00000356147	83463_at
ENSG00000132670	ENST00000399903	73216_r_at
ENSG00000132670	ENST00000399903	83463_at
ENSG00000266010	ENST00000583490	89731_at
ENSG00000266010	ENST00000583490	89734_g_at
ENSG00000266010	ENST00000649729	89734_g_at
ENSG00000266010	ENST00000579431	89734_g_at
ENSG00000266010	ENST00000584201	89731_at
ENSG00000266010	ENST00000584201	89734_g_at
ENSG00000266010	ENST00000650323	89731_at
ENSG00000266010	ENST00000648976	89731_at
ENSG00000099953	ENST00000493132	75468_at
ENSG00000099953	ENST00000488363	75468_at
ENSG00000099953	ENST00000480185	75468_at
ENSG00000141448	ENST00000269216	80705_f_at
ENSG00000141448	ENST00000581694	80705_f_at
ENSG00000099956	ENST00000644036	90507_at
ENSG00000099956	ENST00000646911	86416_at
ENSG00000099958	ENST00000406855	80262_at
ENSG00000099958	ENST00000404056	90509_at
ENSG00000099958	ENST00000290730	72104_at
ENSG00000134508	ENST00000579963	77248_at
ENSG00000134508	ENST00000256925	72819_r_at
ENSG00000134508	ENST00000256925	77248_at
ENSG00000133460	ENST00000345044	91223_r_at
ENSG00000133460	ENST00000398356	91223_r_at
ENSG00000133460	ENST00000255830	91223_r_at
ENSG00000133460	ENST00000489322	91223_r_at
ENSG00000133460	ENST00000405340	91223_r_at
ENSG00000133460	ENST00000461809	91223_r_at
ENSG00000133460	ENST00000472526	91223_r_at
ENSG00000133460	ENST00000486907	91223_r_at
ENSG00000133460	ENST00000611880	91223_r_at
ENSG00000088836	ENST00000380056	80864_at
ENSG00000088836	ENST00000380059	80864_at
ENSG00000088836	ENST00000642402	80864_at
ENSG00000088836	ENST00000644692	80864_at
ENSG00000088836	ENST00000644011	80864_at
ENSG00000088836	ENST00000647296	80864_at
ENSG00000088836	ENST00000474451	80864_at
ENSG00000149451	ENST00000466620	90688_r_at
ENSG00000149451	ENST00000483362	90688_r_at
ENSG00000149451	ENST00000356518	90688_r_at
ENSG00000149451	ENST00000379861	90688_r_at
ENSG00000149451	ENST00000619289	90688_r_at
ENSG00000149451	ENST00000617732	90688_r_at
ENSG00000149451	ENST00000350009	90688_r_at
ENSG00000141458	ENST00000590723	83107_at
ENSG00000141458	ENST00000590723	85795_at
ENSG00000141458	ENST00000593280	89343_at
ENSG00000099994	ENST00000358321	88995_at
ENSG00000099994	ENST00000463101	88995_at
ENSG00000128262	ENST00000414583	84255_at
ENSG00000225098	ENST00000444246	91641_g_at
ENSG00000225098	ENST00000444246	91639_at
ENSG00000274949	ENST00000620777	75480_at
ENSG00000125843	ENST00000379573	75480_at
ENSG00000125843	ENST00000379567	75480_at
ENSG00000125843	ENST00000455742	75480_at
ENSG00000125843	ENST00000615891	75480_at
ENSG00000125843	ENST00000246041	75480_at
ENSG00000088888	ENST00000428216	76826_at
ENSG00000088888	ENST00000428216	80283_at
ENSG00000088888	ENST00000428216	88885_at
ENSG00000088888	ENST00000416600	76826_at
ENSG00000088888	ENST00000416600	80283_at
ENSG00000088888	ENST00000416600	88885_at
ENSG00000125779	ENST00000497424	74402_at
ENSG00000125779	ENST00000316562	71175_r_at
ENSG00000125779	ENST00000643504	74402_at
ENSG00000125779	ENST00000643504	71175_r_at
ENSG00000125779	ENST00000336066	71175_r_at
ENSG00000125779	ENST00000610179	71175_r_at
ENSG00000125779	ENST00000646394	71175_r_at
ENSG00000125779	ENST00000619433	74402_at
ENSG00000125779	ENST00000621891	74402_at
ENSG00000125779	ENST00000621507	71175_r_at
ENSG00000178803	ENST00000326341	69337_at
ENSG00000100024	ENST00000415388	90368_at
ENSG00000100024	ENST00000415388	76455_at
ENSG00000100024	ENST00000326010	90368_at
ENSG00000100024	ENST00000326010	76455_at
ENSG00000100024	ENST00000498140	90368_at
ENSG00000100024	ENST00000498140	76455_at
ENSG00000100028	ENST00000215829	77648_at
ENSG00000171864	ENST00000305817	81566_at
ENSG00000168234	ENST00000317571	88615_at
ENSG00000168234	ENST00000540918	88615_at
ENSG00000101290	ENST00000460006	76836_at
ENSG00000101290	ENST00000379070	76836_at
ENSG00000284128	ENST00000382243	91641_g_at
ENSG00000284128	ENST00000382243	91639_at
ENSG00000284070	ENST00000639904	90061_at
ENSG00000226995	ENST00000593667	88697_at
ENSG00000226995	ENST00000665426	88697_at
ENSG00000226995	ENST00000661909	88697_at
ENSG00000226995	ENST00000663728	88697_at
ENSG00000226995	ENST00000653999	88697_at
ENSG00000226995	ENST00000663522	88697_at
ENSG00000226995	ENST00000663916	88697_at
ENSG00000226995	ENST00000664972	88697_at
ENSG00000226995	ENST00000670106	88697_at
ENSG00000226995	ENST00000664467	88697_at
ENSG00000226995	ENST00000656534	88697_at
ENSG00000226995	ENST00000414677	88697_at
ENSG00000226995	ENST00000658725	88697_at
ENSG00000226995	ENST00000654514	88697_at
ENSG00000226995	ENST00000663995	88697_at
ENSG00000226995	ENST00000656899	88697_at
ENSG00000226995	ENST00000655376	88697_at
ENSG00000226995	ENST00000664317	88697_at
ENSG00000226995	ENST00000667166	88697_at
ENSG00000226995	ENST00000669067	88697_at
ENSG00000226995	ENST00000654489	88697_at
ENSG00000226995	ENST00000670531	88697_at
ENSG00000226995	ENST00000654250	88697_at
ENSG00000226995	ENST00000656400	88697_at
ENSG00000226995	ENST00000657133	88697_at
ENSG00000226995	ENST00000669038	88697_at
ENSG00000226995	ENST00000656275	88697_at
ENSG00000226995	ENST00000665611	88697_at
ENSG00000226995	ENST00000653836	88697_at
ENSG00000226995	ENST00000653876	88697_at
ENSG00000226995	ENST00000422352	88697_at
ENSG00000226995	ENST00000654287	88697_at
ENSG00000226995	ENST00000420529	88697_at
ENSG00000226995	ENST00000653249	88697_at
ENSG00000226995	ENST00000658058	88697_at
ENSG00000226995	ENST00000664898	88697_at
ENSG00000226995	ENST00000669847	88697_at
ENSG00000226995	ENST00000656638	88697_at
ENSG00000226995	ENST00000671629	88697_at
ENSG00000226995	ENST00000654309	88697_at
ENSG00000226995	ENST00000600157	88697_at
ENSG00000226995	ENST00000668401	88697_at
ENSG00000226995	ENST00000609252	88697_at
ENSG00000226995	ENST00000666158	88697_at
ENSG00000226995	ENST00000669585	88697_at
