Gene stable ID	Transcript stable ID	AFFY C elegans probe
WBGene00004412	Y71F9AL.13a.1	175469_s_at
WBGene00004412	Y71F9AL.13a.1	171797_x_at
WBGene00004412	Y71F9AL.13a.1	177262_s_at
WBGene00004412	Y71F9AL.13a.2	175469_s_at
WBGene00004412	Y71F9AL.13a.2	171797_x_at
WBGene00004412	Y71F9AL.13a.2	177262_s_at
WBGene00004412	Y71F9AL.13b.1	175469_s_at
WBGene00004412	Y71F9AL.13b.1	171797_x_at
WBGene00004412	Y71F9AL.13b.1	177262_s_at
WBGene00004412	Y71F9AL.13b.2	175469_s_at
WBGene00004412	Y71F9AL.13b.2	171797_x_at
WBGene00004412	Y71F9AL.13b.2	177262_s_at
WBGene00004412	Y71F9AL.13b.3	175469_s_at
WBGene00004412	Y71F9AL.13b.3	171797_x_at
WBGene00004412	Y71F9AL.13b.3	177262_s_at
WBGene00004412	Y71F9AL.13b.4	175469_s_at
WBGene00004412	Y71F9AL.13b.4	171797_x_at
WBGene00004412	Y71F9AL.13b.4	177262_s_at
WBGene00004412	Y71F9AL.13b.5	175469_s_at
WBGene00004412	Y71F9AL.13b.5	171797_x_at
WBGene00004412	Y71F9AL.13b.5	177262_s_at
WBGene00004412	Y71F9AL.13b.6	175469_s_at
WBGene00004412	Y71F9AL.13b.6	171797_x_at
WBGene00004412	Y71F9AL.13b.6	177262_s_at
WBGene00004412	Y71F9AL.13b.7	175469_s_at
WBGene00004412	Y71F9AL.13b.7	171797_x_at
WBGene00004412	Y71F9AL.13c	175469_s_at
WBGene00004412	Y71F9AL.13c	171797_x_at
WBGene00004412	Y71F9AL.13d	175469_s_at
WBGene00004412	Y71F9AL.13d	171797_x_at
WBGene00004413	B0250.1.1	174080_s_at
WBGene00004413	B0250.1.1	190162_at
WBGene00004414	F13B10.2a.1	191663_at
WBGene00004414	F13B10.2a.2	191663_at
WBGene00004414	F13B10.2b	191663_at
WBGene00004414	F13B10.2c.1	191663_at
WBGene00004414	F13B10.2d.1	191663_at
WBGene00004414	F13B10.2d.2	191663_at
WBGene00004415	B0041.4.1	173931_s_at
WBGene00004416	F54C9.5.1	191501_at
WBGene00004417	R151.3.1	192679_at
WBGene00004417	R151.3.2	192679_at
WBGene00004417	R151.3.3	192679_at
WBGene00004417	R151.3.4	192679_at
WBGene00004418	F53G12.10.1	190532_at
WBGene00004418	F53G12.10.2	190532_at
WBGene00004418	F53G12.10.3	190532_at
WBGene00004419	Y24D9A.4a.1	176904_s_at
WBGene00004419	Y24D9A.4a.1	175932_s_at
WBGene00004419	Y24D9A.4c.1	176904_s_at
WBGene00004419	Y24D9A.4c.1	175932_s_at
WBGene00004420	R13A5.8.1	173087_s_at
WBGene00004420	R13A5.8.1	187970_s_at
WBGene00004421	F10B5.1.1	192827_at
WBGene00004421	F10B5.1.1	192828_s_at
WBGene00004421	F10B5.1.2	192827_at
WBGene00004421	F10B5.1.2	192828_s_at
WBGene00004422	T22F3.4a.1	193434_s_at
WBGene00004422	T22F3.4b.1	193434_s_at
WBGene00004422	T22F3.4b.2	193434_s_at
WBGene00004422	T22F3.4b.3	193434_s_at
WBGene00004423	F07D10.1.1	192343_s_at
WBGene00004423	F07D10.1.1	173330_s_at
WBGene00004424	JC8.3a.1	173407_s_at
WBGene00004424	JC8.3a.1	175533_s_at
WBGene00004424	JC8.3b	173407_s_at
WBGene00004424	JC8.3b	175533_s_at
WBGene00004424	JC8.3c.1	173407_s_at
WBGene00004424	JC8.3c.1	175533_s_at
WBGene00004424	JC8.3c.2	173407_s_at
WBGene00004424	JC8.3c.2	175533_s_at
WBGene00004424	JC8.3c.3	173407_s_at
WBGene00004424	JC8.3c.3	175533_s_at
WBGene00004424	JC8.3c.4	173407_s_at
WBGene00004424	JC8.3c.4	175533_s_at
WBGene00004424	JC8.3c.5	173407_s_at
WBGene00004424	JC8.3c.5	175533_s_at
WBGene00004424	JC8.3c.6	173407_s_at
WBGene00004424	JC8.3c.6	175533_s_at
WBGene00004424	JC8.3c.7	173407_s_at
WBGene00004424	JC8.3c.7	175533_s_at
WBGene00004425	C32E8.2a.1	190982_at
WBGene00004425	C32E8.2a.2	190982_at
WBGene00004426	C04F12.4.1	188181_at
WBGene00004426	C04F12.4.2	188181_at
WBGene00004427	K11H12.2.1	191915_s_at
WBGene00004427	K11H12.2.1	173375_s_at
WBGene00004428	M01F1.2.1	173269_s_at
WBGene00004428	M01F1.2.1	192155_s_at
WBGene00004428	M01F1.2.2	173269_s_at
WBGene00004428	M01F1.2.2	192155_s_at
WBGene00004429	Y48G8AL.8.1	173380_at
WBGene00004430	Y45F10D.12.1	193571_at
WBGene00004430	Y45F10D.12.1	171798_x_at
WBGene00004430	Y45F10D.12.2	193571_at
WBGene00004430	Y45F10D.12.2	171798_x_at
WBGene00004431	C09D4.5.1	193163_s_at
WBGene00004431	C09D4.5.1	171800_x_at
WBGene00004431	C09D4.5.2	193163_s_at
WBGene00004431	C09D4.5.2	171800_x_at
WBGene00004431	C09D4.5.3	193163_s_at
WBGene00004431	C09D4.5.3	171800_x_at
WBGene00004431	C09D4.5.4	193163_s_at
WBGene00004431	C09D4.5.4	171800_x_at
WBGene00004432	E04A4.8.1	192013_s_at
WBGene00004433	C14B9.7.1	173249_s_at
WBGene00004433	C14B9.7.1	192813_at
WBGene00004434	C27A2.2a.1	172883_x_at
WBGene00004434	C27A2.2a.1	173253_s_at
WBGene00004434	C27A2.2b	172883_x_at
WBGene00004434	C27A2.2b	173253_s_at
WBGene00004435	B0336.10.1	173275_s_at
WBGene00004435	B0336.10.2	173275_s_at
WBGene00004435	B0336.10.3	173275_s_at
WBGene00004436	D1007.12.1	173243_s_at
WBGene00004436	D1007.12.1	191367_at
WBGene00004437	C03D6.8.1	189887_at
WBGene00004438	F55D10.2.1	193097_s_at
WBGene00004439	F52B5.6.1	192887_at
WBGene00004439	F52B5.6.2	192887_at
WBGene00004439	F52B5.6.3	192887_at
WBGene00004439	F52B5.6.4	192887_at
WBGene00004439	F52B5.6.5	192887_at
WBGene00004440	F28C6.7a.1	193251_s_at
WBGene00004440	F28C6.7a.1	194186_x_at
WBGene00004440	F28C6.7b.1	193251_s_at
WBGene00004440	F28C6.7b.1	194186_x_at
WBGene00004440	F28C6.7c.1	193251_s_at
WBGene00004440	F28C6.7c.1	194186_x_at
WBGene00004441	C53H9.1.1	172865_x_at
WBGene00004441	C53H9.1.2	172865_x_at
WBGene00004442	R11D1.8.1	192805_at
WBGene00004442	R11D1.8.2	192805_at
WBGene00004443	B0513.3a.1	172911_x_at
WBGene00004443	B0513.3b.1	172911_x_at
WBGene00004444	Y106G6H.3a.1	188283_at
WBGene00004444	Y106G6H.3b	188283_at
WBGene00004444	Y106G6H.3c.1	188283_at
WBGene00004444	Y106G6H.3c.2	188283_at
WBGene00004445	W09C5.6a.1	192592_s_at
WBGene00004445	W09C5.6a.1	172890_x_at
WBGene00004445	W09C5.6a.1	171940_x_at
WBGene00004445	W09C5.6b.1	192592_s_at
WBGene00004445	W09C5.6b.1	172890_x_at
WBGene00004445	W09C5.6b.1	171940_x_at
WBGene00004445	W09C5.6b.2	192592_s_at
WBGene00004445	W09C5.6b.2	172890_x_at
WBGene00004445	W09C5.6b.2	171940_x_at
WBGene00004445	W09C5.6b.3	192592_s_at
WBGene00004445	W09C5.6b.3	172890_x_at
WBGene00004445	W09C5.6b.3	171940_x_at
WBGene00004445	W09C5.6b.4	192592_s_at
WBGene00004445	W09C5.6b.4	172890_x_at
WBGene00004445	W09C5.6b.4	171940_x_at
WBGene00004445	W09C5.6b.5	192592_s_at
WBGene00004445	W09C5.6b.5	172890_x_at
WBGene00004445	W09C5.6b.5	171940_x_at
WBGene00004446	T24B8.1a.1	173248_s_at
WBGene00004446	T24B8.1a.2	173248_s_at
WBGene00004446	T24B8.1a.3	173248_s_at
WBGene00004446	T24B8.1b.1	173248_s_at
WBGene00004447	F10E7.7.1	193286_s_at
WBGene00004447	F10E7.7.1	171786_x_at
WBGene00004447	F10E7.7.2	193286_s_at
WBGene00004447	F10E7.7.3	193286_s_at
WBGene00004448	C42C1.14.1	175065_s_at
WBGene00004449	ZK652.4.1	173351_s_at
WBGene00004449	ZK652.4.1	188764_at
WBGene00004449	ZK652.4.2	173351_s_at
WBGene00004449	ZK652.4.2	188764_at
WBGene00004449	ZK652.4.3	173351_s_at
WBGene00004449	ZK652.4.3	188764_at
WBGene00004450	F37C12.4.1	173331_s_at
WBGene00004450	F37C12.4.2	173331_s_at
WBGene00004451	C54C6.1.1	193079_s_at
WBGene00004451	C54C6.1.2	193079_s_at
WBGene00004451	C54C6.1.3	193079_s_at
WBGene00004452	C06B8.8.1	188466_s_at
WBGene00004452	C06B8.8.1	171957_x_at
WBGene00004452	C06B8.8.2	188466_s_at
WBGene00004452	C06B8.8.2	171957_x_at
WBGene00004452	C06B8.8.3	188466_s_at
WBGene00004452	C06B8.8.3	171957_x_at
WBGene00004452	C06B8.8.4	188466_s_at
WBGene00004452	C06B8.8.4	171957_x_at
WBGene00004452	C06B8.8.5	188466_s_at
WBGene00004452	C06B8.8.5	171957_x_at
WBGene00004452	C06B8.8.6	188466_s_at
WBGene00004452	C06B8.8.6	171957_x_at
WBGene00004452	C06B8.8.7	188466_s_at
WBGene00004452	C06B8.8.7	171957_x_at
WBGene00004453	C26F1.9.1	172910_at
WBGene00004454	C09H10.2.1	190847_s_at
WBGene00004454	C09H10.2.2	190847_s_at
WBGene00004456	Y48B6A.2.1	173333_s_at
WBGene00004456	Y48B6A.2.2	173333_s_at
WBGene00004456	Y48B6A.2.3	173333_s_at
WBGene00004457	C01B7.6.1	181455_s_at
WBGene00004457	C01B7.6.1	173636_at
WBGene00004457	C01B7.6.1	175875_s_at
WBGene00004458	T22D1.9.1	173655_s_at
WBGene00004459	C23G10.4a.1	189994_at
WBGene00004459	C23G10.4a.1	193503_s_at
WBGene00004459	C23G10.4a.2	189994_at
WBGene00004459	C23G10.4a.2	193503_s_at
WBGene00004459	C23G10.4b.1	189994_at
WBGene00004459	C23G10.4b.1	193503_s_at
WBGene00004459	C23G10.4b.2	189994_at
WBGene00004459	C23G10.4b.2	193503_s_at
WBGene00004459	C23G10.4b.3	189994_at
WBGene00004459	C23G10.4b.3	193503_s_at
WBGene00004460	C30C11.2.1	187979_at
WBGene00004460	C30C11.2.2	187979_at
WBGene00004461	F10G7.8.1	180117_s_at
WBGene00004461	F10G7.8.2	180117_s_at
WBGene00004462	F57B9.10a.1	184582_s_at
WBGene00004462	F57B9.10b.1	184582_s_at
WBGene00004463	F49C12.8.1	188415_at
WBGene00004464	R12E2.3.1	187980_at
WBGene00004465	T06D8.8.1	187950_s_at
WBGene00004465	T06D8.8.2	187950_s_at
WBGene00004466	B0205.3.1	173653_at
WBGene00004466	B0205.3.1	188262_s_at
WBGene00004466	B0205.3.2	173653_at
WBGene00004466	B0205.3.2	188262_s_at
WBGene00004467	K07D4.3.1	188150_s_at
WBGene00004468	ZK20.5.1	193048_at
WBGene00004468	ZK20.5.2	193048_at
WBGene00004469	B0393.1.1	192558_s_at
WBGene00004469	B0393.1.1	172946_s_at
WBGene00004469	B0393.1.2	192558_s_at
WBGene00004469	B0393.1.2	172946_s_at
WBGene00004470	F56F3.5.1	193146_at
WBGene00004470	F56F3.5.2	193146_at
WBGene00004471	C49H3.11.1	192310_s_at
WBGene00004471	C49H3.11.2	192310_s_at
WBGene00004472	C23G10.3.1	192701_at
WBGene00004472	C23G10.3.1	192702_s_at
WBGene00004473	Y43B11AR.4.1	173887_s_at
WBGene00004474	T05E11.1.1	174085_s_at
WBGene00004474	T05E11.1.1	191618_s_at
WBGene00004475	Y71A12B.1a.1	192860_at
WBGene00004475	Y71A12B.1b.1	192860_at
WBGene00004475	Y71A12B.1c.1	192860_at
WBGene00004475	Y71A12B.1c.2	192860_at
WBGene00004476	ZC434.2.1	192562_at
WBGene00004477	F42C5.8a.1	193021_s_at
WBGene00004477	F42C5.8b.1	193021_s_at
WBGene00004477	F42C5.8b.2	193021_s_at
WBGene00004477	F42C5.8b.3	193021_s_at
WBGene00004477	F42C5.8b.4	193021_s_at
WBGene00004477	F42C5.8b.5	193021_s_at
WBGene00004477	F42C5.8b.6	193021_s_at
WBGene00004478	F40F8.10.1	192585_s_at
WBGene00004478	F40F8.10.1	173112_s_at
WBGene00004479	D1007.6.1	174138_s_at
WBGene00004479	D1007.6.1	173367_s_at
WBGene00004479	D1007.6.1	192932_at
WBGene00004480	F40F11.1.1	192434_at
WBGene00004480	F40F11.1.1	171954_x_at
WBGene00004481	F54E7.2.1	185359_at
WBGene00004481	F54E7.2.2	185359_at
WBGene00004481	F54E7.2.3	185359_at
WBGene00004481	F54E7.2.4	185359_at
WBGene00004482	C16A3.9.1	174511_s_at
WBGene00004483	F37C12.9.1	192991_s_at
WBGene00004483	F37C12.9.1	192990_at
WBGene00004483	F37C12.9.2	192991_s_at
WBGene00004483	F37C12.9.2	192990_at
WBGene00004484	F36A2.6.1	192877_at
WBGene00004485	T01C3.6.1	191545_at
WBGene00004485	T01C3.6.1	173329_s_at
WBGene00004485	T01C3.6.2	191545_at
WBGene00004485	T01C3.6.2	173329_s_at
WBGene00004486	T08B2.10.1	193197_at
WBGene00004486	T08B2.10.1	193198_s_at
WBGene00004486	T08B2.10.2	193197_at
WBGene00004486	T08B2.10.2	193198_s_at
WBGene00004487	Y57G11C.16.1	192736_at
WBGene00004488	T05F1.3.1	192763_at
WBGene00004488	T05F1.3.1	173251_s_at
WBGene00004489	Y105E8A.16.1	176041_s_at
WBGene00004489	Y105E8A.16.2	176041_s_at
WBGene00004490	F37C12.11.1	172939_x_at
WBGene00004490	F37C12.11.1	173369_s_at
WBGene00004491	F53A3.3a.1	171994_x_at
WBGene00004491	F53A3.3a.1	172892_x_at
WBGene00004491	F53A3.3a.2	171994_x_at
WBGene00004491	F53A3.3a.2	172892_x_at
WBGene00004491	F53A3.3a.3	171994_x_at
WBGene00004491	F53A3.3a.3	172892_x_at
WBGene00004491	F53A3.3a.4	171994_x_at
WBGene00004491	F53A3.3a.4	172892_x_at
WBGene00004491	F53A3.3b.1	171994_x_at
WBGene00004491	F53A3.3b.1	172892_x_at
WBGene00004492	F28D1.7a.1	192687_s_at
WBGene00004492	F28D1.7a.1	192686_at
WBGene00004492	F28D1.7a.2	192687_s_at
WBGene00004492	F28D1.7a.2	192686_at
WBGene00004492	F28D1.7b	192687_s_at
WBGene00004493	T07A9.11.1	175100_s_at
WBGene00004493	T07A9.11.2	175100_s_at
WBGene00004493	T07A9.11.3	175100_s_at
WBGene00004493	T07A9.11.4	175100_s_at
WBGene00004494	K02B2.5.1	189778_s_at
WBGene00004494	K02B2.5.2	189778_s_at
WBGene00004495	F39B2.6.1	192800_s_at
WBGene00004495	F39B2.6.2	192800_s_at
WBGene00004495	F39B2.6.3	192800_s_at
WBGene00004496	F56E10.4.1	173246_s_at
WBGene00004496	F56E10.4.2	173246_s_at
WBGene00004497	Y41D4B.5.1	172083_x_at
WBGene00004498	B0412.4.1	174300_s_at
WBGene00004499	C26F1.4.1	193803_s_at
WBGene00004499	C26F1.4.1	193802_at
WBGene00004499	C26F1.4.2	193803_s_at
WBGene00004499	C26F1.4.2	193802_at
WBGene00004499	C26F1.4.3	193803_s_at
WBGene00004499	C26F1.4.3	193802_at
WBGene00004501	C52E4.4.1	173893_at
WBGene00004501	C52E4.4.1	173894_s_at
WBGene00004501	C52E4.4.2	173893_at
WBGene00004501	C52E4.4.2	173894_s_at
WBGene00004502	F29G9.5.1	190174_s_at
WBGene00004502	F29G9.5.1	173034_s_at
WBGene00004503	F23F12.6.1	188631_at
WBGene00004503	F23F12.6.2	188631_at
WBGene00004504	F23F1.8a.1	188424_s_at
WBGene00004504	F23F1.8b.1	188424_s_at
WBGene00004505	F56H1.4.1	189654_s_at
WBGene00004506	Y49E10.1.1	194011_at
WBGene00004507	C18H9.7.1	190256_s_at
WBGene00004508	F26A3.8a.1	172670_x_at
WBGene00004508	F26A3.8a.1	175649_s_at
WBGene00004508	F26A3.8b.1	172670_x_at
WBGene00004508	F26A3.8b.1	175649_s_at
WBGene00004508	F26A3.8c	172670_x_at
WBGene00004508	F26A3.8c	175649_s_at
WBGene00004509	M01G12.12.1	176778_s_at
WBGene00004510	F10B5.7.1	178112_at
WBGene00004622	F31C3.9	171767_x_at
WBGene00004622	F31C3.9	173372_at
WBGene00004622	F31C3.9	173203_at
WBGene00004622	F31C3.9	194189_x_at
WBGene00004622	F31C3.9	171971_x_at
WBGene00004622	F31C3.9	173156_s_at
WBGene00004622	F31C3.9	173149_at
WBGene00004622	F31C3.9	173281_s_at
WBGene00004622	F31C3.9	173392_s_at
WBGene00004622	F31C3.9	171904_x_at
WBGene00004677	F31C3.10	171767_x_at
WBGene00004677	F31C3.10	173372_at
WBGene00004677	F31C3.10	173281_s_at
WBGene00004679	F26F4.10a.1	191704_s_at
WBGene00004679	F26F4.10a.2	191704_s_at
WBGene00004679	F26F4.10b.1	191704_s_at
WBGene00004679	F26F4.10b.2	191704_s_at
WBGene00004680	C29H12.1.1	190915_at
WBGene00004681	F52G2.2a.1	177582_s_at
WBGene00004681	F52G2.2a.1	171930_x_at
WBGene00004681	F52G2.2b.1	177582_s_at
WBGene00004681	F52G2.2b.2	177582_s_at
WBGene00004681	F52G2.2c.1	177582_s_at
WBGene00004681	F52G2.2d.1	177582_s_at
WBGene00004682	C34E11.1.1	174664_at
WBGene00004682	C34E11.1.1	192123_at
WBGene00004684	F16D3.2.1	177822_s_at
WBGene00004684	F16D3.2.2	177822_s_at
WBGene00004698	W02B12.3a.1	194244_x_at
WBGene00004698	W02B12.3a.1	193678_at
WBGene00004698	W02B12.3a.1	171806_x_at
WBGene00004698	W02B12.3b.1	194244_x_at
WBGene00004698	W02B12.3b.1	193678_at
WBGene00004698	W02B12.3b.1	171806_x_at
WBGene00004698	W02B12.3b.2	194244_x_at
WBGene00004698	W02B12.3b.2	193678_at
WBGene00004698	W02B12.3b.2	171806_x_at
WBGene00004698	W02B12.3c.1	194244_x_at
WBGene00004698	W02B12.3c.1	193678_at
WBGene00004698	W02B12.3c.1	171806_x_at
WBGene00004698	W02B12.3d	194244_x_at
WBGene00004698	W02B12.3d	193678_at
WBGene00004698	W02B12.3d	171806_x_at
WBGene00004699	W02B12.2.1	193674_s_at
WBGene00004699	W02B12.2.1	171835_x_at
WBGene00004700	Y111B2A.18.1	189582_s_at
WBGene00004700	Y111B2A.18.2	189582_s_at
WBGene00004700	Y111B2A.18.2	173789_at
WBGene00004700	Y111B2A.18.3	189582_s_at
WBGene00004700	Y111B2A.18.3	173789_at
WBGene00004700	Y111B2A.18.4	189582_s_at
WBGene00004700	Y111B2A.18.5	189582_s_at
WBGene00004700	Y111B2A.18.5	173789_at
WBGene00004701	EEED8.7a.1	190239_s_at
WBGene00004701	EEED8.7a.1	174000_at
WBGene00004701	EEED8.7b.1	190239_s_at
WBGene00004701	EEED8.7b.1	174000_at
WBGene00004702	T28D9.2a.1	189363_at
WBGene00004702	T28D9.2a.1	171761_x_at
WBGene00004702	T28D9.2b.1	189363_at
WBGene00004702	T28D9.2b.1	171761_x_at
WBGene00004702	T28D9.2b.2	189363_at
WBGene00004702	T28D9.2b.2	171761_x_at
WBGene00004703	C33H5.12a.1	192183_s_at
WBGene00004703	C33H5.12b	192183_s_at
WBGene00004703	C33H5.12c	192183_s_at
WBGene00004704	D2089.1a.1	192018_at
WBGene00004704	D2089.1b.1	192018_at
WBGene00004705	C18D11.4a.1	173352_s_at
WBGene00004705	C18D11.4a.1	194005_s_at
WBGene00004705	C18D11.4a.2	173352_s_at
WBGene00004705	C18D11.4a.2	194005_s_at
WBGene00004705	C18D11.4b.1	173352_s_at
WBGene00004705	C18D11.4b.1	194005_s_at
WBGene00004706	F28D9.1.1	187907_s_at
WBGene00004706	F28D9.1.1	171871_x_at
WBGene00004706	F28D9.1.2	187907_s_at
WBGene00004706	F28D9.1.2	171871_x_at
WBGene00004719	F15A2.6a.1	174639_at
WBGene00004719	F15A2.6a.1	193978_at
WBGene00004719	F15A2.6b.1	174639_at
WBGene00004719	F15A2.6b.1	193978_at
WBGene00004721	ZC328.4.1	181807_at
WBGene00004723	C08B11.5.1	191792_s_at
WBGene00004726	F10E9.8.1	176147_s_at
WBGene00004727	R11G1.4a.1	175722_s_at
WBGene00004727	R11G1.4b.1	175722_s_at
WBGene00004728	F21H11.2a.1	184861_at
WBGene00004728	F21H11.2b.1	184861_at
WBGene00004729	ZK377.2a.1	188034_s_at
WBGene00004729	ZK377.2a.1	175413_s_at
WBGene00004729	ZK377.2b.1	188034_s_at
WBGene00004729	ZK377.2b.1	175413_s_at
WBGene00004732	C18F3.2a.1	190677_at
WBGene00004732	C18F3.2a.1	174238_at
WBGene00004732	C18F3.2a.1	174590_s_at
WBGene00004732	C18F3.2a.1	174589_at
WBGene00004732	C18F3.2b.1	190677_at
WBGene00004732	C18F3.2b.1	174238_at
WBGene00004732	C18F3.2b.1	174590_s_at
WBGene00004732	C18F3.2b.1	174589_at
WBGene00004732	C18F3.2c.1	190677_at
WBGene00004732	C18F3.2c.1	174238_at
WBGene00004732	C18F3.2c.1	174590_s_at
WBGene00004732	C18F3.2c.1	174589_at
WBGene00004732	C18F3.2d.1	190677_at
WBGene00004732	C18F3.2d.1	174238_at
WBGene00004732	C18F3.2d.1	174590_s_at
WBGene00004732	C18F3.2d.1	174589_at
WBGene00004732	C18F3.2e.1	190677_at
WBGene00004732	C18F3.2e.1	174238_at
WBGene00004732	C18F3.2e.1	174590_s_at
WBGene00004732	C18F3.2e.1	174589_at
WBGene00004732	C18F3.2f.1	190677_at
WBGene00004732	C18F3.2f.1	174238_at
WBGene00004732	C18F3.2f.1	174590_s_at
WBGene00004732	C18F3.2f.1	174589_at
WBGene00004735	Y47D3B.7.1	192735_s_at
WBGene00004736	K11D9.2a.1	188973_at
WBGene00004736	K11D9.2a.1	174094_at
WBGene00004736	K11D9.2a.1	174028_at
WBGene00004736	K11D9.2a.1	188971_s_at
WBGene00004736	K11D9.2b.1	174094_at
WBGene00004736	K11D9.2b.1	188971_s_at
WBGene00004736	K11D9.2b.2	174094_at
WBGene00004736	K11D9.2b.2	188971_s_at
WBGene00004736	K11D9.2b.3	174094_at
WBGene00004736	K11D9.2b.3	188971_s_at
WBGene00004736	K11D9.2c.1	188973_at
WBGene00004736	K11D9.2c.1	174028_at
WBGene00004736	K11D9.2c.1	188971_s_at
WBGene00004737	F10G7.4.1	193295_at
WBGene00004738	F18E2.3.1	178399_s_at
WBGene00004739	H20J18.1a.1	173819_s_at
WBGene00004739	H20J18.1a.1	174807_s_at
WBGene00004739	H20J18.1a.1	173818_at
WBGene00004739	H20J18.1a.1	174806_at
WBGene00004739	H20J18.1a.1	178371_at
WBGene00004739	H20J18.1a.2	173819_s_at
WBGene00004739	H20J18.1a.2	174807_s_at
WBGene00004739	H20J18.1a.2	173818_at
WBGene00004739	H20J18.1a.2	174806_at
WBGene00004739	H20J18.1a.2	178371_at
WBGene00004739	H20J18.1b.1	173819_s_at
WBGene00004739	H20J18.1b.1	174807_s_at
WBGene00004739	H20J18.1b.1	173818_at
WBGene00004739	H20J18.1b.1	174806_at
WBGene00004739	H20J18.1b.2	173819_s_at
WBGene00004739	H20J18.1b.2	174807_s_at
WBGene00004739	H20J18.1b.2	173818_at
WBGene00004739	H20J18.1b.2	174806_at
WBGene00004740	T10H9.2.1	191141_at
WBGene00004740	T10H9.2.1	173068_at
WBGene00004742	F49E11.9.1	192623_at
WBGene00004743	M01D7.2a.1	173458_at
WBGene00004743	M01D7.2a.1	176728_s_at
WBGene00004743	M01D7.2b.1	173458_at
WBGene00004743	M01D7.2b.1	176728_s_at
WBGene00004743	M01D7.2c.1	173458_at
WBGene00004743	M01D7.2c.1	176728_s_at
WBGene00004744	D2013.8a.1	187932_at
WBGene00004744	D2013.8a.1	174961_s_at
WBGene00004744	D2013.8b.1	187932_at
WBGene00004744	D2013.8b.1	174961_s_at
WBGene00004744	D2013.8b.2	187932_at
WBGene00004744	D2013.8b.2	174961_s_at
WBGene00004745	F52E10.1.1	174953_s_at
WBGene00004745	F52E10.1.1	193642_at
WBGene00004746	C35C5.1.1	175632_at
WBGene00004746	C35C5.1.1	173447_s_at
WBGene00004746	C35C5.1.2	175632_at
WBGene00004746	C35C5.1.2	173447_s_at
WBGene00004747	C25D7.3.1	192294_s_at
WBGene00004748	Y44A6D.4.1	191898_at
WBGene00004749	F57C7.3a.1	190774_s_at
WBGene00004749	F57C7.3a.1	173872_at
WBGene00004749	F57C7.3b.1	190774_s_at
WBGene00004749	F57C7.3b.1	173872_at
WBGene00004750	F19B10.9.1	185577_s_at
WBGene00004751	K10G6.3a.1	174157_at
WBGene00004751	K10G6.3a.1	180867_at
WBGene00004751	K10G6.3b.1	174157_at
WBGene00004751	K10G6.3b.1	180867_at
WBGene00004751	K10G6.3c.1	174157_at
WBGene00004751	K10G6.3c.1	180867_at
WBGene00004751	K10G6.3d.1	174157_at
WBGene00004751	K10G6.3d.1	180867_at
WBGene00004751	K10G6.3e.1	174157_at
WBGene00004751	K10G6.3e.1	180867_at
WBGene00004751	K10G6.3f.1	174157_at
WBGene00004751	K10G6.3f.1	180867_at
WBGene00004751	K10G6.3g.1	174157_at
WBGene00004751	K10G6.3g.1	180867_at
WBGene00004751	K10G6.3i.1	174157_at
WBGene00004751	K10G6.3i.1	180867_at
WBGene00004751	K10G6.3k.1	174157_at
WBGene00004751	K10G6.3k.1	180867_at
WBGene00004751	K10G6.3n.1	174157_at
WBGene00004751	K10G6.3n.1	180867_at
WBGene00004751	K10G6.3n.2	174157_at
WBGene00004751	K10G6.3n.2	180867_at
WBGene00004751	K10G6.3o.1	174157_at
WBGene00004751	K10G6.3o.1	180867_at
WBGene00004751	K10G6.3o.2	174157_at
WBGene00004751	K10G6.3o.2	180867_at
WBGene00004751	K10G6.3p.1	174157_at
WBGene00004751	K10G6.3p.1	180867_at
WBGene00004751	K10G6.3q.1	174157_at
WBGene00004751	K10G6.3q.1	180867_at
WBGene00004751	K10G6.3r.1	174157_at
WBGene00004751	K10G6.3r.1	180867_at
WBGene00004751	K10G6.3s.1	174157_at
WBGene00004751	K10G6.3s.1	180867_at
WBGene00004752	T23G7.4.1	178628_s_at
WBGene00004753	Y106G6H.7.1	185235_at
WBGene00004754	Y113G7A.3.1	185913_at
WBGene00004754	Y113G7A.3.1	173356_s_at
WBGene00004755	F12F6.6.1	174907_at
WBGene00004755	F12F6.6.1	192713_s_at
WBGene00004756	ZC518.2.1	189251_at
WBGene00004756	ZC518.2.1	174397_at
WBGene00004758	R03G5.2.1	175279_s_at
WBGene00004758	R03G5.2.1	192392_at
WBGene00004758	R03G5.2.2	175279_s_at
WBGene00004758	R03G5.2.2	192392_at
WBGene00004759	F45D3.5.1	175610_at
WBGene00004759	F45D3.5.1	193544_s_at
WBGene00004759	F45D3.5.2	175610_at
WBGene00004759	F45D3.5.2	193544_s_at
WBGene00004760	F10F2.1.1	192668_s_at
WBGene00004762	F35G12.3a.1	172873_x_at
WBGene00004762	F35G12.3a.1	173477_at
WBGene00004762	F35G12.3a.1	190859_s_at
WBGene00004762	F35G12.3a.2	172873_x_at
WBGene00004762	F35G12.3a.2	173477_at
WBGene00004762	F35G12.3a.2	190859_s_at
WBGene00004762	F35G12.3b.1	172873_x_at
WBGene00004762	F35G12.3b.1	173478_at
WBGene00004764	K04G11.2.1	182467_at
WBGene00004764	K04G11.2.1	181872_at
WBGene00004765	C32A3.1a.1	188796_s_at
WBGene00004765	C32A3.1b.1	188796_s_at
WBGene00004766	W02D7.7.1	192625_s_at
WBGene00004767	F55B12.3a.1	175651_at
