Paper	PMID	GSE	Platform	Experiment	Type	GSM	Tissue	Life_stage	Genotype	Species
WBPaper00029387	17499272	GSE7125	GPL3518(This microarray is printed in singlet with the Operon's C. elegans Genome Oligo Set Version 1 consists of 19,873 70mer probes representing 20,445 Caenorhabditis elegans gene transcripts plus 12 controls. The probes were designed from the WormPep DNA Release 75 database, maintained and developed by the Sanger Institute (Cambridge, UK) (www.sanger.ac.uk). The array is printed on NUNC poly-L-lysine coated slides using BioRad VersArray Chipwriter Pro.)	WBPaper00029387:control_rep4	microarray	GEO record: GSM171761	N.A. vs. N.A.	WBls:0000064(1-day post-L4 adult hermaphrodite Ce) vs. WBls:0000064(1-day post-L4 adult hermaphrodite Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00029387	17499272	GSE7125	GPL3518(This microarray is printed in singlet with the Operon's C. elegans Genome Oligo Set Version 1 consists of 19,873 70mer probes representing 20,445 Caenorhabditis elegans gene transcripts plus 12 controls. The probes were designed from the WormPep DNA Release 75 database, maintained and developed by the Sanger Institute (Cambridge, UK) (www.sanger.ac.uk). The array is printed on NUNC poly-L-lysine coated slides using BioRad VersArray Chipwriter Pro.)	WBPaper00029387:PCB52-exposed_rep1	microarray	GEO record: GSM171762	N.A. vs. N.A.	WBls:0000064(1-day post-L4 adult hermaphrodite Ce) vs. WBls:0000064(1-day post-L4 adult hermaphrodite Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00029387	17499272	GSE7125	GPL3518(This microarray is printed in singlet with the Operon's C. elegans Genome Oligo Set Version 1 consists of 19,873 70mer probes representing 20,445 Caenorhabditis elegans gene transcripts plus 12 controls. The probes were designed from the WormPep DNA Release 75 database, maintained and developed by the Sanger Institute (Cambridge, UK) (www.sanger.ac.uk). The array is printed on NUNC poly-L-lysine coated slides using BioRad VersArray Chipwriter Pro.)	WBPaper00029387:PCB52-exposed_rep2	microarray	GEO record: GSM171763	N.A. vs. N.A.	WBls:0000064(1-day post-L4 adult hermaphrodite Ce) vs. WBls:0000064(1-day post-L4 adult hermaphrodite Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00029387	17499272	GSE7125	GPL3518(This microarray is printed in singlet with the Operon's C. elegans Genome Oligo Set Version 1 consists of 19,873 70mer probes representing 20,445 Caenorhabditis elegans gene transcripts plus 12 controls. The probes were designed from the WormPep DNA Release 75 database, maintained and developed by the Sanger Institute (Cambridge, UK) (www.sanger.ac.uk). The array is printed on NUNC poly-L-lysine coated slides using BioRad VersArray Chipwriter Pro.)	WBPaper00029387:PCB52-exposed_rep3	microarray	GEO record: GSM171764	N.A. vs. N.A.	WBls:0000064(1-day post-L4 adult hermaphrodite Ce) vs. WBls:0000064(1-day post-L4 adult hermaphrodite Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00029387	17499272	GSE7125	GPL3518(This microarray is printed in singlet with the Operon's C. elegans Genome Oligo Set Version 1 consists of 19,873 70mer probes representing 20,445 Caenorhabditis elegans gene transcripts plus 12 controls. The probes were designed from the WormPep DNA Release 75 database, maintained and developed by the Sanger Institute (Cambridge, UK) (www.sanger.ac.uk). The array is printed on NUNC poly-L-lysine coated slides using BioRad VersArray Chipwriter Pro.)	WBPaper00029387:PCB52-exposed_rep4	microarray	GEO record: GSM171765	N.A. vs. N.A.	WBls:0000064(1-day post-L4 adult hermaphrodite Ce) vs. WBls:0000064(1-day post-L4 adult hermaphrodite Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00029437	17526642	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00029437:dcr-1_unc-32	microarray	N.A.	N.A.	WBls:0000041(adult Ce)	dcr-1(ok247)/unc-32(e189) III.	Caenorhabditis elegans
WBPaper00029437	17526642	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00029437:N2	microarray	N.A.	N.A.	WBls:0000041(adult Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00029437	17526642	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00029437:rde-1	microarray	N.A.	N.A.	WBls:0000041(adult Ce)	rde-1(ne219) or rde-1(ne300)	Caenorhabditis elegans
WBPaper00029437	17526642	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00029437:rde-4	microarray	N.A.	N.A.	WBls:0000041(adult Ce)	rde-4(ne299) or rde-4(ne337)	Caenorhabditis elegans
WBPaper00029437	17526642	N.A.	GPL?(Affymetrix_C.elegans_Genome_Array)	WBPaper00029437:unc-32	microarray	N.A.	N.A.	WBls:0000041(adult Ce)	unc-32(e189)III.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_4h_rep1	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_4h_rep2	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_4h_rep3	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_4h_rep4	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_4h_rep5	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_4h_rep6	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_4h_rep7	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_4h_rep8	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_4h_rep9	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_4h_rep10	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_4h_rep11	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_4h_rep12	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_4h_rep13	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_4h_rep14	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_4h_rep15	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_4h_rep16	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_4h_rep17	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_4h_rep18	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_24h_rep1	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_24h_rep2	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_24h_rep3	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_24h_rep4	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_24h_rep5	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_24h_rep6	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_24h_rep7	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_24h_rep8	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_24h_rep9	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_24h_rep10	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_24h_rep11	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_24h_rep12	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_24h_rep13	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_24h_rep14	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_24h_rep15	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_24h_rep16	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_24h_rep17	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030811	17592649	GSE7535	GPL2875(Agilent_C.elegans_Oligo_Microarray)	WBPaper00030811:C.elegans_Cd_24h_rep18	microarray	N.A.	N.A. vs. N.A.	WBls:0000002(all stages Ce) vs. WBls:0000002(all stages Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Embryonic_Pan-neural_Rep1_Set1	microarray	N.A.	WBbt:0003679(neuron)	WBls:0000003(embryo Ce)	evIs111[F25B3.3::GFP]	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Embryonic_Pan-neural_Rep2_Set1	microarray	N.A.	WBbt:0003679(neuron)	WBls:0000003(embryo Ce)	evIs111[F25B3.3::GFP]	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Embryonic_Pan-neural_Rep3_Set1	microarray	N.A.	WBbt:0003679(neuron)	WBls:0000003(embryo Ce)	evIs111[F25B3.3::GFP]	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Embryonic_Reference_Rep1_Set1	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	N2	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Embryonic_Reference_Rep2_Set1	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	N2	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Embryonic_Reference_Rep3_Set1	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	N2	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Embryonic_Reference_Rep4_Set1	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	N2	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Larval_A-class_Rep1_Set3	microarray	N.A.	N.A.	WBls:0000027(L2 larva Ce)	wdEx257[unc-4::3XFLAG::PAB-1]	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Larval_A-class_Rep2_Set3	microarray	N.A.	N.A.	WBls:0000027(L2 larva Ce)	wdEx257[unc-4::3XFLAG::PAB-1]	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Larval_A-class_Rep3_Set3	microarray	N.A.	N.A.	WBls:0000027(L2 larva Ce)	wdEx257[unc-4::3XFLAG::PAB-1]	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Larval_A-class_Rep4_Set3	microarray	N.A.	N.A.	WBls:0000027(L2 larva Ce)	wdEx257[unc-4::3XFLAG::PAB-1]	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Larval_Pan-neural_Rep1_Set2	microarray	N.A.	WBbt:0003679(neuron)	WBls:0000027(L2 larva Ce)	gaIs153[F25B3.3::FLAG::PAB-1]	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Larval_Pan-neural_Rep2_Set2	microarray	N.A.	WBbt:0003679(neuron)	WBls:0000027(L2 larva Ce)	gaIs153[F25B3.3::FLAG::PAB-1]	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Larval_Pan-neural_Rep3_Set2	microarray	N.A.	WBbt:0003679(neuron)	WBls:0000027(L2 larva Ce)	gaIs153[F25B3.3::FLAG::PAB-1]	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Larval_Reference_Rep1_Set1	microarray	N.A.	N.A.	WBls:0000027(L2 larva Ce)	N2	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Larval_Reference_Rep1_Set3	microarray	N.A.	N.A.	WBls:0000027(L2 larva Ce)	N2	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Larval_Reference_Rep2_Set1	microarray	N.A.	N.A.	WBls:0000027(L2 larva Ce)	N2	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Larval_Reference_Rep2_Set3	microarray	N.A.	N.A.	WBls:0000027(L2 larva Ce)	N2	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Larval_Reference_Rep3_Set1	microarray	N.A.	N.A.	WBls:0000027(L2 larva Ce)	N2	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Larval_Reference_Rep3_Set3	microarray	N.A.	N.A.	WBls:0000027(L2 larva Ce)	N2	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Larval_Reference_Rep4_Set2	microarray	N.A.	N.A.	WBls:0000027(L2 larva Ce)	N2	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Larval_Reference_Rep4_Set3	microarray	N.A.	N.A.	WBls:0000027(L2 larva Ce)	N2	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Larval_Reference_Rep5_Set2	microarray	N.A.	N.A.	WBls:0000027(L2 larva Ce)	N2	Caenorhabditis elegans
WBPaper00030839	17612406	GSE8004	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00030839:Larval_Reference_Rep5_Set3	microarray	N.A.	N.A.	WBls:0000027(L2 larva Ce)	N2	Caenorhabditis elegans
WBPaper00030980	17785534	N.A.	GPL?(Affymetrix_C.elegans_Tiling_Array_1.0R)	WBPaper00030980:mixed_stage_non-polyadenylated_RNA	microarray	N.A.	N.A.	WBls:0000002(all stages Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030980	17785534	N.A.	GPL?(Affymetrix_C.elegans_Tiling_Array_1.0R)	WBPaper00030980:mixed_stage_polyadenylated_RNA	microarray	N.A.	N.A.	WBls:0000002(all stages Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030980	17785534	N.A.	GPL?(Affymetrix_C.elegans_Tiling_Array_1.0R)	WBPaper00030980:mixed_stage_small_non-polyadenylated_RNA	microarray	N.A.	N.A.	WBls:0000002(all stages Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030985	17875205	N.A.	GPL?(WashU_GSC_C.elegans_Genome_Array)	WBPaper00030985:Enterococcus_faecalis	microarray	N.A.	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030985	17875205	N.A.	GPL?(WashU_GSC_C.elegans_Genome_Array)	WBPaper00030985:Erwinia_carotovora	microarray	N.A.	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030985	17875205	N.A.	GPL?(WashU_GSC_C.elegans_Genome_Array)	WBPaper00030985:Photorhabdus_luminescens	microarray	N.A.	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00030985	17875205	N.A.	GPL?(WashU_GSC_C.elegans_Genome_Array)	WBPaper00030985:Serratia_marcescens	microarray	N.A.	N.A. vs. N.A.	WBls:0000041(adult Ce) vs. WBls:0000041(adult Ce)	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00031003	17848203	GSE8462	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00031003:DM18_N2_0hr_1	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00031003	17848203	GSE8462	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00031003:DM19_myo3_0hr_1	microarray	N.A.	WBbt:0003675(muscle cell)	WBls:0000003(embryo Ce)	ccIs4251 I; dpy-20(e1282) IV.	Caenorhabditis elegans
WBPaper00031003	17848203	GSE8462	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00031003:DM22_N2_0hr_2	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00031003	17848203	GSE8462	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00031003:DM32_N2_0hr_3	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00031003	17848203	GSE8462	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00031003:DM33_myo3_0hr_2	microarray	N.A.	WBbt:0003675(muscle cell)	WBls:0000003(embryo Ce)	ccIs4251 I; dpy-20(e1282) IV.	Caenorhabditis elegans
WBPaper00031003	17848203	GSE8462	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00031003:DM53_myo3_0hr_3	microarray	N.A.	WBbt:0003675(muscle cell)	WBls:0000003(embryo Ce)	ccIs4251 I; dpy-20(e1282) IV.	Caenorhabditis elegans
WBPaper00031003	17848203	GSE8462	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00031003:DM92_myo3_24hr_1	microarray	N.A.	WBbt:0003675(muscle cell)	WBls:0000003(embryo Ce)	ccIs4251 I; dpy-20(e1282) IV.	Caenorhabditis elegans
WBPaper00031003	17848203	GSE8462	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00031003:DM100_myo3_24hr_2	microarray	N.A.	WBbt:0003675(muscle cell)	WBls:0000003(embryo Ce)	ccIs4251 I; dpy-20(e1282) IV.	Caenorhabditis elegans
WBPaper00031003	17848203	GSE8462	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00031003:DM102_myo3_24hr_3	microarray	N.A.	WBbt:0003675(muscle cell)	WBls:0000003(embryo Ce)	ccIs4251 I; dpy-20(e1282) IV.	Caenorhabditis elegans
WBPaper00031003	17848203	GSE8462	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00031003:DMR28_N2_24hr_1	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00031003	17848203	GSE8462	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00031003:DMR30_N2_24hr_2	microarray	N.A.	N.A.	WBls:0000003(embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
